iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1452.46,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1441.08,1,7.52222,1.43394,0.41995,54.9808,18.1239,65.0466,0.974679,0.974679,1.05184,0.974679,0.998743,0.974679,0.974679
3,1425.57,1,5.38557,1.58127,0.786584,51.2808,16.6203,61.1419,0.95,0.95,1.06492,0.95,0.998743,0.95,0.95
4,1413.35,1,3.00376,2.27967,1.23995,56.6965,17.8469,67.3382,0.925945,0.925945,1.11989,0.925945,0.998743,0.925945,0.925945
5,1409.96,1,4.62403,1.95366,0.821166,58.1714,17.6369,68.7176,0.9025,0.9025,1.09153,0.9025,0.998743,0.9025,0.9025
6,1397.12,1,5.76612,1.94669,0.590893,54.7794,17.4744,65.1206,0.879648,0.879648,1.0649,0.879648,0.998743,0.879648,0.879648
7,1384.06,1,4.7203,1.44924,0.836335,58.7751,20.3416,69.5387,0.857375,0.857375,1.03794,0.857375,0.998743,0.857375,0.857375
8,1359.9,1,5.65446,1.7131,0.679176,56.6731,19.9908,66.4836,0.835666,0.835666,1.01166,0.835666,0.998743,0.835666,0.835666
9,1361.69,1,6.40219,1.60352,0.551968,60.8418,19.2138,71.2341,0.814506,0.814506,1.05717,0.814506,0.998743,0.814506,0.814506
10,1342.08,1,5.88775,1.54911,0.628184,53.4693,16.5116,62.5,0.793882,0.793882,1.0304,0.793882,0.998743,0.793882,0.793882
11,1329.21,1,7.42641,1.177,0.4238,53.0815,14.8598,61.7563,0.773781,0.773781,1.00431,0.773781,0.998743,0.773781,0.773781
12,1311.75,1,6.56065,1.53098,0.551569,49.9403,16.4258,57.8051,0.754188,0.754188,0.978879,0.754188,0.998743,0.754188,0.754188
13,1314.3,1,5.92836,0.994766,0.6344,52.9642,16.5667,61.2555,0.735092,0.735092,0.964034,0.735092,0.998743,0.735092,0.735092
14,1303.52,1,4.41446,1.94957,0.890426,57.169,14.8205,66.5146,0.716479,0.716479,1.02195,0.716479,0.998743,0.716479,0.716479
15,1282.5,1,6.64769,1.46823,0.554234,56.0713,17.088,65.4525,0.698337,0.698337,0.996078,0.698337,0.998743,0.698337,0.698337
16,1278.62,1,4.27417,1.84095,0.903035,49.6679,19.5094,58.2283,0.680655,0.680655,0.970857,0.680655,0.998743,0.680655,0.680655
17,1259.16,1,4.82399,1.54208,0.816935,53.4024,16.1315,63.0136,0.66342,0.66342,0.946274,0.66342,0.998743,0.66342,0.66342
18,1253.49,1,5.56264,1.71737,0.726946,55.1921,16.933,65.1183,0.646622,0.646622,0.922314,0.646622,0.998743,0.646622,0.646622
19,1245.89,1,5.9109,1.46677,0.626354,49.4576,18.6863,58.0247,0.630249,0.630249,0.964482,0.630249,0.998743,0.630249,0.630249
20,1241.45,1,6.73335,1.62692,0.555458,47.2305,17.8515,55.2874,0.614291,0.614291,1.0037,0.614291,0.998743,0.614291,0.614291
21,1219.92,1,5.6476,1.67005,0.712669,46.8428,19.0406,54.9588,0.598737,0.598737,1.03709,0.598737,0.998743,0.598737,0.598737
22,1202.31,1,6.93059,1.58163,0.532827,49.5046,16.2652,58.3116,0.583577,0.583577,1.01083,0.583577,0.998743,0.583577,0.583577
