iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,11.0178,0.135038,50.5116,0.303648,29.5385,1.46518,79.0981,1.16959
2,10.9355,0.11901,51.2102,0.278893,27.4369,1.36031,74.4797,0.972811
3,11.0035,0.111753,51.8275,0.266206,27.1146,1.32889,71.4829,0.887131
4,11.0144,0.108255,52.6286,0.275134,27.3941,1.30243,71.0756,0.877857
5,11.0121,0.110788,53.2248,0.289545,31.7033,1.35237,72.0612,0.893646
6,11.0469,0.108964,53.4682,0.289242,33.6884,1.37163,71.9535,0.898469
7,11.0567,0.108063,53.728,0.288362,32.807,1.34063,73.8435,0.902145
8,11.0452,0.109341,53.9166,0.294459,32.8321,1.32628,76.0125,0.926744
9,11.033,0.108692,54.0704,0.2917,32.1601,1.32244,76.2393,0.938544
10,11.0355,0.108558,53.8596,0.28824,31.6612,1.3027,77.5529,0.949795
11,11.0269,0.108944,53.3329,0.283088,32.614,1.29502,78.1735,0.94399
12,11.0193,0.10816,53.0748,0.27843,32.5629,1.284,76.9575,0.926384
13,11.0376,0.107631,52.82,0.277255,32.7184,1.2743,75.901,0.910127
14,11.0508,0.107502,52.8633,0.279439,32.9999,1.27984,74.9269,0.909451
15,11.0531,0.107908,52.8923,0.278796,33.2023,1.28282,74.2934,0.914654
16,11.046,0.108287,52.7995,0.278859,33.5774,1.29442,74.4474,0.911128
17,11.0486,0.108877,52.6361,0.280564,33.3282,1.28603,73.7197,0.912621
18,11.0543,0.109088,52.461,0.280616,34.3148,1.29119,72.9656,0.910142
19,11.0499,0.10894,52.4138,0.279404,34.3758,1.28832,72.511,0.911182
20,11.0482,0.109203,52.4506,0.281635,34.2579,1.29466,72.9549,0.910525
21,11.0535,0.109174,52.4586,0.280572,33.7069,1.29261,72.7826,0.907799
22,11.0481,0.108905,52.4872,0.279826,34.9128,1.30455,73.3492,0.909634
23,11.0427,0.10913,52.618,0.279769,35.6305,1.32037,73.1592,0.913552
24,11.0435,0.109367,52.7324,0.278911,35.213,1.3131,73.1603,0.913204
25,11.0344,0.109446,52.7774,0.278155,34.9214,1.31715,72.9157,0.918759
26,11.0228,0.109681,52.7109,0.277159,34.7768,1.31578,72.7988,0.918452
27,11.0171,0.109717,52.6467,0.276241,34.9018,1.31296,72.7198,0.9175
28,11.0213,0.109553,52.6151,0.274655,35.4022,1.31387,73.0693,0.918097
29,11.0214,0.10963,52.5805,0.277079,35.8624,1.31206,73.3959,0.918834
30,11.021,0.109626,52.495,0.278154,35.8931,1.30701,73.7712,0.921047
31,11.0183,0.109604,52.4203,0.279219,36.1,1.30466,74.2802,0.927388
32,11.0151,0.110762,52.337,0.280162,35.8915,1.29982,75.43,0.934023
33,11.0108,0.1114,52.3845,0.281427,35.8537,1.29846,76.2974,0.941977
34,11.0004,0.111773,52.3335,0.283122,35.794,1.30071,76.4115,0.939456
35,10.9937,0.11158,52.3526,0.283626,35.5309,1.29377,76.5238,0.938508
36,11.0014,0.111172,52.3554,0.28274,35.5749,1.29122,76.5595,0.936368
37,10.9954,0.110981,52.3155,0.282171,36.0473,1.2941,76.3269,0.936522
38,10.9997,0.11107,52.2947,0.283955,36.4736,1.30604,76.4887,0.939105
39,11.0042,0.111184,52.3491,0.284288,36.3463,1.30926,76.1783,0.93722
40,11.0072,0.110862,52.314,0.283971,36.527,1.31614,75.8167,0.935253
41,11.0106,0.11047,52.2923,0.28328,36.9669,1.31822,75.5843,0.934236
42,11.0148,0.109994,52.2701,0.283519,36.9393,1.31608,75.2329,0.932992
43,11.0172,0.110172,52.2924,0.283045,37.0801,1.31542,75.4813,0.932247
44,11.0145,0.110337,52.2166,0.282773,37.0144,1.3103,75.5453,0.930931
45,11.0134,0.11022,52.2385,0.283167,36.9445,1.30502,75.4235,0.927226
46,11.0063,0.110248,52.247,0.283433,37.8219,1.30554,75.8388,0.926458
47,10.9998,0.110379,52.2868,0.283523,37.5373,1.30207,76.1379,0.929025
