parameter,value
Cl_pop,10.5000277185948
beta_Cl_logtCLCRMLMIN,0.540318178306384
beta_Cl_logtSCRMGDL,-0.145345880193505
beta_Cl_logtWTKG,0.835856669881645
V1_pop,43.3980930140705
Q_pop,19.1389219197212
beta_Q_ANTU_2,-0.640719034001807
beta_Q_logtAGEA,1.47377131636368
beta_Q_logtCLCRMLMIN,1.13425021508301
V2_pop,52.0520730064887
omega_Cl,0.177569376315438
omega_V1,0.265323604555856
omega_Q,0.00825305864571975
omega_V2,0.186450957122541
corr_V2_V1,0.99828881462923
a1,0.306792839595787
a2,0.0604798519912208
