iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2028.11,1,7.77311,5.76621,10.5064,22.7517,3,3,0,1.5,1.5,1.5,1.5
2,2003.99,1,4.08905,8.61755,11.4535,35.4647,2.92404,2.92404,0,1.46202,1.61581,1.66982,1.46202
3,1990.98,1,3.86487,9.73402,14.8174,62.2599,2.85,2.85,0,1.425,1.63664,1.62754,1.47686
4,1973.3,1,2.9451,14.7351,19.8016,91.8226,2.77784,2.77784,0,1.38892,1.5952,1.70684,1.43946
5,1968.31,1,3.01053,16.2769,29.0954,90.3394,2.7075,2.7075,0,1.35375,1.5548,1.71007,1.40301
6,1959.72,1,3.02679,13.9779,26.3956,121.227,2.63894,2.63894,0,1.31947,1.51884,1.78927,1.36749
7,1941.89,1,2.58615,13.4742,35.7459,147.339,2.57212,2.57212,0,1.28606,1.48038,1.74396,1.33286
8,1926.2,1,2.02569,12.9549,43.3461,164.793,2.507,2.507,0,1.2535,1.4429,1.69981,1.29911
9,1935.56,1,2.05406,9.16305,58.4223,175.053,2.44352,2.44352,0,1.22176,1.64688,1.73801,1.26622
10,1925.46,1,1.49172,9.65771,49.2804,189.813,2.38165,2.38165,0,1.19082,1.77695,1.694,1.23416
11,1911.81,1,1.74172,8.54669,66.8682,228.941,2.32134,2.32134,0,1.18459,1.73196,1.65111,1.21299
12,1893.86,1,1.68803,8.23418,56.9153,218.777,2.26257,2.26257,0,1.1546,1.6881,1.6093,1.18227
13,1888.2,1,1.8928,13.026,39.5272,345.428,2.20528,2.20528,0,1.12536,1.82061,1.56855,1.20482
14,1872.68,1,1.79693,10.1393,46.4362,292.519,2.14944,2.14944,0,1.09687,1.95446,1.52883,1.17431
15,1857.37,1,1.49409,12.3753,37.0608,270.562,2.09501,2.09501,0,1.06909,1.90498,1.49012,1.14458
16,1858.65,1,1.45767,18.1441,40.5802,244.675,2.04197,2.04197,0,1.04202,1.85674,1.45239,1.12083
17,1832.97,1,1.67662,11.7777,33.3394,246.97,1.99026,1.99026,0,1.01564,1.80973,1.41562,1.09245
18,1831.32,1,1.71713,14.8849,33.9442,251.132,1.93987,1.93987,0,1.01548,1.7639,1.41294,1.06479
19,1814.73,1,2.15225,12.7365,31.817,252.632,1.89075,1.89075,0,0.989771,1.71924,1.4285,1.03783
20,1805.64,1,1.97928,9.87155,28.8805,236.12,1.84287,1.84287,0,0.964709,1.67571,1.39233,1.04151
21,1797.95,1,2.08432,13.2114,32.8768,232.778,1.79621,1.79621,0,0.940282,1.63328,1.35708,1.01514
22,1768.16,1,2.33741,14.2502,28.9107,246.868,1.75073,1.75073,0,0.916474,1.59192,1.32271,0.989431
23,1771.83,1,2.03284,13.3176,21.4919,280.989,1.7064,1.7064,0,0.893268,1.55161,1.28922,0.964378
24,1753.79,1,2.2702,11.8513,29.6393,329.094,1.66319,1.66319,0,0.87065,1.51568,1.25658,0.93996
25,1736.75,1,2.30076,9.42987,20.8983,295.396,1.62108,1.62108,0,0.848605,1.47731,1.22476,0.91616
26,1727.04,1,2.41759,11.4065,26.4025,316.366,1.58003,1.58003,0,0.827118,1.4399,1.19375,0.892962
27,1721.34,1,2.56947,7.75196,27.001,274.125,1.54003,1.54003,0,0.806175,1.56329,1.16352,0.870352
28,1700.26,1,2.76886,7.86134,38.66,232.945,1.50103,1.50103,0,0.785762,1.52371,1.13406,0.848314
29,1694.94,1,3.10511,6.45405,31.0348,222.719,1.46302,1.46302,0,0.765866,1.51322,1.10535,0.856042
30,1685.63,1,3.28621,5.87116,30.7166,248.616,1.42598,1.42598,0,0.746474,1.4749,1.13374,0.865964
31,1679.64,1,3.06412,4.96496,40.3343,227.168,1.38987,1.38987,0,0.727573,1.43756,1.10504,0.844037
32,1667.96,1,2.92948,6.6587,34.1896,243.178,1.35468,1.35468,0,0.70915,1.40116,1.07706,0.9164
33,1660.74,1,3.48099,6.98263,32.2826,222.761,1.32038,1.32038,0,0.691194,1.39954,1.04979,0.953305
34,1643.93,1,3.65282,8.07558,38.828,197.118,1.28695,1.28695,0,0.673692,1.42342,1.0232,0.929167
35,1629.6,1,3.8228,9.12511,34.5672,202.608,1.25436,1.25436,0,0.656634,1.38738,0.997296,0.90564
36,1632.68,1,3.36868,11.2825,34.589,201.09,1.2226,1.2226,0,0.640008,1.71875,0.972044,0.882708
37,1628.66,1,3.22852,11.0418,43.6869,202.829,1.19164,1.19164,0,0.623802,1.67523,1.0558,0.882216
38,1611.44,1,3.21269,11.2284,39.7382,171.095,1.16147,1.16147,0,0.616359,1.63281,1.02906,0.859878
39,1602.05,1,3.52566,8.97456,37.8464,171.322,1.13206,1.13206,0,0.600753,1.63036,1.00301,0.838105
40,1579.8,1,3.44646,8.49231,35.2531,207.896,1.1034,1.1034,0,0.585541,1.67372,0.97761,0.816884
41,1575.79,1,3.58744,8.79839,35.8238,205.025,1.07546,1.07546,0,0.570715,1.63134,0.952857,0.7962
42,1555.95,1,3.64692,6.38272,30.4761,209.781,1.04823,1.04823,0,0.556264,1.59003,0.92873,0.792457
43,1548.18,1,3.8357,5.42967,28.0264,185.946,1.02168,1.02168,0,0.542179,1.54977,0.905214,0.772392
44,1531.26,1,3.56081,6.49978,33.4985,205.797,0.995815,0.995815,0,0.528451,1.51053,0.882293,0.752835
45,1525.29,1,3.50215,6.03235,27.2275,185.124,0.970601,0.970601,0,0.51507,1.47228,0.859953,0.733772
46,1511.29,1,3.38338,4.01236,28.333,227.411,0.946024,0.946024,0,0.502028,1.43501,0.838179,0.715193
47,1500.24,1,3.45381,4.91153,29.68,224.386,0.922071,0.922071,0,0.489317,1.39867,0.816956,0.697084
