Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
1.91466,0.000442018,5.25932e-05,8.25509,4.95897e-05,2.18508e-05,0.958821,0.0228818,0.00521093,16.9576,2.22045e-16,2.22045e-16,All
2.03553,0.00102356,0.00013706,8.71808,0.0001204,5.91301e-05,1.23137,0.0425403,0.0140596,17.1778,2.22045e-16,2.22045e-16,All
2.15641,0.00214242,0.000321572,9.18108,0.000265057,0.000144645,1.50393,0.0634212,0.0285075,17.3981,2.22045e-16,2.22045e-16,All
2.27728,0.00410982,0.000689078,9.64407,0.000535545,0.000323888,1.77648,0.082861,0.0484962,17.6183,2.22045e-16,2.22045e-16,All
2.39815,0.0073082,0.00136466,10.1071,0.00100329,0.000670903,2.04904,0.0993931,0.0734087,17.8386,1.83207e-15,2.22045e-16,All
2.51903,0.0121615,0.00252251,10.5701,0.00175787,0.00129713,2.32159,0.11245,0.102359,18.0588,1.6521e-14,1.66533e-15,All
2.6399,0.01909,0.00438837,11.0331,0.00290184,0.00235875,2.59414,0.122023,0.134389,18.2791,1.34617e-13,1.41553e-14,All
2.76078,0.0284578,0.00723593,11.4961,0.0045419,0.00406081,2.8667,0.128408,0.168584,18.4994,9.9443e-13,1.09579e-13,All
2.88165,0.0405196,0.0113768,11.959,0.00677726,0.00665648,3.13925,0.132033,0.204134,18.7196,6.68094e-12,7.71938e-13,All
3.00253,0.0553782,0.0171444,12.422,0.00968692,0.0104407,3.4118,0.133363,0.240348,18.9399,4.09464e-11,4.96464e-12,All
3.1234,0.0729578,0.0248743,12.885,0.0133179,0.015738,3.68436,0.132843,0.276663,19.1601,2.29602e-10,2.92343e-11,All
3.24428,0.0929972,0.0348812,13.348,0.017676,0.0228854,3.95691,0.130872,0.31263,19.3804,1.18124e-09,1.5807e-10,All
3.36515,0.115062,0.047438,13.811,0.0227208,0.032212,4.22946,0.127797,0.347902,19.6007,5.5908e-09,7.86965e-10,All
3.48602,0.138576,0.0627559,14.274,0.0283652,0.0440174,4.50202,0.123907,0.382219,19.8209,2.44063e-08,3.61714e-09,All
3.6069,0.162862,0.0809698,14.737,0.0344802,0.0585507,4.77457,0.119441,0.415393,20.0412,9.85153e-08,1.53883e-08,All
3.72777,0.187189,0.102129,15.2,0.0409022,0.0759932,5.04713,0.11459,0.447293,20.2614,3.68566e-07,6.07437e-08,All
3.84865,0.210824,0.126195,15.663,0.047445,0.0964445,5.31968,0.109508,0.477836,20.4817,1.28095e-06,2.23016e-07,All
3.96952,0.233074,0.15304,16.126,0.0539119,0.119915,5.59223,0.104316,0.506976,20.7019,4.14493e-06,7.63296e-07,All
4.0904,0.253325,0.182459,16.589,0.060108,0.146324,5.86479,0.0991069,0.534698,20.9222,1.25138e-05,2.44087e-06,All
4.21127,0.271066,0.21418,17.052,0.065852,0.175505,6.13734,0.0939518,0.561005,21.1425,3.53215e-05,7.30847e-06,All
4.33214,0.285911,0.247872,17.515,0.0709855,0.207208,6.40989,0.0889038,0.585921,21.3627,9.33941e-05,2.0533e-05,All
4.45302,0.297602,0.283171,17.978,0.0753798,0.241122,6.68245,0.084002,0.609481,21.583,0.000231769,5.42383e-05,All
4.57389,0.306009,0.319685,18.441,0.0789404,0.276881,6.955,0.0792734,0.631727,21.8032,0.000540807,0.000134974,All
4.69477,0.311117,0.357015,18.904,0.0816081,0.314082,7.22755,0.0747366,0.652711,22.0235,0.00118862,0.000317049,All
4.81564,0.313021,0.394768,19.367,0.0833587,0.352307,7.50011,0.0704026,0.672485,22.2437,0.00246488,0.000704299,All
4.93652,0.311898,0.432566,19.83,0.0842,0.391131,7.77266,0.0662774,0.691106,22.464,0.00483074,0.00148233,All
5.05739,0.307997,0.470057,20.293,0.084168,0.430141,8.04522,0.0623624,0.708632,22.6843,0.00896154,0.00296132,All
5.17827,0.301612,0.506923,20.756,0.0833218,0.468944,8.31777,0.058656,0.72512,22.9045,0.0157603,0.00562544,All
5.29914,0.293072,0.542884,21.219,0.0817383,0.507182,8.59032,0.0551542,0.740625,23.1248,0.0263149,0.0101796,All
5.42001,0.282719,0.5777,21.6819,0.0795069,0.544533,8.86288,0.0518511,0.755203,23.345,0.0417744,0.017578,All
5.54089,0.270897,0.611172,22.1449,0.0767242,0.580719,9.13543,0.04874,0.768907,23.5653,0.0631375,0.0290163,All
5.66176,0.25794,0.643143,22.6079,0.0734898,0.615509,9.40798,0.0458129,0.781788,23.7856,0.0909726,0.045868,All
5.78264,0.244163,0.673496,23.0709,0.0699023,0.648716,9.68054,0.0430615,0.793895,24.0058,0.125123,0.0695572,All
5.90351,0.229856,0.702148,23.5339,0.0660562,0.680198,9.95309,0.0404773,0.805276,24.2261,0.164478,0.101371,All
6.02439,0.215277,0.729052,23.9969,0.0620393,0.709857,10.2256,0.0380515,0.815974,24.4463,0.206891,0.142239,All
6.14526,0.200656,0.754189,24.4599,0.0579312,0.737632,10.4982,0.0357757,0.826032,24.6666,0.249313,0.192512,All
6.26613,0.186187,0.777567,24.9229,0.0538024,0.763498,10.7708,0.0336412,0.835489,24.8868,0.288141,0.251802,All
6.38701,0.172034,0.799213,25.3859,0.0497134,0.787459,11.0433,0.0316399,0.844382,25.1071,0.319739,0.318911,All
6.50788,0.158329,0.819174,25.8489,0.045715,0.809546,11.3159,0.0297639,0.852747,25.3274,0.341015,0.391891,All
