parameter,value,se_lin,rse_lin
Cl_pop,5.15786298196512,0.352564220922623,6.83547085596094
V1_pop,20.6323590416321,1.64890379729528,7.99183357544385
Q_pop,5.80751327773451,1.16730108662215,20.0998436128847
V2_pop,27.1795170443615,3.99001589607552,14.6802310341393
omega_Cl,0.254119255185437,0.0485610007144665,19.1095321285395
omega_V1,0.275629113151577,0.060457262202386,21.9342802765319
omega_Q,0.689140642475209,0.152628162729945,22.1476072259714
omega_V2,0.251668153898844,0.174724853169578,69.4266836954696
corr_V2_V1,0.999,0.493176913448736,49.3670584032769
a1,0.304292535824926,0.0223248092983896,7.33662731419548
a2,0.0632693600963407,0.00629350295929155,9.94715759683421
