simulations, -2LL
1000,610.638
2000,610.145
3000,610.114
4000,610.023
5000,609.999
6000,609.909
7000,609.927
8000,609.787
9000,609.705
10000,609.664
11000,609.589
12000,609.633
13000,609.702
14000,609.786
15000,609.785
16000,609.83
17000,609.881
18000,609.893
19000,609.944
20000,609.903
21000,609.85
22000,609.893
23000,609.901
24000,609.877
25000,609.889
26000,609.926
27000,609.934
28000,609.884
29000,609.888
30000,609.885
