iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2
1297,818.079,1,5.83119,0.478605,23.1588,6.6108,26.9606,0.00764642,0.187934,0.196439,0.666274,0.341408,3.32237,0.87471,0.218913,0.0613451
1298,814.737,1,5.81749,0.467624,22.9175,6.47935,26.9384,0.0105366,0.196837,0.198476,0.649403,0.332764,3.23825,0.897226,0.215719,0.0626179
1299,812.621,1,5.78201,0.480152,23.2228,5.86385,27.0021,0.0097204,0.191853,0.20721,0.651852,0.352698,3.15625,0.913787,0.219904,0.0612007
1300,806.789,1,5.80667,0.442564,23.1054,6.27486,27.0095,0.0106669,0.186995,0.203211,0.639237,0.352755,3.07634,0.89828,0.218713,0.059651
1301,802.995,1,5.83284,0.443566,23.0652,6.59559,25.9771,0.0166235,0.183013,0.200101,0.678226,0.364415,2.99844,0.891486,0.217331,0.0588199
1302,801.345,1,5.85409,0.454321,23.0295,6.44226,26.0958,0.0191535,0.178379,0.19984,0.661053,0.369086,2.92252,0.898059,0.22227,0.0580639
1303,797.075,1,5.85441,0.439539,22.9883,6.54948,25.973,0.0225798,0.175203,0.196323,0.644315,0.392967,2.84852,0.89938,0.22352,0.056761
1304,803.086,1,5.8529,0.446476,22.8742,6.78295,26.1823,0.0218663,0.174197,0.204357,0.646582,0.39837,2.77639,0.884624,0.220311,0.0579415
1305,806.663,1,5.87069,0.438797,23.0099,6.60015,25.7997,0.0201345,0.181896,0.205099,0.63021,0.400155,2.70609,0.891243,0.222884,0.0587481
1306,808.333,1,5.8728,0.478677,22.9382,6.84112,26.7132,0.0195856,0.179057,0.208726,0.629094,0.390023,2.63757,0.907028,0.22428,0.059452
1307,812.369,1,5.85959,0.430825,22.7747,6.75787,27.0557,0.0162467,0.179103,0.204344,0.633649,0.384907,2.57079,0.923417,0.219139,0.0629658
1308,805.579,1,5.86163,0.456489,22.8337,6.64032,27.7475,0.0179019,0.18912,0.218293,0.671735,0.380596,2.50569,0.923159,0.220696,0.0613714
1309,816.428,1,5.84615,0.469803,23.1834,6.64183,28.302,0.0181028,0.193372,0.212766,0.709091,0.370959,2.44225,0.910907,0.216896,0.0633579
1310,804.331,1,5.85902,0.497753,23.5069,6.48555,28.7697,0.0185199,0.188576,0.223628,0.691137,0.388212,2.38041,0.924002,0.21595,0.0617536
1311,805.589,1,5.83837,0.491563,23.2287,6.38896,29.1211,0.018308,0.193356,0.224042,0.720316,0.408393,2.39315,0.930273,0.217516,0.06019
1312,804.948,1,5.83489,0.489793,22.9702,6.54964,28.3154,0.0169445,0.194473,0.218369,0.717663,0.398363,2.42956,0.922032,0.216365,0.0590639
1313,796.049,1,5.8404,0.490616,22.8278,6.70615,27.8041,0.0201375,0.19081,0.21284,0.715424,0.388276,2.36804,0.924365,0.21595,0.0579114
1314,803.11,1,5.82736,0.494549,22.5853,6.8978,27.7863,0.0145871,0.189686,0.207451,0.706958,0.389526,2.6641,0.91142,0.214747,0.0585754
1315,825.487,1,5.8307,0.510312,22.7223,6.74152,27.6583,0.0185058,0.18828,0.210363,0.758317,0.408675,2.65135,0.888467,0.220698,0.0617407
1316,821.485,1,5.83398,0.484807,23.0751,6.66001,26.8825,0.0163238,0.190648,0.205037,0.739116,0.398328,2.68358,0.87155,0.21511,0.063423
1317,816.638,1,5.86167,0.467708,23.1629,6.53109,27.0695,0.0168524,0.188745,0.205516,0.726776,0.407667,2.61563,0.863988,0.214109,0.0618171
1318,816.283,1,5.87397,0.470484,22.6922,6.96024,26.8376,0.0204588,0.187122,0.200312,0.708374,0.397344,2.54941,0.863129,0.215652,0.0625905
1319,819.623,1,5.85514,0.464942,22.4359,6.98135,25.5227,0.0118269,0.195312,0.200487,0.690437,0.401421,2.94581,0.838404,0.213462,0.0610056
1320,817.983,1,5.85876,0.452731,22.3973,7.25894,25.4568,0.0116488,0.190366,0.208012,0.703697,0.399471,3.19418,0.867666,0.218439,0.0594609
1321,807.99,1,5.81339,0.472113,22.3783,6.84734,26.4359,0.0141711,0.186081,0.22531,0.685879,0.412553,3.1133,0.903039,0.217071,0.0580522
1322,808.072,1,5.79826,0.501234,22.3392,6.94941,27.1311,0.0114219,0.189483,0.222265,0.668513,0.402107,3.03447,0.873444,0.214567,0.0585503
1323,820.282,1,5.83487,0.507551,23.0038,6.7757,28.7473,0.0124199,0.186668,0.234273,0.664554,0.426528,2.95764,0.871932,0.221467,0.0583466
1324,818.706,1,5.83166,0.474852,22.9807,6.63338,29.5752,0.00969723,0.1892,0.228341,0.647727,0.440423,3.04503,0.842951,0.221032,0.0573251
1325,816.996,1,5.81616,0.443473,22.9926,6.82056,30.7379,0.00949531,0.191515,0.228799,0.645328,0.429271,3.15977,0.85531,0.215435,0.0580963
1326,817.069,1,5.8105,0.43512,23.1041,6.88397,29.9231,0.0115705,0.186666,0.23368,0.644407,0.464388,3.07976,0.877221,0.217134,0.0584476
1327,827.647,1,5.80239,0.447076,23.1833,6.88654,28.9832,0.00954478,0.183158,0.227763,0.63199,0.452629,3.00178,0.843949,0.21834,0.0613281
1328,822.842,1,5.771,0.455825,23.2417,6.77715,29.7008,0.00919078,0.178521,0.225607,0.656637,0.456225,2.92577,0.851263,0.219021,0.0597753
1329,819.912,1,5.79892,0.431214,23.1203,6.64026,28.8642,0.00986624,0.182426,0.223405,0.640011,0.444673,2.91761,0.822352,0.215603,0.0593294
1330,820.827,1,5.81073,0.46794,23.1917,6.76579,27.5513,0.013456,0.183353,0.217749,0.632384,0.449058,2.84373,0.854023,0.216998,0.061214
1331,822.182,1,5.83263,0.437294,23.3842,6.5366,27.7391,0.0127152,0.18673,0.212235,0.688996,0.437688,2.77172,0.825218,0.219221,0.0596641
1332,829.398,1,5.78969,0.429791,23.3128,6.02503,28.3047,0.0105077,0.188794,0.206861,0.671551,0.426605,2.84563,0.808224,0.222495,0.0617854
1333,822.415,1,5.77578,0.446072,23.0018,6.10062,27.6726,0.0135473,0.188826,0.201623,0.654547,0.415803,2.77357,0.83805,0.221851,0.0620338
1334,828.182,1,5.80202,0.41213,23.1282,6.24342,27.0996,0.00979804,0.193619,0.196518,0.637973,0.405275,2.90487,0.800133,0.216234,0.0644662
1335,827.351,1,5.82801,0.413386,23.0933,6.32124,25.9176,0.0138431,0.18915,0.191542,0.645894,0.395013,2.88227,0.807752,0.218197,0.063613
1336,818.464,1,5.82943,0.432799,22.6826,6.58769,24.8221,0.0125705,0.195947,0.186692,0.671235,0.385011,2.91696,0.816307,0.213509,0.0620023
1337,821.991,1,5.84186,0.455354,23.1288,6.59413,25.9525,0.0125284,0.19984,0.195788,0.691373,0.375262,2.89794,0.810078,0.217468,0.0604324
1338,820.298,1,5.83565,0.442035,22.9705,6.48181,26.9208,0.0118459,0.19478,0.19083,0.673867,0.36576,2.98306,0.815095,0.216204,0.0612518
1339,836.256,1,5.85094,0.426062,22.9399,6.66719,26.0325,0.0140909,0.197183,0.19576,0.678803,0.416398,3.33259,0.82624,0.216984,0.0632817
1340,822.628,1,5.84688,0.424355,23.0753,6.87813,25.8625,0.0172062,0.19362,0.190803,0.706906,0.426986,3.24821,0.839162,0.21149,0.0618976
1341,819.174,1,5.83839,0.411456,23.2218,6.79674,26.1068,0.0145112,0.193679,0.186103,0.727856,0.416175,3.16596,0.858642,0.211296,0.0610433
1342,824.039,1,5.82869,0.417917,23.2451,6.52347,26.4683,0.00946996,0.194075,0.181391,0.709426,0.405637,3.28142,0.874913,0.215022,0.062783
1343,824.349,1,5.84453,0.418638,23.2172,6.60715,26.0162,0.0107666,0.189161,0.191342,0.691463,0.411085,3.23985,0.883197,0.212366,0.0637112
1344,825.176,1,5.884,0.42456,23.3562,6.7341,26.5872,0.0122985,0.193995,0.187131,0.727762,0.400676,3.2272,0.865928,0.211995,0.0630243
1345,831.33,1,5.88561,0.42329,23.4408,6.42903,26.4372,0.0160988,0.193902,0.193135,0.709335,0.421929,3.14549,0.869011,0.215534,0.0640593
1346,829.14,1,5.87358,0.44567,23.4403,6.96388,27.668,0.0156999,0.188992,0.188245,0.691374,0.411245,3.06584,0.843516,0.212894,0.0656336
1347,821.835,1,5.87659,0.424933,23.3271,6.94656,27.7557,0.0176807,0.187522,0.183478,0.690275,0.400832,2.98821,0.823997,0.211172,0.0652889
1348,816.063,1,5.87683,0.420671,23.095,7.11781,26.1928,0.0150669,0.191526,0.178833,0.703471,0.390683,2.91255,0.821705,0.211718,0.0636358
1349,824.805,1,5.87719,0.38819,22.8647,6.91188,26.9681,0.0120123,0.192548,0.18079,0.712466,0.380791,2.8388,0.806399,0.213199,0.0637704
1350,820.908,1,5.816,0.40454,23.0236,6.42355,26.8671,0.0109066,0.194072,0.179417,0.700686,0.379239,2.77396,0.828892,0.214508,0.0622408
1351,819.86,1,5.79672,0.41243,22.7703,6.67649,27.3624,0.0148939,0.190182,0.190435,0.726163,0.369637,2.70373,0.8137,0.209077,0.064759
1352,821.017,1,5.82487,0.400688,22.6192,7.10134,26.4894,0.00993837,0.185366,0.186071,0.707776,0.360277,2.70019,0.821317,0.214159,0.0640943
1353,822.673,1,5.77143,0.441223,22.1146,6.888,26.0615,0.00907769,0.187446,0.18136,0.698722,0.351155,2.8797,0.854287,0.22009,0.0627874
1354,829.324,1,5.75647,0.434508,22.224,6.9528,25.7104,0.00853687,0.190645,0.183645,0.732105,0.355276,2.93998,0.851097,0.222681,0.0628776
1355,826.666,1,5.75045,0.444046,22.3684,6.87375,26.1627,0.00825977,0.185817,0.180734,0.777972,0.354351,2.86554,0.892179,0.226746,0.0629219
1356,824.71,1,5.74674,0.445226,22.2341,7.00132,26.6153,0.00933207,0.184733,0.183482,0.758273,0.384783,2.79298,0.901816,0.22518,0.0626715
1357,822.005,1,5.73635,0.451607,22.194,6.71692,26.7695,0.0100629,0.184674,0.178836,0.739073,0.37504,2.72226,0.864311,0.224435,0.0623676
1358,818.317,1,5.74014,0.450425,22.3542,6.88957,27.6114,0.0134266,0.179998,0.178784,0.72036,0.365544,2.65334,0.88389,0.225157,0.0629409
1359,816.181,1,5.7085,0.463742,22.2072,6.92575,27.7016,0.0121249,0.186248,0.186647,0.72269,0.358267,2.58615,0.906417,0.224701,0.062015
1360,824.466,1,5.72988,0.453326,22.1853,7.28045,28.0954,0.0115546,0.181532,0.197407,0.741858,0.362717,2.52067,0.899737,0.224501,0.0642388
1361,820.938,1,5.74741,0.445699,21.976,7.03152,26.978,0.0121383,0.180823,0.202121,0.723074,0.360751,2.53033,0.915969,0.224732,0.063306
1362,825.315,1,5.74498,0.453715,22.0911,6.98249,27.1606,0.00973583,0.180473,0.197003,0.704765,0.351617,2.71903,0.879969,0.223075,0.0649609
1363,822.394,1,5.72558,0.454196,22.0335,7.10876,26.4322,0.00793053,0.179289,0.192015,0.705974,0.342714,2.83753,0.873569,0.217427,0.0652586
1364,831.256,1,5.71722,0.457309,22.1636,6.61285,26.118,0.00845097,0.180771,0.187153,0.724003,0.359134,2.85361,0.86001,0.221885,0.0646701
1365,818.123,1,5.71537,0.465822,22.0287,6.56852,25.322,0.0127384,0.182641,0.182414,0.705671,0.358287,2.78136,0.889958,0.224518,0.0630326
1366,815.034,1,5.69516,0.462419,22.3141,6.42981,25.8954,0.00675053,0.178016,0.178444,0.706059,0.349215,2.77115,0.906298,0.224736,0.0624534
1367,822.438,1,5.68898,0.445721,22.0803,6.86308,25.6783,0.00480438,0.17794,0.180579,0.721755,0.341833,3.12585,0.889435,0.222012,0.0628989
1368,823.549,1,5.68168,0.417154,22.2807,6.41277,25.9016,0.00384348,0.185126,0.190427,0.724641,0.360451,3.33294,0.913037,0.223801,0.061961
1369,827.84,1,5.67863,0.419593,22.3933,6.5675,25.8404,0.00556504,0.181837,0.185605,0.73537,0.351913,3.24855,0.893939,0.226119,0.063242
1370,813.489,1,5.69179,0.413814,22.655,6.35613,26.6904,0.0097624,0.177268,0.180906,0.71675,0.343002,3.16629,0.865701,0.22175,0.0618929
1371,817.579,1,5.71883,0.435861,22.3377,6.9647,26.2687,0.0105186,0.174768,0.176325,0.698601,0.359096,3.08612,0.847646,0.221375,0.0626029
1372,828.279,1,5.73685,0.422767,22.4935,6.7289,26.4859,0.00560905,0.170343,0.185929,0.689993,0.350004,3.29643,0.805287,0.227931,0.0610177
1373,835.907,1,5.68649,0.410619,22.4084,6.75386,26.7036,0.00447057,0.167731,0.18305,0.672522,0.341141,3.57267,0.773055,0.228767,0.062287
1374,839.745,1,5.66905,0.419474,22.2726,6.71188,27.0718,0.00576931,0.168086,0.178415,0.663364,0.340056,3.48221,0.826191,0.22556,0.0674478
1375,839.576,1,5.6862,0.39783,22.1161,7.08398,27.1863,0.00651002,0.168655,0.20379,0.647386,0.361905,3.39404,0.831637,0.232528,0.06574
1376,844.67,1,5.69565,0.378771,21.9765,7.3549,26.2514,0.00526389,0.169039,0.199247,0.653689,0.392499,3.55961,0.857479,0.228831,0.0651563
1377,839.615,1,5.69683,0.389628,21.9641,7.51772,25.6101,0.00313875,0.169736,0.213595,0.680916,0.409774,3.58655,0.863773,0.225927,0.0635065
1378,842.542,1,5.68268,0.406784,21.7328,7.04227,25.5281,0.00508749,0.172015,0.208187,0.742134,0.399398,3.49574,0.838666,0.227613,0.0636155
1379,829.478,1,5.66826,0.401533,21.7495,6.70578,25.8829,0.00416852,0.170764,0.211189,0.72504,0.398921,3.40722,0.911624,0.226483,0.0620047
1380,825.553,1,5.66947,0.424586,22.0899,6.75171,25.9434,0.00526026,0.166441,0.208633,0.706682,0.390246,3.32095,0.903051,0.230559,0.0615622
1381,825.811,1,5.68161,0.409037,22.2886,6.74251,25.8527,0.00674892,0.163794,0.217097,0.706017,0.380365,3.23686,0.917875,0.229661,0.0630074
1382,825.575,1,5.65298,0.388921,22.202,6.57794,25.7168,0.00670602,0.168967,0.2116,0.688141,0.370734,3.1549,0.898187,0.226015,0.0630749
1383,825.439,1,5.60977,0.421909,21.859,6.75188,25.8868,0.00597652,0.174245,0.206243,0.749413,0.37566,3.07502,0.911953,0.226111,0.0624262
1384,826.934,1,5.65371,0.402566,22.4095,6.14031,25.9981,0.00483273,0.171761,0.208991,0.730438,0.366148,3.01674,0.911778,0.223047,0.0644403
1385,824.153,1,5.64403,0.367572,22.45,6.16674,25.6806,0.00562208,0.173216,0.203699,0.711943,0.365603,2.94035,0.889096,0.223997,0.0630527
1386,813.82,1,5.67063,0.404089,22.4882,6.39981,25.7308,0.00643334,0.172682,0.203894,0.693916,0.356346,2.8659,0.899105,0.221731,0.0614562
1387,812.894,1,5.68827,0.39885,22.5689,6.3346,25.0435,0.00484067,0.172165,0.214417,0.676345,0.347323,3.14253,0.91131,0.222948,0.0602633
1388,811.445,1,5.68197,0.407627,22.5895,6.45124,25.2494,0.0044973,0.173404,0.208988,0.702604,0.338528,3.39767,0.903817,0.224803,0.0587374
1389,815.169,1,5.66984,0.410419,22.8278,6.39665,25.9808,0.00611362,0.169013,0.211819,0.684814,0.35984,3.31163,0.890213,0.227024,0.0590738
1390,809.208,1,5.6878,0.412337,22.9649,6.23991,25.3744,0.00793693,0.172884,0.207833,0.667474,0.357206,3.22778,0.907105,0.221276,0.0607835
1391,822.707,1,5.66059,0.41957,22.91,6.01401,25.2883,0.0047824,0.168507,0.209899,0.659905,0.348161,3.53357,0.890358,0.223314,0.0617989
1392,824.104,1,5.64071,0.391386,22.6029,6.25886,25.0833,0.00443903,0.167418,0.205038,0.674913,0.339383,3.58297,0.879196,0.226263,0.0606977
1393,828.432,1,5.66684,0.391044,22.6695,6.39556,25.5024,0.0045207,0.164894,0.199847,0.657824,0.342485,3.5746,0.873395,0.224464,0.0631096
1394,828.491,1,5.64272,0.399428,22.3972,6.27544,25.3688,0.00331136,0.161548,0.194786,0.674262,0.333813,3.48409,0.878814,0.2282,0.0649127
1395,827.706,1,5.65821,0.362547,22.5843,6.34339,25.082,0.00343265,0.167884,0.189854,0.657189,0.333632,3.39587,0.889884,0.227795,0.0652554
1396,829.428,1,5.60161,0.42217,22.3339,6.32298,24.4864,0.00301762,0.165453,0.185047,0.643124,0.325184,3.32236,0.830597,0.223513,0.065272
1397,828.196,1,5.61206,0.421719,21.9183,6.0909,24.6185,0.00278707,0.166021,0.180362,0.6465,0.31695,3.55157,0.774142,0.232832,0.0636193
1398,840.09,1,5.60383,0.421648,21.7713,6.3565,25.102,0.0049791,0.167605,0.175795,0.703553,0.308925,3.46164,0.810285,0.232027,0.0656773
1399,837.163,1,5.64964,0.427265,21.8288,6.41701,25.2932,0.0022722,0.170746,0.171344,0.689585,0.316166,3.47192,0.772411,0.227385,0.064181
1400,844.1,1,5.6329,0.430281,21.8303,6.6462,25.0189,0.00227452,0.16751,0.178588,0.674538,0.314682,3.70486,0.801991,0.227005,0.0665353
1401,844.744,1,5.64221,0.440254,21.8651,6.85663,25.8637,0.00330759,0.170513,0.174067,0.718075,0.320439,3.61106,0.804677,0.227955,0.0661612
1402,835.624,1,5.67159,0.437462,21.7868,6.97769,25.1391,0.00245494,0.166196,0.181972,0.699892,0.352943,3.78212,0.866093,0.229817,0.0644859
1403,832.266,1,5.68553,0.425773,21.6014,7.21366,24.9088,0.00293866,0.165793,0.177364,0.682171,0.344006,3.70254,0.888486,0.226364,0.0658015
1404,830.167,1,5.6896,0.465181,21.6033,6.91498,25.1596,0.00400533,0.164378,0.172873,0.679731,0.335295,3.60879,0.907116,0.230338,0.0654288
1405,817.645,1,5.66935,0.456214,21.6976,6.73012,24.9415,0.00715708,0.164365,0.172452,0.681896,0.326806,3.51741,0.90053,0.234084,0.0637721
1406,823.75,1,5.66986,0.433652,21.6707,6.67107,25.6293,0.00433562,0.16573,0.175073,0.707585,0.325254,3.42835,0.891136,0.235573,0.0621573
1407,827.908,1,5.68195,0.440093,21.818,7.05788,25.9898,0.00465843,0.169689,0.181122,0.72084,0.324699,3.34154,0.895284,0.233807,0.0626155
1408,819.225,1,5.70888,0.478117,21.7615,7.05523,26.4718,0.0034773,0.169565,0.176536,0.733218,0.316477,3.44974,0.909527,0.231094,0.0610425
1409,814.01,1,5.7218,0.458625,21.897,7.224,26.097,0.00331915,0.168836,0.172066,0.71976,0.312992,3.56109,0.920184,0.231195,0.0599398
1410,828.821,1,5.70949,0.455846,22.1928,7.02187,26.6398,0.00330445,0.165899,0.184647,0.739639,0.352176,3.54727,0.912838,0.233944,0.0616369
1411,824.038,1,5.66043,0.452985,22.1623,6.6733,26.1879,0.00220758,0.170658,0.179972,0.73534,0.343258,3.77683,0.905001,0.22802,0.0615538
1412,823.048,1,5.67954,0.456678,22.2272,6.86397,25.3616,0.00292837,0.166778,0.18957,0.71672,0.348251,3.6812,0.886232,0.229821,0.0599952
1413,819.246,1,5.72181,0.415863,22.2888,6.77187,25.5001,0.00379585,0.167678,0.190634,0.698573,0.340152,3.67421,0.90364,0.227129,0.0604017
1414,825.526,1,5.66854,0.443058,22.1885,6.83391,25.165,0.00354076,0.168747,0.196182,0.694697,0.340936,3.58118,0.893099,0.226422,0.0620411
1415,828.032,1,5.64425,0.419881,22.245,6.32535,25.8219,0.00323852,0.168678,0.191215,0.689768,0.332303,3.4905,0.878054,0.231769,0.0625373
1416,819.376,1,5.6196,0.403651,22.2874,6.36571,26.4155,0.00394014,0.164407,0.193327,0.672302,0.323889,3.40212,0.905531,0.229112,0.0627831
1417,823.985,1,5.65983,0.393592,22.354,6.33601,26.9834,0.00348533,0.163351,0.200362,0.655279,0.339807,3.31598,0.900073,0.224985,0.0639905
1418,820.524,1,5.66474,0.389171,22.1918,6.63272,26.7561,0.00430967,0.161114,0.195289,0.701845,0.331203,3.24718,0.889848,0.223232,0.0627298
1419,821.999,1,5.71074,0.4013,21.7808,7.10619,26.1727,0.00385003,0.164125,0.190344,0.731436,0.329915,3.49753,0.883175,0.224468,0.0613226
1420,825.188,1,5.71278,0.44289,21.8475,7.18191,26.5698,0.00161917,0.173019,0.186113,0.721031,0.34828,3.57717,0.857456,0.22717,0.0598333
1421,824.402,1,5.67921,0.429492,21.8516,7.17039,25.7893,0.0016422,0.170459,0.191008,0.702775,0.345222,3.60089,0.866089,0.224721,0.0607457
1422,817.954,1,5.67013,0.404636,21.9804,6.80454,26.7514,0.00243343,0.172874,0.190877,0.718517,0.33648,3.586,0.875977,0.226657,0.0592076
1423,818.889,1,5.66504,0.426261,21.9707,6.47022,27.0899,0.00253852,0.174776,0.186044,0.70213,0.347998,3.74176,0.879969,0.225824,0.0588598
1424,826.176,1,5.66557,0.431289,22.0688,6.80242,26.6274,0.00331591,0.176944,0.195829,0.684352,0.347492,3.64701,0.864468,0.227712,0.0600433
1425,831.151,1,5.67305,0.398928,22.2332,6.86887,26.5641,0.00260162,0.178227,0.203785,0.692953,0.346944,3.68146,0.895208,0.225097,0.0627535
1426,826.044,1,5.69471,0.392173,22.2791,6.83451,26.2567,0.00284447,0.174717,0.213895,0.694486,0.352568,3.64059,0.90833,0.227157,0.0611645
1427,829.021,1,5.68365,0.388142,22.4677,6.53279,26.404,0.00263511,0.170293,0.215755,0.676902,0.343641,3.54841,0.870323,0.226499,0.0623664
1428,819.69,1,5.66961,0.403179,22.4075,6.36684,26.9339,0.00373629,0.180279,0.212446,0.659762,0.357447,3.45856,0.877042,0.222788,0.0607873
1429,815.559,1,5.67062,0.411018,22.5233,6.39411,26.516,0.00489842,0.180712,0.210871,0.643057,0.355785,3.37099,0.883562,0.217147,0.0613621
1430,817.399,1,5.66049,0.397236,22.1648,6.49851,25.9586,0.00321873,0.176136,0.205531,0.626774,0.346777,3.28564,0.848899,0.220617,0.0607486
1431,818.879,1,5.68108,0.429539,22.7089,6.60888,25.8905,0.00367342,0.176288,0.213718,0.696704,0.337996,3.20244,0.884271,0.222946,0.0602812
1432,815.425,1,5.69727,0.430682,22.3754,6.53965,26.2796,0.00370338,0.175444,0.208306,0.679063,0.329438,3.12135,0.86503,0.223739,0.0598147
1433,817.551,1,5.69213,0.434268,22.1821,6.34557,25.8249,0.00397904,0.175221,0.203032,0.661868,0.321096,3.14804,0.881965,0.223596,0.0617598
1434,812.681,1,5.67906,0.443996,22.4425,6.24298,26.0995,0.00333773,0.174161,0.197891,0.64511,0.312966,3.31463,0.869355,0.221693,0.0605064
1435,815.9,1,5.70475,0.435276,22.1089,6.67716,25.8681,0.00376763,0.174538,0.200426,0.662018,0.305041,3.49028,0.900746,0.227872,0.0600533
1436,817.922,1,5.68336,0.420703,22.2465,6.65945,26.674,0.00265223,0.175847,0.21556,0.684523,0.31618,3.69336,0.920598,0.223052,0.0609204
1437,818.455,1,5.68378,0.416108,22.3697,6.4759,26.9162,0.00281256,0.172756,0.216319,0.712718,0.308174,3.74527,0.903331,0.223899,0.0600512
1438,818.987,1,5.69834,0.42515,22.1429,6.6183,25.7011,0.00216228,0.178956,0.21599,0.694672,0.308885,3.76972,0.90926,0.220661,0.0611307
1439,820.163,1,5.72372,0.420618,22.3167,6.44322,26.3832,0.00347426,0.177958,0.210521,0.677082,0.312264,3.67426,0.911614,0.221127,0.0630828
1440,816.32,1,5.69734,0.413803,22.4361,6.49541,26.6503,0.00485775,0.183048,0.22199,0.698169,0.324293,3.58123,0.913434,0.219617,0.0614855
1441,825.205,1,5.70251,0.423487,22.7937,6.52906,26.7559,0.00350373,0.178413,0.216369,0.694544,0.336417,3.57367,0.910947,0.223281,0.0622754
1442,827.665,1,5.73011,0.419774,22.6089,6.71986,26.3278,0.0049272,0.18029,0.210891,0.717226,0.335239,3.48319,0.905272,0.221419,0.0635419
1443,822.434,1,5.72868,0.412578,22.8377,6.9754,26.5177,0.00609595,0.175725,0.210218,0.699065,0.326751,3.39499,0.862719,0.218222,0.0626808
1444,823.417,1,5.74332,0.434105,22.26,6.96828,26.7419,0.00651486,0.174869,0.214494,0.713543,0.334908,3.30903,0.847898,0.22324,0.0610936
1445,831.131,1,5.72113,0.424167,22.3006,6.89283,27.2972,0.00441737,0.173423,0.223783,0.711983,0.332677,3.61484,0.879374,0.225513,0.061674
1446,837.37,1,5.72243,0.444758,22.4436,6.88268,27.8573,0.00597501,0.178915,0.218117,0.766571,0.328913,3.52331,0.858533,0.222938,0.0638202
1447,825.125,1,5.72325,0.44435,21.8646,6.86657,26.2817,0.00525716,0.1779,0.212594,0.747161,0.320585,3.4341,0.848749,0.220241,0.0627174
1448,829.027,1,5.76142,0.465966,21.9406,7.44785,27.3613,0.00320425,0.183649,0.207211,0.731621,0.322679,3.46179,0.815708,0.219321,0.0617801
1449,826.813,1,5.77387,0.498334,21.9653,7.12224,28.172,0.00368514,0.185625,0.205256,0.726664,0.320979,3.48258,0.838455,0.224461,0.0602158
1450,829.003,1,5.76012,0.51945,22.5495,6.84516,29.5036,0.00622699,0.180925,0.201548,0.71571,0.356165,3.3944,0.857618,0.222983,0.0621567
1451,828.366,1,5.75465,0.513778,22.3643,6.91165,28.464,0.00758866,0.179682,0.217605,0.727472,0.370516,3.30845,0.898886,0.223701,0.0629085
1452,827.332,1,5.77085,0.467842,22.0229,6.84862,27.3199,0.00659105,0.186509,0.212095,0.709052,0.361134,3.24272,0.844923,0.219154,0.0630762
1453,824.731,1,5.79033,0.458268,22.265,6.85889,27.1713,0.00821232,0.181786,0.206725,0.72862,0.35199,3.16061,0.845901,0.216769,0.062914
1454,817.036,1,5.7878,0.484957,22.5881,6.79377,27.5977,0.00707145,0.177184,0.20149,0.733487,0.343077,3.12408,0.865241,0.220782,0.0613209
1455,818.098,1,5.78101,0.493746,22.6285,7.03131,27.3219,0.00557916,0.18662,0.211728,0.730676,0.33439,3.21323,0.863564,0.21812,0.0597683
1456,818.297,1,5.75067,0.482361,22.5499,6.81662,27.5964,0.00647416,0.189425,0.220239,0.712175,0.349411,3.13187,0.88355,0.216506,0.0606859
1457,817.886,1,5.75539,0.463043,22.4856,6.72984,28.039,0.00847309,0.194609,0.218151,0.694142,0.355751,3.05257,0.873575,0.213993,0.0618296
1458,817.924,1,5.751,0.47106,22.5545,6.61253,29.3223,0.0106012,0.196823,0.222785,0.732961,0.359805,2.97528,0.853711,0.220597,0.060264
1459,831.052,1,5.77822,0.438586,22.9727,6.57481,29.2141,0.00780041,0.191839,0.217144,0.720672,0.36817,2.98167,0.82663,0.218588,0.0622125
1460,833.478,1,5.76516,0.425062,22.3466,7.05719,28.4636,0.00735058,0.186982,0.211646,0.732319,0.368726,3.01207,0.784882,0.222586,0.06174
1461,829.729,1,5.75325,0.425532,22.5767,7.20686,27.8953,0.00688258,0.182247,0.206287,0.773898,0.37025,2.96502,0.762426,0.218932,0.0608032
1462,832.829,1,5.79002,0.428719,22.3973,6.93949,29.3088,0.011269,0.183789,0.206759,0.755402,0.360875,2.88994,0.701341,0.224622,0.059958
1463,828.425,1,5.80216,0.456832,22.1446,7.18806,27.5567,0.0117341,0.184734,0.203629,0.7402,0.355558,3.02634,0.830076,0.222094,0.0611502
1464,827.575,1,5.77109,0.455045,22.3497,7.05814,27.5329,0.00896267,0.186515,0.209199,0.726621,0.346555,2.94971,0.79454,0.220875,0.0608242
1465,829.837,1,5.79211,0.435898,22.3818,7.03541,26.7851,0.00859929,0.187529,0.206011,0.738076,0.351632,3.08178,0.832918,0.226124,0.0603037
1466,833.593,1,5.77693,0.424273,22.4864,6.74575,26.7877,0.00903797,0.182781,0.200795,0.734765,0.342729,3.00375,0.796213,0.227778,0.0628277
1467,832.176,1,5.74076,0.410536,22.5779,6.4882,26.6537,0.00774061,0.178501,0.199072,0.71616,0.345758,2.92769,0.822864,0.222011,0.0643868
1468,831.964,1,5.7535,0.411729,22.3566,6.55425,26.0119,0.010238,0.181046,0.194031,0.73089,0.337003,3.05503,0.840696,0.221757,0.0640681
