parameter,value,se_lin,rse_lin
Cl_pop,4.9292566333147,0.340802026618228,6.91386251458072
V1_pop,21.4848099757965,1.82130266978816,8.47716443310381
Q_pop,5.45273467561203,0.864682812675055,15.8577826378101
V2_pop,36.633862348054,10.0782764073262,27.5108213039992
omega_Cl,0.251145876590811,0.0496047506370993,19.7513697260178
omega_V1,0.291938847571867,0.0632988551582848,21.6822309482819
omega_Q,0.482646123745919,0.13171980094294,27.2911755554224
omega_V2,0.858719818500371,0.218774947602327,25.4768718374738
corr_V2_V1,0.650791478162132,0.214033299984955,32.8881534511478
a1,0.306174009734006,0.0224927804484348,7.34640424508136
a2,0.0614686712309819,0.00637284173920319,10.3676256726876
