simulations,OFV
500,951.658
1000,951.407
1500,951.606
2000,949.96
2500,950.592
3000,951.063
3500,951.255
4000,951.493
4500,952.102
5000,952.013
5500,951.889
6000,952.115
6500,952
7000,951.848
7500,951.588
8000,951.873
8500,952.061
9000,951.744
9500,951.544
10000,951.045
10500,950.355
11000,950.384
11500,950.254
12000,950.055
12500,950.245
13000,949.966
13500,949.923
14000,949.768
14500,948.894
15000,948.954
15500,948.886
16000,948.962
16500,948.977
17000,949.051
17500,949.022
18000,948.862
18500,949.007
19000,949.003
19500,949.033
20000,948.911
20500,948.899
21000,948.626
21500,948.727
22000,948.517
22500,948.522
23000,948.38
23500,948.282
24000,948.27
24500,948.289
25000,948.322
25500,948.327
26000,948.256
26500,948.192
27000,948.192
27500,948.234
28000,948.359
28500,948.39
29000,948.454
29500,948.495
30000,948.597
