simulations,OFV
500,972.779
1000,971.196
1500,970.093
2000,969.574
2500,969.876
3000,970.221
3500,970.503
4000,970.42
4500,970.033
5000,970.018
5500,969.697
6000,969.729
6500,969.831
7000,970.117
7500,970.067
8000,969.789
8500,969.993
9000,970.09
9500,970.052
10000,970.22
10500,970.287
11000,970.221
11500,970.125
12000,969.887
12500,969.925
13000,969.296
13500,969.209
14000,969.274
14500,969.104
15000,969.203
15500,969.3
16000,969.245
16500,969.139
17000,969.12
17500,969.213
18000,969.091
18500,969.135
19000,969.084
19500,969.128
20000,969.16
20500,968.407
21000,968.466
21500,968.45
22000,968.472
22500,968.544
23000,968.455
23500,968.392
24000,968.461
24500,968.506
25000,968.577
25500,968.555
26000,968.528
26500,968.604
27000,968.636
27500,968.602
28000,968.659
28500,968.693
29000,968.762
29500,968.845
30000,968.93
