simulations,OFV
500,982.06
1000,981.025
1500,981.374
2000,981.369
2500,981.392
3000,981.53
3500,981.538
4000,981.443
4500,981.527
5000,981.501
5500,981.378
6000,980.118
6500,980.119
7000,980.23
7500,980.176
8000,980.155
8500,980.213
9000,979.939
9500,979.844
10000,979.954
10500,979.996
11000,979.976
11500,979.946
12000,979.877
12500,979.947
13000,979.939
13500,979.854
14000,979.905
14500,979.824
15000,979.824
15500,979.911
16000,979.896
16500,979.883
17000,979.892
17500,979.905
18000,979.911
18500,979.956
19000,980.003
19500,980.058
20000,980.089
20500,979.034
21000,979.05
21500,979.086
22000,979.066
22500,979.139
23000,979.152
23500,979.194
24000,979.26
24500,979.242
25000,979.319
25500,979.335
26000,979.357
26500,979.393
27000,979.394
27500,979.408
28000,979.427
28500,979.462
29000,979.499
29500,979.526
30000,979.536
