Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_bias_abscissa,Cl_vs_bias_spline,Cl_vs_bias_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_bias_abscissa,Q_vs_bias_spline,Q_vs_bias_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_bias_abscissa,V1_vs_bias_spline,V1_vs_bias_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_bias_abscissa,V2_vs_bias_spline,V2_vs_bias_regression,bias_vs_Cl_abscissa,bias_vs_Cl_spline,bias_vs_Cl_regression,bias_vs_Q_abscissa,bias_vs_Q_spline,bias_vs_Q_regression,bias_vs_V1_abscissa,bias_vs_V1_spline,bias_vs_V1_regression,bias_vs_V2_abscissa,bias_vs_V2_spline,bias_vs_V2_regression
-1.00408,0.138432,0.133667,-0.585262,0.00421236,-0.0713607,-1.19236,0.0256869,-0.0554286,-2.61918,-0.0721856,-0.0527902,-0.418945,0.0425893,0.184948,-0.585262,-0.232527,-0.176745,-1.19236,-0.243665,-0.177069,-2.61918,-0.00530645,0.0126914,-0.418945,-0.122583,-0.0829598,-1.00408,-0.0587893,-0.150484,-1.19236,-0.578736,-0.576929,-2.61918,0.0643071,0.00877392,-0.418945,-0.254405,-0.143294,-1.00408,-0.117495,-0.318329,-0.585262,-1.18973,-1.18432,-2.61918,0.132824,0.00457109,-0.418945,-4.09517,-4.19633,-1.00408,0.0264705,0.762454,-0.585262,0.828771,0.781111,-1.19236,0.79731,0.736992
-0.98813,0.133324,0.131507,-0.572315,-0.000909512,-0.0698206,-1.16683,0.0212302,-0.0542697,-2.41039,-0.0570006,-0.048641,-0.411036,0.0579738,0.181414,-0.572315,-0.22119,-0.172843,-1.16683,-0.233362,-0.173248,-2.41039,-0.0159017,0.0115434,-0.411036,-0.119129,-0.0814475,-0.98813,-0.0652812,-0.148143,-1.16683,-0.565689,-0.564456,-2.41039,0.0709126,0.00778881,-0.411036,-0.246908,-0.140928,-0.98813,-0.130436,-0.313562,-0.572315,-1.16413,-1.15839,-2.41039,0.146688,0.00267312,-0.411036,-4.11188,-4.11804,-0.98813,0.0157775,0.749217,-0.572315,0.816378,0.762181,-1.16683,0.78083,0.719448
-0.972182,0.128217,0.129347,-0.559368,-0.00603139,-0.0682805,-1.14131,0.0167735,-0.0531108,-2.2016,-0.0426542,-0.0444919,-0.403128,0.0733584,0.17788,-0.559368,-0.209854,-0.168941,-1.14131,-0.223058,-0.169426,-2.2016,-0.0248993,0.0103954,-0.403128,-0.115675,-0.0799352,-0.972182,-0.0717732,-0.145801,-1.14131,-0.552643,-0.551982,-2.2016,0.0751902,0.00680371,-0.403128,-0.239411,-0.138562,-0.972182,-0.143378,-0.308795,-0.559368,-1.13852,-1.13245,-2.2016,0.155389,0.000775154,-0.403128,-4.1286,-4.03974,-0.972182,0.00508451,0.73598,-0.559368,0.803984,0.74325,-1.14131,0.764349,0.701904
-0.956234,0.123109,0.127187,-0.546421,-0.0111533,-0.0667404,-1.11579,0.0123168,-0.0519519,-1.99281,-0.0283079,-0.0403427,-0.395219,0.088743,0.174345,-0.546421,-0.198518,-0.165038,-1.11579,-0.212755,-0.165605,-1.99281,-0.0338969,0.0092474,-0.395219,-0.11222,-0.0784229,-0.956234,-0.0782651,-0.14346,-1.11579,-0.539597,-0.539508,-1.99281,0.0794677,0.0058186,-0.395219,-0.231914,-0.136196,-0.956234,-0.156319,-0.304028,-0.546421,-1.11292,-1.10652,-1.99281,0.164091,-0.00112281,-0.395219,-4.14531,-3.96145,-0.956234,-0.00560849,0.722743,-0.546421,0.791591,0.72432,-1.11579,0.747869,0.68436
-0.940286,0.118002,0.125028,-0.533474,-0.0162751,-0.0652003,-1.09027,0.00786011,-0.0507929,-1.78402,-0.0151088,-0.0361935,-0.387311,0.104128,0.170811,-0.533474,-0.187181,-0.161136,-1.09027,-0.202452,-0.161784,-1.78402,-0.040767,0.00809941,-0.387311,-0.108766,-0.0769106,-0.940286,-0.0847571,-0.141118,-1.09027,-0.52655,-0.527034,-1.78402,0.0806764,0.00483349,-0.387311,-0.224417,-0.13383,-0.940286,-0.16926,-0.299262,-0.533474,-1.08731,-1.08059,-1.78402,0.165991,-0.00302078,-0.387311,-4.16203,-3.88315,-0.940286,-0.0163015,0.709506,-0.533474,0.779198,0.70539,-1.09027,0.731389,0.666816
-0.924339,0.112895,0.122868,-0.520527,-0.021397,-0.0636602,-1.06475,0.00340341,-0.049634,-1.57523,-0.00231846,-0.0320444,-0.379402,0.119512,0.167277,-0.520527,-0.175845,-0.157234,-1.06475,-0.192148,-0.157963,-1.57523,-0.0468791,0.00695142,-0.379402,-0.105311,-0.0753983,-0.924339,-0.091249,-0.138777,-1.06475,-0.513504,-0.514561,-1.57523,0.0807916,0.00384839,-0.379402,-0.21692,-0.131464,-0.924339,-0.182202,-0.294495,-0.520527,-1.0617,-1.05466,-1.57523,0.165468,-0.00491875,-0.379402,-4.17874,-3.80486,-0.924339,-0.0269945,0.696268,-0.520527,0.766805,0.686459,-1.06475,0.714909,0.649273
-0.908391,0.107787,0.120708,-0.507579,-0.0265189,-0.0621201,-1.03923,-0.0010533,-0.0484751,-1.36644,0.00958992,-0.0278952,-0.371494,0.134897,0.163742,-0.507579,-0.164509,-0.153331,-1.03923,-0.181845,-0.154141,-1.36644,-0.0514126,0.00580344,-0.371494,-0.101857,-0.0738859,-0.908391,-0.097741,-0.136435,-1.03923,-0.500458,-0.502087,-1.36644,0.0786607,0.00286328,-0.371494,-0.209423,-0.129099,-0.908391,-0.195143,-0.289728,-0.507579,-1.0361,-1.02873,-1.36644,0.159973,-0.00681671,-0.371494,-4.19546,-3.72656,-0.908391,-0.0376875,0.683031,-0.507579,0.754411,0.667529,-1.03923,0.698428,0.631729
-0.892443,0.10268,0.118549,-0.494632,-0.0316408,-0.06058,-1.01371,-0.00551,-0.0473162,-1.15765,0.020309,-0.023746,-0.363585,0.150281,0.160208,-0.494632,-0.153172,-0.149429,-1.01371,-0.171542,-0.15032,-1.15765,-0.0538173,0.00465545,-0.363585,-0.0984027,-0.0723736,-0.892443,-0.104233,-0.134094,-1.01371,-0.487411,-0.489613,-1.15765,0.0735011,0.00187817,-0.363585,-0.201926,-0.126733,-0.892443,-0.208084,-0.284961,-0.494632,-1.01049,-1.00279,-1.15765,0.147774,-0.00871468,-0.363585,-4.21217,-3.64827,-0.892443,-0.0483804,0.669794,-0.494632,0.742018,0.648598,-1.01371,0.681948,0.614185
-0.876495,0.0975724,0.116389,-0.481685,-0.0367626,-0.0590399,-0.988183,-0.00996671,-0.0461572,-0.948856,0.0310281,-0.0195969,-0.355677,0.165666,0.156674,-0.481685,-0.141836,-0.145527,-0.988183,-0.161238,-0.146499,-0.948856,-0.0562221,0.00350746,-0.355677,-0.0949483,-0.0708613,-0.876495,-0.110725,-0.131752,-0.988183,-0.474365,-0.47714,-0.948856,0.0683415,0.000893068,-0.355677,-0.19443,-0.124367,-0.876495,-0.221026,-0.280194,-0.481685,-0.984888,-0.976862,-0.948856,0.135575,-0.0106126,-0.355677,-4.22889,-3.56997,-0.876495,-0.0590734,0.656557,-0.481685,0.729625,0.629668,-0.988183,0.665468,0.596641
-0.860547,0.092465,0.114229,-0.468738,-0.0418845,-0.0574998,-0.962662,-0.0144234,-0.0449983,-0.740066,0.0417471,-0.0154477,-0.347768,0.181051,0.15314,-0.468738,-0.1305,-0.141624,-0.962662,-0.150935,-0.142677,-0.740066,-0.0586268,0.00235948,-0.347768,-0.091494,-0.069349,-0.860547,-0.117217,-0.12941,-0.962662,-0.461319,-0.464666,-0.740066,0.0631819,-9.2039e-05,-0.347768,-0.186933,-0.122001,-0.860547,-0.233967,-0.275427,-0.468738,-0.959282,-0.95093,-0.740066,0.123375,-0.0125106,-0.347768,-4.2456,-3.49168,-0.860547,-0.0697664,0.64332,-0.468738,0.717232,0.610738,-0.962662,0.648987,0.579097
-0.8446,0.0873576,0.11207,-0.455791,-0.0470064,-0.0559597,-0.93714,-0.0188801,-0.0438394,-0.531276,0.0524662,-0.0112985,-0.33986,0.196435,0.149605,-0.455791,-0.119164,-0.137722,-0.93714,-0.140632,-0.138856,-0.531276,-0.0610315,0.00121149,-0.33986,-0.0880396,-0.0678367,-0.8446,-0.123709,-0.127069,-0.93714,-0.448272,-0.452192,-0.531276,0.0580223,-0.00107715,-0.33986,-0.179436,-0.119635,-0.8446,-0.246908,-0.270661,-0.455791,-0.933677,-0.924998,-0.531276,0.111176,-0.0144086,-0.33986,-4.26232,-3.41339,-0.8446,-0.0804594,0.630083,-0.455791,0.704838,0.591807,-0.93714,0.632507,0.561553
-0.828652,0.0822502,0.10991,-0.442844,-0.0521282,-0.0544196,-0.911619,-0.0233368,-0.0426805,-0.322486,0.0626478,-0.00714934,-0.331951,0.21182,0.146071,-0.442844,-0.107827,-0.13382,-0.911619,-0.130328,-0.135035,-0.322486,-0.0625074,6.35041e-05,-0.331951,-0.0845852,-0.0663244,-0.828652,-0.130201,-0.124727,-0.911619,-0.435226,-0.439718,-0.322486,0.05156,-0.00206225,-0.331951,-0.171939,-0.117269,-0.828652,-0.25985,-0.265894,-0.442844,-0.908071,-0.899066,-0.322486,0.0960963,-0.0163065,-0.331951,-4.27903,-3.33509,-0.828652,-0.0911524,0.616845,-0.442844,0.692445,0.572877,-0.911619,0.616027,0.544009
-0.812704,0.0771428,0.10775,-0.429897,-0.0572501,-0.0528795,-0.886097,-0.0277935,-0.0415216,-0.113696,0.071596,-0.00300017,-0.324042,0.227204,0.142537,-0.429897,-0.0964909,-0.129917,-0.886097,-0.120025,-0.131214,-0.113696,-0.0618602,-0.00108448,-0.324042,-0.0811308,-0.0648121,-0.812704,-0.136693,-0.122386,-0.886097,-0.42218,-0.427245,-0.113696,0.042125,-0.00304736,-0.324042,-0.164442,-0.114904,-0.812704,-0.272791,-0.261127,-0.429897,-0.882466,-0.873134,-0.113696,0.0744446,-0.0182045,-0.324042,-4.29575,-3.2568,-0.812704,-0.101845,0.603608,-0.429897,0.680052,0.553946,-0.886097,0.599547,0.526465
-0.796756,0.0720354,0.105591,-0.41695,-0.062372,-0.0513394,-0.860576,-0.0322502,-0.0403626,0.0950944,0.0797417,0.001149,-0.316134,0.237835,0.139002,-0.41695,-0.0851546,-0.126015,-0.860576,-0.109722,-0.127392,0.0950944,-0.0598844,-0.00223247,-0.316134,-0.0775404,-0.0632998,-0.796756,-0.143185,-0.120044,-0.860576,-0.409133,-0.414771,0.0950944,0.0308609,-0.00403246,-0.316134,-0.156425,-0.112538,-0.796756,-0.285732,-0.25636,-0.41695,-0.85686,-0.847202,0.0950944,0.0487551,-0.0201025,-0.316134,-4.27327,-3.1785,-0.796756,-0.112538,0.590371,-0.41695,0.667659,0.535016,-0.860576,0.583066,0.508922
-0.780809,0.066928,0.103431,-0.404003,-0.0674939,-0.0497993,-0.835054,-0.0367069,-0.0392037,0.303885,0.0878875,0.00529817,-0.308225,0.23973,0.135468,-0.404003,-0.0738182,-0.122113,-0.835054,-0.0994185,-0.123571,0.303885,-0.0579087,-0.00338046,-0.308225,-0.0736999,-0.0617875,-0.780809,-0.149677,-0.117703,-0.835054,-0.396087,-0.402297,0.303885,0.0195969,-0.00501757,-0.308225,-0.147453,-0.110172,-0.780809,-0.298674,-0.251593,-0.404003,-0.831255,-0.82127,0.303885,0.0230655,-0.0220004,-0.308225,-4.17878,-3.10021,-0.780809,-0.123231,0.577134,-0.404003,0.655265,0.516086,-0.835054,0.566586,0.491378
-0.764861,0.0618206,0.101271,-0.391055,-0.0726157,-0.0482592,-0.809533,-0.0411636,-0.0380448,0.512675,0.0952317,0.00944733,-0.300317,0.241625,0.131934,-0.391055,-0.0624819,-0.11821,-0.809533,-0.0891152,-0.11975,0.512675,-0.0546608,-0.00452844,-0.300317,-0.0698594,-0.0602751,-0.764861,-0.156169,-0.115361,-0.809533,-0.383041,-0.389823,0.512675,0.00661524,-0.00600268,-0.300317,-0.138482,-0.107806,-0.764861,-0.311615,-0.246826,-0.391055,-0.805649,-0.795338,0.512675,-0.00640973,-0.0238984,-0.300317,-4.0843,-3.02191,-0.764861,-0.133924,0.563897,-0.391055,0.642872,0.497155,-0.809533,0.550106,0.473834
-0.748913,0.0567132,0.0991115,-0.378108,-0.0777376,-0.0467191,-0.784011,-0.0456203,-0.0368859,0.721465,0.101955,0.0135965,-0.292408,0.24352,0.128399,-0.378108,-0.0511456,-0.114308,-0.784011,-0.0788119,-0.115928,0.721465,-0.0504278,-0.00567643,-0.292408,-0.0660189,-0.0587628,-0.748913,-0.16266,-0.11302,-0.784011,-0.369994,-0.37735,0.721465,-0.00769652,-0.00698778,-0.292408,-0.12951,-0.10544,-0.748913,-0.324556,-0.24206,-0.378108,-0.780044,-0.769406,0.721465,-0.0388167,-0.0257964,-0.292408,-3.98981,-2.94362,-0.748913,-0.144617,0.55066,-0.378108,0.630479,0.478225,-0.784011,0.533626,0.45629
-0.732965,0.0516058,0.0969518,-0.365161,-0.0828595,-0.045179,-0.758489,-0.0500771,-0.035727,0.930255,0.108679,0.0177457,-0.2845,0.245415,0.124865,-0.365161,-0.0398093,-0.110406,-0.758489,-0.0685086,-0.112107,0.930255,-0.0461948,-0.00682442,-0.2845,-0.0621784,-0.0572505,-0.732965,-0.169152,-0.110678,-0.758489,-0.356948,-0.364876,0.930255,-0.0220083,-0.00797289,-0.2845,-0.120538,-0.103074,-0.732965,-0.337498,-0.237293,-0.365161,-0.754438,-0.743474,0.930255,-0.0712236,-0.0276943,-0.2845,-3.89533,-2.86533,-0.732965,-0.15531,0.537423,-0.365161,0.618086,0.459294,-0.758489,0.517145,0.438746
-0.717018,0.0464984,0.0947921,-0.352214,-0.0879814,-0.0436389,-0.732968,-0.0545338,-0.034568,1.13905,0.115402,0.0218948,-0.276591,0.24731,0.121331,-0.352214,-0.028473,-0.106504,-0.732968,-0.0582052,-0.108286,1.13905,-0.0419619,-0.0079724,-0.276591,-0.0583379,-0.0557382,-0.717018,-0.175644,-0.108337,-0.732968,-0.343902,-0.352402,1.13905,-0.0363201,-0.008958,-0.276591,-0.111566,-0.100709,-0.717018,-0.350439,-0.232526,-0.352214,-0.728833,-0.717542,1.13905,-0.103631,-0.0295923,-0.276591,-3.80084,-2.78703,-0.717018,-0.166003,0.524185,-0.352214,0.605692,0.440364,-0.732968,0.500665,0.421202
-0.70107,0.041391,0.0926324,-0.339267,-0.0931032,-0.0420988,-0.707446,-0.0589905,-0.0334091,1.34784,0.120979,0.026044,-0.268683,0.249205,0.117797,-0.339267,-0.0171367,-0.102601,-0.707446,-0.0479019,-0.104465,1.34784,-0.0360091,-0.00912039,-0.268683,-0.0544974,-0.0542259,-0.70107,-0.182136,-0.105995,-0.707446,-0.330855,-0.339928,1.34784,-0.0528897,-0.0099431,-0.268683,-0.102594,-0.0983427,-0.70107,-0.36338,-0.227759,-0.339267,-0.703228,-0.69161,1.34784,-0.141002,-0.0314903,-0.268683,-3.70636,-2.70874,-0.70107,-0.176696,0.510948,-0.339267,0.593299,0.421434,-0.707446,0.484185,0.403658
-0.685122,0.0362836,0.0904727,-0.32632,-0.0982251,-0.0405587,-0.681925,-0.0634472,-0.0322502,1.55663,0.126497,0.0301932,-0.260774,0.2511,0.114262,-0.32632,-0.00580033,-0.0986989,-0.681925,-0.0375986,-0.100643,1.55663,-0.029968,-0.0102684,-0.260774,-0.0506569,-0.0527136,-0.685122,-0.188628,-0.103653,-0.681925,-0.317809,-0.327455,1.55663,-0.0695752,-0.0109282,-0.260774,-0.0936224,-0.0959768,-0.685122,-0.376322,-0.222992,-0.32632,-0.677622,-0.665678,1.55663,-0.178628,-0.0333882,-0.260774,-3.61187,-2.63044,-0.685122,-0.187389,0.497711,-0.32632,0.580906,0.402503,-0.681925,0.467704,0.386114
-0.669174,0.0311762,0.088313,-0.313373,-0.103347,-0.0390186,-0.656403,-0.0679039,-0.0310913,1.76542,0.131241,0.0343424,-0.252866,0.252995,0.110728,-0.313373,0.00553599,-0.0947966,-0.656403,-0.0272953,-0.096822,1.76542,-0.0228413,-0.0114164,-0.252866,-0.0468164,-0.0512013,-0.669174,-0.19512,-0.101312,-0.656403,-0.304763,-0.314981,1.76542,-0.0876355,-0.0119133,-0.252866,-0.0846505,-0.093611,-0.669174,-0.389263,-0.218225,-0.313373,-0.652017,-0.639746,1.76542,-0.219267,-0.0352862,-0.252866,-3.51739,-2.55215,-0.669174,-0.198082,0.484474,-0.313373,0.568513,0.383573,-0.656403,0.451224,0.368571
-0.653227,0.0260688,0.0861533,-0.300426,-0.108469,-0.0374786,-0.630882,-0.0723606,-0.0299324,1.97421,0.135926,0.0384915,-0.244957,0.25489,0.107194,-0.300426,0.0168723,-0.0908943,-0.630882,-0.016992,-0.0930007,1.97421,-0.0156319,-0.0125644,-0.244957,-0.0429759,-0.049689,-0.653227,-0.201612,-0.0989703,-0.630882,-0.291716,-0.302507,1.97421,-0.1058,-0.0128984,-0.244957,-0.0756787,-0.0912451,-0.653227,-0.402204,-0.213458,-0.300426,-0.626411,-0.613814,1.97421,-0.260136,-0.0371842,-0.244957,-3.4229,-2.47385,-0.653227,-0.208775,0.471237,-0.300426,0.556119,0.364642,-0.630882,0.434744,0.351027
-0.637279,0.0209614,0.0839936,-0.287479,-0.113591,-0.0359385,-0.60536,-0.0768173,-0.0287734,2.183,0.137587,0.0426407,-0.237048,0.256785,0.103659,-0.287479,0.0282086,-0.0869919,-0.60536,-0.00668867,-0.0891794,2.183,-0.013971,-0.0137123,-0.237048,-0.0391354,-0.0481767,-0.637279,-0.208104,-0.0966288,-0.60536,-0.27867,-0.290033,2.183,-0.109849,-0.0138835,-0.237048,-0.0667069,-0.0888793,-0.637279,-0.415146,-0.208692,-0.287479,-0.600806,-0.587882,2.183,-0.268649,-0.0390821,-0.237048,-3.32842,-2.39556,-0.637279,-0.219468,0.458,-0.287479,0.543726,0.345712,-0.60536,0.418264,0.333483
