parameter,value,se_sa,rse_sa
Cl_pop,10.2753711746425,0.710666972466774,6.91621704353173
V1_pop,44.318415394807,3.48343161474089,7.86000939724271
Q_pop,9.94002175517806,2.07194080951744,20.8444293236894
V2_pop,56.962428643872,15.5242949733241,27.2535693138747
omega_Cl,0.251297400426896,0.0501328104676453,19.9495937413126
omega_V1,0.21682559761395,0.0584751597714148,26.9687529585541
omega_Q,0.577679223564502,0.185273714098846,32.0720750446305
omega_V2,0.400925485047575,0.471158012039872,117.517601053464
a1,0.300659440183268,0.0679565425872088,22.6024975453243
b1,2.22044604925031e-16,0.0269621978120066,1.21426944019243e+16
b2,0.0252227272832337,0.00327267640630324,12.9751091924095
