time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,-0.368066,1,-0.429605,1,-0.377188,5.24668,0.147541,3.73066,-0.499499,5.24668,0.146341,All
1.05006,-0.354714,1.05006,-0.413437,1.05006,-0.364296,5.46642,0.133744,3.93818,-0.360332,5.46642,0.135695,All
1.10263,-0.340694,1.10263,-0.39646,1.10263,-0.350759,5.69536,0.122304,4.15725,-0.213424,5.69536,0.126892,All
1.15782,-0.325972,1.15782,-0.378632,1.15782,-0.336544,5.93389,0.11091,4.3885,-0.0593998,5.93389,0.118128,All
1.21,-0.312055,1.21,-0.36178,1.21,-0.323107,5.95801,0.110217,4.63262,0.0551686,5.95801,0.117598,All
1.21578,-0.310512,1.21578,-0.359913,1.21578,-0.321618,6.18241,0.104859,4.77376,0.114361,6.18241,0.113499,All
1.27664,-0.294279,1.27664,-0.340256,1.27664,-0.305944,6.44134,0.102454,4.89032,0.155439,6.44134,0.111625,All
1.34055,-0.277234,1.34055,-0.319615,1.34055,-0.289486,6.66934,0.1026,5.16235,0.237114,6.66934,0.111663,All
1.40766,-0.259335,1.40766,-0.297941,1.40766,-0.272203,6.71111,0.102627,5.44951,0.297419,6.71111,0.11167,All
1.42,-0.256043,1.42,-0.293955,1.42,-0.269025,6.99218,0.102906,5.75265,0.337654,6.99218,0.111787,All
1.47813,-0.24054,1.47813,-0.275182,1.47813,-0.254056,7.28503,0.106588,5.81687,0.34488,7.28503,0.114294,All
1.55212,-0.220804,1.55212,-0.251283,1.55212,-0.235,7.38067,0.107942,6.07265,0.35945,7.38067,0.115205,All
1.62982,-0.219929,1.62982,-0.251009,1.62982,-0.23376,7.59013,0.111227,6.41045,0.358306,7.59013,0.117313,All
1.63,-0.219958,1.63,-0.251047,1.63,-0.233786,7.90802,0.116172,6.76705,0.347708,7.90802,0.120302,All
1.71141,-0.233004,1.71141,-0.268221,1.71141,-0.24569,8.092,0.118623,6.85997,0.342284,8.092,0.121556,All
1.79708,-0.246734,1.79708,-0.286295,1.79708,-0.258218,8.23922,0.120142,7.14347,0.320772,8.23922,0.122119,All
1.84,-0.253612,1.84,-0.295349,1.84,-0.264494,8.58429,0.121704,7.54084,0.28714,8.58429,0.121572,All
1.88704,-0.261151,1.88704,-0.305273,1.88704,-0.271373,8.80334,0.120634,7.90307,0.257906,8.80334,0.119351,All
1.98151,-0.27629,1.98151,-0.325201,1.98151,-0.285186,8.94381,0.119141,7.96031,0.253905,8.94381,0.117207,All
2.05,-0.277795,2.05,-0.327351,2.05,-0.286389,9.3184,0.111846,8.40312,0.227865,9.3184,0.108535,All
2.0807,-0.276899,2.0807,-0.326276,2.0807,-0.285467,9.51467,0.106394,8.87055,0.209366,9.51467,0.102545,All
2.18486,-0.273861,2.18486,-0.322628,2.18486,-0.282339,9.70866,0.099901,8.94617,0.207097,9.70866,0.0956518,All
2.26,-0.271669,2.26,-0.319996,2.26,-0.280082,10.1153,0.0843052,9.36399,0.197904,10.1153,0.0794694,All
2.29423,-0.27067,2.29423,-0.318797,2.29423,-0.279054,10.226,0.0796714,9.88488,0.19234,10.226,0.0747281,All
2.40908,-0.267319,2.40908,-0.314774,2.40908,-0.275605,10.5389,0.0656872,9.98928,0.19168,10.5389,0.0605795,All
2.47,-0.265542,2.47,-0.312641,2.47,-0.273776,10.9373,0.0471137,10.4347,0.190552,10.9373,0.0419768,All
2.52968,-0.263801,2.52968,-0.31055,2.52968,-0.271984,10.9803,0.0450995,11.0152,0.189766,10.9803,0.039964,All
2.65631,-0.260107,2.65631,-0.306115,2.65631,-0.268181,11.4402,0.0240759,11.0324,0.189727,11.4402,0.0190393,All
2.68,-0.259416,2.68,-0.305285,2.68,-0.26747,11.6487,0.0151784,11.6279,0.185883,11.6487,0.0101885,All
2.78929,-0.256228,2.78929,-0.301458,2.78929,-0.264188,11.9193,0.00446852,12.0755,0.179233,11.9193,-0.000485192,All
2.89,-0.25329,2.89,-0.29793,2.89,-0.261163,12.36,-0.00931506,12.2747,0.174834,12.36,-0.0143314,All
