simulations, -2LL
1000,589.554
2000,589.335
3000,589.605
4000,589.538
5000,589.488
6000,589.511
7000,589.502
8000,589.517
9000,589.587
10000,589.617
11000,589.537
12000,589.116
13000,589.088
14000,589.093
15000,589.101
16000,589.128
17000,589.153
18000,589.173
19000,589.2
20000,589.169
21000,589.161
22000,589.177
23000,589.191
24000,589.179
25000,589.206
26000,589.248
27000,589.261
28000,589.237
29000,589.228
30000,589.251
