iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1573.47,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1548.21,1,4.13576,36.4631,13.4548,59.5525,0.974679,0.974679,0.974679,0.974679,0.974679,0.974679
3,1531.8,1,4.19147,30.5796,12.0607,73.3511,0.95,0.95,1.00532,0.953119,0.95,0.95
4,1516.15,1,3.69065,36.2974,13.3298,89.2361,0.925945,0.925945,0.979861,0.928985,0.925945,0.925945
5,1511.35,1,3.54825,41.6711,10.9674,82.781,0.9025,0.9025,0.955051,0.905463,0.9025,0.9025
6,1504.55,1,3.60989,37.492,8.7916,78.9523,0.879648,0.879648,1.0537,0.882536,0.879648,0.879648
7,1494.13,1,3.32612,41.9442,9.04695,86.0673,0.857375,0.857375,1.06751,0.86019,0.857375,0.857375
8,1477.54,1,3.48769,40.3633,9.03556,80.4595,0.835666,0.835666,1.04048,0.908969,0.835666,0.835666
9,1471.95,1,3.69351,33.3022,8.02752,82.3911,0.814506,0.814506,1.01413,0.938067,0.814506,0.814506
10,1458.2,1,3.35859,31.8909,8.47098,90.8708,0.793882,0.793882,0.996166,0.914314,0.793882,0.793882
11,1435.98,1,3.72407,29.4062,6.04857,95.3065,0.773781,0.773781,0.970942,0.891163,0.773781,0.773781
12,1429.98,1,3.5227,29.993,5.3739,91.5707,0.754188,0.754188,0.946358,0.868598,0.754188,0.754188
13,1432.11,1,3.39012,25.8795,5.40333,109.994,0.735092,0.735092,1.01674,0.880474,0.735092,0.735092
14,1418.44,1,3.57592,30.6809,5.08698,101.476,0.716479,0.716479,1.10285,0.889658,0.716479,0.716479
15,1409.56,1,3.46682,29.7071,5.86714,95.7739,0.698337,0.698337,1.15339,0.867132,0.698337,0.698337
16,1411.4,1,3.70152,31.0214,6.80503,91.6178,0.680655,0.680655,1.23022,0.916176,0.680655,0.680655
17,1396.27,1,3.69022,25.8905,5.82693,90.563,0.66342,0.66342,1.26525,0.892978,0.66342,0.66342
18,1386.39,1,3.84839,26.3087,6.38504,90.3148,0.646622,0.646622,1.23321,0.997841,0.646622,0.646622
19,1378.99,1,3.5885,25.9003,6.96735,96.8853,0.630249,0.630249,1.20198,0.972575,0.630249,0.630249
20,1358.36,1,3.70103,27.5701,6.21549,92.9685,0.614291,0.614291,1.17155,0.947949,0.614291,0.614291
21,1360.31,1,3.81839,26.7893,8.49429,82.568,0.598737,0.598737,1.14597,0.923946,0.598737,0.598737
22,1342.66,1,3.83512,24.9437,8.75436,91.6885,0.583577,0.583577,1.11695,0.911181,0.583577,0.583577
23,1339.07,1,4.055,23.5014,7.46617,79.3837,0.5688,0.5688,1.08867,0.972905,0.5688,0.5688
24,1335.31,1,3.86314,26.4004,6.59645,111.603,0.554398,0.554398,1.1378,0.951387,0.554398,0.554398
25,1316.1,1,3.95311,24.4532,6.44665,98.3643,0.54036,0.54036,1.10899,0.946627,0.54036,0.54036
26,1308.74,1,3.80457,25.4538,5.88071,101.454,0.526678,0.526678,1.08091,0.922657,0.526678,0.526678
27,1306.09,1,3.65523,26.628,6.71708,112.386,0.513342,0.513342,1.08326,0.899295,0.513342,0.513342
28,1276.53,1,3.79972,27.4197,5.50495,105.912,0.500344,0.500344,1.05583,0.876525,0.500344,0.500344
29,1274.26,1,3.79087,26.3071,5.08752,98.7136,0.487675,0.487675,1.0291,0.85433,0.487675,0.487675
30,1259.82,1,4.0187,26.7055,5.08899,95.6315,0.475327,0.475327,1.00304,0.832698,0.475327,0.475327
31,1261.98,1,3.93552,27.3913,4.90054,88.4971,0.463291,0.463291,0.977642,0.858805,0.463291,0.463291
32,1251.25,1,4.08416,27.3417,4.63467,68.3875,0.45156,0.45156,0.952887,0.972367,0.45156,0.45156
33,1239.66,1,4.19264,27.6184,4.21692,67.2643,0.440127,0.440127,0.92876,0.947747,0.440127,0.440127
34,1229.92,1,4.14119,29.0341,4.18206,75.497,0.428982,0.428982,0.905243,0.923749,0.428982,0.428982
35,1216.74,1,4.18146,27.203,4.68639,62.5332,0.41812,0.41812,0.882322,0.904082,0.41812,0.41812
36,1217.26,1,4.08519,26.6714,6.01635,72.9498,0.407533,0.407533,0.859981,0.881191,0.407533,0.407533
37,1201.85,1,3.95596,26.2538,5.58476,77.738,0.397214,0.397214,0.838206,0.862616,0.397214,0.397214
38,1192.44,1,3.95634,26.2881,4.85516,69.7572,0.387157,0.387157,0.816982,0.957703,0.387157,0.387157
39,1188.05,1,3.88523,26.5917,4.74463,84.2499,0.377354,0.377354,0.796295,1.04517,0.377354,0.377354
40,1174.75,1,3.75974,26.5976,5.42381,93.2875,0.367799,0.367799,0.776133,1.08171,0.367799,0.367799
41,1162.63,1,3.92884,27.7195,5.08836,86.9839,0.358486,0.358486,0.756481,1.05432,0.358486,0.358486
42,1157.36,1,3.95557,27.2797,5.16505,96.1611,0.349409,0.349409,0.737326,1.05213,0.349409,0.349409
43,1149.27,1,3.96064,27.2706,4.82631,88.9262,0.340562,0.340562,0.718657,1.11862,0.340562,0.340562
44,1150.12,1,3.92813,28.0433,4.39153,84.9251,0.331938,0.331938,0.70046,1.12914,0.331938,0.331938
45,1152.95,1,3.98319,27.5978,4.2994,78.6846,0.323534,0.323534,0.730331,1.10055,0.323534,0.323534
46,1126.94,1,3.85159,27.4451,4.53271,83.793,0.315341,0.315341,0.711838,1.07269,0.315341,0.315341
47,1117.88,1,3.98826,27.0387,4.705,70.5504,0.307357,0.307357,0.693814,1.04553,0.307357,0.307357
48,1116.18,1,4.06326,26.9654,4.4621,71.5367,0.299574,0.299574,0.676246,1.01905,0.299574,0.299574
49,1107.26,1,4.1058,28.3321,4.37692,75.2019,0.291989,0.291989,0.659124,0.99325,0.291989,0.291989
50,1102.75,1,4.06801,27.4279,4.67112,80.292,0.284596,0.284596,0.642434,0.968101,0.284596,0.284596
51,1096,1,4.23206,27.527,4.43922,70.7168,0.27739,0.27739,0.626167,0.976478,0.27739,0.27739
52,1086.54,1,4.04809,27.4752,4.4555,74.4999,0.270366,0.270366,0.610312,0.97797,0.270366,0.270366
53,1098.48,1,3.9284,26.5396,4.52263,78.635,0.26352,0.26352,0.630939,1.10216,0.26352,0.26352
54,1088.58,1,3.90968,26.2426,4.70905,75.2121,0.256848,0.256848,0.647147,1.12906,0.256848,0.256848
55,1078.44,1,3.93929,27.1521,4.9991,75.4861,0.250344,0.250344,0.630761,1.10047,0.250344,0.250344
56,1075.81,1,3.8953,26.7769,5.20161,78.2868,0.272615,0.244005,0.614789,1.0726,0.244005,0.244005
57,1068.59,1,3.849,26.7583,5.1905,92.6807,0.265713,0.238376,0.599223,1.04545,0.237827,0.237827
58,1071.26,1,3.78563,25.5833,4.94466,89.6899,0.263711,0.23234,0.58405,1.01897,0.231805,0.231805
59,1070.41,1,3.80884,25.8761,4.81789,93.4395,0.257033,0.226457,0.569261,0.993174,0.225936,0.229649
60,1068.85,1,3.8428,25.8011,5.29453,99.4855,0.250525,0.220723,0.554847,0.968026,0.220215,0.232358
61,1061.36,1,3.77602,26.5927,4.82234,98.1124,0.259522,0.215134,0.540798,0.943515,0.214639,0.234074
62,1062.69,1,3.81632,26.6702,4.80044,97.9739,0.252951,0.224828,0.527105,0.939591,0.209204,0.238834
63,1054.12,1,3.90501,26.6342,4.41295,97.6394,0.246546,0.219135,0.513758,0.9158,0.203907,0.239941
64,1051.96,1,3.88005,28.2214,4.5204,98.5198,0.240303,0.213587,0.50075,0.994759,0.198744,0.253289
65,1041.97,1,3.90427,27.6078,4.99709,95.0067,0.234219,0.208179,0.48807,1.00834,0.193711,0.259493
66,1041.75,1,3.93495,27.848,5.6104,101.432,0.228288,0.202907,0.475712,0.985498,0.188807,0.26229
67,1032.17,1,3.96354,28.0643,5.15222,100.676,0.222508,0.19777,0.463667,0.982107,0.184026,0.272065
68,1032.96,1,4.01271,28.4121,5.54702,101.913,0.216874,0.192762,0.456938,0.957239,0.179366,0.281781
69,1033.15,1,3.88688,27.7871,5.78983,107.438,0.251335,0.187881,0.445368,0.976862,0.174825,0.274646
70,1034.9,1,3.85496,28.4453,5.68588,115.032,0.244971,0.183124,0.434091,0.984548,0.170398,0.293659
71,1028.6,1,3.86929,29.2212,5.68393,133.036,0.238768,0.178487,0.4231,0.959619,0.166083,0.307813
72,1026.09,1,3.8424,28.7687,5.48704,115.596,0.263057,0.173968,0.412387,0.935321,0.161878,0.300019
73,1027.61,1,3.85673,28.9126,5.457,114.629,0.256397,0.169563,0.401945,0.944588,0.157779,0.307547
74,1024.25,1,3.84108,29.3405,5.42511,124.007,0.249905,0.171951,0.391767,0.920671,0.153784,0.312211
75,1021.28,1,3.8482,29.4465,5.63273,129.667,0.243577,0.170747,0.381848,0.897359,0.14989,0.313529
76,1009.31,1,3.94474,29.0576,5.83627,126.045,0.249083,0.166423,0.372179,0.874637,0.146095,0.325561
77,1009.79,1,3.80467,29.6833,5.56235,129.057,0.260288,0.162209,0.362755,0.852491,0.142396,0.317318
78,1002.99,1,3.78518,30.2237,5.70595,131.195,0.253697,0.158102,0.35357,0.893433,0.13879,0.314871
79,999.092,1,3.67674,29.9039,6.02561,155.561,0.247273,0.162007,0.344617,0.87081,0.135276,0.335168
80,1005.07,1,3.69953,30.509,6.1214,147.006,0.259608,0.177375,0.335892,0.848761,0.131851,0.332079
81,1006.19,1,3.64335,29.9003,6.04038,150.068,0.280697,0.172884,0.327387,0.850531,0.128512,0.335362
82,998.602,1,3.74033,29.9216,5.69396,143.317,0.279168,0.168506,0.319097,0.867903,0.125258,0.340966
83,998.15,1,3.68951,30.4483,5.92884,148.868,0.283511,0.16424,0.311017,0.845927,0.122087,0.332332
84,975.524,1,3.6691,31.0274,5.87017,154.629,0.276332,0.160081,0.303142,0.824508,0.118995,0.331822
85,981.6,1,3.68139,31.8042,5.77975,155.223,0.278842,0.156028,0.295466,0.803631,0.115982,0.338011
86,981.642,1,3.6375,30.7451,5.7712,158.823,0.289604,0.152077,0.287985,0.783283,0.113045,0.334546
87,980.847,1,3.60926,30.3608,5.84847,164.887,0.282271,0.149198,0.280693,0.763449,0.110183,0.345065
88,966.533,1,3.71513,30.5708,5.7357,166.44,0.275124,0.14542,0.273586,0.744118,0.107393,0.354458
89,971.871,1,3.6452,30.8877,6.18397,173.643,0.268158,0.141738,0.266658,0.751826,0.104674,0.361055
90,972.686,1,3.56209,30.3595,6.2477,174.277,0.274579,0.145019,0.259906,0.801109,0.102024,0.351913
91,961.768,1,3.54112,29.948,6.09318,193.471,0.267626,0.141347,0.253325,0.780825,0.0994403,0.355858
92,961.228,1,3.54715,30.5879,6.26756,188.626,0.266963,0.137768,0.246911,0.761054,0.0989126,0.358926
93,971.191,1,3.59184,30.6267,6.37994,180.954,0.260203,0.13458,0.241495,0.741784,0.0991157,0.368824
94,967.762,1,3.47702,30.7278,6.26414,191.26,0.253615,0.131172,0.249726,0.759657,0.100121,0.359485
95,964.173,1,3.47513,31.339,6.14006,190.011,0.248416,0.134669,0.243403,0.740422,0.10189,0.350383
96,950.51,1,3.48967,31.6034,6.15693,189.978,0.255489,0.13126,0.23724,0.721674,0.0993103,0.3545
97,959.971,1,3.35891,31.3843,6.08574,199.049,0.258865,0.131527,0.231233,0.728271,0.0996916,0.351211
98,966.185,1,3.34027,31.1411,6.09416,202.72,0.266913,0.137909,0.241231,0.746012,0.0991972,0.353742
99,959.048,1,3.36552,30.9668,6.47175,198.233,0.270098,0.134418,0.236749,0.74675,0.096759,0.351285
100,961.28,1,3.40009,30.5546,6.48789,193.961,0.26343,0.141157,0.230754,0.759778,0.0965161,0.357453
101,964.041,1,3.36462,29.8912,6.49126,193.528,0.272946,0.137583,0.224911,0.772903,0.102104,0.348402
102,965.205,1,3.32534,29.7785,6.44961,195.886,0.282273,0.1341,0.219216,0.753333,0.103265,0.352442
103,955.193,1,3.26905,29.3736,6.56935,210.472,0.275126,0.130704,0.213666,0.734258,0.101442,0.351074
104,951.692,1,3.1914,29.4986,6.63974,220.885,0.26816,0.127395,0.208256,0.715666,0.100079,0.354557
105,943.113,1,3.14982,30.0186,6.73789,226.784,0.26137,0.124169,0.202982,0.721912,0.0980135,0.351564
106,948.952,1,3.16188,29.7051,6.95098,218.343,0.254752,0.121025,0.197843,0.744282,0.0982676,0.356793
107,950.384,1,3.23635,29.4435,6.72379,214.551,0.248301,0.11796,0.192833,0.758657,0.0990858,0.354211
108,952.136,1,3.20589,30.231,6.67867,216.501,0.242014,0.127408,0.187951,0.800219,0.0995225,0.354007
109,949.425,1,3.34769,30.2239,6.55523,205.234,0.235886,0.124182,0.191927,0.867465,0.0970025,0.360815
110,961.418,1,3.28578,30.0389,6.39432,202.858,0.229913,0.133346,0.194896,0.920467,0.101054,0.351679
111,953.454,1,3.28812,30.3022,6.60578,207.593,0.226068,0.129969,0.193643,0.89716,0.0984952,0.353583
112,943.058,1,3.16471,30.5743,6.53499,227.888,0.238421,0.126678,0.18874,0.874444,0.0960013,0.354389
113,953.513,1,3.0624,31.0485,6.67256,231.876,0.244098,0.133367,0.199199,0.852302,0.0935705,0.361962
114,952.413,1,3.06761,30.8253,6.74959,234.946,0.237917,0.12999,0.194155,0.830721,0.0973494,0.360063
115,946.908,1,3.08187,30.9523,6.59362,237.575,0.231893,0.126698,0.189239,0.849627,0.0960156,0.36191
116,941.401,1,3.18918,31.0151,6.50718,223.684,0.226022,0.12349,0.184448,0.830453,0.0944975,0.356256
117,950.797,1,3.21509,31.3824,6.53543,218.036,0.220299,0.135089,0.179777,0.883725,0.0974641,0.354307
118,960.115,1,3.25181,31.798,6.4934,215.043,0.221514,0.145225,0.188633,0.861349,0.0983797,0.359625
119,959.572,1,3.24773,31.2298,6.60601,213.026,0.215905,0.141548,0.183856,0.86846,0.103825,0.350519
120,952.272,1,3.2022,30.6226,6.76817,218.196,0.210438,0.137964,0.179201,0.846471,0.101196,0.353914
121,947.026,1,3.20077,30.5756,6.78373,220.891,0.205109,0.134471,0.174664,0.836222,0.0986336,0.358101
122,949.682,1,3.2233,30.8613,6.84014,217.308,0.203161,0.131066,0.172321,0.815048,0.0997246,0.356393
