iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,793.135,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,785.7,1,5.89294,0.958986,28.2051,6.89632,28.6335,1.46202,1.46202,1.01841,0.62,0.285
3,774.097,1,5.83844,0.781408,30.1524,9.00981,34.7181,1.425,1.425,1.13759,0.62,0.27075
4,772.013,1,5.62473,1.37911,28.8732,7.53567,53.8131,1.38892,1.38892,1.12652,0.62,0.257212
5,758.903,1,5.68723,0.995624,21.6778,7.88012,61.2124,1.35375,1.35375,1.29522,0.62,0.244352
6,744.266,1,5.55466,0.891821,25.2029,10.3387,58.5343,1.31947,1.31947,1.26243,0.62,0.232134
7,733.899,1,5.65892,0.465981,25.1652,10.9832,58.5343,1.28606,1.28606,1.23046,0.62,0.220528
8,718.363,1,5.73466,0.607266,22.0063,11.5792,48.8396,1.2535,1.2535,1.25361,0.62,0.209501
9,712.117,1,5.71375,0.784264,23.6741,12.4648,43.4214,1.22176,1.22176,1.22187,0.62,0.199026
10,700.43,1,5.76289,1.28376,22.683,14.2312,30.4629,1.19082,1.19082,1.19093,0.62,0.189075
11,684.7,1,5.57827,0.464178,17.7474,16.0244,27.8926,1.16067,1.16067,1.16078,0.62,0.179621
12,680.509,1,5.56086,0.496155,18.8178,14.8912,31.9021,1.13128,1.13128,1.14857,0.62,0.17064
13,675.854,1,5.41917,0.600035,16.05,17.1313,29.5095,1.10264,1.10264,1.21901,0.62,0.162108
14,665.202,1,5.45677,0.787701,15.1267,20.018,30.0628,1.07472,1.07472,1.18814,0.62,0.154003
15,645.252,1,5.44082,0.674914,15.5286,14.4186,31.4719,1.04751,1.04751,1.15806,0.62,0.146302
16,635.781,1,5.34322,0.474348,15.7979,16.3375,29.0132,1.02098,1.02098,1.12873,0.62,0.138987
17,619.402,1,5.53148,0.78648,14.0398,17.2054,29.1492,0.995131,0.995131,1.10015,0.62,0.132038
18,610.337,1,5.38963,0.5387,12.5863,17.6756,28.4205,0.969933,0.969933,1.0723,0.62,0.125436
19,598.402,1,5.39343,0.517777,13.1296,17.8346,28.6647,0.945374,0.945374,1.04514,0.62,0.119164
20,591.564,1,5.43777,0.697944,13.2416,18.5305,29.7172,0.921437,0.921437,1.01868,0.62,0.113206
21,583.679,1,5.48895,0.680335,13.8634,17.6897,30.7156,0.898105,0.898105,0.992888,0.62,0.107546
22,578.691,1,5.51333,0.685698,13.5952,20.0441,29.2518,0.875365,0.875365,0.967747,0.62,0.102168
23,570.209,1,5.30377,0.569586,11.9428,18.4641,28.4519,0.8532,0.8532,1.05386,0.62,0.0970601
24,550.932,1,5.4314,0.722385,11.7781,18.4116,29.6967,0.831597,0.831597,1.02717,0.62,0.0922071
25,545.697,1,5.54116,0.749954,11.654,21.5139,29.8359,0.81054,0.81054,1.00116,0.62,0.0875967
26,534.799,1,5.38948,0.827494,12.3004,22.6316,28.5306,0.790017,0.790017,0.975815,0.62,0.0832169
27,520.221,1,5.35397,0.483409,11.2023,24.5891,27.6167,0.770013,0.770013,0.951106,0.62,0.079056
28,513.567,1,5.44473,0.532255,12.0281,23.0184,29.1054,0.750516,0.750516,0.927024,0.62,0.0751032
29,506.677,1,5.56586,0.716551,12.196,21.7932,28.4687,0.731512,0.731512,0.903551,0.62,0.0713481
30,491.957,1,5.52256,0.789111,12.4797,21.4558,28.1129,0.71299,0.71299,0.908544,0.62,0.0677807
31,482.661,1,5.44021,0.612514,11.6863,21.1454,28.0031,0.694937,0.694937,0.898166,0.62,0.0643916
32,469.347,1,5.30655,0.493876,12.0354,21.5796,28.0468,0.677341,0.677341,0.875424,0.62,0.061172
33,461.139,1,5.42881,0.659158,12.0235,19.6456,28.4193,0.66019,0.66019,0.853258,0.62,0.0581134
34,454.527,1,5.43867,0.722881,12.6724,18.8205,28.4748,0.643474,0.643474,0.831653,0.62,0.0552078
35,452.266,1,5.4172,0.73096,12.5818,19.0474,28.2524,0.627181,0.627181,0.810595,0.62,0.0524474
36,449.189,1,5.4835,0.753714,12.5887,20.8133,28.6497,0.6113,0.6113,0.809136,0.62,0.049825
37,434.3,1,5.51744,0.651277,12.6935,19.4009,28.5825,0.595821,0.595821,0.788648,0.62,0.0473338
38,426.795,1,5.47971,0.567761,12.8543,20.1344,28.6718,0.580735,0.580735,0.768679,0.62,0.0449671
39,418.081,1,5.46531,0.613151,12.5496,20.0338,28.291,0.56603,0.56603,0.787843,0.62,0.0427187
40,414.165,1,5.4884,0.666603,12.7245,19.0037,28.3794,0.551698,0.551698,0.767895,0.62,0.0405828
41,399.409,1,5.38461,0.501465,13.15,18.5863,27.4981,0.537729,0.537729,0.748451,0.62,0.0385536
42,395.321,1,5.44969,0.726815,13.4844,18.5688,27.1275,0.524113,0.524113,0.7295,0.62,0.036626
43,386.205,1,5.45634,0.725693,13.4569,18.0839,27.3395,0.510842,0.510842,0.711028,0.62,0.0347947
44,377.149,1,5.39978,0.579791,13.373,17.6139,26.8482,0.497908,0.497908,0.701985,0.62,0.0330549
45,384.803,1,5.40973,0.549541,13.2415,18.933,26.8482,0.4853,0.4853,0.753277,0.62,0.033343
46,383.844,1,5.40569,0.595931,13.4011,19.0163,26.9531,0.473012,0.473012,0.744431,0.62,0.0328285
47,372.684,1,5.35272,0.520835,13.1279,16.6095,27.1005,0.461035,0.461035,0.725582,0.62,0.0311871
48,366.462,1,5.30585,0.433479,13.3423,16.3629,26.2324,0.449362,0.449362,0.761455,0.62,0.030075
49,369.262,1,5.32458,0.327695,13.6396,17.4329,25.9455,0.437984,0.46975,0.749484,0.62,0.0305684
50,358.635,1,5.37291,0.407969,13.7212,17.2635,26.4928,0.426894,0.457856,0.730507,0.62,0.0294105
51,362.87,1,5.31818,0.317409,13.6129,16.8076,26.3686,0.416084,0.446263,0.731285,0.62,0.0303781
52,365.755,1,5.27834,0.303538,13.2973,16.5257,26.3326,0.405549,0.479238,0.728608,0.62,0.0306788
