iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1625.61,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1604.91,1,4.24712,32.1919,14.1241,66.9534,0.974679,0.974679,0.974679,1.08168,0.974679,0.974679
3,1586.5,1,3.76167,28.3665,14.3938,91.6319,0.95,0.95,0.95,1.05429,0.95,0.95
4,1575.31,1,3.44519,27.6346,17.4024,94.1113,0.925945,0.925945,0.925945,1.0276,0.925945,0.925945
5,1561.13,1,3.54125,28.3955,13.1102,105.315,0.9025,0.9025,0.9025,1.00158,0.9025,0.9025
6,1554.79,1,3.38981,28.5575,9.61067,112.449,0.879648,0.879648,0.977148,0.991347,0.879648,0.879648
7,1541.51,1,3.4801,28.072,8.94837,119.025,0.857375,0.857375,0.972228,0.966245,0.857375,0.857375
8,1525.49,1,3.40938,28.4003,9.83127,104.806,0.835666,0.835666,0.950455,0.953535,0.835666,0.835666
9,1529.95,1,3.48139,27.3296,9.36692,104.865,0.814506,0.814506,0.984974,0.929391,0.814506,0.814506
10,1511.34,1,3.3069,26.0794,8.24545,110.382,0.793882,0.793882,1.01317,0.925722,0.793882,0.793882
11,1496.87,1,3.6281,26.8538,7.41142,122.929,0.773781,0.773781,0.987515,0.93236,0.773781,0.773781
12,1489.74,1,3.70217,25.0763,7.77162,99.2734,0.754188,0.754188,0.96251,0.908752,0.754188,0.754188
13,1484.43,1,3.28717,23.5011,9.73674,126.105,0.735092,0.735092,0.995171,0.927509,0.735092,0.735092
14,1476.18,1,3.00219,27.3129,9.1843,141.979,0.716479,0.716479,0.969973,1.05738,0.716479,0.716479
15,1461.98,1,3.06614,26.0757,9.2392,168.309,0.698337,0.698337,1.08813,1.03061,0.698337,0.698337
16,1449.66,1,3.29026,25.9254,9.66213,147.56,0.680655,0.680655,1.06057,1.00451,0.680655,0.680655
17,1436.79,1,3.35431,23.0169,7.95843,136.109,0.66342,0.66342,1.03372,0.979078,0.66342,0.66342
18,1436.51,1,3.17822,23.2603,7.93736,135.503,0.646622,0.646622,1.00755,1.02287,0.646622,0.646622
19,1419.96,1,3.05459,22.7651,7.27315,169.28,0.630249,0.630249,0.982034,1.047,0.630249,0.630249
20,1407.21,1,3.07463,23.8423,6.23347,161.695,0.614291,0.614291,0.957168,1.0429,0.614291,0.614291
21,1404.1,1,3.03904,24.3813,6.61469,159.735,0.598737,0.598737,0.932932,1.0165,0.598737,0.598737
22,1374.87,1,3.13459,24.2905,5.25165,169.201,0.583577,0.583577,0.90931,0.990759,0.583577,0.583577
23,1374.43,1,3.17885,23.6114,4.5145,159.989,0.5688,0.5688,0.886285,0.965673,0.5688,0.5688
24,1365.26,1,3.27218,25.6007,4.59478,173.456,0.554398,0.554398,0.863844,0.959674,0.554398,0.554398
25,1353.02,1,3.47772,24.5803,4.06528,147.522,0.54036,0.54036,0.841971,0.943452,0.54036,0.54036
26,1342.1,1,3.50133,26.3547,3.86372,145.638,0.526678,0.526678,0.883411,0.919564,0.526678,0.526678
