simulations,OFV
500,962.181
1000,962.762
1500,963.085
2000,960.956
2500,961.207
3000,961.617
3500,960.74
4000,961.053
4500,961.659
5000,961.9
5500,961.851
6000,962.076
6500,961.708
7000,961.713
7500,961.648
8000,961.902
8500,962.166
9000,961.944
9500,961.725
10000,961.522
10500,961.439
11000,961.512
11500,961.442
12000,961.094
12500,961.237
13000,961.008
13500,960.863
14000,960.729
14500,960.738
15000,960.817
15500,960.776
16000,960.906
16500,960.565
17000,960.608
17500,960.674
18000,960.316
18500,960.416
19000,960.334
19500,960.274
20000,960.175
20500,960.058
21000,959.909
21500,959.976
22000,960.071
22500,960.002
23000,959.674
23500,959.506
24000,959.467
24500,959.497
25000,959.555
25500,959.597
26000,959.531
26500,959.495
27000,959.406
27500,959.457
28000,959.572
28500,959.577
29000,959.693
29500,959.762
30000,959.857
