iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1578.25,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1561.2,1,5.19354,37.1704,13.7492,60.7263,0.974679,0.974679,1.01312,0.989314,0.974679,0.974679
3,1536.71,1,4.96184,31.0911,12.9493,85.1973,0.95,0.95,1.03715,1.04176,0.95,0.95
4,1531.62,1,4.33024,30.1664,15.5786,100.354,0.925945,0.925945,1.0314,1.01538,0.925945,0.925945
5,1517.08,1,4.78832,28.5293,12.738,99.2598,0.9025,0.9025,1.00529,0.989672,0.9025,0.9025
6,1510.21,1,4.66969,32.9586,9.77059,97.8824,0.879648,0.879648,0.979833,0.964613,0.879648,0.879648
7,1493.29,1,4.70621,31.4043,9.69496,94.3554,0.857375,0.857375,0.955024,0.940188,0.857375,0.857375
8,1477.52,1,4.58488,28.8586,8.9236,85.3686,0.835666,0.835666,0.930842,0.948078,0.835666,0.835666
9,1482.78,1,4.71094,28.5828,7.39042,91.5975,0.814506,0.814506,1.10152,1.00334,0.814506,0.814506
10,1468.97,1,4.14696,31.6233,7.61102,110.017,0.793882,0.793882,1.07363,0.977932,0.793882,0.793882
11,1451,1,4.7255,33.8813,6.16201,116.841,0.773781,0.773781,1.04645,0.95317,0.773781,0.773781
12,1441.47,1,4.46884,30.5365,6.45642,111.381,0.754188,0.754188,1.01995,0.929035,0.754188,0.754188
13,1433.45,1,4.50893,27.4562,6.87803,127.786,0.735092,0.735092,0.994124,0.941611,0.735092,0.735092
14,1426.42,1,4.45477,29.566,6.32734,118.514,0.716479,0.716479,1.09953,1.09191,0.716479,0.716479
15,1416.09,1,4.65781,25.5498,7.21448,112.343,0.698337,0.698337,1.07169,1.06426,0.698337,0.698337
16,1393.97,1,4.60327,28.9054,7.75092,117.383,0.680655,0.680655,1.04455,1.03732,0.680655,0.680655
17,1382.98,1,4.61875,25.7676,6.16351,117.55,0.66342,0.66342,1.01811,1.01105,0.66342,0.66342
18,1382.04,1,4.58355,25.3248,6.8715,94.5049,0.646622,0.646622,0.992327,1.15038,0.646622,0.646622
19,1369.21,1,4.57071,24.9394,6.19091,90.4774,0.630249,0.630249,0.967201,1.12791,0.630249,0.630249
20,1352.95,1,4.84915,26.6046,5.05304,77.9606,0.614291,0.614291,0.975639,1.09935,0.614291,0.614291
21,1344.17,1,4.82122,26.9156,5.62018,72.3202,0.598737,0.598737,0.950935,1.07152,0.598737,0.598737
22,1321.31,1,4.90418,28.9135,5.4093,75.6612,0.583577,0.583577,0.926857,1.04439,0.583577,0.583577
23,1319.6,1,4.8207,26.1305,5.44133,71.7529,0.5688,0.5688,0.903389,1.0493,0.5688,0.5688
24,1316.73,1,4.58629,28.307,5.45822,81.2849,0.554398,0.554398,0.893037,1.13126,0.554398,0.554398
25,1300.31,1,4.73081,24.2363,6.24468,80.7778,0.54036,0.54036,0.870425,1.12999,0.54036,0.54036
26,1286.31,1,4.52339,25.3352,5.77686,99.0666,0.526678,0.526678,0.848385,1.10137,0.526678,0.526678
27,1278.73,1,4.40845,25.4268,5.62795,127.382,0.513342,0.513342,0.826903,1.07349,0.513342,0.513342
28,1262.99,1,4.55146,27.3746,5.47548,123.336,0.500344,0.500344,0.805966,1.0463,0.500344,0.500344
29,1254.06,1,4.60707,26.0075,5.22939,111.862,0.487675,0.487675,0.786908,1.01981,0.487675,0.487675
30,1235.59,1,4.7859,27.7781,5.36454,100.285,0.475327,0.475327,0.766984,0.99399,0.475327,0.475327
31,1223.68,1,4.55385,27.7124,3.91532,116.768,0.463291,0.463291,0.747563,0.968821,0.463291,0.463291
32,1209.03,1,4.46388,27.8697,4.14273,123.256,0.45156,0.45156,0.728634,0.94429,0.45156,0.45156
33,1212.16,1,4.49388,27.8352,3.84603,114.246,0.440127,0.440127,0.710185,0.993006,0.440127,0.440127
34,1192.98,1,4.35277,27.2454,3.70451,135.445,0.428982,0.428982,0.692203,0.967862,0.428982,0.428982
35,1174.85,1,4.4855,27.2325,3.66292,128.503,0.41812,0.41812,0.674676,0.943355,0.41812,0.41812
36,1180.89,1,4.45794,27.9571,3.51261,132.812,0.407533,0.407533,0.680021,0.919469,0.407533,0.407533
37,1173.01,1,4.47771,29.7632,3.2496,127.29,0.397214,0.397214,0.723521,0.922605,0.397214,0.397214
38,1164.83,1,4.46606,29.8314,3.17743,139.728,0.387157,0.387157,0.705201,0.967504,0.387157,0.387157
39,1152.95,1,4.45273,30.6082,3.35653,143.385,0.377354,0.377354,0.687345,0.943006,0.377354,0.377354
40,1133.9,1,4.35096,29.4003,3.88756,150.079,0.367799,0.367799,0.669941,0.919128,0.367799,0.367799
41,1129.43,1,4.3567,28.6319,4.26833,149.265,0.358486,0.358486,0.688176,0.895856,0.358486,0.358486
42,1115.21,1,4.47192,28.3809,4.22715,150.142,0.349409,0.349409,0.670751,0.873172,0.349409,0.349409
43,1100.02,1,4.47107,27.7908,4.00815,135.713,0.340562,0.340562,0.653768,0.878777,0.340562,0.340562
44,1095.06,1,4.5778,27.8082,4.06805,130.044,0.331938,0.331938,0.637214,0.916148,0.331938,0.331938
45,1090.21,1,4.56497,26.9529,4.15428,117.519,0.323534,0.323534,0.621079,0.89295,0.323534,0.323534
46,1083.75,1,4.43815,27.2586,3.87173,126.21,0.315341,0.315341,0.653103,0.87034,0.315341,0.315341
47,1066.35,1,4.40523,26.9131,3.69374,132.715,0.307357,0.307357,0.636566,0.848303,0.307357,0.307357
48,1060.31,1,4.36169,26.7238,3.83694,143.281,0.299574,0.299574,0.663379,0.826823,0.299574,0.299574
49,1047.2,1,4.42337,28.0444,3.65213,153.156,0.291989,0.291989,0.646582,0.805888,0.291989,0.291989
50,1039.8,1,4.55312,27.9679,3.86409,138.102,0.284596,0.284596,0.63021,0.785482,0.284596,0.284596
51,1032.59,1,4.61775,27.6905,3.58055,117.701,0.27739,0.27739,0.614253,0.765593,0.27739,0.27739
52,1017.42,1,4.55629,26.3906,3.60688,119.836,0.270366,0.270366,0.598699,0.751976,0.270366,0.270366
53,1018.85,1,4.53592,26.0884,3.91739,113.875,0.26352,0.26352,0.58354,0.732936,0.26352,0.26352
54,1014.86,1,4.54802,25.9727,3.66356,118.396,0.256848,0.256848,0.650471,0.714377,0.256848,0.256848
55,1013.79,1,4.71814,26.5141,4.01319,104.571,0.250344,0.250344,0.634,0.738101,0.250344,0.250344
56,998.933,1,4.64785,26.9337,3.67271,109.204,0.244005,0.244005,0.617947,0.719412,0.244005,0.244005
57,987.969,1,4.75415,26.2928,3.86397,109.043,0.237827,0.237827,0.6023,0.701196,0.237827,0.237827
58,977.825,1,4.68378,26.1001,3.88454,106.054,0.231805,0.231805,0.58705,0.683442,0.231805,0.231805
