parameter,value,se_sa,rse_sa
Cl_pop,5.17618010411585,0.349890505378595,6.75962772432086
V1_pop,20.7058019103141,1.89192710620269,9.13718345417125
Q_pop,6.11709938540767,1.30682953390774,21.363549152482
V2_pop,22.3141568668184,2.65630360802302,11.9041181966996
omega_Cl,0.251224690323072,0.0484361807885581,19.280024079747
omega_V1,0.280303137662477,0.0664580759468712,23.7093585541292
omega_Q,0.585191800473521,0.153585804831721,26.2453788155343
omega_V2,0.331026890073915,0.118249480126208,35.7220164500245
corr_V2_V1,0.998907331505483,0.00247471514911416,0.247742215024535
a1,0.301550354511629,0.0234369174078178,7.77214055867209
a2,0.0646925699192258,0.00675903993261663,10.4479385206924
