simulations,OFV
500,985.293
1000,985.083
1500,985.329
2000,985.495
2500,985.584
3000,985.645
3500,985.638
4000,985.587
4500,985.591
5000,985.668
5500,985.518
6000,984.546
6500,984.621
7000,984.665
7500,984.629
8000,984.58
8500,984.648
9000,984.46
9500,984.218
10000,984.372
10500,984.397
11000,984.416
11500,984.292
12000,984.232
12500,984.294
13000,984.303
13500,984.154
14000,984.171
14500,984.074
15000,984.06
15500,984.159
16000,984.21
16500,984.148
17000,984.167
17500,984.211
18000,984.21
18500,984.255
19000,984.329
19500,984.39
20000,984.409
20500,983.241
21000,983.256
21500,983.291
22000,983.264
22500,983.325
23000,983.299
23500,983.379
24000,983.431
24500,983.394
25000,983.478
25500,983.505
26000,983.533
26500,983.566
27000,983.535
27500,983.548
28000,983.563
28500,983.577
29000,983.615
29500,983.636
30000,983.678
