Cl_pop,25.18,265.23,-1222.8,-345.57,-2.0714,-3948.4,-0.54949,-14.726,-6.0223,1.6552,2.7292,11.552,-0.019936,0.030535
V1_pop,265.23,2926.8,-13473,-3800.2,-18.891,-42611,-5.9104,-163.96,-66.356,18.322,29.596,126.09,-0.21536,0.33723
Q2_pop,-1222.8,-13473,63011,17510,101.12,1.9614e+5,27.173,745.7,307.72,-83.805,-137.58,-578.41,0.97713,-1.535
V2_pop,-345.57,-3800.2,17510,4968.2,23.995,55476,7.6951,211.24,86.515,-23.635,-38.711,-163.73,0.27836,-0.43646
Q3_pop,-2.0714,-18.891,101.12,23.995,1.3261,309.25,0.042116,0.93251,0.444,-0.11614,-0.23087,-0.77456,0.0012759,-0.0018422
V3_pop,-3948.4,-42611,1.9614e+5,55476,309.25,6.3474e+5,87.964,2376.6,966.13,-267.32,-436.27,-1868.1,3.1803,-4.9233
omega_Cl,-0.54949,-5.9104,27.173,7.6951,0.042116,87.964,0.016998,0.33044,0.13386,-0.037136,-0.060378,-0.25969,0.00048469,-0.00070341
omega_V1,-14.726,-163.96,745.7,211.24,0.93251,2376.6,0.33044,9.5655,3.6634,-1.0589,-1.6138,-7.122,0.012198,-0.019257
omega_Q2,-6.0223,-66.356,307.72,86.515,0.444,966.13,0.13386,3.6634,1.5494,-0.41253,-0.68221,-2.8475,0.004936,-0.0077604
omega_V2,1.6552,18.322,-83.805,-23.635,-0.11614,-267.32,-0.037136,-1.0589,-0.41253,0.12614,0.18095,0.80399,-0.0013458,0.0021351
omega_Q3,2.7292,29.596,-137.58,-38.711,-0.23087,-436.27,-0.060378,-1.6138,-0.68221,0.18095,0.32351,1.2738,-0.0020608,0.0032032
omega_V3,11.552,126.09,-578.41,-163.73,-0.77456,-1868.1,-0.25969,-7.122,-2.8475,0.80399,1.2738,5.6517,-0.0094419,0.014779
a1,-0.019936,-0.21536,0.97713,0.27836,0.0012759,3.1803,0.00048469,0.012198,0.004936,-0.0013458,-0.0020608,-0.0094419,0.00054556,-3.8419e-5
a2,0.030535,0.33723,-1.535,-0.43646,-0.0018422,-4.9233,-0.00070341,-0.019257,-0.0077604,0.0021351,0.0032032,0.014779,-3.8419e-5,7.857e-5
