simulations,OFV
500,1074.14
1000,1076.44
1500,1074.89
2000,1073
2500,1073.1
3000,1073.04
3500,1072.92
4000,1072.97
4500,1072.89
5000,1073.09
5500,1072.98
6000,1073.36
6500,1072.74
7000,1073
7500,1072.71
8000,1072.8
8500,1072.92
9000,1072.6
9500,1072.48
10000,1072.33
10500,1072.11
11000,1072.06
11500,1071.89
12000,1071.51
12500,1071.62
13000,1071.4
13500,1071.24
14000,1071.19
14500,1071.14
15000,1071.18
15500,1071.11
16000,1071.21
16500,1071.08
17000,1071.19
17500,1071.29
18000,1071.04
18500,1071.2
19000,1071.09
19500,1070.96
20000,1070.74
20500,1070.61
21000,1070.48
21500,1070.54
22000,1070.62
22500,1070.65
23000,1070.45
23500,1070.29
24000,1070.23
24500,1070.27
25000,1070.32
25500,1070.26
26000,1070.22
26500,1070.26
27000,1070.24
27500,1070.27
28000,1070.36
28500,1070.32
29000,1070.42
29500,1070.47
30000,1070.52
