Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression
-1.37887,-0.242678,0.0165465,-0.666158,-0.489068,-0.427391,-0.545416,0.191903,0.0867124,-0.666158,0.13614,-0.319561,-0.545416,-0.435602,-0.367977,-1.37887,-0.150157,-0.0783343
-1.34877,-0.216782,0.0161664,-0.654481,-0.473773,-0.419863,-0.535637,0.323177,0.0854733,-0.654481,0.123172,-0.313604,-0.535637,-0.428464,-0.361454,-1.34877,-0.120875,-0.0767513
-1.31866,-0.190886,0.0157863,-0.642804,-0.458478,-0.412335,-0.525859,0.4217,0.0842343,-0.642804,0.110203,-0.307648,-0.525859,-0.420375,-0.354932,-1.31866,-0.0915927,-0.0751683
-1.28856,-0.16499,0.0154063,-0.631127,-0.443184,-0.404807,-0.51608,0.489563,0.0829952,-0.631127,0.0972348,-0.301692,-0.51608,-0.411378,-0.348409,-1.28856,-0.0623105,-0.0735853
-1.25846,-0.139094,0.0150262,-0.61945,-0.427889,-0.397279,-0.506302,0.532875,0.0817561,-0.61945,0.0842662,-0.295735,-0.506302,-0.401641,-0.341887,-1.25846,-0.0330284,-0.0720023
-1.22835,-0.113199,0.0146461,-0.607773,-0.412594,-0.389751,-0.496524,0.535718,0.080517,-0.607773,0.0712977,-0.289779,-0.496524,-0.39063,-0.335364,-1.22835,-0.0037462,-0.0704193
-1.19825,-0.0873026,0.014266,-0.596095,-0.397299,-0.382223,-0.486745,0.523498,0.0792779,-0.596095,0.0583291,-0.283823,-0.486745,-0.379139,-0.328842,-1.19825,0.025536,-0.0688362
-1.16815,-0.0632201,0.0138859,-0.584418,-0.382005,-0.374695,-0.476967,0.511278,0.0780388,-0.584418,0.0453606,-0.277867,-0.476967,-0.367648,-0.322319,-1.16815,0.0470695,-0.0672532
-1.13804,-0.0457195,0.0135059,-0.572741,-0.36671,-0.367167,-0.467188,0.468564,0.0767998,-0.572741,0.0323921,-0.27191,-0.467188,-0.355068,-0.315796,-1.13804,0.0404801,-0.0656702
-1.10794,-0.0329186,0.0131258,-0.561064,-0.351415,-0.359639,-0.45741,0.397558,0.0755607,-0.561064,0.0194235,-0.265954,-0.45741,-0.341468,-0.309274,-1.10794,0.0235093,-0.0640872
-1.07784,-0.0202827,0.0127457,-0.549387,-0.33612,-0.352111,-0.447631,0.326552,0.0743216,-0.549387,0.00645497,-0.259998,-0.447631,-0.327868,-0.302751,-1.07784,0.00617386,-0.0625042
-1.04773,-0.00764687,0.0123656,-0.53771,-0.322389,-0.344583,-0.437853,0.255546,0.0730825,-0.53771,-0.00870347,-0.254042,-0.437853,-0.314268,-0.296229,-1.04773,-0.0111615,-0.0609212
-1.01763,0.00373069,0.0119856,-0.526033,-0.311531,-0.337055,-0.428074,0.18112,0.0718434,-0.526033,-0.0270818,-0.248085,-0.428074,-0.300479,-0.289706,-1.01763,-0.0300237,-0.0593382
-0.987528,0.0110541,0.0116055,-0.514355,-0.300814,-0.329527,-0.418296,0.0838295,0.0706043,-0.514355,-0.0454865,-0.242129,-0.418296,-0.285428,-0.283184,-0.987528,-0.0523101,-0.0577552
-0.957425,0.0168274,0.0112254,-0.502678,-0.291011,-0.321999,-0.408517,-0.0134613,0.0693653,-0.502678,-0.0637181,-0.236173,-0.408517,-0.270377,-0.276661,-0.957425,-0.0741243,-0.0561721
-0.927322,0.0206696,0.0108453,-0.491001,-0.281925,-0.314471,-0.398739,-0.110752,0.0681262,-0.491001,-0.0815687,-0.230216,-0.398739,-0.255326,-0.270139,-0.927322,-0.0944031,-0.0545891
-0.897219,0.0225919,0.0104652,-0.479324,-0.27317,-0.306943,-0.38896,-0.207823,0.0668871,-0.479324,-0.0991266,-0.22426,-0.38896,-0.240207,-0.263616,-0.897219,-0.111739,-0.0530061
-0.867116,0.0225965,0.0100852,-0.467647,-0.265332,-0.299415,-0.379182,-0.299186,0.065648,-0.467647,-0.115663,-0.218304,-0.379182,-0.22467,-0.257093,-0.867116,-0.1248,-0.0514231
-0.837012,0.0211803,0.00970509,-0.45597,-0.25799,-0.291887,-0.369403,-0.389055,0.0644089,-0.45597,-0.131413,-0.212348,-0.369403,-0.209113,-0.250571,-0.837012,-0.133742,-0.0498401
-0.806909,0.018019,0.00932501,-0.444292,-0.251199,-0.284359,-0.359625,-0.467277,0.0631699,-0.444292,-0.146229,-0.206391,-0.359625,-0.193524,-0.244048,-0.806909,-0.136586,-0.0482571
-0.776806,0.0141623,0.00894493,-0.432615,-0.245158,-0.276831,-0.349846,-0.531452,0.0619308,-0.432615,-0.159388,-0.200435,-0.349846,-0.178009,-0.237526,-0.776806,-0.136424,-0.0466741
-0.746703,0.00962606,0.00856485,-0.420938,-0.239412,-0.269303,-0.340068,-0.581505,0.0606917,-0.420938,-0.171868,-0.194479,-0.340068,-0.162601,-0.231003,-0.746703,-0.131571,-0.0450911
-0.7166,0.00499553,0.00818477,-0.409261,-0.234462,-0.261775,-0.33029,-0.62695,0.0594526,-0.409261,-0.182163,-0.188523,-0.33029,-0.147247,-0.224481,-0.7166,-0.123842,-0.043508
-0.686496,0.000805107,0.00780469,-0.397584,-0.230073,-0.254247,-0.320511,-0.647375,0.0582135,-0.397584,-0.190673,-0.182566,-0.320511,-0.132184,-0.217958,-0.686496,-0.113092,-0.041925
-0.656393,-0.00268575,0.00742462,-0.385907,-0.2263,-0.246719,-0.310733,-0.651292,0.0569744,-0.385907,-0.196983,-0.17661,-0.310733,-0.117481,-0.211436,-0.656393,-0.100688,-0.040342
-0.62629,-0.00474523,0.00704454,-0.37423,-0.223105,-0.239191,-0.300954,-0.635447,0.0557354,-0.37423,-0.200997,-0.170654,-0.300954,-0.104319,-0.204913,-0.62629,-0.0865737,-0.038759
-0.596187,-0.0053148,0.00666446,-0.362552,-0.220443,-0.231663,-0.291176,-0.579385,0.0544963,-0.362552,-0.202732,-0.164698,-0.291176,-0.0953157,-0.198391,-0.596187,-0.0716683,-0.037176
-0.566084,-0.00375083,0.00628438,-0.350875,-0.218355,-0.224135,-0.281397,-0.523323,0.0532572,-0.350875,-0.201089,-0.158741,-0.281397,-0.0863124,-0.191868,-0.566084,-0.0563657,-0.035593
-0.53598,-9.98344e-05,0.0059043,-0.339198,-0.216751,-0.216607,-0.271619,-0.467261,0.0520181,-0.339198,-0.196597,-0.152785,-0.271619,-0.0773091,-0.185345,-0.53598,-0.041101,-0.03401
-0.505877,0.00532087,0.00552422,-0.327521,-0.215148,-0.209079,-0.26184,-0.411199,0.050779,-0.327521,-0.192105,-0.146829,-0.26184,-0.0683058,-0.178823,-0.505877,-0.0262349,-0.032427
-0.475774,0.0115128,0.00514415,-0.315844,-0.213544,-0.201551,-0.252062,-0.355137,0.0495399,-0.315844,-0.187613,-0.140872,-0.252062,-0.0593025,-0.1723,-0.475774,-0.011702,-0.0308439
-0.445671,0.0186708,0.00476407,-0.304167,-0.21194,-0.194023,-0.242283,-0.299075,0.0483009,-0.304167,-0.183121,-0.134916,-0.242283,-0.0502992,-0.165778,-0.445671,0.00190253,-0.0292609
-0.415567,0.0261051,0.00438399,-0.29249,-0.210336,-0.186495,-0.232505,-0.243013,0.0470618,-0.29249,-0.178629,-0.12896,-0.232505,-0.0412959,-0.159255,-0.415567,0.0145824,-0.0276779
-0.385464,0.0332862,0.00400391,-0.280812,-0.208703,-0.178967,-0.222726,-0.186951,0.0458227,-0.280812,-0.170825,-0.123004,-0.222726,-0.0322926,-0.152733,-0.385464,0.0256435,-0.0260949
-0.355361,0.0400319,0.00362383,-0.269135,-0.207065,-0.171439,-0.212948,-0.130889,0.0445836,-0.269135,-0.162483,-0.117047,-0.212948,-0.0232893,-0.14621,-0.355361,0.0355973,-0.0245119
-0.325258,0.0455142,0.00324375,-0.257458,-0.204857,-0.163911,-0.203169,-0.0748271,0.0433445,-0.257458,-0.154008,-0.111091,-0.203169,-0.014286,-0.139688,-0.325258,0.0433905,-0.0229289
-0.295155,0.0497264,0.00286367,-0.245781,-0.202127,-0.156383,-0.193391,-0.0187651,0.0421054,-0.245781,-0.14541,-0.105135,-0.193391,-0.00528266,-0.133165,-0.295155,0.0495031,-0.0213459
-0.265051,0.05197,0.0024836,-0.234104,-0.199396,-0.148855,-0.183613,0.0394438,0.0408664,-0.234104,-0.136812,-0.0991786,-0.183613,0.000620965,-0.126642,-0.265051,0.0532662,-0.0197629
-0.234948,0.0517346,0.00210352,-0.222427,-0.196666,-0.141327,-0.173834,0.0972392,0.0396273,-0.222427,-0.128214,-0.0932223,-0.173834,0.000370516,-0.12012,-0.234948,0.0544095,-0.0181798
-0.204845,0.0486563,0.00172344,-0.21075,-0.192366,-0.133799,-0.164056,0.149118,0.0383882,-0.21075,-0.120989,-0.087266,-0.164056,-0.00144561,-0.113597,-0.204845,0.0527648,-0.0165968
-0.174742,0.0437857,0.00134336,-0.199072,-0.187729,-0.126271,-0.154277,0.191799,0.0371491,-0.199072,-0.114074,-0.0813098,-0.154277,-0.00532447,-0.107075,-0.174742,0.0494276,-0.0150138
-0.144639,0.0372667,0.000963282,-0.187395,-0.182431,-0.118743,-0.144499,0.225284,0.03591,-0.187395,-0.108019,-0.0753535,-0.144499,-0.0110539,-0.100552,-0.144639,0.0446248,-0.0134308
-0.114535,0.0301888,0.000583204,-0.175718,-0.17605,-0.111215,-0.13472,0.246994,0.0346709,-0.175718,-0.103413,-0.0693972,-0.13472,-0.018952,-0.0940297,-0.114535,0.03944,-0.0118478
-0.0844321,0.0228761,0.000203126,-0.164041,-0.16866,-0.103687,-0.124942,0.25408,0.0334319,-0.164041,-0.100294,-0.063441,-0.124942,-0.0293154,-0.0875072,-0.0844321,0.0342889,-0.0102648
-0.0543289,0.0163725,-0.000176953,-0.152364,-0.160075,-0.0961588,-0.115163,0.247515,0.0321928,-0.152364,-0.099051,-0.0574847,-0.115163,-0.0418186,-0.0809846,-0.0543289,0.0303394,-0.00868177
