iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1414.66,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1402.83,1,5.96746,23.9046,7.08533,29.3107,0.974679,0.974679,1.17464,0.974679,0.998761,0.974679,0.974679
3,1388.76,1,6.01799,22.752,7.5084,28.1911,0.95,0.95,1.1449,0.95,0.998761,0.95,0.95
4,1376.9,1,5.74889,21.5743,8.34877,26.7928,0.925945,0.925945,1.20422,0.925945,0.998761,0.925945,0.925945
5,1366.74,1,5.53473,21.7304,7.17781,27.0146,0.9025,0.9025,1.31159,0.9025,0.998761,0.9025,0.9025
6,1354.69,1,5.61177,20.1421,7.56418,25.1715,0.879648,0.879648,1.27838,0.879648,0.998761,0.879648,0.879648
7,1339.8,1,5.56035,17.6106,7.04893,21.9589,0.857375,0.857375,1.24602,0.857375,0.998761,0.857375,0.857375
8,1340.82,1,5.46264,18.0697,7.47934,22.4509,0.835666,0.835666,1.21447,0.835666,0.998761,0.835666,0.835666
9,1327.01,1,5.77949,18.2835,7.91222,22.8029,0.814506,0.814506,1.22384,0.814506,0.998761,0.814506,0.814506
10,1312.01,1,5.8325,18.3952,8.05219,23.0351,0.793882,0.793882,1.19285,0.793882,0.998761,0.793882,0.793882
11,1300.46,1,5.99068,19.5356,8.79302,24.3299,0.773781,0.773781,1.21108,0.773781,0.998761,0.773781,0.773781
12,1285.69,1,5.88345,18.3255,7.04913,22.9051,0.754188,0.754188,1.18041,0.754188,0.998761,0.754188,0.754188
13,1284.07,1,5.83995,19.7176,9.31718,24.6716,0.735092,0.735092,1.15052,0.735092,0.998761,0.735092,0.735092
14,1262.05,1,5.84951,19.2526,9.99361,24.0532,0.716479,0.716479,1.12139,0.716479,0.998761,0.716479,0.716479
15,1251.98,1,6.02241,18.1999,10.1578,22.8054,0.698337,0.698337,1.093,0.698337,0.998761,0.698337,0.698337
16,1244,1,5.58351,16.7647,10.7996,20.9192,0.680655,0.680655,1.06532,0.680655,0.998761,0.680655,0.680655
17,1235.4,1,5.72605,17.884,8.08977,22.3349,0.66342,0.66342,1.10696,0.66342,0.998761,0.66342,0.66342
18,1231.99,1,5.81593,16.9108,10.1601,21.0994,0.646622,0.646622,1.07893,0.646622,0.998761,0.646622,0.646622
19,1207.22,1,5.74668,17.0378,8.77575,21.0027,0.630249,0.630249,1.05161,0.630249,0.998761,0.630249,0.630249
20,1201.64,1,5.72161,16.9574,7.20933,20.9797,0.614291,0.614291,1.02498,0.614291,0.998761,0.614291,0.614291
21,1193.32,1,5.85797,17.7274,8.5753,22.0101,0.598737,0.598737,0.999031,0.598737,0.998761,0.598737,0.598737
22,1178.93,1,5.98114,17.6083,7.71867,21.9594,0.583577,0.583577,0.973735,0.583577,0.998761,0.583577,0.583577
23,1162.39,1,5.8016,17.5698,5.62783,21.9312,0.5688,0.5688,0.94908,0.5688,0.998761,0.5688,0.5688
24,1144.41,1,5.87126,18.5991,5.11397,23.1146,0.554398,0.554398,0.925048,0.554398,0.998761,0.554398,0.554398
25,1153.55,1,5.93686,18.8086,4.70118,23.3069,0.54036,0.54036,0.901626,0.54036,0.998761,0.54036,0.54036
26,1134.72,1,5.83831,19.3812,5.09316,24.0738,0.526678,0.526678,0.878796,0.526678,0.998761,0.526678,0.526678
27,1121.34,1,5.8687,20.5108,5.46701,25.4298,0.513342,0.513342,0.861998,0.513342,0.998761,0.513342,0.513342
28,1111.38,1,6.0333,19.8867,5.77011,24.371,0.500344,0.500344,0.840172,0.500344,0.998761,0.500344,0.500344
29,1100.24,1,6.01943,20.04,5.33721,24.4065,0.487675,0.487675,0.818898,0.487675,0.998761,0.487675,0.487675
30,1087.99,1,6.017,20.0138,4.62298,24.3112,0.475327,0.475327,0.805266,0.475327,0.998761,0.475327,0.475327
31,1085.52,1,5.98823,19.7208,4.74628,23.9274,0.463291,0.463291,0.784876,0.463291,0.998761,0.463291,0.463291
32,1073.53,1,5.80809,19.4452,4.53263,23.6558,0.45156,0.45156,0.765003,0.45156,0.998761,0.45156,0.45156
33,1065.37,1,5.83194,19.8606,3.88137,24.1572,0.440127,0.440127,0.780066,0.440127,0.998761,0.440127,0.440127
34,1057.29,1,5.72693,20.4137,3.78835,24.9956,0.428982,0.455063,0.79262,0.457524,0.998761,0.428982,0.428982
35,1055.62,1,5.68958,20.7489,3.77248,25.4032,0.41812,0.47739,0.818912,0.47912,0.998761,0.41812,0.41812
36,1051.82,1,5.90337,21.796,4.3619,26.782,0.407533,0.479715,0.798177,0.481488,0.998761,0.407533,0.407533
37,1047.82,1,5.85064,21.8301,3.48988,26.8372,0.397214,0.469282,0.823672,0.475243,0.998761,0.397214,0.397214
38,1033.97,1,5.83946,22.5156,3.27674,27.7612,0.387157,0.467766,0.808143,0.473621,0.998761,0.387157,0.387157
39,1018.08,1,5.9011,22.4995,3.86491,27.8396,0.377354,0.455922,0.844517,0.461629,0.998761,0.377354,0.377354
40,1017.02,1,5.91377,22.0353,3.58456,27.3469,0.367799,0.444378,0.868353,0.44994,0.998761,0.367799,0.367799
41,1000.76,1,5.87363,20.3906,3.9226,25.2957,0.358486,0.433126,0.853112,0.438547,0.998761,0.358486,0.358486
42,993.1,1,5.91085,20.7724,3.62792,25.7402,0.349409,0.422159,0.838,0.427443,0.998761,0.349409,0.349409
43,989.116,1,5.75201,21.2923,3.85332,26.4163,0.340562,0.413096,0.816781,0.420437,0.998761,0.340562,0.340562
44,982.712,1,5.9273,21.4109,4.27306,26.6957,0.331938,0.4357,0.7961,0.441177,0.998761,0.331938,0.331938
45,973.616,1,5.82489,20.9859,3.5931,26.1414,0.323534,0.424668,0.79588,0.430006,0.998761,0.323534,0.323534
46,972.054,1,5.73192,20.9286,3.06749,26.0847,0.315341,0.434195,0.804756,0.444356,0.998761,0.315341,0.315341
47,965.311,1,5.66743,20.7124,3.127,25.937,0.307357,0.428748,0.892021,0.436563,0.998761,0.307357,0.307357
48,958.574,1,5.63213,20.5857,2.84201,25.7278,0.299574,0.417892,0.869434,0.425509,0.998761,0.299574,0.299574
49,956.315,1,5.67239,20.9614,2.81363,26.1277,0.291989,0.449272,0.84742,0.456768,0.998761,0.291989,0.291989
50,961.126,1,5.67935,20.7086,3.08399,25.8648,0.284596,0.460865,0.825963,0.465875,0.998761,0.284596,0.284596
51,962.254,1,5.79323,20.9133,2.8483,26.0063,0.27739,0.449196,0.842316,0.454079,0.998761,0.27739,0.27739
52,945.668,1,5.73372,20.5355,3.07005,25.6418,0.270366,0.437822,0.883097,0.442581,0.998761,0.270366,0.270366
53,953.682,1,5.70033,20.0311,3.37649,25.2193,0.26352,0.426736,0.868233,0.431375,0.998761,0.276895,0.26352
54,939.472,1,5.70987,20.3852,3.38987,25.7204,0.256848,0.432987,0.86789,0.441441,0.998761,0.276594,0.256848
55,935.047,1,5.81554,19.8766,3.76104,24.9902,0.250344,0.422024,0.845914,0.430263,0.998761,0.269591,0.250344
56,933.408,1,5.74881,19.1696,4.4485,23.9644,0.244005,0.411338,0.899887,0.419369,0.998761,0.262765,0.244005
57,930.441,1,5.83577,19.2097,4.45903,24.0347,0.237827,0.411225,0.880858,0.416173,0.998761,0.265154,0.237827
58,923.479,1,5.76969,18.7808,4.27355,23.5408,0.231805,0.400812,0.883617,0.405636,0.998761,0.25968,0.231805
59,917.41,1,5.74535,19.2745,4.34653,24.1413,0.225936,0.40857,0.861243,0.414851,0.998761,0.260952,0.225936
60,917.243,1,5.75133,19.239,4.14378,23.9476,0.220215,0.407416,0.843087,0.41942,0.998761,0.266887,0.220215
