trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,split
107.672,1.55376,1.49481,55.2323,1.70852,1.57114,-0.318302,1.52311,1.46191,107.672,2.03287,1.81619,55.2323,1.83282,1.76969,-0.318302,2.01012,1.82016,107.672,3.02015,3.03393,55.2323,3.05397,3.00561,-0.318302,3.04607,3.02649,107.672,3.21146,3.22584,55.2323,3.25282,3.18984,-0.318302,3.24293,3.21648,All
108.689,1.5643,1.49899,55.5556,1.66322,1.57458,-0.311136,1.52946,1.46639,108.689,1.96729,1.81528,55.5556,1.78553,1.77036,-0.311136,2.01611,1.81927,108.689,3.02487,3.03389,55.5556,3.008,3.00687,-0.311136,3.0386,3.02664,108.689,3.21719,3.22579,55.5556,3.19479,3.19146,-0.311136,3.23383,3.21667,All
109.706,1.57562,1.50318,55.8788,1.61792,1.57802,-0.30397,1.53581,1.47087,109.706,1.88034,1.81437,55.8788,1.73825,1.77102,-0.30397,2.02209,1.81837,109.706,3.03393,3.03384,55.8788,2.96202,3.00813,-0.30397,3.03113,3.02678,109.706,3.22819,3.22575,55.8788,3.13676,3.19308,-0.30397,3.22473,3.21686,All
110.723,1.58693,1.50737,56.202,1.57262,1.58146,-0.296804,1.54216,1.47535,110.723,1.79339,1.81346,56.202,1.69096,1.77169,-0.296804,2.02808,1.81748,110.723,3.04298,3.03379,56.202,2.91604,3.00939,-0.296804,3.02366,3.02692,110.723,3.2392,3.2257,56.202,3.07874,3.1947,-0.296804,3.21563,3.21705,All
111.74,1.59824,1.51155,56.5253,1.52732,1.58491,-0.289638,1.5485,1.47983,111.74,1.70644,1.81255,56.5253,1.64367,1.77235,-0.289638,2.03406,1.81658,111.74,3.05204,3.03375,56.5253,2.87007,3.01065,-0.289638,3.01619,3.02707,111.74,3.25021,3.22565,56.5253,3.02071,3.19633,-0.289638,3.20653,3.21724,All
112.758,1.60956,1.51574,56.8485,1.48202,1.58835,-0.282472,1.55757,1.48431,112.758,1.61949,1.81164,56.8485,1.59639,1.77302,-0.282472,1.9752,1.81569,112.758,3.06109,3.0337,56.8485,2.82409,3.01192,-0.282472,3.02139,3.02721,112.758,3.26121,3.2256,56.8485,2.96268,3.19795,-0.282472,3.21285,3.21743,All
113.775,1.62087,1.51993,57.1717,1.47639,1.59179,-0.275306,1.56708,1.48879,113.775,1.53254,1.81073,57.1717,1.56408,1.77369,-0.275306,1.90546,1.81479,113.775,3.07015,3.03366,57.1717,2.82128,3.01318,-0.275306,3.02872,3.02735,113.775,3.27222,3.22556,57.1717,2.95904,3.19957,-0.275306,3.22176,3.21761,All
114.792,1.63219,1.52411,57.4949,1.50577,1.59523,-0.268141,1.5766,1.49327,114.792,1.44559,1.80982,57.4949,1.54498,1.77435,-0.268141,1.83571,1.8139,114.792,3.0792,3.03361,57.4949,2.85656,3.01444,-0.268141,3.03605,3.0275,114.792,3.28322,3.22551,57.4949,3.0034,3.20119,-0.268141,3.23067,3.2178,All
115.809,1.6435,1.5283,57.8182,1.53515,1.59867,-0.260975,1.58612,1.49775,115.809,1.35864,1.80891,57.8182,1.52588,1.77502,-0.260975,1.76597,1.813,115.809,3.08826,3.03357,57.8182,2.89184,3.0157,-0.260975,3.04338,3.02764,115.809,3.29423,3.22546,57.8182,3.04775,3.20281,-0.260975,3.23958,3.21799,All
116.826,1.65482,1.53248,58.1414,1.56454,1.60212,-0.253809,1.59563,1.50223,116.826,1.27169,1.808,58.1414,1.50678,1.77569,-0.253809,1.69623,1.81211,116.826,3.09732,3.03352,58.1414,2.92712,3.01696,-0.253809,3.0507,3.02778,116.826,3.30524,3.22541,58.1414,3.09211,3.20443,-0.253809,3.24849,3.21818,All
117.843,1.66613,1.53667,58.4646,1.59392,1.60556,-0.246643,1.60515,1.50671,117.843,1.18474,1.80709,58.4646,1.48768,1.77635,-0.246643,1.62649,1.81121,117.843,3.10637,3.03348,58.4646,2.9624,3.01823,-0.246643,3.05803,3.02792,117.843,3.31624,3.22536,58.4646,3.13646,3.20605,-0.246643,3.2574,3.21837,All
118.861,1.67745,1.54086,58.7879,1.6233,1.609,-0.239477,1.61467,1.51119,118.861,1.09779,1.80618,58.7879,1.46858,1.77702,-0.239477,1.55674,1.81032,118.861,3.11543,3.03343,58.7879,2.99768,3.01949,-0.239477,3.06536,3.02807,118.861,3.32725,3.22532,58.7879,3.18082,3.20767,-0.239477,3.26631,3.21856,All
119.878,1.68891,1.54504,59.1111,1.65268,1.61244,-0.232311,1.62419,1.51567,119.878,1.02905,1.80527,59.1111,1.44948,1.77768,-0.232311,1.487,1.80942,119.878,3.1232,3.03338,59.1111,3.03296,3.02075,-0.232311,3.07269,3.02821,119.878,3.33669,3.22527,59.1111,3.22517,3.20929,-0.232311,3.27523,3.21874,All
120.895,1.70212,1.54923,59.4343,1.68206,1.61589,-0.225145,1.6337,1.52015,120.895,1.18018,1.80436,59.4343,1.43039,1.77835,-0.225145,1.41726,1.80853,120.895,3.11543,3.03334,59.4343,3.06824,3.02201,-0.225145,3.08002,3.02835,120.895,3.32727,3.22522,59.4343,3.26953,3.21091,-0.225145,3.28414,3.21893,All
121.912,1.71533,1.55342,59.7576,1.71144,1.61933,-0.217979,1.64322,1.52463,121.912,1.33131,1.80345,59.7576,1.41129,1.77902,-0.217979,1.34752,1.80763,121.912,3.10767,3.03329,59.7576,3.10352,3.02327,-0.217979,3.08734,3.0285,121.912,3.31785,3.22517,59.7576,3.31388,3.21254,-0.217979,3.29305,3.21912,All
122.929,1.72855,1.5576,60.0808,1.73202,1.62277,-0.210813,1.65274,1.52911,122.929,1.48245,1.80254,60.0808,1.46518,1.77968,-0.210813,1.27777,1.80674,122.929,3.09991,3.03325,60.0808,3.14503,3.02454,-0.210813,3.09467,3.02864,122.929,3.30843,3.22513,60.0808,3.36618,3.21416,-0.210813,3.30196,3.21931,All
123.946,1.74176,1.56179,60.404,1.72618,1.62621,-0.203647,1.66225,1.53359,123.946,1.63358,1.80164,60.404,1.73805,1.78035,-0.203647,1.20803,1.80584,123.946,3.09214,3.0332,60.404,3.20522,3.0258,-0.203647,3.102,3.02878,123.946,3.29901,3.22508,60.404,3.44229,3.21578,-0.203647,3.31087,3.2195,All
124.964,1.75498,1.56597,60.7273,1.72035,1.62965,-0.196482,1.67177,1.53807,124.964,1.78471,1.80073,60.7273,2.01092,1.78101,-0.196482,1.13829,1.80494,124.964,3.08438,3.03316,60.7273,3.26541,3.02706,-0.196482,3.10933,3.02893,124.964,3.28959,3.22503,60.7273,3.5184,3.2174,-0.196482,3.31978,3.21969,All
125.981,1.54227,1.57016,61.0505,1.71142,1.6331,-0.189316,1.68129,1.54255,125.981,1.56434,1.79982,61.0505,2.22878,1.78168,-0.189316,1.06854,1.80405,125.981,2.9965,3.03311,61.0505,3.29201,3.02832,-0.189316,3.11666,3.02907,125.981,3.17685,3.22498,61.0505,3.55202,3.21902,-0.189316,3.32869,3.21988,All
126.998,1.3771,1.57435,61.3737,1.68583,1.63654,-0.18215,1.69138,1.54703,126.998,1.39263,1.79891,61.3737,2.14958,1.78235,-0.18215,1.05017,1.80315,126.998,2.92214,3.03307,61.3737,3.1372,3.02958,-0.18215,3.1204,3.02921,126.998,3.08156,3.22493,61.3737,3.35621,3.22064,-0.18215,3.33325,3.22006,All
128.015,1.41103,1.57853,61.697,1.66024,1.63998,-0.174984,1.70312,1.55151,128.015,1.47718,1.798,61.697,2.07037,1.78301,-0.174984,1.18048,1.80226,128.015,2.91036,3.03302,61.697,2.98239,3.03084,-0.174984,3.11378,3.02935,128.015,3.06701,3.22489,61.697,3.1604,3.22226,-0.174984,3.32521,3.22025,All
129.032,1.44497,1.58272,62.0202,1.63616,1.64342,-0.167818,1.71487,1.55599,129.032,1.56173,1.79709,62.0202,1.99611,1.78368,-0.167818,1.31079,1.80136,129.032,2.89857,3.03297,62.0202,2.83816,3.03211,-0.167818,3.10716,3.0295,129.032,3.05247,3.22484,62.0202,2.97798,3.22388,-0.167818,3.31718,3.22044,All
130.049,1.47891,1.58691,62.3434,1.63471,1.64686,-0.160652,1.72661,1.56047,130.049,1.64629,1.79618,62.3434,1.99606,1.78434,-0.160652,1.4411,1.80047,130.049,2.88679,3.03293,62.3434,2.85264,3.03337,-0.160652,3.10053,3.02964,130.049,3.03793,3.22479,62.3434,2.99642,3.2255,-0.160652,3.30915,3.22063,All
131.067,1.51285,1.59109,62.6667,1.63326,1.65031,-0.153486,1.73836,1.56495,131.067,1.73084,1.79527,62.6667,1.99601,1.78501,-0.153486,1.57141,1.79957,131.067,2.875,3.03288,62.6667,2.86711,3.03463,-0.153486,3.09391,3.02978,131.067,3.02338,3.22474,62.6667,3.01486,3.22713,-0.153486,3.30112,3.22082,All
132.084,1.54678,1.59528,62.9899,1.63182,1.65375,-0.14632,1.7501,1.56943,132.084,1.81539,1.79436,62.9899,1.99596,1.78568,-0.14632,1.70172,1.79868,132.084,2.86322,3.03284,62.9899,2.88159,3.03589,-0.14632,3.08729,3.02993,132.084,3.00884,3.2247,62.9899,3.0333,3.22875,-0.14632,3.29308,3.22101,All
133.101,1.58072,1.59946,63.3131,1.63037,1.65719,-0.139154,1.712,1.57391,133.101,1.89994,1.79345,63.3131,1.99591,1.78634,-0.139154,1.75076,1.79778,133.101,2.85143,3.03279,63.3131,2.89606,3.03715,-0.139154,3.06293,3.03007,133.101,2.9943,3.22465,63.3131,3.05174,3.23037,-0.139154,3.26218,3.22119,All
134.118,1.61466,1.60365,63.6364,1.62892,1.66063,-0.131988,1.49263,1.57839,134.118,1.9845,1.79254,63.6364,1.99586,1.78701,-0.131988,1.50425,1.79689,134.118,2.83965,3.03275,63.6364,2.91054,3.03842,-0.131988,2.97405,3.03021,134.118,2.97975,3.2246,63.6364,3.07018,3.23199,-0.131988,3.14808,3.22138,All
135.135,1.63391,1.60784,63.9596,1.62747,1.66407,-0.124823,1.38417,1.58287,135.135,2.03412,1.79163,63.9596,1.99581,1.78767,-0.124823,1.4011,1.79599,135.135,2.90556,3.0327,63.9596,2.92501,3.03968,-0.124823,2.91972,3.03036,135.135,3.06319,3.22455,63.9596,3.08862,3.23361,-0.124823,3.07856,3.22157,All
136.153,1.64997,1.61202,64.2828,1.62602,1.66752,-0.117657,1.41561,1.58735,136.153,2.07615,1.79072,64.2828,1.99576,1.78834,-0.117657,1.47879,1.7951,136.153,2.98838,3.03265,64.2828,2.93949,3.04094,-0.117657,2.90897,3.0305,136.153,3.16796,3.2245,64.2828,3.10706,3.23523,-0.117657,3.06529,3.22176,All
137.17,1.66603,1.61621,64.6061,1.62458,1.67096,-0.110491,1.44706,1.59183,137.17,2.11817,1.78981,64.6061,1.99572,1.78901,-0.110491,1.55648,1.7942,137.17,3.0712,3.03261,64.6061,2.95397,3.0422,-0.110491,2.89821,3.03064,137.17,3.27272,3.22446,64.6061,3.1255,3.23685,-0.110491,3.05202,3.22195,All
138.187,1.68209,1.6204,64.9293,1.62313,1.6744,-0.103325,1.4785,1.59631,138.187,2.1602,1.7889,64.9293,1.99567,1.78967,-0.103325,1.63416,1.79331,138.187,3.15402,3.03256,64.9293,2.96844,3.04346,-0.103325,2.88745,3.03078,138.187,3.37749,3.22441,64.9293,3.14394,3.23847,-0.103325,3.03874,3.22214,All
139.204,1.69815,1.62458,65.2525,1.62168,1.67784,-0.096159,1.50995,1.60079,139.204,2.20222,1.78799,65.2525,1.99562,1.79034,-0.096159,1.71185,1.79241,139.204,3.23684,3.03252,65.2525,2.98292,3.04472,-0.096159,2.87669,3.03093,139.204,3.48226,3.22436,65.2525,3.16238,3.24009,-0.096159,3.02547,3.22232,All
140.221,1.71421,1.62877,65.5758,1.62023,1.68129,-0.0889931,1.54139,1.60527,140.221,2.24118,1.78708,65.5758,1.99557,1.791,-0.0889931,1.78954,1.79152,140.221,3.31664,3.03247,65.5758,2.99739,3.04599,-0.0889931,2.86593,3.03107,140.221,3.58321,3.22431,65.5758,3.18082,3.24171,-0.0889931,3.01219,3.22251,All
141.238,1.73035,1.63295,65.899,1.61879,1.68473,-0.0818272,1.57284,1.60975,141.238,2.13645,1.78618,65.899,1.99552,1.79167,-0.0818272,1.86723,1.79062,141.238,3.25452,3.03243,65.899,3.01187,3.04725,-0.0818272,2.85518,3.03121,141.238,3.50519,3.22427,65.899,3.19926,3.24334,-0.0818272,2.99892,3.2227,All
142.256,1.7465,1.63714,66.2222,1.61734,1.68817,-0.0746613,1.60428,1.61423,142.256,2.03171,1.78527,66.2222,1.99547,1.79234,-0.0746613,1.94492,1.78972,142.256,3.19239,3.03238,66.2222,3.02634,3.04851,-0.0746613,2.84442,3.03136,142.256,3.42717,3.22422,66.2222,3.2177,3.24496,-0.0746613,2.98565,3.22289,All
143.273,1.76264,1.64133,66.5455,1.61589,1.69161,-0.0674954,1.6308,1.61871,143.273,1.92697,1.78436,66.5455,1.99542,1.793,-0.0674954,2.01101,1.78883,143.273,3.13027,3.03234,66.5455,3.04082,3.04977,-0.0674954,2.8621,3.0315,143.273,3.34916,3.22417,66.5455,3.23614,3.24658,-0.0674954,3.00824,3.22308,All
144.29,1.76754,1.64551,66.8687,1.61444,1.69505,-0.0603295,1.6465,1.62319,144.29,1.87765,1.78345,66.8687,1.99537,1.79367,-0.0603295,2.05163,1.78793,144.29,3.09861,3.03229,66.8687,3.05529,3.05103,-0.0603295,2.94224,3.03164,144.29,3.30937,3.22412,66.8687,3.25458,3.2482,-0.0603295,3.10962,3.22327,All
145.307,1.76034,1.6497,67.1919,1.61716,1.6985,-0.0531636,1.6622,1.62767,145.307,1.88798,1.78254,67.1919,1.99304,1.79433,-0.0531636,2.09225,1.78704,145.307,3.09975,3.03224,67.1919,3.06185,3.0523,-0.0531636,3.02239,3.03179,145.307,3.31073,3.22407,67.1919,3.26291,3.24982,-0.0531636,3.211,3.22345,All
146.324,1.75313,1.65389,67.5152,1.62274,1.70194,-0.0459977,1.6779,1.63215,146.324,1.89832,1.78163,67.5152,1.98915,1.795,-0.0459977,2.13288,1.78614,146.324,3.10089,3.0322,67.5152,3.06299,3.05356,-0.0459977,3.10253,3.03193,146.324,3.31209,3.22403,67.5152,3.26433,3.25144,-0.0459977,3.31237,3.22364,All
147.341,1.74593,1.65807,67.8384,1.62832,1.70538,-0.0388318,1.69359,1.63663,147.341,1.90865,1.78072,67.8384,1.98525,1.79567,-0.0388318,2.1735,1.78525,147.341,3.10203,3.03215,67.8384,3.06413,3.05482,-0.0388318,3.18267,3.03207,147.341,3.31345,3.22398,67.8384,3.26575,3.25306,-0.0388318,3.41375,3.22383,All
148.359,1.73872,1.66226,68.1616,1.63389,1.70882,-0.0316658,1.70929,1.64111,148.359,1.91898,1.77981,68.1616,1.98136,1.79633,-0.0316658,2.21412,1.78435,148.359,3.10317,3.03211,68.1616,3.06528,3.05608,-0.0316658,3.26282,3.03222,148.359,3.3148,3.22393,68.1616,3.26717,3.25468,-0.0316658,3.51513,3.22402,All
149.376,1.73152,1.66644,68.4848,1.63947,1.71226,-0.0244999,1.72517,1.64559,149.376,1.92931,1.7789,68.4848,1.97747,1.797,-0.0244999,2.20922,1.78346,149.376,3.10431,3.03206,68.4848,3.06642,3.05734,-0.0244999,3.29844,3.03236,149.376,3.31616,3.22388,68.4848,3.26859,3.2563,-0.0244999,3.56037,3.22421,All
150.393,1.72431,1.67063,68.8081,1.64504,1.71571,-0.017334,1.74144,1.65007,150.393,1.93964,1.77799,68.8081,1.97357,1.79766,-0.017334,2.10446,1.78256,150.393,3.10545,3.03202,68.8081,3.06756,3.05861,-0.017334,3.23637,3.0325,150.393,3.31752,3.22384,68.8081,3.27001,3.25792,-0.017334,3.48242,3.2244,All
151.41,1.71711,1.67482,69.1313,1.65062,1.71915,-0.0101681,1.7577,1.65455,151.41,1.94997,1.77708,69.1313,1.96968,1.79833,-0.0101681,1.99969,1.78167,151.41,3.10659,3.03197,69.1313,3.0687,3.05987,-0.0101681,3.1743,3.03264,151.41,3.31888,3.22379,69.1313,3.27143,3.25955,-0.0101681,3.40447,3.22459,All
152.427,1.7099,1.679,69.4545,1.6562,1.72259,-0.00300224,1.77397,1.65903,152.427,1.9603,1.77617,69.4545,1.96579,1.799,-0.00300224,1.89492,1.78077,152.427,3.10773,3.03192,69.4545,3.06984,3.06113,-0.00300224,3.11223,3.03279,152.427,3.32024,3.22374,69.4545,3.27285,3.26117,-0.00300224,3.32652,3.22477,All
153.444,1.7027,1.68319,69.7778,1.66177,1.72603,0.00416366,1.77164,1.66351,153.444,1.97063,1.77526,69.7778,1.96189,1.79966,0.00416366,1.87997,1.77988,153.444,3.10887,3.03188,69.7778,3.07098,3.06239,0.00416366,3.09928,3.03293,153.444,3.3216,3.22369,69.7778,3.27427,3.26279,0.00416366,3.31019,3.22496,All
154.462,1.69549,1.68738,70.101,1.66735,1.72947,0.0113296,1.7639,1.66799,154.462,1.98097,1.77435,70.101,1.958,1.80033,0.0113296,1.89108,1.77898,154.462,3.11001,3.03183,70.101,3.07212,3.06365,0.0113296,3.10057,3.03307,154.462,3.32296,3.22364,70.101,3.27569,3.26441,0.0113296,3.31174,3.22515,All
155.479,1.68829,1.69156,70.4242,1.67292,1.73292,0.0184955,1.75617,1.67247,155.479,1.9913,1.77344,70.4242,1.9541,1.80099,0.0184955,1.9022,1.77809,155.479,3.11115,3.03179,70.4242,3.07326,3.06491,0.0184955,3.10187,3.03322,155.479,3.32432,3.2236,70.4242,3.27711,3.26603,0.0184955,3.31329,3.22534,All
156.496,1.68108,1.69575,70.7475,1.6785,1.73636,0.0256614,1.74843,1.67695,156.496,2.00163,1.77253,70.7475,1.95021,1.80166,0.0256614,1.91331,1.77719,156.496,3.11229,3.03174,70.7475,3.0744,3.06618,0.0256614,3.10317,3.03336,156.496,3.32567,3.22355,70.7475,3.27853,3.26765,0.0256614,3.31485,3.22553,All
157.513,1.67388,1.69993,71.0707,1.68407,1.7398,0.0328273,1.7407,1.68143,157.513,2.01196,1.77162,71.0707,1.94632,1.80233,0.0328273,1.92443,1.7763,157.513,3.11343,3.0317,71.0707,3.07554,3.06744,0.0328273,3.10447,3.0335,157.513,3.32703,3.2235,71.0707,3.27995,3.26927,0.0328273,3.3164,3.22572,All
158.53,1.66667,1.70412,71.3939,1.68965,1.74324,0.0399932,1.73296,1.68591,158.53,2.02229,1.77072,71.3939,1.94242,1.80299,0.0399932,1.93555,1.7754,158.53,3.11457,3.03165,71.3939,3.07668,3.0687,0.0399932,3.10577,3.03365,158.53,3.32839,3.22345,71.3939,3.28137,3.27089,0.0399932,3.31795,3.2259,All
159.547,1.65947,1.70831,71.7172,1.69523,1.74668,0.0471591,1.72523,1.69039,159.547,2.03262,1.76981,71.7172,1.93853,1.80366,0.0471591,1.94666,1.7745,159.547,3.1157,3.03161,71.7172,3.07783,3.06996,0.0471591,3.10707,3.03379,159.547,3.32975,3.22341,71.7172,3.28279,3.27251,0.0471591,3.31951,3.22609,All
160.565,1.65226,1.71249,72.0404,1.7008,1.75013,0.054325,1.7175,1.69487,160.565,2.04295,1.7689,72.0404,1.93464,1.80432,0.054325,1.95778,1.77361,160.565,3.11684,3.03156,72.0404,3.07897,3.07122,0.054325,3.10837,3.03393,160.565,3.33111,3.22336,72.0404,3.28421,3.27413,0.054325,3.32106,3.22628,All
161.582,1.65203,1.71668,72.3636,1.70638,1.75357,0.0614909,1.70976,1.69935,161.582,2.04283,1.76799,72.3636,1.93074,1.80499,0.0614909,1.96889,1.77271,161.582,3.11795,3.03151,72.3636,3.08011,3.07249,0.0614909,3.10967,3.03407,161.582,3.33249,3.22331,72.3636,3.28563,3.27576,0.0614909,3.32262,3.22647,All
162.599,1.65955,1.72087,72.6869,1.71195,1.75701,0.0686568,1.70203,1.70383,162.599,2.0311,1.76708,72.6869,1.92685,1.80566,0.0686568,1.98001,1.77182,162.599,3.11901,3.03147,72.6869,3.08125,3.07375,0.0686568,3.11097,3.03422,162.599,3.33391,3.22326,72.6869,3.28705,3.27738,0.0686568,3.32417,3.22666,All
163.616,1.66708,1.72505,73.0101,1.71753,1.76045,0.0758227,1.69429,1.70831,163.616,2.01936,1.76617,73.0101,1.92296,1.80632,0.0758227,1.99113,1.77092,163.616,3.12008,3.03142,73.0101,3.08239,3.07501,0.0758227,3.11227,3.03436,163.616,3.33532,3.22321,73.0101,3.28847,3.279,0.0758227,3.32572,3.22685,All
164.633,1.6746,1.72924,73.3333,1.72311,1.7639,0.0829886,1.68656,1.71279,164.633,2.00763,1.76526,73.3333,1.91906,1.80699,0.0829886,2.00224,1.77003,164.633,3.12114,3.03138,73.3333,3.08353,3.07627,0.0829886,3.11357,3.0345,164.633,3.33673,3.22317,73.3333,3.28989,3.28062,0.0829886,3.32728,3.22703,All
165.651,1.68212,1.73342,73.6566,1.72868,1.76734,0.0901545,1.67882,1.71727,165.651,1.99589,1.76435,73.6566,1.91517,1.80765,0.0901545,2.01336,1.76913,165.651,3.1222,3.03133,73.6566,3.08467,3.07753,0.0901545,3.11487,3.03465,165.651,3.33814,3.22312,73.6566,3.29131,3.28224,0.0901545,3.32883,3.22722,All
