parameter,value,se_lin,rse_lin
Cl_pop,5.26341081544787,0.296934926565988,5.64149250319769
beta_Cl_logtCLCRMLMIN,0.617638102961055,0.243110531456563,39.3613234499382
V1_pop,20.5140781755861,1.73230435391297,8.44446598616648
Q_pop,6.1239239616721,1.19192868421727,19.4634794892492
V2_pop,20.6706907514888,2.35733678373007,11.4042477441654
omega_Cl,0.207847823508502,0.0399341549898055,19.2131696717873
omega_V1,0.28557557068817,0.0637168518774889,22.3117305601268
omega_Q,0.602590456620668,0.158817081036472,26.3557245707341
omega_V2,0.221740147874249,0.142625658995343,64.3210804911285
corr_V2_V1,0.999,0.451711207495352,45.2163370866218
a1,0.302616735599901,0.0222054701627523,7.33781960826876
a2,0.0653132892790598,0.00663597978794141,10.1602290455596
