iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1450.48,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1435.14,1,6.13872,1.09433,0.40973,48.459,17.7087,57.6288,0.974679,0.974679,1.03377,0.974679,0.998743,0.974679,0.974679
3,1427.2,1,5.2288,1.08181,0.626712,49.2107,18.3256,59.093,0.95,0.95,1.00759,0.95,0.998743,0.95,0.95
4,1410.96,1,3.95912,0.883098,0.845668,44.1419,18.5272,52.7048,0.925945,0.925945,0.982077,0.925945,0.998743,0.925945,0.925945
5,1407.79,1,4.89596,1.00995,0.616779,49.5341,15.4764,59.1588,0.9025,0.9025,0.95721,0.9025,0.998743,0.9025,0.9025
6,1398.36,1,4.14778,1.11369,0.729663,58.9017,15.0273,70.3392,0.879648,0.879648,0.932973,0.879648,0.998743,0.879648,0.879648
7,1392.38,1,3.33464,0.857512,0.940621,58.1512,14.2381,69.0185,0.857375,0.857375,0.90935,0.857375,0.998743,0.857375,0.857375
8,1364.53,1,6.23155,0.795395,0.372404,54.7858,13.2407,64.5577,0.835666,0.835666,0.886325,0.835666,0.998743,0.835666,0.835666
9,1362.01,1,6.13674,0.874576,0.448065,57.742,11.7067,68.0367,0.814506,0.814506,0.872398,0.814506,0.998743,0.814506,0.814506
10,1344.39,1,6.09637,0.807765,0.44714,55.2461,10.7443,65.7093,0.793882,0.793882,0.850308,0.793882,0.998743,0.793882,0.793882
11,1331.66,1,6.37551,1.0513,0.436186,62.0655,10.5311,73.467,0.773781,0.773781,0.828778,0.773781,0.998743,0.773781,0.773781
12,1315.22,1,6.15268,1.09963,0.49423,58.1426,10.5613,68.6256,0.754188,0.754188,0.817456,0.754188,0.998743,0.754188,0.754188
13,1321.09,1,5.1917,1.0775,0.657464,61.2867,12.9685,72.4138,0.735092,0.735092,0.85885,0.735092,0.998743,0.735092,0.735092
14,1309.26,1,5.1699,0.821885,0.648915,55.5838,11.5247,66.1578,0.716479,0.716479,0.904833,0.716479,0.998743,0.716479,0.716479
15,1291.94,1,5.76893,0.88203,0.561389,55.0743,12.5427,65.7502,0.698337,0.698337,0.976442,0.698337,0.998743,0.698337,0.698337
16,1287.62,1,5.14113,0.974038,0.639005,48.1152,14.7743,57.8575,0.680655,0.680655,1.14274,0.680655,0.998743,0.680655,0.680655
17,1269.23,1,5.65422,0.932279,0.550163,49.6143,11.2611,59.5941,0.66342,0.66342,1.16795,0.66342,0.998743,0.66342,0.66342
