simulations, -2LL
1000,597.549
2000,596.651
3000,596.268
4000,596.278
5000,596.208
6000,596.086
7000,596.161
8000,596.078
9000,595.609
10000,595.597
11000,595.605
12000,595.653
13000,595.742
14000,595.794
15000,595.828
16000,595.892
17000,595.985
18000,596.026
19000,596.077
20000,596.056
21000,596.008
22000,596.08
23000,596.067
24000,596.058
25000,596.066
26000,596.11
27000,596.144
28000,596.073
29000,596.089
30000,596.111
