eta_Cl_vs_AGEA_abscissa,eta_Cl_vs_AGEA_spline,eta_Cl_vs_AGEA_regression,eta_Cl_vs_ALBGDL_abscissa,eta_Cl_vs_ALBGDL_spline,eta_Cl_vs_ALBGDL_regression,eta_Cl_vs_CLCRMLMIN_abscissa,eta_Cl_vs_CLCRMLMIN_spline,eta_Cl_vs_CLCRMLMIN_regression,eta_Cl_vs_HCM_abscissa,eta_Cl_vs_HCM_spline,eta_Cl_vs_HCM_regression,eta_Cl_vs_RAL_abscissa,eta_Cl_vs_RAL_spline,eta_Cl_vs_RAL_regression,eta_Cl_vs_SCRMGDL_abscissa,eta_Cl_vs_SCRMGDL_spline,eta_Cl_vs_SCRMGDL_regression,eta_Cl_vs_WTKG_abscissa,eta_Cl_vs_WTKG_spline,eta_Cl_vs_WTKG_regression,eta_Cl_vs_centeredAGEA_abscissa,eta_Cl_vs_centeredAGEA_spline,eta_Cl_vs_centeredAGEA_regression,eta_Cl_vs_centeredALBGDL_abscissa,eta_Cl_vs_centeredALBGDL_spline,eta_Cl_vs_centeredALBGDL_regression,eta_Cl_vs_centeredHCM_abscissa,eta_Cl_vs_centeredHCM_spline,eta_Cl_vs_centeredHCM_regression,eta_Cl_vs_centeredSCR_abscissa,eta_Cl_vs_centeredSCR_spline,eta_Cl_vs_centeredSCR_regression,eta_Cl_vs_centeredWT_abscissa,eta_Cl_vs_centeredWT_spline,eta_Cl_vs_centeredWT_regression,eta_Cl_vs_logtCLCR_abscissa,eta_Cl_vs_logtCLCR_spline,eta_Cl_vs_logtCLCR_regression,eta_Q_vs_AGEA_abscissa,eta_Q_vs_AGEA_spline,eta_Q_vs_AGEA_regression,eta_Q_vs_ALBGDL_abscissa,eta_Q_vs_ALBGDL_spline,eta_Q_vs_ALBGDL_regression,eta_Q_vs_CLCRMLMIN_abscissa,eta_Q_vs_CLCRMLMIN_spline,eta_Q_vs_CLCRMLMIN_regression,eta_Q_vs_HCM_abscissa,eta_Q_vs_HCM_spline,eta_Q_vs_HCM_regression,eta_Q_vs_RAL_abscissa,eta_Q_vs_RAL_spline,eta_Q_vs_RAL_regression,eta_Q_vs_SCRMGDL_abscissa,eta_Q_vs_SCRMGDL_spline,eta_Q_vs_SCRMGDL_regression,eta_Q_vs_WTKG_abscissa,eta_Q_vs_WTKG_spline,eta_Q_vs_WTKG_regression,eta_Q_vs_centeredAGEA_abscissa,eta_Q_vs_centeredAGEA_spline,eta_Q_vs_centeredAGEA_regression,eta_Q_vs_centeredALBGDL_abscissa,eta_Q_vs_centeredALBGDL_spline,eta_Q_vs_centeredALBGDL_regression,eta_Q_vs_centeredHCM_abscissa,eta_Q_vs_centeredHCM_spline,eta_Q_vs_centeredHCM_regression,eta_Q_vs_centeredSCR_abscissa,eta_Q_vs_centeredSCR_spline,eta_Q_vs_centeredSCR_regression,eta_Q_vs_centeredWT_abscissa,eta_Q_vs_centeredWT_spline,eta_Q_vs_centeredWT_regression,eta_Q_vs_logtCLCR_abscissa,eta_Q_vs_logtCLCR_spline,eta_Q_vs_logtCLCR_regression,eta_V1_vs_AGEA_abscissa,eta_V1_vs_AGEA_spline,eta_V1_vs_AGEA_regression,eta_V1_vs_ALBGDL_abscissa,eta_V1_vs_ALBGDL_spline,eta_V1_vs_ALBGDL_regression,eta_V1_vs_CLCRMLMIN_abscissa,eta_V1_vs_CLCRMLMIN_spline,eta_V1_vs_CLCRMLMIN_regression,eta_V1_vs_HCM_abscissa,eta_V1_vs_HCM_spline,eta_V1_vs_HCM_regression,eta_V1_vs_RAL_abscissa,eta_V1_vs_RAL_spline,eta_V1_vs_RAL_regression,eta_V1_vs_SCRMGDL_abscissa,eta_V1_vs_SCRMGDL_spline,eta_V1_vs_SCRMGDL_regression,eta_V1_vs_WTKG_abscissa,eta_V1_vs_WTKG_spline,eta_V1_vs_WTKG_regression,eta_V1_vs_centeredAGEA_abscissa,eta_V1_vs_centeredAGEA_spline,eta_V1_vs_centeredAGEA_regression,eta_V1_vs_centeredALBGDL_abscissa,eta_V1_vs_centeredALBGDL_spline,eta_V1_vs_centeredALBGDL_regression,eta_V1_vs_centeredHCM_abscissa,eta_V1_vs_centeredHCM_spline,eta_V1_vs_centeredHCM_regression,eta_V1_vs_centeredSCR_abscissa,eta_V1_vs_centeredSCR_spline,eta_V1_vs_centeredSCR_regression,eta_V1_vs_centeredWT_abscissa,eta_V1_vs_centeredWT_spline,eta_V1_vs_centeredWT_regression,eta_V1_vs_logtCLCR_abscissa,eta_V1_vs_logtCLCR_spline,eta_V1_vs_logtCLCR_regression,split
55.1616,0.0636144,-0.0222956,3.30121,-0.0205256,0.0065388,157.513,-0.0218691,-0.00243708,169.283,0.152396,0.064968,3958.38,-0.0346481,-0.00109197,0.626263,0.0112676,0.00576088,71.0707,0.136368,0.0987609,1.18627,0.0636144,-0.0222956,1.06319,-0.0205256,0.0065388,1.03221,0.152396,0.064968,1.07976,0.0112676,0.00576088,1.18451,0.136368,0.0987609,0.0808365,-0.0026243,0.00020355,55.1616,0.399947,0.280673,3.30121,-0.0835007,-0.0442293,157.513,0.106752,-0.0583861,169.283,-0.0820605,-0.0736689,3958.38,0.376373,0.108809,0.626263,0.0355247,-0.0610761,71.0707,0.104886,-0.0259455,1.18627,0.399947,0.280673,1.06319,-0.0835007,-0.0442293,1.03221,-0.0820605,-0.0736689,1.07976,0.0355247,-0.0610761,1.18451,0.104886,-0.0259455,0.0808365,0.0686811,-0.0518814,55.1616,0.102619,0.0252662,3.30121,-0.0405613,-0.00389267,157.513,0.0245188,0.0109586,169.283,0.131802,0.0619912,3958.38,0.060837,0.0498561,0.626263,0.0345867,0.00789988,71.0707,0.086999,0.0570895,1.18627,0.102619,0.0252662,1.06319,-0.0405613,-0.00389267,1.03221,0.131802,0.0619912,1.07976,0.0345867,0.00789988,1.18451,0.086999,0.0570895,0.0808365,0.0464183,0.0126718,All
55.7576,0.0625973,-0.0234404,3.31818,-0.0207618,0.00723672,158.53,-0.026217,-0.0025554,169.576,0.161363,0.0685218,4022.42,-0.0365053,-0.00109807,0.630606,0.0122544,0.00641222,71.3939,0.137984,0.102339,1.19909,0.0625973,-0.0234404,1.06866,-0.0207618,0.00723672,1.034,0.161363,0.0685218,1.08725,0.0122544,0.00641222,1.1899,0.137984,0.102339,0.0880024,-0.00680099,0.000330155,55.7576,0.421971,0.297457,3.31818,-0.0826101,-0.0452254,158.53,0.117491,-0.0602343,169.576,-0.0873183,-0.075828,4022.42,0.393273,0.112476,0.630606,0.0347838,-0.0637735,71.3939,0.101754,-0.0256678,1.19909,0.421971,0.297457,1.06866,-0.0826101,-0.0452254,1.034,-0.0873183,-0.075828,1.08725,0.0347838,-0.0637735,1.1899,0.101754,-0.0256678,0.0880024,0.0786766,-0.0540582,55.7576,0.102833,0.0261073,3.31818,-0.0414532,-0.00515808,158.53,0.0217504,0.0110667,169.576,0.137953,0.0648244,4022.42,0.0626562,0.0508943,0.630606,0.0336129,0.00774102,71.3939,0.088086,0.0587983,1.19909,0.102833,0.0261073,1.06866,-0.0414532,-0.00515808,1.034,0.137953,0.0648244,1.08725,0.0336129,0.00774102,1.1899,0.088086,0.0587983,0.0880024,0.0443157,0.0130495,All
56.3535,0.0615802,-0.0245852,3.33515,-0.0201613,0.00793464,159.547,-0.0305649,-0.00267372,169.869,0.17033,0.0720755,4086.46,-0.0383624,-0.00110416,0.634949,0.0132412,0.00706355,71.7172,0.139599,0.105917,1.2119,0.0615802,-0.0245852,1.07412,-0.0201613,0.00793464,1.03578,0.17033,0.0720755,1.09474,0.0132412,0.00706355,1.19529,0.139599,0.105917,0.0951683,-0.0109777,0.000456759,56.3535,0.443995,0.314241,3.33515,-0.0808672,-0.0462214,159.547,0.128231,-0.0620825,169.869,-0.0925761,-0.0779872,4086.46,0.410173,0.116143,0.634949,0.0340429,-0.0664708,71.7172,0.0986219,-0.0253901,1.2119,0.443995,0.314241,1.07412,-0.0808672,-0.0462214,1.03578,-0.0925761,-0.0779872,1.09474,0.0340429,-0.0664708,1.19529,0.0986219,-0.0253901,0.0951683,0.088672,-0.0562349,56.3535,0.103048,0.0269483,3.33515,-0.0413945,-0.00642348,159.547,0.0189819,0.0111748,169.869,0.144103,0.0676577,4086.46,0.0644754,0.0519326,0.634949,0.0326391,0.00758216,71.7172,0.089173,0.0605071,1.2119,0.103048,0.0269483,1.07412,-0.0413945,-0.00642348,1.03578,0.144103,0.0676577,1.09474,0.0326391,0.00758216,1.19529,0.089173,0.0605071,0.0951683,0.0422131,0.0134271,All
56.9495,0.0605632,-0.0257299,3.35212,-0.0194604,0.00863256,160.565,-0.0349128,-0.00279204,170.162,0.179298,0.0756293,4150.51,-0.0402196,-0.00111025,0.639293,0.014228,0.00771488,72.0404,0.141215,0.109495,1.22472,0.0605632,-0.0257299,1.07959,-0.0194604,0.00863256,1.03757,0.179298,0.0756293,1.10223,0.014228,0.00771488,1.20067,0.141215,0.109495,0.102334,-0.0151544,0.000583364,56.9495,0.466018,0.331025,3.35212,-0.0790221,-0.0472174,160.565,0.13897,-0.0639307,170.162,-0.0978339,-0.0801463,4150.51,0.427073,0.11981,0.639293,0.033302,-0.0691681,72.0404,0.09549,-0.0251124,1.22472,0.466018,0.331025,1.07959,-0.0790221,-0.0472174,1.03757,-0.0978339,-0.0801463,1.10223,0.033302,-0.0691681,1.20067,0.09549,-0.0251124,0.102334,0.0986675,-0.0584117,56.9495,0.103262,0.0277894,3.35212,-0.0412217,-0.00768889,160.565,0.0162135,0.0112829,170.162,0.150253,0.0704909,4150.51,0.0662947,0.0529708,0.639293,0.0316652,0.0074233,72.0404,0.09026,0.0622159,1.22472,0.103262,0.0277894,1.07959,-0.0412217,-0.00768889,1.03757,0.150253,0.0704909,1.10223,0.0316652,0.0074233,1.20067,0.09026,0.0622159,0.102334,0.0401104,0.0138048,All
57.5455,0.0595461,-0.0268747,3.36909,-0.0187595,0.00933048,161.582,-0.0376906,-0.00291036,170.455,0.188265,0.079183,4214.55,-0.0413945,-0.00111634,0.643636,0.0152148,0.00836622,72.3636,0.14283,0.113073,1.23754,0.0595461,-0.0268747,1.08505,-0.0187595,0.00933048,1.03936,0.188265,0.079183,1.10972,0.0152148,0.00836622,1.20606,0.14283,0.113073,0.1095,-0.019331,0.000709969,57.5455,0.488042,0.34781,3.36909,-0.077177,-0.0482134,161.582,0.142662,-0.0657789,170.455,-0.103092,-0.0823054,4214.55,0.438725,0.123477,0.643636,0.0325611,-0.0718654,72.3636,0.0923581,-0.0248347,1.23754,0.488042,0.34781,1.08505,-0.077177,-0.0482134,1.03936,-0.103092,-0.0823054,1.10972,0.0325611,-0.0718654,1.20606,0.0923581,-0.0248347,0.1095,0.108663,-0.0605885,57.5455,0.103476,0.0286305,3.36909,-0.0410488,-0.0089543,161.582,0.0139203,0.011391,170.455,0.156404,0.0733241,4214.55,0.0678687,0.0540091,0.643636,0.0306914,0.00726444,72.3636,0.0913471,0.0639247,1.23754,0.103476,0.0286305,1.08505,-0.0410488,-0.0089543,1.03936,0.156404,0.0733241,1.10972,0.0306914,0.00726444,1.20606,0.0913471,0.0639247,0.1095,0.0380078,0.0141824,All
58.1414,0.058529,-0.0280195,3.38606,-0.0180586,0.0100284,162.599,-0.0387239,-0.00302867,170.747,0.197233,0.0827368,4278.59,-0.0402483,-0.00112243,0.64798,0.0162016,0.00901755,72.6869,0.144446,0.116651,1.25035,0.058529,-0.0280195,1.09052,-0.0180586,0.0100284,1.04114,0.197233,0.0827368,1.11721,0.0162016,0.00901755,1.21145,0.144446,0.116651,0.116666,-0.0235077,0.000836574,58.1414,0.510066,0.364594,3.38606,-0.0753319,-0.0492094,162.599,0.138523,-0.067627,170.747,-0.108349,-0.0844646,4278.59,0.432518,0.127144,0.64798,0.0318202,-0.0745628,72.6869,0.0892262,-0.024557,1.25035,0.510066,0.364594,1.09052,-0.0753319,-0.0492094,1.04114,-0.108349,-0.0844646,1.11721,0.0318202,-0.0745628,1.21145,0.0892262,-0.024557,0.116666,0.118658,-0.0627652,58.1414,0.10369,0.0294716,3.38606,-0.040876,-0.0102197,162.599,0.012155,0.011499,170.747,0.162554,0.0761574,4278.59,0.0686085,0.0550473,0.64798,0.0297176,0.00710559,72.6869,0.0924341,0.0656336,1.25035,0.10369,0.0294716,1.09052,-0.040876,-0.0102197,1.04114,0.162554,0.0761574,1.11721,0.0297176,0.00710559,1.21145,0.0924341,0.0656336,0.116666,0.0359052,0.0145601,All
58.7374,0.0575119,-0.0291643,3.40303,-0.0173577,0.0107263,163.616,-0.0397572,-0.00314699,171.04,0.205519,0.0862905,4342.63,-0.039102,-0.00112853,0.652323,0.0171884,0.00966889,73.0101,0.146061,0.120229,1.26317,0.0575119,-0.0291643,1.09598,-0.0173577,0.0107263,1.04293,0.205519,0.0862905,1.1247,0.0171884,0.00966889,1.21684,0.146061,0.120229,0.123832,-0.0276844,0.000963179,58.7374,0.53209,0.381378,3.40303,-0.0734868,-0.0502054,163.616,0.134384,-0.0694752,171.04,-0.113507,-0.0866237,4342.63,0.426311,0.130811,0.652323,0.0310794,-0.0772601,73.0101,0.0860943,-0.0242793,1.26317,0.53209,0.381378,1.09598,-0.0734868,-0.0502054,1.04293,-0.113507,-0.0866237,1.1247,0.0310794,-0.0772601,1.21684,0.0860943,-0.0242793,0.123832,0.128654,-0.064942,58.7374,0.103904,0.0303127,3.40303,-0.0407032,-0.0114851,163.616,0.0103898,0.0116071,171.04,0.168175,0.0789906,4342.63,0.0693483,0.0560856,0.652323,0.0287438,0.00694673,73.0101,0.0935211,0.0673424,1.26317,0.103904,0.0303127,1.09598,-0.0407032,-0.0114851,1.04293,0.168175,0.0789906,1.1247,0.0287438,0.00694673,1.21684,0.0935211,0.0673424,0.123832,0.0338026,0.0149377,All
59.3333,0.0564948,-0.0303091,3.42,-0.0166568,0.0114242,164.633,-0.0407905,-0.00326531,171.333,0.209554,0.0898443,4406.67,-0.0379557,-0.00113462,0.656667,0.0181752,0.0103202,73.3333,0.147677,0.123807,1.27599,0.0564948,-0.0303091,1.10145,-0.0166568,0.0114242,1.04472,0.209554,0.0898443,1.13218,0.0181752,0.0103202,1.22222,0.147677,0.123807,0.130998,-0.0318611,0.00108978,59.3333,0.554114,0.398163,3.42,-0.0716416,-0.0512015,164.633,0.130245,-0.0713234,171.333,-0.118041,-0.0887828,4406.67,0.420105,0.134478,0.656667,0.0303385,-0.0799574,73.3333,0.0829624,-0.0240016,1.27599,0.554114,0.398163,1.10145,-0.0716416,-0.0512015,1.04472,-0.118041,-0.0887828,1.13218,0.0303385,-0.0799574,1.22222,0.0829624,-0.0240016,0.130998,0.138649,-0.0671187,59.3333,0.104119,0.0311538,3.42,-0.0405303,-0.0127505,164.633,0.00862451,0.0117152,171.333,0.170484,0.0818238,4406.67,0.0700881,0.0571238,0.656667,0.02777,0.00678787,73.3333,0.0946081,0.0690512,1.27599,0.104119,0.0311538,1.10145,-0.0405303,-0.0127505,1.04472,0.170484,0.0818238,1.13218,0.02777,0.00678787,1.22222,0.0946081,0.0690512,0.130998,0.0317,0.0153154,All
59.9293,0.0554777,-0.0314538,3.43697,-0.0159558,0.0121222,165.651,-0.0418238,-0.00338363,171.626,0.213588,0.093398,4470.71,-0.0368094,-0.00114071,0.66101,0.0191621,0.0109716,73.6566,0.149292,0.127385,1.2888,0.0554777,-0.0314538,1.10691,-0.0159558,0.0121222,1.0465,0.213588,0.093398,1.13967,0.0191621,0.0109716,1.22761,0.149292,0.127385,0.138164,-0.0360378,0.00121639,59.9293,0.576138,0.414947,3.43697,-0.0697965,-0.0521975,165.651,0.126106,-0.0731716,171.626,-0.122575,-0.090942,4470.71,0.413898,0.138145,0.66101,0.0295976,-0.0826548,73.6566,0.0798305,-0.0237239,1.2888,0.576138,0.414947,1.10691,-0.0697965,-0.0521975,1.0465,-0.122575,-0.090942,1.13967,0.0295976,-0.0826548,1.22761,0.0798305,-0.0237239,0.138164,0.148645,-0.0692955,59.9293,0.104333,0.0319949,3.43697,-0.0403575,-0.0140159,165.651,0.00685926,0.0118233,171.626,0.172792,0.0846571,4470.71,0.0708279,0.058162,0.66101,0.0267961,0.00662901,73.6566,0.0956952,0.07076,1.2888,0.104333,0.0319949,1.10691,-0.0403575,-0.0140159,1.0465,0.172792,0.0846571,1.13967,0.0267961,0.00662901,1.22761,0.0956952,0.07076,0.138164,0.0295973,0.015693,All
60.5253,0.0511151,-0.0325986,3.45394,-0.0152549,0.0128201,166.668,-0.0428571,-0.00350195,171.919,0.217622,0.0969518,4534.75,-0.0356631,-0.0011468,0.665354,0.0201489,0.0116229,73.9798,0.150908,0.130963,1.30162,0.0511151,-0.0325986,1.11238,-0.0152549,0.0128201,1.04829,0.217622,0.0969518,1.14716,0.0201489,0.0116229,1.233,0.150908,0.130963,0.14533,-0.0402145,0.00134299,60.5253,0.592345,0.431731,3.45394,-0.0679514,-0.0531935,166.668,0.121967,-0.0750198,171.919,-0.12711,-0.0931011,4534.75,0.407691,0.141812,0.665354,0.0288567,-0.0853521,73.9798,0.0766986,-0.0234462,1.30162,0.592345,0.431731,1.11238,-0.0679514,-0.0531935,1.04829,-0.12711,-0.0931011,1.14716,0.0288567,-0.0853521,1.233,0.0766986,-0.0234462,0.14533,0.15864,-0.0714723,60.5253,0.101707,0.032836,3.45394,-0.0401847,-0.0152813,166.668,0.00509401,0.0119314,171.919,0.175101,0.0874903,4534.75,0.0715677,0.0592003,0.665354,0.0258223,0.00647015,73.9798,0.0967822,0.0724688,1.30162,0.101707,0.032836,1.11238,-0.0401847,-0.0152813,1.04829,0.175101,0.0874903,1.14716,0.0258223,0.00647015,1.233,0.0967822,0.0724688,0.14533,0.0274947,0.0160707,All
61.1212,0.0463022,-0.0337434,3.47091,-0.014554,0.013518,167.685,-0.0438904,-0.00362027,172.212,0.221656,0.100506,4598.79,-0.0345168,-0.0011529,0.669697,0.0211357,0.0122742,74.303,0.152524,0.134541,1.31443,0.0463022,-0.0337434,1.11785,-0.014554,0.013518,1.05007,0.221656,0.100506,1.15465,0.0211357,0.0122742,1.23838,0.152524,0.134541,0.152495,-0.0443911,0.0014696,61.1212,0.607768,0.448516,3.47091,-0.0661063,-0.0541895,167.685,0.117828,-0.076868,172.212,-0.131644,-0.0952602,4598.79,0.401484,0.145479,0.669697,0.0281158,-0.0880494,74.303,0.0735668,-0.0231685,1.31443,0.607768,0.448516,1.11785,-0.0661063,-0.0541895,1.05007,-0.131644,-0.0952602,1.15465,0.0281158,-0.0880494,1.23838,0.0735668,-0.0231685,0.152495,0.168636,-0.073649,61.1212,0.0986981,0.0336771,3.47091,-0.0400118,-0.0165467,167.685,0.00332876,0.0120395,172.212,0.17741,0.0903235,4598.79,0.0723074,0.0602385,0.669697,0.0248485,0.00631129,74.303,0.0978692,0.0741776,1.31443,0.0986981,0.0336771,1.11785,-0.0400118,-0.0165467,1.05007,0.17741,0.0903235,1.15465,0.0248485,0.00631129,1.23838,0.0978692,0.0741776,0.152495,0.0253921,0.0164483,All
61.7172,0.0414892,-0.0348882,3.48788,-0.0138531,0.0142159,168.702,-0.0449237,-0.00373859,172.505,0.22569,0.104059,4662.83,-0.0333706,-0.00115899,0.67404,0.0221225,0.0129256,74.6263,0.154139,0.138119,1.32725,0.0414892,-0.0348882,1.12331,-0.0138531,0.0142159,1.05186,0.22569,0.104059,1.16214,0.0221225,0.0129256,1.24377,0.154139,0.138119,0.159661,-0.0485678,0.0015962,61.7172,0.623191,0.4653,3.48788,-0.0642612,-0.0551855,168.702,0.113689,-0.0787162,172.505,-0.136178,-0.0974194,4662.83,0.395278,0.149146,0.67404,0.0273749,-0.0907468,74.6263,0.0704349,-0.0228908,1.32725,0.623191,0.4653,1.12331,-0.0642612,-0.0551855,1.05186,-0.136178,-0.0974194,1.16214,0.0273749,-0.0907468,1.24377,0.0704349,-0.0228908,0.159661,0.178631,-0.0758258,61.7172,0.0956896,0.0345182,3.48788,-0.039839,-0.0178121,168.702,0.00156351,0.0121476,172.505,0.179719,0.0931568,4662.83,0.0730472,0.0612768,0.67404,0.0238747,0.00615243,74.6263,0.0989562,0.0758864,1.32725,0.0956896,0.0345182,1.12331,-0.039839,-0.0178121,1.05186,0.179719,0.0931568,1.16214,0.0238747,0.00615243,1.24377,0.0989562,0.0758864,0.159661,0.0232895,0.016826,All
62.3131,0.0366763,-0.036033,3.50485,-0.0127427,0.0149138,169.719,-0.0459571,-0.0038569,172.798,0.229724,0.107613,4726.87,-0.0322243,-0.00116508,0.678384,0.0231093,0.0135769,74.9495,0.155755,0.141697,1.34007,0.0366763,-0.036033,1.12878,-0.0127427,0.0149138,1.05365,0.229724,0.107613,1.16963,0.0231093,0.0135769,1.24916,0.155755,0.141697,0.166827,-0.0488073,0.00172281,62.3131,0.638614,0.482084,3.50485,-0.0622014,-0.0561815,169.719,0.10955,-0.0805644,172.798,-0.140712,-0.0995785,4726.87,0.389071,0.152813,0.678384,0.026634,-0.0934441,74.9495,0.067303,-0.0226131,1.34007,0.638614,0.482084,1.12878,-0.0622014,-0.0561815,1.05365,-0.140712,-0.0995785,1.16963,0.026634,-0.0934441,1.24916,0.067303,-0.0226131,0.166827,0.171201,-0.0780026,62.3131,0.092681,0.0353592,3.50485,-0.0393033,-0.0190775,169.719,-0.000201745,0.0122557,172.798,0.182027,0.09599,4726.87,0.073787,0.062315,0.678384,0.0229008,0.00599358,74.9495,0.100043,0.0775953,1.34007,0.092681,0.0353592,1.12878,-0.0393033,-0.0190775,1.05365,0.182027,0.09599,1.16963,0.0229008,0.00599358,1.24916,0.100043,0.0775953,0.166827,0.0214798,0.0172036,All
62.9091,0.0318633,-0.0371777,3.52182,-0.0106085,0.0156118,170.736,-0.0469904,-0.00397522,173.091,0.233758,0.111167,4790.91,-0.031078,-0.00117117,0.682727,0.0239036,0.0142282,75.2727,0.15737,0.145275,1.35288,0.0318633,-0.0371777,1.13424,-0.0106085,0.0156118,1.05543,0.233758,0.111167,1.17712,0.0239036,0.0142282,1.25455,0.15737,0.145275,0.173993,-0.0487132,0.00184941,62.9091,0.654037,0.498868,3.52182,-0.0596051,-0.0571776,170.736,0.105412,-0.0824126,173.091,-0.145246,-0.101738,4790.91,0.382864,0.15648,0.682727,0.0234734,-0.0961414,75.2727,0.0641711,-0.0223354,1.35288,0.654037,0.498868,1.13424,-0.0596051,-0.0571776,1.05543,-0.145246,-0.101738,1.17712,0.0234734,-0.0961414,1.25455,0.0641711,-0.0223354,0.173993,0.162295,-0.0801793,62.9091,0.0896725,0.0362003,3.52182,-0.0378602,-0.020343,170.736,-0.001967,0.0123638,173.091,0.184336,0.0988232,4790.91,0.0745268,0.0633533,0.682727,0.0215887,0.00583472,75.2727,0.10113,0.0793041,1.35288,0.0896725,0.0362003,1.13424,-0.0378602,-0.020343,1.05543,0.184336,0.0988232,1.17712,0.0215887,0.00583472,1.25455,0.10113,0.0793041,0.173993,0.0196949,0.0175813,All
63.5051,0.0270503,-0.0383225,3.53879,-0.00847442,0.0163097,171.754,-0.0480237,-0.00409354,173.384,0.237792,0.114721,4854.95,-0.0299317,-0.00117727,0.687071,0.0245839,0.0148796,75.596,0.158986,0.148853,1.3657,0.0270503,-0.0383225,1.13971,-0.00847442,0.0163097,1.05722,0.237792,0.114721,1.1846,0.0245839,0.0148796,1.25993,0.158986,0.148853,0.181159,-0.048619,0.00197602,63.5051,0.66946,0.515653,3.53879,-0.0570088,-0.0581736,171.754,0.101273,-0.0842607,173.384,-0.14978,-0.103897,4854.95,0.376658,0.160147,0.687071,0.0188789,-0.0988388,75.596,0.0610392,-0.0220577,1.3657,0.66946,0.515653,1.13971,-0.0570088,-0.0581736,1.05722,-0.14978,-0.103897,1.1846,0.0188789,-0.0988388,1.25993,0.0610392,-0.0220577,0.181159,0.153389,-0.0823561,63.5051,0.0866639,0.0370414,3.53879,-0.0364172,-0.0216084,171.754,-0.00373225,0.0124718,173.384,0.186645,0.101656,4854.95,0.0752666,0.0643915,0.687071,0.020076,0.00567586,75.596,0.102217,0.0810129,1.3657,0.0866639,0.0370414,1.13971,-0.0364172,-0.0216084,1.05722,0.186645,0.101656,1.1846,0.020076,0.00567586,1.25993,0.102217,0.0810129,0.181159,0.01791,0.0179589,All
64.101,0.0222374,-0.0394673,3.55576,-0.00634028,0.0170076,172.771,-0.049057,-0.00421186,173.677,0.241826,0.118274,4918.99,-0.0287854,-0.00118336,0.691414,0.0251354,0.0155309,75.9192,0.160601,0.152431,1.37852,0.0222374,-0.0394673,1.14517,-0.00634028,0.0170076,1.059,0.241826,0.118274,1.19209,0.0251354,0.0155309,1.26532,0.160601,0.152431,0.188325,-0.0485249,0.00210262,64.101,0.684883,0.532437,3.55576,-0.0544125,-0.0591696,172.771,0.0971337,-0.0861089,173.677,-0.154314,-0.106056,4918.99,0.370451,0.163814,0.691414,0.0127744,-0.101536,75.9192,0.0579073,-0.02178,1.37852,0.684883,0.532437,1.14517,-0.0544125,-0.0591696,1.059,-0.154314,-0.106056,1.19209,0.0127744,-0.101536,1.26532,0.0579073,-0.02178,0.188325,0.144482,-0.0845328,64.101,0.0836554,0.0378825,3.55576,-0.0349742,-0.0228738,172.771,-0.0054975,0.0125799,173.677,0.188953,0.10449,4918.99,0.0760064,0.0654298,0.691414,0.0184044,0.005517,75.9192,0.103304,0.0827217,1.37852,0.0836554,0.0378825,1.14517,-0.0349742,-0.0228738,1.059,0.188953,0.10449,1.19209,0.0184044,0.005517,1.26532,0.103304,0.0827217,0.188325,0.0161251,0.0183366,All
64.697,0.0174244,-0.0406121,3.57273,-0.00420615,0.0177055,173.788,-0.0500903,-0.00433018,173.97,0.24586,0.121828,4983.03,-0.0276391,-0.00118945,0.695758,0.0254202,0.0161822,76.2424,0.162217,0.156009,1.39133,0.0174244,-0.0406121,1.15064,-0.00420615,0.0177055,1.06079,0.24586,0.121828,1.19958,0.0254202,0.0161822,1.27071,0.162217,0.156009,0.195491,-0.0484307,0.00222923,64.697,0.700306,0.549221,3.57273,-0.0518162,-0.0601656,173.788,0.0929948,-0.0879571,173.97,-0.158848,-0.108215,4983.03,0.364244,0.167481,0.695758,0.00354198,-0.104233,76.2424,0.0547754,-0.0215023,1.39133,0.700306,0.549221,1.15064,-0.0518162,-0.0601656,1.06079,-0.158848,-0.108215,1.19958,0.00354198,-0.104233,1.27071,0.0547754,-0.0215023,0.195491,0.135576,-0.0867096,64.697,0.0806468,0.0387236,3.57273,-0.0335311,-0.0241392,173.788,-0.00726275,0.012688,173.97,0.191262,0.107323,4983.03,0.0767462,0.066468,0.695758,0.0164036,0.00535814,76.2424,0.104391,0.0844305,1.39133,0.0806468,0.0387236,1.15064,-0.0335311,-0.0241392,1.06079,0.191262,0.107323,1.19958,0.0164036,0.00535814,1.27071,0.104391,0.0844305,0.195491,0.0143402,0.0187143,All
