parameter,value
Cl_pop,10.5647062593428
beta_Cl_logtCLCRMLMIN,0.650743151249376
beta_Cl_logtWTKG,0.774262945843016
V1_pop,43.720343675684
Q_pop,19.2347758735926
beta_Q_ANTU_2,-0.679876703706109
beta_Q_logtAGEA,1.41611393917167
beta_Q_logtCLCRMLMIN,0.858872859905139
beta_Q_logtPROGDL,-0.226420510269087
V2_pop,52.4015463560041
omega_Cl,0.180104262541079
omega_V1,0.266885455205167
omega_Q,0.00376795377212522
omega_V2,0.157116656850984
corr_V2_V1,0.998973986693313
a1,0.306653560306626
a2,0.0601376307430367
