Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
5.25474,0.129954,19.8566,0.00444085,2.71801,0.0261503,21.6426,0.00335278,All
5.59674,0.0866361,22.1918,0.013957,4.64419,0.0407638,24.2938,0.0139699,All
5.93874,0,24.527,0.020301,6.57038,0.029996,26.945,0.0173227,All
6.28074,0,26.8623,0.0222043,8.49656,0.0453785,29.5962,0.0195579,All
6.62274,0.0649771,29.1975,0.0152258,10.4227,0.0461477,32.2474,0.0134111,All
6.96474,0.121291,31.5327,0.0177634,12.3489,0.0523007,34.8986,0.0145287,All
7.30674,0.0303226,33.8679,0.0279139,14.2751,0.0515316,37.5498,0.024587,All
7.64874,0,36.2031,0.0253763,16.2013,0.0507624,40.201,0.024587,All
7.99075,0,38.5384,0.0367956,18.1275,0.0399946,42.8522,0.0290574,All
8.33275,0,40.8736,0.0399677,20.0537,0.0438403,45.5034,0.0374394,All
8.67475,0.0259908,43.2088,0.0406021,21.9798,0.0330725,48.1546,0.0318514,All
9.01675,0.0909679,45.544,0.0355268,23.906,0.0138443,50.8058,0.0346454,All
9.35875,0.134286,47.8792,0.0355268,25.8322,0.012306,53.457,0.0268222,All
9.70075,0.268572,50.2145,0.0323548,27.7584,0.00922953,56.1082,0.0307338,All
10.0428,0.233917,52.5497,0.0196666,29.6846,0.012306,58.7594,0.0195579,All
10.3848,0.186268,54.8849,0.0190322,31.6108,0.00769128,61.4106,0.0156463,All
10.7268,0.116959,57.2201,0.0133226,33.537,0.00230738,64.0618,0.0111759,All
11.0688,0.0433181,59.5554,0.00253763,35.4631,0.00153826,66.713,0.00391158,All
11.4108,0.0909679,61.8906,0.00190322,37.3893,0.00461477,69.3643,0.00223519,All
11.7528,0.26424,64.2258,0.00507526,39.3155,0.00538389,72.0155,0.00223519,All
12.0948,0.251245,66.561,0.00126881,41.2417,0.00384564,74.6667,0.00279398,All
12.4368,0.207927,68.8962,0.00126881,43.1679,0.000769128,77.3179,0.000558796,All
12.7788,0.229586,71.2315,0.00190322,45.0941,0.000769128,79.9691,0.00167639,All
13.1208,0.199263,73.5667,0.00380644,47.0202,0,82.6203,0.00447037,All
13.4628,0.186268,75.9019,0.00253763,48.9464,0.00230738,85.2715,0.00167639,All
13.8048,0.0606453,78.2371,0.00190322,50.8726,0.000769128,87.9227,0.000558796,All
14.1468,0.00866361,80.5723,0.00190322,52.7988,0.000769128,90.5739,0.00279398,All
