Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
3.48908,1.603e-06,2.09291e-07,14.5001,9.15338e-05,9.15287e-05,1.75492,0.00299408,0.00100198,15.9376,9.72299e-05,0.00011099,All
3.83848,1.48538e-05,2.36547e-06,15.4954,0.000205632,0.000233137,2.35671,0.00829225,0.0042646,17.0661,0.000216116,0.000280528,All
4.18788,9.06122e-05,1.74358e-05,16.4907,0.000416508,0.00053285,2.95851,0.0157517,0.0114192,18.1945,0.000432669,0.000635365,All
4.53728,0.000397306,9.16634e-05,17.486,0.000772263,0.00111023,3.5603,0.0242079,0.0234221,19.3229,0.000792562,0.00131087,All
4.88668,0.00133711,0.000367506,18.4813,0.001327,0.00213612,4.1621,0.0326048,0.0405414,20.4514,0.00134533,0.00249665,All
5.23608,0.00363113,0.00118262,19.4765,0.0021347,0.00383573,4.7639,0.0402152,0.062505,21.5798,0.0021382,0.00443754,All
5.58548,0.00827116,0.00317797,20.4718,0.00324199,0.00648496,5.36569,0.0466365,0.0887039,22.7083,0.00320933,0.00742716,All
5.93489,0.0162898,0.00735723,21.4671,0.00468113,0.0103995,5.96749,0.051713,0.118366,23.8367,0.00458169,0.0117941,All
6.28429,0.028413,0.0150419,22.4624,0.00646447,0.0159176,6.56928,0.0554515,0.150676,24.9651,0.00625886,0.0178824,All
6.63369,0.0447418,0.0277052,23.4577,0.00858128,0.0233784,7.17108,0.0579539,0.184858,26.0936,0.00822306,0.0260278,All
6.98309,0.0646007,0.0467215,24.453,0.0109973,0.0330988,7.77288,0.0593695,0.220211,27.222,0.0104359,0.0365345,All
7.33249,0.0866131,0.073101,25.4483,0.0136569,0.0453505,8.37467,0.0598641,0.25613,28.3504,0.0128411,0.0496528,All
7.68189,0.108965,0.107287,26.4436,0.0164875,0.0603409,8.97647,0.0596013,0.292111,29.4789,0.0153692,0.0655615,All
8.03129,0.129755,0.149063,27.4389,0.0194049,0.078199,9.57826,0.0587324,0.327744,30.6073,0.0179432,0.0843564,All
8.3807,0.147328,0.197583,28.4342,0.0223198,0.098967,10.1801,0.0573917,0.362706,31.7357,0.0204835,0.106044,All
8.7301,0.160501,0.251501,29.4294,0.0251438,0.122598,10.7819,0.0556948,0.396749,32.8642,0.022914,0.130544,All
9.0795,0.168665,0.309156,30.4247,0.0277947,0.14896,11.3837,0.0537391,0.429688,33.9926,0.0251656,0.157691,All
9.4289,0.171757,0.368772,31.42,0.0302007,0.177844,11.9854,0.0516052,0.461393,35.121,0.02718,0.18725,All
9.7783,0.170167,0.428634,32.4153,0.0323036,0.208976,12.5872,0.0493588,0.491777,36.2495,0.0289116,0.218926,All
10.1277,0.164588,0.487221,33.4106,0.0340599,0.242032,13.189,0.0470527,0.520789,37.3779,0.0303285,0.252381,All
10.4771,0.155877,0.543284,34.4059,0.0354419,0.276651,13.7908,0.0447285,0.548406,38.5064,0.031412,0.287248,All
10.8265,0.144933,0.595888,35.4012,0.0364368,0.312453,14.3926,0.0424189,0.574627,39.6348,0.0321564,0.323146,All
11.1759,0.132608,0.644404,36.3965,0.0370454,0.349053,14.9944,0.0401487,0.599469,40.7632,0.0325671,0.359695,All
11.5253,0.119649,0.688482,37.3918,0.0372802,0.386071,15.5962,0.0379366,0.622961,41.8917,0.032659,0.396526,All
11.8747,0.10667,0.728013,38.3871,0.0371636,0.423146,16.198,0.0357962,0.645143,43.0201,0.0324546,0.433291,All
12.2241,0.0941429,0.763077,39.3823,0.0367253,0.459942,16.7998,0.0337371,0.666062,44.1485,0.0319818,0.469671,All
12.5735,0.0824027,0.793893,40.3776,0.036,0.496155,17.4016,0.0317654,0.685767,45.277,0.0312723,0.50538,All
12.9229,0.071664,0.820777,41.3729,0.0350258,0.53152,18.0034,0.0298848,0.704312,46.4054,0.0303598,0.540172,All
