simulations,OFV
500,1313.84
1000,1314.13
1500,1313.52
2000,1311.94
2500,1312.2
3000,1312.13
3500,1311.53
4000,1311.41
4500,1311.84
5000,1312.05
5500,1312.01
6000,1312.27
6500,1311.82
7000,1311.85
7500,1311.7
8000,1311.76
8500,1311.95
9000,1311.69
9500,1311.51
10000,1311.41
10500,1311.38
11000,1311.34
11500,1311.14
12000,1310.85
12500,1310.99
13000,1310.77
13500,1310.65
14000,1310.51
14500,1310.51
15000,1310.67
15500,1310.58
16000,1310.76
16500,1310.68
17000,1310.75
17500,1310.73
18000,1310.3
18500,1310.49
19000,1310.25
19500,1310.18
20000,1309.89
20500,1309.9
21000,1309.61
21500,1309.68
22000,1309.76
22500,1309.65
23000,1309.49
23500,1309.47
24000,1309.36
24500,1309.27
25000,1309.31
25500,1309.37
26000,1309.3
26500,1309.32
27000,1309.25
27500,1309.25
28000,1309.34
28500,1309.35
29000,1309.44
29500,1309.51
30000,1309.59
