simulations,OFV
500,964.681
1000,964.755
1500,965.1
2000,962.334
2500,961.8
3000,961.901
3500,961.19
4000,961.624
4500,962.193
5000,962.483
5500,962.332
6000,962.453
6500,962.169
7000,962.202
7500,962.255
8000,962.494
8500,962.723
9000,962.588
9500,962.416
10000,962.23
10500,962.089
11000,962.13
11500,962.13
12000,961.818
12500,961.907
13000,961.801
13500,961.71
14000,961.596
14500,961.63
15000,961.7
15500,961.682
16000,961.795
16500,961.647
17000,961.652
17500,961.708
18000,961.269
18500,961.357
19000,961.293
19500,961.249
20000,961.098
20500,960.746
21000,960.659
21500,960.758
22000,960.904
22500,960.847
23000,960.524
23500,960.301
24000,960.229
24500,960.299
25000,960.346
25500,960.361
26000,960.253
26500,960
27000,959.968
27500,959.986
28000,960.125
28500,960.115
29000,960.239
29500,960.284
30000,960.382
