simulations,OFV
500,972.197
1000,971.778
1500,971.85
2000,969.436
2500,969.859
3000,970.301
3500,969.886
4000,969.985
4500,970.513
5000,970.801
5500,970.842
6000,970.982
6500,970.193
7000,970.295
7500,970.167
8000,970.337
8500,970.611
9000,970.291
9500,970.11
10000,969.694
10500,969.71
11000,969.771
11500,969.675
12000,969.324
12500,969.443
13000,969.312
13500,969.092
14000,969.028
14500,968.99
15000,969.075
15500,969.126
16000,969.177
16500,968.798
17000,968.883
17500,968.893
18000,968.598
18500,968.737
19000,968.65
19500,968.551
20000,968.431
20500,968.408
21000,968.357
21500,968.452
22000,968.508
22500,968.501
23000,968.153
23500,967.998
24000,967.923
24500,967.992
25000,968.052
25500,968.032
26000,967.954
26500,967.985
27000,967.92
27500,967.966
28000,968.056
28500,968.048
29000,968.145
29500,968.193
30000,968.285
