simulations,OFV
500,987.61
1000,987.849
1500,987.026
2000,987.015
2500,987.006
3000,986.953
3500,986.913
4000,986.712
4500,987.056
5000,987.248
5500,986.779
6000,986.763
6500,986.827
7000,987.056
7500,987.252
8000,987.312
8500,987.511
9000,987.408
9500,987.351
10000,987.288
10500,987.224
11000,987.31
11500,987.319
12000,987.335
12500,987.349
13000,987.432
13500,987.466
14000,987.52
14500,987.493
15000,987.494
15500,987.553
16000,987.576
16500,987.544
17000,987.457
17500,987.433
18000,987.411
18500,987.465
19000,987.485
19500,987.445
20000,987.465
20500,987.477
21000,987.368
21500,987.347
22000,987.302
22500,987.279
23000,987.243
23500,987.227
24000,987.163
24500,987.165
25000,987.226
25500,987.24
26000,987.2
26500,987.211
27000,987.234
27500,987.188
28000,987.18
28500,987.191
29000,987.222
29500,987.254
30000,987.213
