Cl_vs_Q2_abscissa,Cl_vs_Q2_spline,Cl_vs_Q2_regression,Cl_vs_Q3_abscissa,Cl_vs_Q3_spline,Cl_vs_Q3_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_V3_abscissa,Cl_vs_V3_spline,Cl_vs_V3_regression,Cl_vs_fi_abscissa,Cl_vs_fi_spline,Cl_vs_fi_regression,Q2_vs_Cl_abscissa,Q2_vs_Cl_spline,Q2_vs_Cl_regression,Q2_vs_Q3_abscissa,Q2_vs_Q3_spline,Q2_vs_Q3_regression,Q2_vs_V1_abscissa,Q2_vs_V1_spline,Q2_vs_V1_regression,Q2_vs_V2_abscissa,Q2_vs_V2_spline,Q2_vs_V2_regression,Q2_vs_V3_abscissa,Q2_vs_V3_spline,Q2_vs_V3_regression,Q2_vs_fi_abscissa,Q2_vs_fi_spline,Q2_vs_fi_regression,Q3_vs_Cl_abscissa,Q3_vs_Cl_spline,Q3_vs_Cl_regression,Q3_vs_Q2_abscissa,Q3_vs_Q2_spline,Q3_vs_Q2_regression,Q3_vs_V1_abscissa,Q3_vs_V1_spline,Q3_vs_V1_regression,Q3_vs_V2_abscissa,Q3_vs_V2_spline,Q3_vs_V2_regression,Q3_vs_V3_abscissa,Q3_vs_V3_spline,Q3_vs_V3_regression,Q3_vs_fi_abscissa,Q3_vs_fi_spline,Q3_vs_fi_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q2_abscissa,V1_vs_Q2_spline,V1_vs_Q2_regression,V1_vs_Q3_abscissa,V1_vs_Q3_spline,V1_vs_Q3_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_V3_abscissa,V1_vs_V3_spline,V1_vs_V3_regression,V1_vs_fi_abscissa,V1_vs_fi_spline,V1_vs_fi_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q2_abscissa,V2_vs_Q2_spline,V2_vs_Q2_regression,V2_vs_Q3_abscissa,V2_vs_Q3_spline,V2_vs_Q3_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_V3_abscissa,V2_vs_V3_spline,V2_vs_V3_regression,V2_vs_fi_abscissa,V2_vs_fi_spline,V2_vs_fi_regression,V3_vs_Cl_abscissa,V3_vs_Cl_spline,V3_vs_Cl_regression,V3_vs_Q2_abscissa,V3_vs_Q2_spline,V3_vs_Q2_regression,V3_vs_Q3_abscissa,V3_vs_Q3_spline,V3_vs_Q3_regression,V3_vs_V1_abscissa,V3_vs_V1_spline,V3_vs_V1_regression,V3_vs_V2_abscissa,V3_vs_V2_spline,V3_vs_V2_regression,V3_vs_fi_abscissa,V3_vs_fi_spline,V3_vs_fi_regression,fi_vs_Cl_abscissa,fi_vs_Cl_spline,fi_vs_Cl_regression,fi_vs_Q2_abscissa,fi_vs_Q2_spline,fi_vs_Q2_regression,fi_vs_Q3_abscissa,fi_vs_Q3_spline,fi_vs_Q3_regression,fi_vs_V1_abscissa,fi_vs_V1_spline,fi_vs_V1_regression,fi_vs_V2_abscissa,fi_vs_V2_spline,fi_vs_V2_regression,fi_vs_V3_abscissa,fi_vs_V3_spline,fi_vs_V3_regression
-1.01228e-07,0.00816246,0.00816246,-8.07158e-08,-0.0580133,-0.0580133,-0.436957,-0.528017,-0.27213,-2.67053,0.0678095,0.102859,-9.48227e-08,0.0917626,0.0917626,-0.579262,-0.548423,-0.360945,-0.633547,-1.56256e-08,-3.79324e-09,-8.07158e-08,-1.45307e-08,-1.45307e-08,-0.436957,-6.23376e-09,-5.76055e-10,-2.67053,-1.97815e-08,-1.25557e-08,-9.48227e-08,-4.08234e-09,-4.08234e-09,-0.579262,-1.07927e-08,-6.47003e-09,-0.633547,-5.18258e-09,-5.68876e-09,-1.01228e-07,-5.83036e-09,-5.83036e-09,-0.436957,4.61928e-09,-5.53419e-09,-2.67053,2.06626e-08,9.83735e-09,-9.48227e-08,6.56634e-09,6.56634e-09,-0.579262,7.24158e-09,1.53787e-09,-0.633547,-0.40953,-0.323764,-1.01228e-07,0.00950901,0.00950901,-8.07158e-08,-0.0850892,-0.0850892,-2.67053,0.120979,0.0441484,-9.48227e-08,0.039779,0.039779,-0.579262,-0.396266,-0.298351,-0.633547,0.187508,0.273562,-1.01228e-07,-0.199605,-0.199605,-8.07158e-08,0.0870991,0.0870991,-0.436957,0.276198,0.136266,-9.48227e-08,-0.0270714,-0.0270714,-0.579262,0.0158372,-0.470728,-0.633547,2.30949e-08,2.09588e-08,-1.01228e-07,8.70459e-10,8.70459e-10,-8.07158e-08,4.66238e-09,4.66238e-09,-0.436957,1.39547e-08,1.2442e-08,-2.67053,2.42225e-09,1.23327e-09,-0.579262,1.9226e-08,2.61092e-08,-0.633547,-0.426471,-0.264302,-1.01228e-07,-0.0142957,-0.0142957,-8.07158e-08,-0.0157024,-0.0157024,-0.436957,-0.450488,-0.185037,-2.67053,-0.106892,-0.102039,-9.48227e-08,0.072422,0.072422
-9.89188e-08,0.00809405,0.00809405,-7.85752e-08,-0.0564127,-0.0564127,-0.426145,-0.518795,-0.265004,-2.61567,0.0673381,0.100828,-9.24981e-08,0.0896565,0.0896565,-0.568681,-0.538325,-0.354203,-0.622025,-1.49807e-08,-3.80154e-09,-7.85752e-08,-1.42709e-08,-1.42709e-08,-0.426145,-4.99174e-09,-6.70496e-10,-2.61567,-1.87684e-08,-1.23828e-08,-9.24981e-08,-4.0865e-09,-4.0865e-09,-0.568681,-1.16923e-08,-6.42922e-09,-0.622025,-6.17272e-09,-5.51492e-09,-9.89188e-08,-5.59752e-09,-5.59752e-09,-0.426145,3.48964e-09,-5.29062e-09,-2.61567,2.01351e-08,9.71477e-09,-9.24981e-08,6.5026e-09,6.5026e-09,-0.568681,7.93029e-09,1.58226e-09,-0.622025,-0.402912,-0.318213,-9.89188e-08,0.00890203,0.00890203,-7.85752e-08,-0.083342,-0.083342,-2.61567,0.119905,0.0428965,-9.24981e-08,0.0384209,0.0384209,-0.568681,-0.393154,-0.293153,-0.622025,0.166419,0.267991,-9.89188e-08,-0.195694,-0.195694,-7.85752e-08,0.0840036,0.0840036,-0.426145,0.267082,0.131859,-9.24981e-08,-0.0272726,-0.0272726,-0.568681,0.0070211,-0.462713,-0.622025,2.23713e-08,2.05919e-08,-9.89188e-08,8.64485e-10,8.64485e-10,-7.85752e-08,4.56016e-09,4.56016e-09,-0.426145,1.11734e-08,1.21384e-08,-2.61567,2.01512e-09,1.22049e-09,-0.568681,1.68894e-08,2.564e-08,-0.622025,-0.405916,-0.259615,-9.89188e-08,-0.0140617,-0.0140617,-7.85752e-08,-0.0154183,-0.0154183,-0.426145,-0.425877,-0.1804,-2.61567,-0.106614,-0.100008,-9.24981e-08,0.0705494,0.0705494
-9.66101e-08,0.00802563,0.00802563,-7.64345e-08,-0.0548122,-0.0548122,-0.415332,-0.506273,-0.257879,-2.56081,0.067366,0.0987966,-9.01736e-08,0.0875503,0.0875503,-0.558101,-0.526329,-0.347462,-0.610503,-1.41841e-08,-3.80983e-09,-7.64345e-08,-1.4011e-08,-1.4011e-08,-0.415332,-3.73539e-09,-7.64936e-10,-2.56081,-1.77265e-08,-1.221e-08,-9.01736e-08,-4.09066e-09,-4.09066e-09,-0.558101,-1.24875e-08,-6.38841e-09,-0.610503,-7.11973e-09,-5.34109e-09,-9.66101e-08,-5.36469e-09,-5.36469e-09,-0.415332,1.89259e-09,-5.04704e-09,-2.56081,1.95413e-08,9.59219e-09,-9.01736e-08,6.43886e-09,6.43886e-09,-0.558101,8.17676e-09,1.62665e-09,-0.610503,-0.395879,-0.312661,-9.66101e-08,0.00829506,0.00829506,-7.64345e-08,-0.0815948,-0.0815948,-2.56081,0.118547,0.0416446,-9.01736e-08,0.0370627,0.0370627,-0.558101,-0.389081,-0.287955,-0.610503,0.146117,0.26242,-9.66101e-08,-0.191783,-0.191783,-7.64345e-08,0.0809081,0.0809081,-0.415332,0.249589,0.127451,-9.01736e-08,-0.0274738,-0.0274738,-0.558101,-0.00561297,-0.454698,-0.610503,2.16255e-08,2.02251e-08,-9.66101e-08,8.58511e-10,8.58511e-10,-7.64345e-08,4.45794e-09,4.45794e-09,-0.415332,8.74334e-09,1.18347e-08,-2.56081,1.62424e-09,1.20772e-09,-0.558101,1.48015e-08,2.51708e-08,-0.610503,-0.384902,-0.254929,-9.66101e-08,-0.0138276,-0.0138276,-7.64345e-08,-0.0151342,-0.0151342,-0.415332,-0.395465,-0.175762,-2.56081,-0.106252,-0.0979765,-9.01736e-08,0.0686767,0.0686767
-9.43013e-08,0.00795722,0.00795722,-7.42938e-08,-0.0532117,-0.0532117,-0.40452,-0.491217,-0.250754,-2.50595,0.067394,0.0967654,-8.7849e-08,0.0854442,0.0854442,-0.54752,-0.514333,-0.34072,-0.598981,-1.33875e-08,-3.81812e-09,-7.42938e-08,-1.37511e-08,-1.37511e-08,-0.40452,-2.48886e-09,-8.59376e-10,-2.50595,-1.66847e-08,-1.20371e-08,-8.7849e-08,-4.09482e-09,-4.09482e-09,-0.54752,-1.32827e-08,-6.3476e-09,-0.598981,-8.06674e-09,-5.16726e-09,-9.43013e-08,-5.13185e-09,-5.13185e-09,-0.40452,-1.19785e-11,-4.80347e-09,-2.50595,1.89475e-08,9.46962e-09,-8.7849e-08,6.37512e-09,6.37512e-09,-0.54752,8.42322e-09,1.67104e-09,-0.598981,-0.388846,-0.30711,-9.43013e-08,0.00768808,0.00768808,-7.42938e-08,-0.0798476,-0.0798476,-2.50595,0.117188,0.0403928,-8.7849e-08,0.0357045,0.0357045,-0.54752,-0.385008,-0.282758,-0.598981,0.125815,0.256849,-9.43013e-08,-0.187872,-0.187872,-7.42938e-08,0.0778125,0.0778125,-0.40452,0.226293,0.123044,-8.7849e-08,-0.027675,-0.027675,-0.54752,-0.018247,-0.446684,-0.598981,2.08796e-08,1.98582e-08,-9.43013e-08,8.52538e-10,8.52538e-10,-7.42938e-08,4.35572e-09,4.35572e-09,-0.40452,6.60233e-09,1.15311e-08,-2.50595,1.23336e-09,1.19494e-09,-0.54752,1.27135e-08,2.47016e-08,-0.598981,-0.363889,-0.250243,-9.43013e-08,-0.0135936,-0.0135936,-7.42938e-08,-0.01485,-0.01485,-0.40452,-0.361185,-0.171124,-2.50595,-0.10589,-0.0959452,-8.7849e-08,0.0668041,0.0668041
-9.19925e-08,0.0078888,0.0078888,-7.21532e-08,-0.0516112,-0.0516112,-0.393708,-0.471811,-0.243628,-2.45109,0.0684152,0.0947342,-8.55244e-08,0.0833381,0.0833381,-0.53694,-0.502336,-0.333979,-0.587459,-1.25909e-08,-3.82642e-09,-7.21532e-08,-1.34913e-08,-1.34913e-08,-0.393708,-1.38739e-09,-9.53817e-10,-2.45109,-1.55921e-08,-1.18643e-08,-8.55244e-08,-4.09897e-09,-4.09897e-09,-0.53694,-1.40779e-08,-6.30679e-09,-0.587459,-9.01375e-09,-4.99342e-09,-9.19925e-08,-4.89902e-09,-4.89902e-09,-0.393708,-2.12583e-09,-4.55989e-09,-2.45109,1.82195e-08,9.34704e-09,-8.55244e-08,6.31138e-09,6.31138e-09,-0.53694,8.66969e-09,1.71543e-09,-0.587459,-0.381813,-0.301559,-9.19925e-08,0.0070811,0.0070811,-7.21532e-08,-0.0781004,-0.0781004,-2.45109,0.115182,0.0391409,-8.55244e-08,0.0343463,0.0343463,-0.53694,-0.380934,-0.27756,-0.587459,0.105513,0.251277,-9.19925e-08,-0.183961,-0.183961,-7.21532e-08,0.074717,0.074717,-0.393708,0.196951,0.118636,-8.55244e-08,-0.0278762,-0.0278762,-0.53694,-0.0308811,-0.438669,-0.587459,2.01338e-08,1.94914e-08,-9.19925e-08,8.46564e-10,8.46564e-10,-7.21532e-08,4.25351e-09,4.25351e-09,-0.393708,5.07465e-09,1.12274e-08,-2.45109,8.81642e-10,1.18216e-09,-0.53694,1.06255e-08,2.42324e-08,-0.587459,-0.342875,-0.245556,-9.19925e-08,-0.0133595,-0.0133595,-7.21532e-08,-0.0145659,-0.0145659,-0.393708,-0.32389,-0.166486,-2.45109,-0.105318,-0.0939139,-8.55244e-08,0.0649314,0.0649314
-8.96838e-08,0.00782039,0.00782039,-7.00125e-08,-0.0500107,-0.0500107,-0.382895,-0.451271,-0.236503,-2.39623,0.0710542,0.0927029,-8.31999e-08,0.0812319,0.0812319,-0.526359,-0.487013,-0.327238,-0.575937,-1.17943e-08,-3.83471e-09,-7.00125e-08,-1.32314e-08,-1.32314e-08,-0.382895,-3.32153e-10,-1.04826e-09,-2.39623,-1.4417e-08,-1.16915e-08,-8.31999e-08,-4.10313e-09,-4.10313e-09,-0.526359,-1.44445e-08,-6.26599e-09,-0.575937,-9.96075e-09,-4.81959e-09,-8.96838e-08,-4.66619e-09,-4.66619e-09,-0.382895,-4.27346e-09,-4.31631e-09,-2.39623,1.7273e-08,9.22446e-09,-8.31999e-08,6.24764e-09,6.24764e-09,-0.526359,8.19035e-09,1.75981e-09,-0.575937,-0.37478,-0.296008,-8.96838e-08,0.00647412,0.00647412,-7.00125e-08,-0.0763532,-0.0763532,-2.39623,0.112123,0.037889,-8.31999e-08,0.0329881,0.0329881,-0.526359,-0.374172,-0.272362,-0.575937,0.0852114,0.245706,-8.96838e-08,-0.18005,-0.18005,-7.00125e-08,0.0716215,0.0716215,-0.382895,0.166289,0.114229,-8.31999e-08,-0.0280774,-0.0280774,-0.526359,-0.048613,-0.430655,-0.575937,1.9388e-08,1.91246e-08,-8.96838e-08,8.4059e-10,8.4059e-10,-7.00125e-08,4.15129e-09,4.15129e-09,-0.382895,3.71461e-09,1.09238e-08,-2.39623,5.93708e-10,1.16939e-09,-0.526359,9.44156e-09,2.37632e-08,-0.575937,-0.321862,-0.24087,-8.96838e-08,-0.0131255,-0.0131255,-7.00125e-08,-0.0142818,-0.0142818,-0.382895,-0.286047,-0.161848,-2.39623,-0.104403,-0.0918826,-8.31999e-08,0.0630588,0.0630588
-8.7375e-08,0.00775198,0.00775198,-6.78719e-08,-0.0484101,-0.0484101,-0.372083,-0.430731,-0.229378,-2.34137,0.0736931,0.0906717,-8.08753e-08,0.0791258,0.0791258,-0.515779,-0.469348,-0.320496,-0.564415,-1.09977e-08,-3.843e-09,-6.78719e-08,-1.29716e-08,-1.29716e-08,-0.372083,7.23089e-10,-1.1427e-09,-2.34137,-1.32419e-08,-1.15186e-08,-8.08753e-08,-4.10729e-09,-4.10729e-09,-0.515779,-1.44745e-08,-6.22518e-09,-0.564415,-1.09078e-08,-4.64576e-09,-8.7375e-08,-4.43335e-09,-4.43335e-09,-0.372083,-6.42109e-09,-4.07274e-09,-2.34137,1.63265e-08,9.10188e-09,-8.08753e-08,6.1839e-09,6.1839e-09,-0.515779,7.20678e-09,1.8042e-09,-0.564415,-0.367747,-0.290457,-8.7375e-08,0.00586714,0.00586714,-6.78719e-08,-0.074606,-0.074606,-2.34137,0.109063,0.0366371,-8.08753e-08,0.0316299,0.0316299,-0.515779,-0.365373,-0.267165,-0.564415,0.0649096,0.240135,-8.7375e-08,-0.176139,-0.176139,-6.78719e-08,0.068526,0.068526,-0.372083,0.135627,0.109822,-8.08753e-08,-0.0282786,-0.0282786,-0.515779,-0.0697101,-0.42264,-0.564415,1.86421e-08,1.87577e-08,-8.7375e-08,8.34616e-10,8.34616e-10,-6.78719e-08,4.04907e-09,4.04907e-09,-0.372083,2.35456e-09,1.06201e-08,-2.34137,3.05775e-10,1.15661e-09,-0.515779,8.96055e-09,2.3294e-08,-0.564415,-0.300848,-0.236183,-8.7375e-08,-0.0128915,-0.0128915,-6.78719e-08,-0.0139977,-0.0139977,-0.372083,-0.248203,-0.15721,-2.34137,-0.103488,-0.0898513,-8.08753e-08,0.0611861,0.0611861
-8.50662e-08,0.00768356,0.00768356,-6.57312e-08,-0.0468096,-0.0468096,-0.361271,-0.410192,-0.222253,-2.28651,0.0763321,0.0886405,-7.85507e-08,0.0770197,0.0770197,-0.505198,-0.451682,-0.313755,-0.552893,-1.02011e-08,-3.8513e-09,-6.57312e-08,-1.27117e-08,-1.27117e-08,-0.361271,1.77833e-09,-1.23714e-09,-2.28651,-1.20668e-08,-1.13458e-08,-7.85507e-08,-4.11145e-09,-4.11145e-09,-0.505198,-1.45045e-08,-6.18437e-09,-0.552893,-1.18548e-08,-4.47193e-09,-8.50662e-08,-4.20052e-09,-4.20052e-09,-0.361271,-8.56872e-09,-3.82916e-09,-2.28651,1.538e-08,8.97931e-09,-7.85507e-08,6.12016e-09,6.12016e-09,-0.505198,6.22321e-09,1.84859e-09,-0.552893,-0.360714,-0.284906,-8.50662e-08,0.00526016,0.00526016,-6.57312e-08,-0.0728588,-0.0728588,-2.28651,0.106003,0.0353852,-7.85507e-08,0.0302717,0.0302717,-0.505198,-0.356574,-0.261967,-0.552893,0.0446078,0.234564,-8.50662e-08,-0.172228,-0.172228,-6.57312e-08,0.0654304,0.0654304,-0.361271,0.104965,0.105414,-7.85507e-08,-0.0284798,-0.0284798,-0.505198,-0.0908072,-0.414626,-0.552893,1.78963e-08,1.83909e-08,-8.50662e-08,8.28642e-10,8.28642e-10,-6.57312e-08,3.94685e-09,3.94685e-09,-0.361271,9.94524e-10,1.03165e-08,-2.28651,1.78415e-11,1.14383e-09,-0.505198,8.47953e-09,2.28248e-08,-0.552893,-0.279835,-0.231497,-8.50662e-08,-0.0126574,-0.0126574,-6.57312e-08,-0.0137136,-0.0137136,-0.361271,-0.21036,-0.152572,-2.28651,-0.102573,-0.08782,-7.85507e-08,0.0593135,0.0593135
-8.27575e-08,0.00761515,0.00761515,-6.35906e-08,-0.0452091,-0.0452091,-0.350459,-0.387406,-0.215127,-2.23165,0.0805928,0.0866093,-7.62262e-08,0.0749135,0.0749135,-0.494617,-0.434016,-0.307013,-0.541371,-9.40453e-09,-3.85959e-09,-6.35906e-08,-1.24519e-08,-1.24519e-08,-0.350459,2.6611e-09,-1.33158e-09,-2.23165,-1.08493e-08,-1.11729e-08,-7.62262e-08,-4.1156e-09,-4.1156e-09,-0.494617,-1.45344e-08,-6.14356e-09,-0.541371,-1.28018e-08,-4.29809e-09,-8.27575e-08,-3.96768e-09,-3.96768e-09,-0.350459,-1.05824e-08,-3.58559e-09,-2.23165,1.42011e-08,8.85673e-09,-7.62262e-08,6.05642e-09,6.05642e-09,-0.494617,5.23964e-09,1.89298e-09,-0.541371,-0.353681,-0.279355,-8.27575e-08,0.00465319,0.00465319,-6.35906e-08,-0.0711116,-0.0711116,-2.23165,0.101384,0.0341334,-7.62262e-08,0.0289135,0.0289135,-0.494617,-0.347775,-0.25677,-0.541371,0.024306,0.228992,-8.27575e-08,-0.168317,-0.168317,-6.35906e-08,0.0623349,0.0623349,-0.350459,0.0741541,0.101007,-7.62262e-08,-0.028681,-0.028681,-0.494617,-0.111904,-0.406611,-0.541371,1.71504e-08,1.8024e-08,-8.27575e-08,8.22669e-10,8.22669e-10,-6.35906e-08,3.84463e-09,3.84463e-09,-0.350459,4.06448e-11,1.00128e-08,-2.23165,-1.63806e-10,1.13106e-09,-0.494617,7.99851e-09,2.23556e-08,-0.541371,-0.258821,-0.226811,-8.27575e-08,-0.0124234,-0.0124234,-6.35906e-08,-0.0134295,-0.0134295,-0.350459,-0.173715,-0.147935,-2.23165,-0.101056,-0.0857887,-7.62262e-08,0.0574408,0.0574408
-8.04487e-08,0.00754674,0.00754674,-6.14499e-08,-0.0436086,-0.0436086,-0.339646,-0.36221,-0.208002,-2.17679,0.0848975,0.084578,-7.39016e-08,0.0728074,0.0728074,-0.484037,-0.416351,-0.300272,-0.529848,-8.60794e-09,-3.86788e-09,-6.14499e-08,-1.2192e-08,-1.2192e-08,-0.339646,3.35878e-09,-1.42602e-09,-2.17679,-9.63058e-09,-1.10001e-08,-7.39016e-08,-4.11976e-09,-4.11976e-09,-0.484037,-1.45644e-08,-6.10275e-09,-0.529848,-1.37488e-08,-4.12426e-09,-8.04487e-08,-3.73485e-09,-3.73485e-09,-0.339646,-1.24522e-08,-3.34201e-09,-2.17679,1.3016e-08,8.73415e-09,-7.39016e-08,5.99268e-09,5.99268e-09,-0.484037,4.25607e-09,1.93737e-09,-0.529848,-0.346648,-0.273804,-8.04487e-08,0.00404621,0.00404621,-6.14499e-08,-0.0693644,-0.0693644,-2.17679,0.096723,0.0328815,-7.39016e-08,0.0275553,0.0275553,-0.484037,-0.338976,-0.251572,-0.529848,0.00400417,0.223421,-8.04487e-08,-0.164406,-0.164406,-6.14499e-08,0.0592394,0.0592394,-0.339646,0.0431843,0.0965997,-7.39016e-08,-0.0288822,-0.0288822,-0.484037,-0.133001,-0.398597,-0.529848,1.64046e-08,1.76572e-08,-8.04487e-08,8.16695e-10,8.16695e-10,-6.14499e-08,3.74242e-09,3.74242e-09,-0.339646,-4.77362e-10,9.70916e-09,-2.17679,-3.4258e-10,1.11828e-09,-0.484037,7.5175e-09,2.18864e-08,-0.529848,-0.237808,-0.222124,-8.04487e-08,-0.0121894,-0.0121894,-6.14499e-08,-0.0131454,-0.0131454,-0.339646,-0.138359,-0.143297,-2.17679,-0.0995224,-0.0837574,-7.39016e-08,0.0555682,0.0555682
-7.81399e-08,0.00747832,0.00747832,-5.93093e-08,-0.0420081,-0.0420081,-0.328834,-0.335839,-0.200877,-2.12193,0.0892021,0.0825468,-7.1577e-08,0.0707013,0.0707013,-0.473456,-0.398685,-0.29353,-0.518326,-7.81134e-09,-3.87617e-09,-5.93093e-08,-1.19321e-08,-1.19321e-08,-0.328834,3.90367e-09,-1.52046e-09,-2.12193,-8.4119e-09,-1.08272e-08,-7.1577e-08,-4.12392e-09,-4.12392e-09,-0.473456,-1.45944e-08,-6.06194e-09,-0.518326,-1.46958e-08,-3.95043e-09,-7.81399e-08,-3.50202e-09,-3.50202e-09,-0.328834,-1.40967e-08,-3.09843e-09,-2.12193,1.18309e-08,8.61157e-09,-7.1577e-08,5.92894e-09,5.92894e-09,-0.473456,3.27249e-09,1.98176e-09,-0.518326,-0.339615,-0.268253,-7.81399e-08,0.00343923,0.00343923,-5.93093e-08,-0.0676172,-0.0676172,-2.12193,0.092062,0.0316296,-7.1577e-08,0.0261971,0.0261971,-0.473456,-0.330177,-0.246374,-0.518326,-0.0162976,0.21785,-7.81399e-08,-0.160495,-0.160495,-5.93093e-08,0.0561439,0.0561439,-0.328834,0.0140459,0.0921923,-7.1577e-08,-0.0290834,-0.0290834,-0.473456,-0.154098,-0.390582,-0.518326,1.56588e-08,1.72904e-08,-7.81399e-08,8.10721e-10,8.10721e-10,-5.93093e-08,3.6402e-09,3.6402e-09,-0.328834,-7.2562e-10,9.40551e-09,-2.12193,-5.21355e-10,1.1055e-09,-0.473456,7.03648e-09,2.14172e-08,-0.518326,-0.216794,-0.217438,-7.81399e-08,-0.0119553,-0.0119553,-5.93093e-08,-0.0128613,-0.0128613,-0.328834,-0.105398,-0.138659,-2.12193,-0.0979887,-0.0817261,-7.1577e-08,0.0536955,0.0536955
-7.58312e-08,0.00740991,0.00740991,-5.71686e-08,-0.0404076,-0.0404076,-0.318022,-0.308082,-0.193752,-2.06707,0.0935067,0.0805156,-6.92525e-08,0.0685952,0.0685952,-0.462876,-0.381019,-0.286789,-0.506804,-7.01475e-09,-3.88447e-09,-5.71686e-08,-1.16723e-08,-1.16723e-08,-0.318022,4.23333e-09,-1.6149e-09,-2.06707,-7.19323e-09,-1.06544e-08,-6.92525e-08,-4.12808e-09,-4.12808e-09,-0.462876,-1.46244e-08,-6.02113e-09,-0.506804,-1.56428e-08,-3.7766e-09,-7.58312e-08,-3.26918e-09,-3.26918e-09,-0.318022,-1.53887e-08,-2.85486e-09,-2.06707,1.06458e-08,8.48899e-09,-6.92525e-08,5.8652e-09,5.8652e-09,-0.462876,2.28892e-09,2.02615e-09,-0.506804,-0.332582,-0.262702,-7.58312e-08,0.00283225,0.00283225,-5.71686e-08,-0.06587,-0.06587,-2.06707,0.0874009,0.0303777,-6.92525e-08,0.0248389,0.0248389,-0.462876,-0.321378,-0.241177,-0.506804,-0.0365994,0.212279,-7.58312e-08,-0.156584,-0.156584,-5.71686e-08,0.0530483,0.0530483,-0.318022,-0.0118715,0.087785,-6.92525e-08,-0.0292846,-0.0292846,-0.462876,-0.175196,-0.382568,-0.506804,1.49129e-08,1.69235e-08,-7.58312e-08,8.04747e-10,8.04747e-10,-5.71686e-08,3.53798e-09,3.53798e-09,-0.318022,-6.23352e-10,9.10186e-09,-2.06707,-7.00129e-10,1.09273e-09,-0.462876,6.55546e-09,2.0948e-08,-0.506804,-0.19578,-0.212751,-7.58312e-08,-0.0117213,-0.0117213,-5.71686e-08,-0.0125772,-0.0125772,-0.318022,-0.0762491,-0.134021,-2.06707,-0.0964551,-0.0796948,-6.92525e-08,0.0518229,0.0518229
-7.35224e-08,0.0073415,0.0073415,-5.5028e-08,-0.038807,-0.038807,-0.307209,-0.278743,-0.186626,-2.01221,0.0978836,0.0784844,-6.69279e-08,0.066489,0.066489,-0.452295,-0.363354,-0.280048,-0.495282,-6.21816e-09,-3.89276e-09,-5.5028e-08,-1.14124e-08,-1.14124e-08,-0.307209,4.22567e-09,-1.70934e-09,-2.01221,-5.98427e-09,-1.04815e-08,-6.69279e-08,-4.13223e-09,-4.13223e-09,-0.452295,-1.46544e-08,-5.98032e-09,-0.495282,-1.65898e-08,-3.60276e-09,-7.35224e-08,-3.03635e-09,-3.03635e-09,-0.307209,-1.60506e-08,-2.61128e-09,-2.01221,9.44647e-09,8.36642e-09,-6.69279e-08,5.80146e-09,5.80146e-09,-0.452295,1.30535e-09,2.07053e-09,-0.495282,-0.325549,-0.25715,-7.35224e-08,0.00222527,0.00222527,-5.5028e-08,-0.0641228,-0.0641228,-2.01221,0.0825258,0.0291258,-6.69279e-08,0.0234807,0.0234807,-0.452295,-0.312579,-0.235979,-0.495282,-0.0569012,0.206708,-7.35224e-08,-0.152673,-0.152673,-5.5028e-08,0.0499528,0.0499528,-0.307209,-0.0313121,0.0833776,-6.69279e-08,-0.0294858,-0.0294858,-0.452295,-0.196293,-0.374553,-0.495282,1.41671e-08,1.65567e-08,-7.35224e-08,7.98773e-10,7.98773e-10,-5.5028e-08,3.43576e-09,3.43576e-09,-0.307209,-3.72511e-11,8.79821e-09,-2.01221,-8.61984e-10,1.07995e-09,-0.452295,6.07444e-09,2.04788e-08,-0.495282,-0.174767,-0.208065,-7.35224e-08,-0.0114872,-0.0114872,-5.5028e-08,-0.012293,-0.012293,-0.307209,-0.0540443,-0.129383,-2.01221,-0.09482,-0.0776635,-6.69279e-08,0.0499502,0.0499502
