Cl_vs_Q2_abscissa,Cl_vs_Q2_spline,Cl_vs_Q2_regression,Cl_vs_Q3_abscissa,Cl_vs_Q3_spline,Cl_vs_Q3_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_V3_abscissa,Cl_vs_V3_spline,Cl_vs_V3_regression,Cl_vs_fi_abscissa,Cl_vs_fi_spline,Cl_vs_fi_regression,Q2_vs_Cl_abscissa,Q2_vs_Cl_spline,Q2_vs_Cl_regression,Q2_vs_Q3_abscissa,Q2_vs_Q3_spline,Q2_vs_Q3_regression,Q2_vs_V1_abscissa,Q2_vs_V1_spline,Q2_vs_V1_regression,Q2_vs_V2_abscissa,Q2_vs_V2_spline,Q2_vs_V2_regression,Q2_vs_V3_abscissa,Q2_vs_V3_spline,Q2_vs_V3_regression,Q2_vs_fi_abscissa,Q2_vs_fi_spline,Q2_vs_fi_regression,Q3_vs_Cl_abscissa,Q3_vs_Cl_spline,Q3_vs_Cl_regression,Q3_vs_Q2_abscissa,Q3_vs_Q2_spline,Q3_vs_Q2_regression,Q3_vs_V1_abscissa,Q3_vs_V1_spline,Q3_vs_V1_regression,Q3_vs_V2_abscissa,Q3_vs_V2_spline,Q3_vs_V2_regression,Q3_vs_V3_abscissa,Q3_vs_V3_spline,Q3_vs_V3_regression,Q3_vs_fi_abscissa,Q3_vs_fi_spline,Q3_vs_fi_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q2_abscissa,V1_vs_Q2_spline,V1_vs_Q2_regression,V1_vs_Q3_abscissa,V1_vs_Q3_spline,V1_vs_Q3_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_V3_abscissa,V1_vs_V3_spline,V1_vs_V3_regression,V1_vs_fi_abscissa,V1_vs_fi_spline,V1_vs_fi_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q2_abscissa,V2_vs_Q2_spline,V2_vs_Q2_regression,V2_vs_Q3_abscissa,V2_vs_Q3_spline,V2_vs_Q3_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_V3_abscissa,V2_vs_V3_spline,V2_vs_V3_regression,V2_vs_fi_abscissa,V2_vs_fi_spline,V2_vs_fi_regression,V3_vs_Cl_abscissa,V3_vs_Cl_spline,V3_vs_Cl_regression,V3_vs_Q2_abscissa,V3_vs_Q2_spline,V3_vs_Q2_regression,V3_vs_Q3_abscissa,V3_vs_Q3_spline,V3_vs_Q3_regression,V3_vs_V1_abscissa,V3_vs_V1_spline,V3_vs_V1_regression,V3_vs_V2_abscissa,V3_vs_V2_spline,V3_vs_V2_regression,V3_vs_fi_abscissa,V3_vs_fi_spline,V3_vs_fi_regression,fi_vs_Cl_abscissa,fi_vs_Cl_spline,fi_vs_Cl_regression,fi_vs_Q2_abscissa,fi_vs_Q2_spline,fi_vs_Q2_regression,fi_vs_Q3_abscissa,fi_vs_Q3_spline,fi_vs_Q3_regression,fi_vs_V1_abscissa,fi_vs_V1_spline,fi_vs_V1_regression,fi_vs_V2_abscissa,fi_vs_V2_spline,fi_vs_V2_regression,fi_vs_V3_abscissa,fi_vs_V3_spline,fi_vs_V3_regression
-7.12136e-08,0.00727308,0.00727308,-5.28873e-08,-0.0372065,-0.0372065,-0.296397,-0.249404,-0.179501,-1.95735,0.102512,0.0764531,-6.46033e-08,0.0643829,0.0643829,-0.441715,-0.345688,-0.273306,-0.48376,-4.98987e-09,-3.90105e-09,-5.28873e-08,-1.11526e-08,-1.11526e-08,-0.296397,4.21801e-09,-1.80378e-09,-1.95735,-4.80913e-09,-1.03087e-08,-6.46033e-08,-4.13639e-09,-4.13639e-09,-0.441715,-1.46844e-08,-5.93951e-09,-0.48376,-1.7215e-08,-3.42893e-09,-7.12136e-08,-2.80352e-09,-2.80352e-09,-0.296397,-1.67126e-08,-2.36771e-09,-1.95735,8.19783e-09,8.24384e-09,-6.46033e-08,5.73772e-09,5.73772e-09,-0.441715,3.21778e-10,2.11492e-09,-0.48376,-0.316555,-0.251599,-7.12136e-08,0.0016183,0.0016183,-5.28873e-08,-0.0623756,-0.0623756,-1.95735,0.0769056,0.027874,-6.46033e-08,0.0221225,0.0221225,-0.441715,-0.30378,-0.230782,-0.48376,-0.0712168,0.201136,-7.12136e-08,-0.148762,-0.148762,-5.28873e-08,0.0468573,0.0468573,-0.296397,-0.0507527,0.0789703,-6.46033e-08,-0.029687,-0.029687,-0.441715,-0.21739,-0.366539,-0.48376,1.34635e-08,1.61899e-08,-7.12136e-08,7.928e-10,7.928e-10,-5.28873e-08,3.33354e-09,3.33354e-09,-0.296397,5.48849e-10,8.49456e-09,-1.95735,-9.6493e-10,1.06717e-09,-0.441715,5.59343e-09,2.00096e-08,-0.48376,-0.154076,-0.203378,-7.12136e-08,-0.0112532,-0.0112532,-5.28873e-08,-0.0120089,-0.0120089,-0.296397,-0.0318394,-0.124745,-1.95735,-0.0928316,-0.0756322,-6.46033e-08,0.0480776,0.0480776
-6.89049e-08,0.00720467,0.00720467,-5.07466e-08,-0.035606,-0.035606,-0.285585,-0.218852,-0.172376,-1.90249,0.106946,0.0744219,-6.22788e-08,0.0622768,0.0622768,-0.431134,-0.328022,-0.266565,-0.472238,-3.45044e-09,-3.90935e-09,-5.07466e-08,-1.08927e-08,-1.08927e-08,-0.285585,3.83059e-09,-1.89822e-09,-1.90249,-3.67387e-09,-1.01359e-08,-6.22788e-08,-4.14055e-09,-4.14055e-09,-0.431134,-1.47144e-08,-5.8987e-09,-0.472238,-1.74932e-08,-3.2551e-09,-6.89049e-08,-2.57068e-09,-2.57068e-09,-0.285585,-1.65905e-08,-2.12413e-09,-1.90249,6.96569e-09,8.12126e-09,-6.22788e-08,5.67398e-09,5.67398e-09,-0.431134,-6.61794e-10,2.15931e-09,-0.472238,-0.305693,-0.246048,-6.89049e-08,0.00101132,0.00101132,-5.07466e-08,-0.0606284,-0.0606284,-1.90249,0.0710398,0.0266221,-6.22788e-08,0.0207643,0.0207643,-0.431134,-0.294981,-0.225584,-0.472238,-0.0790513,0.195565,-6.89049e-08,-0.144851,-0.144851,-5.07466e-08,0.0437618,0.0437618,-0.285585,-0.0615816,0.0745629,-6.22788e-08,-0.0298882,-0.0298882,-0.431134,-0.238487,-0.358524,-0.472238,1.28515e-08,1.5823e-08,-6.89049e-08,7.86826e-10,7.86826e-10,-5.07466e-08,3.23132e-09,3.23132e-09,-0.285585,1.62136e-09,8.19091e-09,-1.90249,-1.04416e-09,1.0544e-09,-0.431134,5.11241e-09,1.95404e-08,-0.472238,-0.134562,-0.198692,-6.89049e-08,-0.0110192,-0.0110192,-5.07466e-08,-0.0117248,-0.0117248,-0.285585,-0.0183489,-0.120108,-1.90249,-0.0906921,-0.0736009,-6.22788e-08,0.0462049,0.0462049
-6.65961e-08,0.00713626,0.00713626,-4.8606e-08,-0.0340055,-0.0340055,-0.274772,-0.187739,-0.165251,-1.84763,0.111215,0.0723907,-5.99542e-08,0.0601706,0.0601706,-0.420554,-0.310357,-0.259823,-0.460716,-1.94266e-09,-3.91764e-09,-4.8606e-08,-1.06328e-08,-1.06328e-08,-0.274772,3.20982e-09,-1.99266e-09,-1.84763,-2.57156e-09,-9.963e-09,-5.99542e-08,-4.1447e-09,-4.1447e-09,-0.420554,-1.47444e-08,-5.85789e-09,-0.460716,-1.76897e-08,-3.08127e-09,-6.65961e-08,-2.33785e-09,-2.33785e-09,-0.274772,-1.5962e-08,-1.88055e-09,-1.84763,5.74768e-09,7.99868e-09,-5.99542e-08,5.61024e-09,5.61024e-09,-0.420554,-1.64537e-09,2.2037e-09,-0.460716,-0.294563,-0.240497,-6.65961e-08,0.000404339,0.000404339,-4.8606e-08,-0.0588812,-0.0588812,-1.84763,0.0649752,0.0253702,-5.99542e-08,0.0194061,0.0194061,-0.420554,-0.286182,-0.220386,-0.460716,-0.0853459,0.189994,-6.65961e-08,-0.14094,-0.14094,-4.8606e-08,0.0406662,0.0406662,-0.274772,-0.0667324,0.0701556,-5.99542e-08,-0.0300893,-0.0300893,-0.420554,-0.259584,-0.35051,-0.460716,1.22922e-08,1.54562e-08,-6.65961e-08,7.80852e-10,7.80852e-10,-4.8606e-08,3.12911e-09,3.12911e-09,-0.274772,2.97788e-09,7.88726e-09,-1.84763,-1.10408e-09,1.04162e-09,-0.420554,4.63139e-09,1.90712e-08,-0.460716,-0.115885,-0.194006,-6.65961e-08,-0.0107851,-0.0107851,-4.8606e-08,-0.0114407,-0.0114407,-0.274772,-0.0104749,-0.11547,-1.84763,-0.0884294,-0.0715696,-5.99542e-08,0.0443323,0.0443323
-6.42874e-08,0.00706784,0.00706784,-4.64653e-08,-0.032405,-0.032405,-0.26396,-0.15669,-0.158125,-1.79277,0.115319,0.0703594,-5.76296e-08,0.0580645,0.0580645,-0.409973,-0.292691,-0.253082,-0.449194,-4.57895e-10,-3.92593e-09,-4.64653e-08,-1.0373e-08,-1.0373e-08,-0.26396,2.47727e-09,-2.0871e-09,-1.79277,-1.49151e-09,-9.79016e-09,-5.76296e-08,-4.14886e-09,-4.14886e-09,-0.409973,-1.47744e-08,-5.81708e-09,-0.449194,-1.7857e-08,-2.90743e-09,-6.42874e-08,-2.10501e-09,-2.10501e-09,-0.26396,-1.50454e-08,-1.63698e-09,-1.79277,4.5474e-09,7.87611e-09,-5.76296e-08,5.5465e-09,5.5465e-09,-0.409973,-2.62894e-09,2.24809e-09,-0.449194,-0.283354,-0.234946,-6.42874e-08,-0.00020264,-0.00020264,-4.64653e-08,-0.0571341,-0.0571341,-1.79277,0.0588458,0.0241183,-5.76296e-08,0.018048,0.018048,-0.409973,-0.277383,-0.215189,-0.449194,-0.0910856,0.184423,-6.42874e-08,-0.137029,-0.137029,-4.64653e-08,0.0375707,0.0375707,-0.26396,-0.06856,0.0657482,-5.76296e-08,-0.0302905,-0.0302905,-0.409973,-0.280681,-0.342495,-0.449194,1.17553e-08,1.50893e-08,-6.42874e-08,7.74878e-10,7.74878e-10,-4.64653e-08,3.02689e-09,3.02689e-09,-0.26396,4.45265e-09,7.58361e-09,-1.79277,-1.15599e-09,1.02884e-09,-0.409973,4.15038e-09,1.8602e-08,-0.449194,-0.0975715,-0.189319,-6.42874e-08,-0.0105511,-0.0105511,-4.64653e-08,-0.0111566,-0.0111566,-0.26396,-0.00569918,-0.110832,-1.79277,-0.0861127,-0.0695383,-5.76296e-08,0.0424596,0.0424596
-6.19786e-08,0.00699943,0.00699943,-4.43247e-08,-0.0308045,-0.0308045,-0.253148,-0.125875,-0.151,-1.73791,0.118606,0.0683282,-5.53051e-08,0.0559584,0.0559584,-0.399393,-0.275025,-0.24634,-0.437672,8.96634e-10,-3.93422e-09,-4.43247e-08,-1.01131e-08,-1.01131e-08,-0.253148,1.5596e-09,-2.18154e-09,-1.73791,-5.21732e-10,-9.61731e-09,-5.53051e-08,-4.15302e-09,-4.15302e-09,-0.399393,-1.48044e-08,-5.77628e-09,-0.437672,-1.78642e-08,-2.7336e-09,-6.19786e-08,-1.87218e-09,-1.87218e-09,-0.253148,-1.36339e-08,-1.3934e-09,-1.73791,3.43496e-09,7.75353e-09,-5.53051e-08,5.48276e-09,5.48276e-09,-0.399393,-3.61251e-09,2.29248e-09,-0.437672,-0.271728,-0.229395,-6.19786e-08,-0.000809618,-0.000809618,-4.43247e-08,-0.0553869,-0.0553869,-1.73791,0.0523951,0.0228665,-5.53051e-08,0.0166898,0.0166898,-0.399393,-0.268584,-0.209991,-0.437672,-0.0937922,0.178851,-6.19786e-08,-0.133118,-0.133118,-4.43247e-08,0.0344752,0.0344752,-0.253148,-0.0646507,0.0613409,-5.53051e-08,-0.0304917,-0.0304917,-0.399393,-0.301778,-0.334481,-0.437672,1.13421e-08,1.47225e-08,-6.19786e-08,7.68904e-10,7.68904e-10,-4.43247e-08,2.92467e-09,2.92467e-09,-0.253148,6.11674e-09,7.27996e-09,-1.73791,-1.16815e-09,1.01607e-09,-0.399393,3.66936e-09,1.81328e-08,-0.437672,-0.0812675,-0.184633,-6.19786e-08,-0.0103171,-0.0103171,-4.43247e-08,-0.0108725,-0.0108725,-0.253148,-0.00621192,-0.106194,-1.73791,-0.0835281,-0.067507,-5.53051e-08,0.0405869,0.0405869
-5.96698e-08,0.00693101,0.00693101,-4.2184e-08,-0.0292039,-0.0292039,-0.242336,-0.0966464,-0.143875,-1.68305,0.121893,0.066297,-5.29805e-08,0.0538522,0.0538522,-0.388812,-0.25736,-0.239599,-0.42615,2.10243e-09,-3.94252e-09,-4.2184e-08,-9.85327e-09,-9.85327e-09,-0.242336,5.55714e-10,-2.27598e-09,-1.68305,4.48046e-10,-9.44447e-09,-5.29805e-08,-4.15718e-09,-4.15718e-09,-0.388812,-1.48344e-08,-5.73547e-09,-0.42615,-1.77477e-08,-2.55977e-09,-5.96698e-08,-1.63935e-09,-1.63935e-09,-0.242336,-1.17893e-08,-1.14982e-09,-1.68305,2.32251e-09,7.63095e-09,-5.29805e-08,5.41902e-09,5.41902e-09,-0.388812,-4.59608e-09,2.33686e-09,-0.42615,-0.259856,-0.223844,-5.96698e-08,-0.0014166,-0.0014166,-4.2184e-08,-0.0536397,-0.0536397,-1.68305,0.0459444,0.0216146,-5.29805e-08,0.0153316,0.0153316,-0.388812,-0.259786,-0.204793,-0.42615,-0.0941477,0.17328,-5.96698e-08,-0.129207,-0.129207,-4.2184e-08,0.0313797,0.0313797,-0.242336,-0.0554397,0.0569335,-5.29805e-08,-0.0306929,-0.0306929,-0.388812,-0.322875,-0.326466,-0.42615,1.10389e-08,1.43557e-08,-5.96698e-08,7.62931e-10,7.62931e-10,-4.2184e-08,2.82245e-09,2.82245e-09,-0.242336,7.79502e-09,6.97631e-09,-1.68305,-1.18031e-09,1.00329e-09,-0.388812,3.18834e-09,1.76636e-08,-0.42615,-0.0667739,-0.179946,-5.96698e-08,-0.010083,-0.010083,-4.2184e-08,-0.0105884,-0.0105884,-0.242336,-0.0109638,-0.101556,-1.68305,-0.0809435,-0.0654757,-5.29805e-08,0.0387143,0.0387143
-5.73611e-08,0.0068626,0.0068626,-4.00434e-08,-0.0276034,-0.0276034,-0.231523,-0.0676642,-0.13675,-1.62819,0.124658,0.0642658,-5.06559e-08,0.0517461,0.0517461,-0.378232,-0.239694,-0.232858,-0.414628,3.16933e-09,-3.95081e-09,-4.00434e-08,-9.59341e-09,-9.59341e-09,-0.231523,-4.61574e-10,-2.37042e-09,-1.62819,1.35721e-09,-9.27162e-09,-5.06559e-08,-4.16133e-09,-4.16133e-09,-0.378232,-1.48644e-08,-5.69466e-09,-0.414628,-1.75351e-08,-2.38593e-09,-5.73611e-08,-1.40651e-09,-1.40651e-09,-0.231523,-9.87732e-09,-9.06249e-10,-1.62819,1.26934e-09,7.50837e-09,-5.06559e-08,5.35528e-09,5.35528e-09,-0.378232,-5.57966e-09,2.38125e-09,-0.414628,-0.247832,-0.218293,-5.73611e-08,-0.00202357,-0.00202357,-4.00434e-08,-0.0518925,-0.0518925,-1.62819,0.0394101,0.0203627,-5.06559e-08,0.0139734,0.0139734,-0.378232,-0.250987,-0.199596,-0.414628,-0.0926736,0.167709,-5.73611e-08,-0.125296,-0.125296,-4.00434e-08,0.0282841,0.0282841,-0.231523,-0.0454043,0.0525262,-5.06559e-08,-0.0308941,-0.0308941,-0.378232,-0.343972,-0.318452,-0.414628,1.08279e-08,1.39888e-08,-5.73611e-08,7.56957e-10,7.56957e-10,-4.00434e-08,2.72023e-09,2.72023e-09,-0.231523,9.47551e-09,6.67266e-09,-1.62819,-1.17736e-09,9.90513e-10,-0.378232,2.70732e-09,1.71944e-08,-0.414628,-0.0538116,-0.17526,-5.73611e-08,-0.00984898,-0.00984898,-4.00434e-08,-0.0103043,-0.0103043,-0.231523,-0.016375,-0.0969184,-1.62819,-0.0782507,-0.0634444,-5.06559e-08,0.0368416,0.0368416
-5.50523e-08,0.00679419,0.00679419,-3.79027e-08,-0.0260029,-0.0260029,-0.220711,-0.0409537,-0.129624,-1.57333,0.126598,0.0622345,-4.83314e-08,0.04964,0.04964,-0.367651,-0.222028,-0.226116,-0.403106,4.05243e-09,-3.9591e-09,-3.79027e-08,-9.33355e-09,-9.33355e-09,-0.220711,-1.45131e-09,-2.46486e-09,-1.57333,2.17212e-09,-9.09878e-09,-4.83314e-08,-4.16549e-09,-4.16549e-09,-0.367651,-1.48944e-08,-5.65385e-09,-0.403106,-1.72088e-08,-2.2121e-09,-5.50523e-08,-1.17368e-09,-1.17368e-09,-0.220711,-7.72242e-09,-6.62673e-10,-1.57333,3.104e-10,7.38579e-09,-4.83314e-08,5.29154e-09,5.29154e-09,-0.367651,-6.56323e-09,2.42564e-09,-0.403106,-0.235659,-0.212742,-5.50523e-08,-0.00263055,-0.00263055,-3.79027e-08,-0.0501453,-0.0501453,-1.57333,0.0327635,0.0191108,-4.83314e-08,0.0126152,0.0126152,-0.367651,-0.242188,-0.194398,-0.403106,-0.0890313,0.162138,-5.50523e-08,-0.121385,-0.121385,-3.79027e-08,0.0251886,0.0251886,-0.220711,-0.0321129,0.0481188,-4.83314e-08,-0.0310953,-0.0310953,-0.367651,-0.36507,-0.310437,-0.403106,1.0732e-08,1.3622e-08,-5.50523e-08,7.50983e-10,7.50983e-10,-3.79027e-08,2.61802e-09,2.61802e-09,-0.220711,1.10122e-08,6.36901e-09,-1.57333,-1.15215e-09,9.77737e-10,-0.367651,2.22631e-09,1.67252e-08,-0.403106,-0.0427653,-0.170573,-5.50523e-08,-0.00961494,-0.00961494,-3.79027e-08,-0.0100201,-0.0100201,-0.220711,-0.0237749,-0.0922806,-1.57333,-0.075397,-0.0614131,-4.83314e-08,0.034969,0.034969
-5.27435e-08,0.00672577,0.00672577,-3.57621e-08,-0.0244024,-0.0244024,-0.209899,-0.0167867,-0.122499,-1.51847,0.127714,0.0602033,-4.60068e-08,0.0475338,0.0475338,-0.357071,-0.204363,-0.219375,-0.391584,3.7603e-09,-3.9674e-09,-3.57621e-08,-9.07369e-09,-9.07369e-09,-0.209899,-2.3518e-09,-2.5593e-09,-1.51847,2.89855e-09,-8.92593e-09,-4.60068e-08,-4.16965e-09,-4.16965e-09,-0.357071,-1.49244e-08,-5.61304e-09,-0.391584,-1.6282e-08,-2.03827e-09,-5.27435e-08,-9.40844e-10,-9.40844e-10,-0.209899,-5.44143e-09,-4.19097e-10,-1.51847,-5.52416e-10,7.26322e-09,-4.60068e-08,5.2278e-09,5.2278e-09,-0.357071,-7.5468e-09,2.47003e-09,-0.391584,-0.224916,-0.207191,-5.27435e-08,-0.00323753,-0.00323753,-3.57621e-08,-0.0483981,-0.0483981,-1.51847,0.0260765,0.0178589,-4.60068e-08,0.011257,0.011257,-0.357071,-0.233389,-0.189201,-0.391584,-0.073419,0.156566,-5.27435e-08,-0.117474,-0.117474,-3.57621e-08,0.0220931,0.0220931,-0.209899,-0.0168531,0.0437115,-4.60068e-08,-0.0312965,-0.0312965,-0.357071,-0.386167,-0.302423,-0.391584,1.10664e-08,1.32551e-08,-5.27435e-08,7.45009e-10,7.45009e-10,-3.57621e-08,2.5158e-09,2.5158e-09,-0.209899,1.23246e-08,6.06535e-09,-1.51847,-1.11076e-09,9.6496e-10,-0.357071,1.74529e-09,1.6256e-08,-0.391584,-0.0426619,-0.165887,-5.27435e-08,-0.00938091,-0.00938091,-3.57621e-08,-0.00973604,-0.00973604,-0.209899,-0.0318229,-0.0876427,-1.51847,-0.0724195,-0.0593818,-4.60068e-08,0.0330963,0.0330963
-5.04348e-08,0.00665736,0.00665736,-3.36214e-08,-0.0228019,-0.0228019,-0.199086,0.0025518,-0.115374,-1.46361,0.126006,0.0581721,-4.36822e-08,0.0454277,0.0454277,-0.34649,-0.186697,-0.212633,-0.380061,3.45911e-09,-3.97569e-09,-3.36214e-08,-8.81383e-09,-8.81383e-09,-0.199086,-2.98941e-09,-2.65374e-09,-1.46361,3.33886e-09,-8.75309e-09,-4.36822e-08,-4.17381e-09,-4.17381e-09,-0.34649,-1.49544e-08,-5.57223e-09,-0.380061,-1.53506e-08,-1.86444e-09,-5.04348e-08,-7.08011e-10,-7.08011e-10,-0.199086,-3.15471e-09,-1.75521e-10,-1.46361,-1.08042e-09,7.14064e-09,-4.36822e-08,5.16407e-09,5.16407e-09,-0.34649,-8.53037e-09,2.51442e-09,-0.380061,-0.214184,-0.201639,-5.04348e-08,-0.00384451,-0.00384451,-3.36214e-08,-0.0466509,-0.0466509,-1.46361,0.0194617,0.0166071,-4.36822e-08,0.00989879,0.00989879,-0.34649,-0.22459,-0.184003,-0.380061,-0.0577151,0.150995,-5.04348e-08,-0.113563,-0.113563,-3.36214e-08,0.0189976,0.0189976,-0.199086,-0.000541421,0.0393041,-4.36822e-08,-0.0314977,-0.0314977,-0.34649,-0.407264,-0.294408,-0.380061,1.14041e-08,1.28883e-08,-5.04348e-08,7.39035e-10,7.39035e-10,-3.36214e-08,2.41358e-09,2.41358e-09,-0.199086,1.31095e-08,5.7617e-09,-1.46361,-1.0317e-09,9.52183e-10,-0.34649,1.26427e-09,1.57868e-08,-0.380061,-0.0426424,-0.161201,-5.04348e-08,-0.00914687,-0.00914687,-3.36214e-08,-0.00945193,-0.00945193,-0.199086,-0.0385739,-0.0830049,-1.46361,-0.069127,-0.0573505,-4.36822e-08,0.0312237,0.0312237
-4.8126e-08,0.00658895,0.00658895,-3.14808e-08,-0.0212013,-0.0212013,-0.188274,0.0216671,-0.108248,-1.40875,0.124297,0.0561409,-4.13577e-08,0.0433216,0.0433216,-0.335909,-0.169031,-0.205892,-0.368539,3.15793e-09,-3.98398e-09,-3.14808e-08,-8.55397e-09,-8.55397e-09,-0.188274,-3.61425e-09,-2.74818e-09,-1.40875,3.77917e-09,-8.58024e-09,-4.13577e-08,-4.17796e-09,-4.17796e-09,-0.335909,-1.49844e-08,-5.53142e-09,-0.368539,-1.44193e-08,-1.6906e-09,-4.8126e-08,-4.75177e-10,-4.75177e-10,-0.188274,-8.69246e-10,6.80552e-11,-1.40875,-1.60843e-09,7.01806e-09,-4.13577e-08,5.10033e-09,5.10033e-09,-0.335909,-9.51394e-09,2.55881e-09,-0.368539,-0.203453,-0.196088,-4.8126e-08,-0.00445149,-0.00445149,-3.14808e-08,-0.0449037,-0.0449037,-1.40875,0.0128469,0.0153552,-4.13577e-08,0.0085406,0.0085406,-0.335909,-0.215791,-0.178805,-0.368539,-0.0420111,0.145424,-4.8126e-08,-0.109652,-0.109652,-3.14808e-08,0.015902,0.015902,-0.188274,0.0158013,0.0348968,-4.13577e-08,-0.0316989,-0.0316989,-0.335909,-0.428361,-0.286394,-0.368539,1.17417e-08,1.25215e-08,-4.8126e-08,7.33062e-10,7.33062e-10,-3.14808e-08,2.31136e-09,2.31136e-09,-0.188274,1.38693e-08,5.45805e-09,-1.40875,-9.52643e-10,9.39407e-10,-0.335909,7.83255e-10,1.53176e-08,-0.368539,-0.0426229,-0.156514,-4.8126e-08,-0.00891283,-0.00891283,-3.14808e-08,-0.00916781,-0.00916781,-0.188274,-0.0452485,-0.078367,-1.40875,-0.0658345,-0.0553193,-4.13577e-08,0.029351,0.029351
-4.58172e-08,0.00652053,0.00652053,-2.93401e-08,-0.0196008,-0.0196008,-0.177462,0.0358467,-0.101123,-1.35389,0.122588,0.0541096,-3.90331e-08,0.0412154,0.0412154,-0.325329,-0.151366,-0.19915,-0.357017,2.85674e-09,-3.99227e-09,-2.93401e-08,-8.29411e-09,-8.29411e-09,-0.177462,-3.91535e-09,-2.84262e-09,-1.35389,4.21948e-09,-8.4074e-09,-3.90331e-08,-4.18212e-09,-4.18212e-09,-0.325329,-1.50144e-08,-5.49061e-09,-0.357017,-1.34879e-08,-1.51677e-09,-4.58172e-08,-2.42343e-10,-2.42343e-10,-0.177462,1.28457e-09,3.11631e-10,-1.35389,-2.13644e-09,6.89548e-09,-3.90331e-08,5.03659e-09,5.03659e-09,-0.325329,-1.04975e-08,2.6032e-09,-0.357017,-0.192722,-0.190537,-4.58172e-08,-0.00505847,-0.00505847,-2.93401e-08,-0.0431565,-0.0431565,-1.35389,0.00623215,0.0141033,-3.90331e-08,0.00718241,0.00718241,-0.325329,-0.206992,-0.173608,-0.357017,-0.0263071,0.139853,-4.58172e-08,-0.105741,-0.105741,-2.93401e-08,0.0128065,0.0128065,-0.177462,0.0316388,0.0304894,-3.90331e-08,-0.0319001,-0.0319001,-0.325329,-0.449458,-0.278379,-0.357017,1.20794e-08,1.21546e-08,-4.58172e-08,7.27088e-10,7.27088e-10,-2.93401e-08,2.20914e-09,2.20914e-09,-0.177462,1.40301e-08,5.1544e-09,-1.35389,-8.73586e-10,9.2663e-10,-0.325329,3.02237e-10,1.48484e-08,-0.357017,-0.0426034,-0.151828,-4.58172e-08,-0.00867879,-0.00867879,-2.93401e-08,-0.0088837,-0.0088837,-0.177462,-0.0491097,-0.0737292,-1.35389,-0.0625419,-0.053288,-3.90331e-08,0.0274784,0.0274784
-4.35085e-08,0.00645212,0.00645212,-2.71994e-08,-0.0180003,-0.0180003,-0.166649,0.0457364,-0.0939979,-1.29903,0.12088,0.0520784,-3.67085e-08,0.0391093,0.0391093,-0.314748,-0.1337,-0.192409,-0.345495,2.55556e-09,-4.00057e-09,-2.71994e-08,-8.03426e-09,-8.03426e-09,-0.166649,-3.914e-09,-2.93706e-09,-1.29903,4.65979e-09,-8.23455e-09,-3.67085e-08,-4.18628e-09,-4.18628e-09,-0.314748,-1.50444e-08,-5.4498e-09,-0.345495,-1.25565e-08,-1.34294e-09,-4.35085e-08,-9.50893e-12,-9.50893e-12,-0.166649,3.27129e-09,5.55207e-10,-1.29903,-2.66445e-09,6.77291e-09,-3.67085e-08,4.97285e-09,4.97285e-09,-0.314748,-1.14811e-08,2.64758e-09,-0.345495,-0.181991,-0.184986,-4.35085e-08,-0.00566544,-0.00566544,-2.71994e-08,-0.0414093,-0.0414093,-1.29903,-0.000382629,0.0128514,-3.67085e-08,0.00582421,0.00582421,-0.314748,-0.198193,-0.16841,-0.345495,-0.0106031,0.134281,-4.35085e-08,-0.10183,-0.10183,-2.71994e-08,0.009711,0.009711,-0.166649,0.0464317,0.026082,-3.67085e-08,-0.0321013,-0.0321013,-0.314748,-0.470555,-0.270365,-0.345495,1.24171e-08,1.17878e-08,-4.35085e-08,7.21114e-10,7.21114e-10,-2.71994e-08,2.10692e-09,2.10692e-09,-0.166649,1.36475e-08,4.85075e-09,-1.29903,-7.94529e-10,9.13854e-10,-0.314748,-1.7878e-10,1.43792e-08,-0.345495,-0.0425839,-0.147141,-4.35085e-08,-0.00844476,-0.00844476,-2.71994e-08,-0.00859959,-0.00859959,-0.166649,-0.0499558,-0.0690914,-1.29903,-0.0592494,-0.0512567,-3.67085e-08,0.0256057,0.0256057
