parameter,value,se_lin,rse_lin
Cl_pop,4.89188254590763,0.334744792252238,6.84286241770612
V1_pop,21.8921713102783,1.79793229078111,8.21267230782626
Q_pop,5.2619391889447,0.831382020362617,15.7999169224408
V2_pop,39.6654728848994,11.5930144724956,29.2269665009062
omega_Cl,0.246033652128526,0.0493079358103992,20.0411347731575
omega_V1,0.280902214289356,0.0616499999240337,21.9471391779519
omega_Q,0.475260771903786,0.13271093100871,27.9238133787269
omega_V2,0.899534553290746,0.234074486731695,26.021733781697
corr_V2_V1,0.567506466140611,0.246946576659219,43.5143194646937
a1,0.304245754821893,0.0223904893676936,7.35934323251317
a2,0.0642855905337416,0.00665284771591698,10.3488941466985
