simulations,OFV
500,956.072
1000,956.354
1500,955.427
2000,956.041
2500,956.875
3000,956.566
3500,955.907
4000,955.674
4500,956.307
5000,956.124
5500,956.314
6000,956.478
6500,956.386
7000,956.209
7500,956.445
8000,956.525
8500,956.843
9000,956.56
9500,956.249
10000,955.98
10500,955.841
11000,955.997
11500,956.021
12000,955.986
12500,956.129
13000,956.169
13500,956.271
14000,956.22
14500,956.081
15000,956.052
15500,955.879
16000,955.863
16500,955.746
17000,955.723
17500,955.843
18000,955.848
18500,955.973
19000,956.005
19500,956.005
20000,955.988
20500,955.818
21000,955.708
21500,955.722
22000,955.823
22500,955.763
23000,955.665
23500,955.566
24000,955.599
24500,955.378
25000,955.431
25500,955.417
26000,955.297
26500,955.35
27000,955.307
27500,955.321
28000,955.378
28500,955.395
29000,955.46
29500,955.542
30000,955.593
