simulations,OFV
500,960.198
1000,960.041
1500,960.369
2000,959.298
2500,959.439
3000,959.631
3500,959.675
4000,958.729
4500,959.313
5000,959.883
5500,958.84
6000,959.122
6500,959.374
7000,959.673
7500,959.858
8000,960.161
8500,960.501
9000,960.244
9500,960.313
10000,960.206
10500,960.207
11000,960.508
11500,960.641
12000,960.639
12500,960.713
13000,960.843
13500,960.932
14000,961.044
14500,961.029
15000,961.012
15500,961.163
16000,961.287
16500,961.26
17000,961.168
17500,961.306
18000,961.196
18500,961.243
19000,961.289
19500,961.328
20000,961.102
20500,961.076
21000,961
21500,960.923
22000,960.927
22500,960.943
23000,960.866
23500,960.857
24000,960.828
24500,960.833
25000,960.798
25500,960.826
26000,960.879
26500,960.897
27000,960.876
27500,960.848
28000,960.901
28500,960.927
29000,960.872
29500,960.965
30000,960.929
