time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,6.23893,3.42626,4.59114,5.18235,5.62538,6.03417,6.45627,6.91163,7.46306,8.16062,9.52266,All
-59.4257,11.5401,6.42646,8.58405,9.63909,10.4368,11.1737,11.9125,12.7558,13.6748,14.9215,17.2225,All
-59.1386,16.1135,9.00521,12.1225,13.543,14.6323,15.6182,16.6141,17.7253,18.9576,20.5555,23.5167,All
-58.8514,20.1067,11.2863,15.2462,16.9603,18.3051,19.5271,20.6857,22.0196,23.5297,25.4512,28.8952,All
-58.5643,23.6305,13.342,18.0248,20.0299,21.6006,22.9565,24.294,25.7568,27.535,29.646,33.6522,All
-58.2771,26.7693,15.1274,20.5676,22.7728,24.5296,26.0511,27.4951,29.09,31.0509,33.4172,37.8341,All
-57.99,29.34,16.6443,22.7078,25.0682,26.9384,28.6017,30.1447,31.84,33.9231,36.5295,41.2263,All
-57.7028,25.6087,16.8278,20.1155,21.958,23.564,24.9789,26.3014,27.7677,29.4923,31.8229,35.7774,All
-57.4157,22.7002,15.9911,18.1746,19.6274,20.9381,22.1617,23.2503,24.5546,26.0693,28.0093,31.7347,All
-57.1285,20.4699,14.6306,16.6066,17.8246,18.955,19.9624,20.9727,22.1191,23.3801,25.1454,28.4456,All
-56.8414,18.7043,13.3216,15.1328,16.2569,17.3288,18.2456,19.1672,20.2307,21.3787,22.9788,25.9735,All
-56.5542,17.1905,12.0592,13.7914,14.8876,15.8631,16.769,17.6352,18.623,19.7664,21.3248,24.3112,All
-56.2671,15.8671,10.9205,12.5992,13.6687,14.5628,15.4668,16.3234,17.2398,18.3789,19.9929,23.3134,All
-55.9799,14.7216,9.93615,11.5526,12.6184,13.4594,14.3103,15.121,16.0214,17.1721,18.8471,22.35,All
-55.6928,13.6902,9.04328,10.6716,11.6686,12.5022,13.2963,14.0929,14.9524,16.0119,17.5087,20.571,All
-55.4056,12.8089,8.26085,9.87652,10.859,11.657,12.4212,13.1745,13.9958,14.979,16.3921,18.9887,All
-55.1185,12.0098,7.55313,9.15728,10.1383,10.9101,11.643,12.3964,13.1702,14.0883,15.3811,17.732,All
-54.8313,11.3224,6.99718,8.52407,9.51679,10.2387,10.9769,11.6788,12.4496,13.3161,14.4977,16.7443,All
-54.5442,10.7049,6.41624,7.95842,8.94789,9.66519,10.3606,11.0567,11.794,12.6297,13.7761,15.8423,All
-54.257,10.1598,5.94355,7.44507,8.42786,9.14724,9.80669,10.5002,11.2022,12.025,13.116,15.0574,All
-53.9699,9.65991,5.5173,6.99398,7.96837,8.66917,9.3012,9.99788,10.6827,11.493,12.5239,14.4027,All
-53.6827,9.19198,5.14518,6.58065,7.53931,8.22951,8.87185,9.5501,10.2181,10.9957,12.0051,13.8057,All
-53.3956,8.77404,4.81246,6.21852,7.1628,7.83853,8.46078,9.15197,9.79397,10.5383,11.5163,13.3066,All
