Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,bias_abscissa,bias_cdf,split
4.24042,0.144286,17.1313,0.144286,3.61707,0.145714,14.0119,0.145714,-2.904,0.145714,All
4.24387,0.145714,17.1453,0.145714,3.62774,0.147143,14.0417,0.147143,-2.89563,0.147143,All
4.25101,0.147143,17.2014,0.147143,3.64585,0.148571,14.1004,0.148571,-2.89475,0.148571,All
4.25243,0.148571,17.2334,0.148571,3.67208,0.15,14.145,0.15,-2.86913,0.15,All
4.25353,0.15,17.2653,0.15,3.67579,0.151429,14.2246,0.151429,-2.85178,0.151429,All
4.26006,0.151429,17.2676,0.151429,3.71087,0.152857,14.267,0.152857,-2.83605,0.152857,All
4.26954,0.152857,17.2784,0.152857,3.71792,0.154286,14.3033,0.154286,-2.8308,0.154286,All
4.27697,0.154286,17.2797,0.154286,3.74774,0.155714,14.3226,0.155714,-2.81352,0.155714,All
4.28759,0.155714,17.3542,0.155714,3.75458,0.157143,14.3367,0.157143,-2.80183,0.157143,All
4.28791,0.157143,17.3559,0.157143,3.75831,0.158571,14.3372,0.158571,-2.77436,0.158571,All
4.29037,0.158571,17.3684,0.158571,3.7735,0.16,14.373,0.16,-2.76818,0.16,All
4.30267,0.16,17.4,0.16,3.7932,0.161429,14.4739,0.161429,-2.74582,0.161429,All
4.30708,0.161429,17.4451,0.161429,3.80566,0.162857,14.4989,0.162857,-2.74265,0.162857,All
4.30759,0.162857,17.5273,0.162857,3.80689,0.164286,14.5896,0.164286,-2.73822,0.164286,All
4.3098,0.164286,17.6285,0.164286,3.80977,0.165714,14.7416,0.165714,-2.7349,0.165714,All
4.33167,0.165714,17.6459,0.165714,3.83312,0.167143,14.7508,0.167143,-2.72692,0.167143,All
4.33275,0.167143,17.6707,0.167143,3.8582,0.168571,14.7738,0.168571,-2.722,0.168571,All
4.33312,0.168571,17.6727,0.168571,3.89295,0.17,14.8321,0.17,-2.71898,0.17,All
4.33427,0.17,17.6963,0.17,3.91274,0.171429,14.8826,0.171429,-2.71008,0.171429,All
4.3364,0.171429,17.7014,0.171429,3.92186,0.172857,14.9026,0.172857,-2.7033,0.172857,All
4.34488,0.172857,17.7281,0.172857,3.95694,0.174286,15.0806,0.174286,-2.70224,0.174286,All
4.34737,0.174286,17.8105,0.174286,3.95769,0.175714,15.0974,0.175714,-2.69952,0.175714,All
4.34829,0.175714,17.9052,0.175714,3.97591,0.177143,15.1558,0.177143,-2.69902,0.177143,All
4.34901,0.177143,17.9164,0.177143,3.98621,0.178571,15.1639,0.178571,-2.69613,0.178571,All
4.34942,0.178571,17.9477,0.178571,3.99655,0.18,15.2045,0.18,-2.69608,0.18,All
4.35057,0.18,18.0093,0.18,4.00509,0.181429,15.2853,0.181429,-2.6875,0.181429,All
4.35135,0.181429,18.0185,0.181429,4.00888,0.182857,15.3096,0.182857,-2.68683,0.182857,All
4.36573,0.182857,18.0393,0.182857,4.0099,0.184286,15.4193,0.184286,-2.67441,0.184286,All
4.36586,0.184286,18.0545,0.184286,4.02593,0.185714,15.4298,0.185714,-2.6701,0.185714,All
4.36803,0.185714,18.0564,0.185714,4.02713,0.187143,15.4313,0.187143,-2.66683,0.187143,All
4.37155,0.187143,18.0752,0.187143,4.05186,0.188571,15.4437,0.188571,-2.66339,0.188571,All
4.37336,0.188571,18.097,0.188571,4.05306,0.19,15.5129,0.19,-2.65706,0.19,All
4.3762,0.19,18.1181,0.19,4.06568,0.191429,15.6041,0.191429,-2.65217,0.191429,All
4.37807,0.191429,18.1237,0.191429,4.08158,0.192857,15.6901,0.192857,-2.64858,0.192857,All
4.3818,0.192857,18.1373,0.192857,4.08918,0.194286,15.7128,0.194286,-2.63871,0.194286,All
4.38187,0.194286,18.1619,0.194286,4.09259,0.195714,15.7357,0.195714,-2.60783,0.195714,All
4.39332,0.195714,18.1652,0.195714,4.09411,0.197143,15.7718,0.197143,-2.60625,0.197143,All
4.3945,0.197143,18.193,0.197143,4.10088,0.198571,15.7783,0.198571,-2.58978,0.198571,All
4.39901,0.198571,18.2152,0.198571,4.1374,0.2,15.8619,0.2,-2.57473,0.2,All
4.39912,0.2,18.2598,0.2,4.14022,0.201429,15.9675,0.201429,-2.56786,0.201429,All
4.40201,0.201429,18.3059,0.201429,4.14191,0.202857,15.9745,0.202857,-2.557,0.202857,All
4.40846,0.202857,18.3125,0.202857,4.14322,0.204286,16.0194,0.204286,-2.55652,0.204286,All
4.40931,0.204286,18.3283,0.204286,4.14758,0.205714,16.0399,0.205714,-2.54615,0.205714,All
4.41198,0.205714,18.3405,0.205714,4.16871,0.207143,16.0552,0.207143,-2.54092,0.207143,All
4.41292,0.207143,18.4108,0.207143,4.1761,0.208571,16.1393,0.208571,-2.54072,0.208571,All
4.41525,0.208571,18.4187,0.208571,4.18933,0.21,16.1554,0.21,-2.54021,0.21,All
4.41996,0.21,18.4195,0.21,4.19677,0.211429,16.2419,0.211429,-2.52234,0.211429,All
4.42147,0.211429,18.4432,0.211429,4.20048,0.212857,16.2663,0.212857,-2.5084,0.212857,All
4.42381,0.212857,18.4782,0.212857,4.20506,0.214286,16.3125,0.214286,-2.50592,0.214286,All
4.43532,0.214286,18.5022,0.214286,4.21646,0.215714,16.3638,0.215714,-2.49318,0.215714,All
4.43758,0.215714,18.5301,0.215714,4.23422,0.217143,16.3885,0.217143,-2.4885,0.217143,All
4.44388,0.217143,18.5336,0.217143,4.23682,0.218571,16.3927,0.218571,-2.47761,0.218571,All
4.45146,0.218571,18.5579,0.218571,4.23927,0.22,16.4131,0.22,-2.47126,0.22,All
4.4583,0.22,18.5622,0.22,4.26059,0.221429,16.4838,0.221429,-2.45597,0.221429,All
4.4586,0.221429,18.5712,0.221429,4.26891,0.222857,16.525,0.222857,-2.44827,0.222857,All
4.4627,0.222857,18.578,0.222857,4.27499,0.224286,16.5549,0.224286,-2.4475,0.224286,All
4.46422,0.224286,18.5868,0.224286,4.33954,0.225714,16.7784,0.225714,-2.43792,0.225714,All
4.46704,0.225714,18.6271,0.225714,4.35331,0.227143,16.8291,0.227143,-2.42461,0.227143,All
4.47262,0.227143,18.6276,0.227143,4.37034,0.228571,17.0672,0.228571,-2.42303,0.228571,All
4.47984,0.228571,18.6501,0.228571,4.37206,0.23,17.1388,0.23,-2.39041,0.23,All
4.48113,0.23,18.6518,0.23,4.38046,0.231429,17.1562,0.231429,-2.38586,0.231429,All
4.48358,0.231429,18.6647,0.231429,4.38077,0.232857,17.1586,0.232857,-2.36484,0.232857,All
4.48497,0.232857,18.7874,0.232857,4.39109,0.234286,17.1749,0.234286,-2.35956,0.234286,All
4.49242,0.234286,18.7954,0.234286,4.40841,0.235714,17.1944,0.235714,-2.35298,0.235714,All
4.49605,0.235714,18.8116,0.235714,4.41038,0.237143,17.2427,0.237143,-2.32475,0.237143,All
4.49785,0.237143,18.8232,0.237143,4.42215,0.238571,17.3206,0.238571,-2.3156,0.238571,All
4.50293,0.238571,18.8848,0.238571,4.43771,0.24,17.4896,0.24,-2.3064,0.24,All
4.50683,0.24,18.9119,0.24,4.46557,0.241429,17.4991,0.241429,-2.30505,0.241429,All
4.50749,0.241429,18.9356,0.241429,4.46653,0.242857,17.5848,0.242857,-2.30178,0.242857,All
4.50761,0.242857,18.9503,0.242857,4.46676,0.244286,17.6773,0.244286,-2.30035,0.244286,All
4.51126,0.244286,18.9788,0.244286,4.47746,0.245714,17.8443,0.245714,-2.28825,0.245714,All
4.51812,0.245714,18.9994,0.245714,4.48223,0.247143,17.8766,0.247143,-2.2791,0.247143,All
4.52787,0.247143,19.0159,0.247143,4.4854,0.248571,18.0166,0.248571,-2.2693,0.248571,All
4.53137,0.248571,19.0398,0.248571,4.50091,0.25,18.0323,0.25,-2.26648,0.25,All
4.53587,0.25,19.0687,0.25,4.50553,0.251429,18.1011,0.251429,-2.26369,0.251429,All
4.56312,0.251429,19.0938,0.251429,4.51912,0.252857,18.1984,0.252857,-2.26155,0.252857,All
4.56588,0.252857,19.1014,0.252857,4.5301,0.254286,18.2332,0.254286,-2.26104,0.254286,All
4.5683,0.254286,19.195,0.254286,4.55174,0.255714,18.2628,0.255714,-2.25546,0.255714,All
4.57231,0.255714,19.2396,0.255714,4.56871,0.257143,18.264,0.257143,-2.23418,0.257143,All
4.5734,0.257143,19.2572,0.257143,4.56964,0.258571,18.3288,0.258571,-2.21572,0.258571,All
4.57345,0.258571,19.2754,0.258571,4.5787,0.26,18.3923,0.26,-2.20136,0.26,All
4.57486,0.26,19.3065,0.26,4.59352,0.261429,18.4087,0.261429,-2.19656,0.261429,All
4.57823,0.261429,19.3072,0.261429,4.62739,0.262857,18.6692,0.262857,-2.17837,0.262857,All
4.57833,0.262857,19.3185,0.262857,4.63904,0.264286,18.7755,0.264286,-2.1763,0.264286,All
4.58314,0.264286,19.3416,0.264286,4.64018,0.265714,18.79,0.265714,-2.17601,0.265714,All
4.58613,0.265714,19.3551,0.265714,4.64448,0.267143,18.8405,0.267143,-2.17176,0.267143,All
4.5879,0.267143,19.3737,0.267143,4.64917,0.268571,18.8485,0.268571,-2.15995,0.268571,All
4.59281,0.268571,19.4023,0.268571,4.65927,0.27,18.9839,0.27,-2.11185,0.27,All
4.59638,0.27,19.4196,0.27,4.66195,0.271429,19.0444,0.271429,-2.10817,0.271429,All
4.5976,0.271429,19.4628,0.271429,4.66714,0.272857,19.0727,0.272857,-2.09978,0.272857,All
4.59827,0.272857,19.5423,0.272857,4.67366,0.274286,19.2008,0.274286,-2.09388,0.274286,All
4.60374,0.274286,19.5843,0.274286,4.68273,0.275714,19.2578,0.275714,-2.07105,0.275714,All
4.61193,0.275714,19.6293,0.275714,4.68325,0.277143,19.2612,0.277143,-2.06727,0.277143,All
4.61346,0.277143,19.6719,0.277143,4.68336,0.278571,19.3183,0.278571,-2.05722,0.278571,All
4.61443,0.278571,19.6749,0.278571,4.68795,0.28,19.477,0.28,-2.04602,0.28,All
4.61594,0.28,19.737,0.28,4.69729,0.281429,19.5148,0.281429,-2.02148,0.281429,All
4.61601,0.281429,19.7415,0.281429,4.70956,0.282857,19.5311,0.282857,-2.01994,0.282857,All
4.6175,0.282857,19.7707,0.282857,4.71963,0.284286,19.6198,0.284286,-2.00799,0.284286,All
4.61838,0.284286,19.9066,0.284286,4.72431,0.285714,19.6599,0.285714,-2.00275,0.285714,All
4.62415,0.285714,19.9272,0.285714,4.73676,0.287143,19.6966,0.287143,-1.98875,0.287143,All
4.62787,0.287143,19.9365,0.287143,4.73792,0.288571,19.9243,0.288571,-1.98645,0.288571,All
4.62845,0.288571,19.9454,0.288571,4.74356,0.29,19.941,0.29,-1.97609,0.29,All
4.63372,0.29,19.9547,0.29,4.74531,0.291429,19.9711,0.291429,-1.97301,0.291429,All
4.63581,0.291429,19.9765,0.291429,4.77599,0.292857,20.0381,0.292857,-1.96521,0.292857,All
4.64422,0.292857,19.9854,0.292857,4.78018,0.294286,20.055,0.294286,-1.96468,0.294286,All
4.64979,0.294286,19.9926,0.294286,4.78409,0.295714,20.0993,0.295714,-1.94956,0.295714,All
4.6565,0.295714,20.0022,0.295714,4.78431,0.297143,20.1814,0.297143,-1.94872,0.297143,All
4.6609,0.297143,20.003,0.297143,4.80799,0.298571,20.2704,0.298571,-1.93424,0.298571,All
4.66934,0.298571,20.0242,0.298571,4.81339,0.3,20.3452,0.3,-1.93334,0.3,All
4.67579,0.3,20.0255,0.3,4.82066,0.301429,20.4356,0.301429,-1.92743,0.301429,All
4.68561,0.301429,20.0494,0.301429,4.82666,0.302857,20.4587,0.302857,-1.89709,0.302857,All
4.6982,0.302857,20.0563,0.302857,4.85445,0.304286,20.4743,0.304286,-1.86514,0.304286,All
4.70708,0.304286,20.1061,0.304286,4.85976,0.305714,20.6552,0.305714,-1.86126,0.305714,All
4.70821,0.305714,20.1171,0.305714,4.86445,0.307143,20.6607,0.307143,-1.85809,0.307143,All
4.71098,0.307143,20.1254,0.307143,4.86992,0.308571,20.6758,0.308571,-1.84563,0.308571,All
4.71228,0.308571,20.133,0.308571,4.87098,0.31,20.854,0.31,-1.84336,0.31,All
4.71607,0.31,20.1517,0.31,4.89012,0.311429,20.866,0.311429,-1.83667,0.311429,All
4.71986,0.311429,20.1609,0.311429,4.89698,0.312857,20.8976,0.312857,-1.83353,0.312857,All
4.72457,0.312857,20.1689,0.312857,4.90027,0.314286,20.9143,0.314286,-1.82497,0.314286,All
4.72883,0.314286,20.1696,0.314286,4.90942,0.315714,20.9462,0.315714,-1.79652,0.315714,All
4.73392,0.315714,20.1788,0.315714,4.91391,0.317143,20.9767,0.317143,-1.78875,0.317143,All
4.74153,0.317143,20.1807,0.317143,4.92911,0.318571,20.9934,0.318571,-1.77072,0.318571,All
4.74153,0.318571,20.232,0.318571,4.93213,0.32,21.0392,0.32,-1.77068,0.32,All
4.74661,0.32,20.2536,0.32,4.95486,0.321429,21.1091,0.321429,-1.74746,0.321429,All
4.74793,0.321429,20.2614,0.321429,4.98736,0.322857,21.2577,0.322857,-1.74544,0.322857,All
4.75241,0.322857,20.278,0.322857,4.99612,0.324286,21.2879,0.324286,-1.7432,0.324286,All
4.75803,0.324286,20.283,0.324286,5.01325,0.325714,21.3001,0.325714,-1.71819,0.325714,All
4.76187,0.325714,20.3053,0.325714,5.03148,0.327143,21.3022,0.327143,-1.69608,0.327143,All
4.77346,0.327143,20.3434,0.327143,5.03485,0.328571,21.3496,0.328571,-1.68269,0.328571,All
4.78011,0.328571,20.3692,0.328571,5.04091,0.33,21.4431,0.33,-1.68086,0.33,All
4.7831,0.33,20.4151,0.33,5.05621,0.331429,21.4733,0.331429,-1.65838,0.331429,All
4.78362,0.331429,20.4451,0.331429,5.05816,0.332857,21.5333,0.332857,-1.64809,0.332857,All
4.80063,0.332857,20.4743,0.332857,5.07714,0.334286,21.581,0.334286,-1.64611,0.334286,All
4.81597,0.334286,20.5715,0.334286,5.09355,0.335714,21.6398,0.335714,-1.64526,0.335714,All
4.81738,0.335714,20.5788,0.335714,5.09424,0.337143,21.7759,0.337143,-1.64463,0.337143,All
4.82366,0.337143,20.6581,0.337143,5.12532,0.338571,21.7776,0.338571,-1.62999,0.338571,All
4.83552,0.338571,20.6673,0.338571,5.14323,0.34,21.8644,0.34,-1.61434,0.34,All
4.83968,0.34,20.6863,0.34,5.14439,0.341429,21.8692,0.341429,-1.61113,0.341429,All
4.84693,0.341429,20.7029,0.341429,5.18428,0.342857,21.8927,0.342857,-1.57815,0.342857,All
4.85293,0.342857,20.7224,0.342857,5.18589,0.344286,21.9606,0.344286,-1.5569,0.344286,All
4.86817,0.344286,20.7442,0.344286,5.19988,0.345714,22.0311,0.345714,-1.55523,0.345714,All
4.86935,0.345714,20.7565,0.345714,5.21045,0.347143,22.0313,0.347143,-1.52886,0.347143,All
4.87434,0.347143,20.7736,0.347143,5.22058,0.348571,22.1077,0.348571,-1.49996,0.348571,All
4.87777,0.348571,20.8093,0.348571,5.24,0.35,22.1688,0.35,-1.4847,0.35,All
4.88506,0.35,20.8162,0.35,5.24176,0.351429,22.2154,0.351429,-1.47217,0.351429,All
4.89284,0.351429,20.8262,0.351429,5.24797,0.352857,22.3232,0.352857,-1.47214,0.352857,All
4.92701,0.352857,20.8454,0.352857,5.2486,0.354286,22.3281,0.354286,-1.46809,0.354286,All
4.9325,0.354286,20.8488,0.354286,5.26047,0.355714,22.3787,0.355714,-1.45791,0.355714,All
4.93598,0.355714,20.8506,0.355714,5.2744,0.357143,22.4911,0.357143,-1.43432,0.357143,All
4.94783,0.357143,20.876,0.357143,5.28778,0.358571,22.4965,0.358571,-1.42016,0.358571,All
4.94868,0.358571,20.8866,0.358571,5.29525,0.36,22.4965,0.36,-1.39488,0.36,All
4.95005,0.36,20.9301,0.36,5.31927,0.361429,22.5456,0.361429,-1.37966,0.361429,All
4.96801,0.361429,20.9449,0.361429,5.32138,0.362857,22.5463,0.362857,-1.37145,0.362857,All
4.97886,0.362857,20.9461,0.362857,5.32329,0.364286,22.5528,0.364286,-1.36834,0.364286,All
4.98442,0.364286,20.9467,0.364286,5.35654,0.365714,22.6295,0.365714,-1.36499,0.365714,All
4.98703,0.365714,20.9693,0.365714,5.3648,0.367143,22.6531,0.367143,-1.35715,0.367143,All
4.9918,0.367143,20.9877,0.367143,5.36862,0.368571,22.6683,0.368571,-1.3486,0.368571,All
4.99785,0.368571,21.0253,0.368571,5.37938,0.37,22.7403,0.37,-1.34859,0.37,All
