simulations,OFV
500,985.635
1000,985.964
1500,985.238
2000,985.134
2500,985.247
3000,985.404
3500,985.444
4000,985.189
4500,985.479
5000,985.497
5500,984.834
6000,984.775
6500,984.863
7000,985.057
7500,985.223
8000,985.222
8500,985.374
9000,985.257
9500,985.201
10000,985.181
10500,985.123
11000,985.197
11500,985.176
12000,985.166
12500,985.192
13000,985.253
13500,985.31
14000,985.366
14500,985.336
15000,985.337
15500,985.405
16000,985.405
16500,985.355
17000,985.294
17500,985.265
18000,985.233
18500,985.283
19000,985.307
19500,985.261
20000,985.259
20500,985.254
21000,985.116
21500,985.091
22000,985.075
22500,985.06
23000,985.04
23500,985.027
24000,985.021
24500,985.019
25000,985.066
25500,985.079
26000,985.047
26500,985.055
27000,985.078
27500,985.038
28000,985.015
28500,985.018
29000,985.051
29500,985.05
30000,985.031
