pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.23809,0.0437413,-3.47522,0.00413203,-2.22766,0.0427308,All
-1.71418,0.0874826,-3.37294,0,-1.69136,0.0640962,All
-1.19026,0.196836,-3.27066,0.00413203,-1.15505,0.235019,All
-0.66635,0.415542,-3.16839,0.00206601,-0.618751,0.491404,All
-0.142436,0.590507,-3.06611,0.00206601,-0.0824474,0.534135,All
0.381477,0.196836,-2.96383,0.00413203,0.453856,0.170923,All
0.905391,0.306189,-2.86155,0.0103301,0.99016,0.256385,All
1.42931,0.0656119,-2.75927,0.0103301,1.52646,0.0854616,All
1.95322,0.153094,-2.65699,0.0206601,2.06277,0.128192,All
2.47713,0.0437413,-2.55471,0.0247922,2.59907,0.0427308,All
,,-2.45243,0.0123961,,,All
,,-2.35016,0.0227262,,,All
,,-2.24788,0.0268582,,,All
,,-2.1456,0.0351222,,,All
,,-2.04332,0.0289242,,,All
,,-1.94104,0.0661124,,,All
,,-1.83876,0.0661124,,,All
,,-1.73648,0.0537164,,,All
,,-1.6342,0.0702445,,,All
,,-1.53192,0.0826406,,,All
,,-1.42965,0.111565,,,All
,,-1.32737,0.117763,,,All
,,-1.22509,0.167347,,,All
,,-1.12281,0.188007,,,All
,,-1.02053,0.23346,,,All
,,-0.918251,0.268582,,,All
,,-0.815972,0.260318,,,All
,,-0.713693,0.32643,,,All
,,-0.611415,0.334694,,,All
,,-0.509136,0.307836,,,All
,,-0.406857,0.382213,,,All
,,-0.304578,0.400807,,,All
,,-0.202299,0.415269,,,All
,,-0.10002,0.475183,,,All
,,0.0022585,0.425599,,,All
,,0.104537,0.409071,,,All
,,0.206816,0.384279,,,All
,,0.309095,0.471051,,,All
,,0.411374,0.464853,,,All
,,0.513653,0.351222,,,All
,,0.615932,0.353288,,,All
,,0.71821,0.355354,,,All
,,0.820489,0.278912,,,All
,,0.922768,0.26445,,,All
,,1.02505,0.256186,,,All
,,1.12733,0.206601,,,All
,,1.2296,0.173545,,,All
,,1.33188,0.140489,,,All
,,1.43416,0.144621,,,All
,,1.53644,0.136357,,,All
,,1.63872,0.0888386,,,All
,,1.741,0.0991687,,,All
,,1.84328,0.0392543,,,All
,,1.94556,0.0619804,,,All
,,2.04784,0.0454523,,,All
,,2.15011,0.0537164,,,All
,,2.25239,0.0351222,,,All
,,2.35467,0.0227262,,,All
,,2.45695,0.0206601,,,All
,,2.55923,0.0165281,,,All
,,2.66151,0.0206601,,,All
,,2.76379,0.0185941,,,All
,,2.86607,0.0144621,,,All
,,2.96835,0.0123961,,,All
,,3.07062,0.0103301,,,All
,,3.1729,0,,,All
,,3.27518,0,,,All
,,3.37746,0,,,All
,,3.47974,0,,,All
,,3.58202,0.00413203,,,All
