parameter,value,se_lin,rse_lin
Cl_pop,5.16605391816501,0.352045382582885,6.8145897847681
V1_pop,20.7031016473824,1.58004034748655,7.63190160777832
Q_pop,6.01579913003653,1.1103857673958,18.4578265230252
V2_pop,24.3070421944361,3.46433784922757,14.2524039803599
omega_Cl,0.25345712261529,0.0484339778417374,19.1093378406465
omega_V1,0.258443494303679,0.0581894878715803,22.5153618311652
omega_Q,0.605891342946282,0.145217180805305,23.9675285834509
omega_V2,0.347092314072327,0.139116955687755,40.0806788417577
corr_V2_V1,0.998896292801651,0.206182389665528,20.6410206095808
a1,0.302237953261827,0.0221738286498659,7.33654672107205
a2,0.063868353109591,0.0063838069585929,9.9952584461337
