simulations,OFV
500,947.693
1000,948.096
1500,947.226
2000,947.354
2500,948.378
3000,947.331
3500,946.208
4000,942.468
4500,942.965
5000,943.483
5500,943.659
6000,943.958
6500,944.009
7000,944.315
7500,944.637
8000,944.869
8500,945.272
9000,945.061
9500,945.018
10000,944.955
10500,945.098
11000,945.371
11500,945.402
12000,945.367
12500,945.336
13000,945.087
13500,945.039
14000,945.195
14500,945.279
15000,945.368
15500,945.536
16000,945.663
16500,945.51
17000,945.647
17500,945.707
18000,945.481
18500,945.634
19000,945.334
19500,945.236
20000,944.939
20500,944.97
21000,944.71
21500,944.792
22000,944.876
22500,944.913
23000,944.837
23500,944.83
24000,944.889
24500,944.862
25000,944.878
25500,944.939
26000,944.937
26500,944.976
27000,944.973
27500,945.008
28000,945.098
28500,945.149
29000,945.215
29500,945.332
30000,945.339
