simulations, -2LL
1000,561.374
2000,560.405
3000,559.944
4000,559.952
5000,559.909
6000,559.022
7000,559.3
8000,559.162
9000,558.685
10000,558.86
11000,559.039
12000,559.119
13000,559.22
14000,559.245
15000,559.256
16000,559.33
17000,559.427
18000,559.537
19000,559.62
20000,559.59
21000,559.521
22000,559.601
23000,559.632
24000,559.685
25000,559.68
26000,559.688
27000,559.689
28000,559.673
29000,559.696
30000,559.737
