Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_fi_abscissa,Cl_vs_fi_spline,Cl_vs_fi_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_fi_abscissa,Q_vs_fi_spline,Q_vs_fi_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_fi_abscissa,V1_vs_fi_spline,V1_vs_fi_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_fi_abscissa,V2_vs_fi_spline,V2_vs_fi_regression,fi_vs_Cl_abscissa,fi_vs_Cl_spline,fi_vs_Cl_regression,fi_vs_Q_abscissa,fi_vs_Q_spline,fi_vs_Q_regression,fi_vs_V1_abscissa,fi_vs_V1_spline,fi_vs_V1_regression,fi_vs_V2_abscissa,fi_vs_V2_spline,fi_vs_V2_regression
-2.25505,-0.0979865,-0.15743,-0.203846,-0.277062,-0.170082,-2.27614,0.220251,0.0999609,-0.645504,-0.583302,-0.313482,-0.662868,-0.379068,-0.369606,-0.203846,-0.207098,-0.272875,-2.27614,0.560171,0.435926,-0.645504,-0.279807,-0.427571,-0.662868,-0.100024,-0.0907645,-2.25505,-0.0771432,-0.0611926,-2.27614,-0.0559494,-0.0466372,-0.645504,-0.112848,-0.10523,-0.662868,0.0590749,0.304157,-2.25505,1.20315,0.684693,-0.203846,-0.821873,-0.249116,-0.645504,-0.141729,0.0471605,-0.662868,-0.467164,-0.2846,-2.25505,-0.183545,-0.170462,-0.203846,-0.234164,-0.182702,-2.27614,-0.106381,0.00732919
-2.20713,-0.100959,-0.154028,-0.19814,-0.252244,-0.165203,-2.22745,0.23097,0.0978227,-0.633829,-0.58875,-0.307758,-0.651597,-0.384466,-0.363976,-0.19814,-0.203691,-0.26615,-2.22745,0.567278,0.425781,-0.633829,-0.257045,-0.420466,-0.651597,-0.0997391,-0.0893063,-2.20713,-0.0718698,-0.0599779,-2.22745,-0.0519077,-0.0457472,-0.633829,-0.105961,-0.1034,-0.651597,0.0338612,0.299003,-2.20713,1.29242,0.669912,-0.19814,-0.782382,-0.241938,-0.633829,-0.101074,0.0463185,-0.651597,-0.452958,-0.279866,-2.20713,-0.177531,-0.16691,-0.19814,-0.215299,-0.177637,-2.22745,-0.106791,0.00704025
-2.15921,-0.103932,-0.150625,-0.192435,-0.227645,-0.160324,-2.17876,0.225685,0.0956845,-0.622154,-0.58606,-0.302034,-0.640326,-0.389811,-0.358347,-0.192435,-0.200584,-0.259426,-2.17876,0.547406,0.415636,-0.622154,-0.249857,-0.413362,-0.640326,-0.099446,-0.0878481,-2.15921,-0.0665965,-0.0587633,-2.17876,-0.0504588,-0.0448572,-0.622154,-0.100804,-0.10157,-0.640326,0.00875786,0.293848,-2.15921,1.38169,0.655132,-0.192435,-0.737744,-0.234759,-0.622154,-0.0589799,0.0454764,-0.640326,-0.438678,-0.275131,-2.15921,-0.171516,-0.163358,-0.192435,-0.197634,-0.172572,-2.17876,-0.102253,0.00675131
-2.11129,-0.10092,-0.147222,-0.186729,-0.20359,-0.155445,-2.13007,0.218114,0.0935462,-0.610478,-0.581052,-0.29631,-0.629055,-0.395156,-0.352717,-0.186729,-0.197917,-0.252702,-2.13007,0.523682,0.405492,-0.610478,-0.246752,-0.406257,-0.629055,-0.0991528,-0.0863899,-2.11129,-0.0638912,-0.0575486,-2.13007,-0.0493803,-0.0439672,-0.610478,-0.0961523,-0.0997396,-0.629055,-0.0163455,0.288694,-2.11129,1.36497,0.640351,-0.186729,-0.686403,-0.227581,-0.610478,-0.0173556,0.0446343,-0.629055,-0.424398,-0.270397,-2.11129,-0.167922,-0.159807,-0.186729,-0.181701,-0.167507,-2.13007,-0.0970081,0.00646237
-2.06336,-0.0973684,-0.143819,-0.181023,-0.180464,-0.150566,-2.08139,0.210543,0.091408,-0.598803,-0.572815,-0.290586,-0.617784,-0.398623,-0.347087,-0.181023,-0.195635,-0.245978,-2.08139,0.499958,0.395347,-0.598803,-0.24925,-0.399153,-0.617784,-0.0985701,-0.0849317,-2.06336,-0.0614175,-0.0563339,-2.08139,-0.0483017,-0.0430772,-0.598803,-0.0922067,-0.0979094,-0.617784,-0.0374021,0.28354,-2.06336,1.33868,0.62557,-0.181023,-0.630897,-0.220402,-0.598803,0.0234063,0.0437922,-0.617784,-0.407816,-0.265663,-2.06336,-0.164547,-0.156255,-0.181023,-0.167234,-0.162441,-2.08139,-0.0917633,0.00617343
-2.01544,-0.0938166,-0.140417,-0.175318,-0.157984,-0.145686,-2.0327,0.202973,0.0892698,-0.587127,-0.564577,-0.284862,-0.606512,-0.399906,-0.341458,-0.175318,-0.193621,-0.239254,-2.0327,0.476234,0.385203,-0.587127,-0.251748,-0.392048,-0.606512,-0.0976504,-0.0834734,-2.01544,-0.0589438,-0.0551193,-2.0327,-0.0472232,-0.0421873,-0.587127,-0.0882611,-0.0960792,-0.606512,-0.0537485,0.278386,-2.01544,1.3124,0.610789,-0.175318,-0.572495,-0.213224,-0.587127,0.0641682,0.0429501,-0.606512,-0.388554,-0.260928,-2.01544,-0.161171,-0.152703,-0.175318,-0.153784,-0.157376,-2.0327,-0.0865185,0.00588449
-1.96752,-0.0902647,-0.137014,-0.169612,-0.138066,-0.140807,-1.98401,0.195402,0.0871316,-0.575452,-0.556339,-0.279138,-0.595241,-0.401188,-0.335828,-0.169612,-0.192248,-0.23253,-1.98401,0.452509,0.375058,-0.575452,-0.254247,-0.384944,-0.595241,-0.0967307,-0.0820152,-1.96752,-0.0564701,-0.0539046,-1.98401,-0.0461446,-0.0412973,-0.575452,-0.0843154,-0.094249,-0.595241,-0.070095,0.273231,-1.96752,1.28611,0.596008,-0.169612,-0.511045,-0.206045,-0.575452,0.10493,0.042108,-0.595241,-0.369292,-0.256194,-1.96752,-0.157796,-0.149151,-0.169612,-0.142643,-0.152311,-1.98401,-0.0812737,0.00559554
-1.9196,-0.0867129,-0.133611,-0.163907,-0.119053,-0.135928,-1.93532,0.187831,0.0849933,-0.563777,-0.54796,-0.273414,-0.58397,-0.400346,-0.330198,-0.163907,-0.1911,-0.225805,-1.93532,0.428785,0.364913,-0.563777,-0.256973,-0.377839,-0.58397,-0.0955028,-0.080557,-1.9196,-0.0539964,-0.0526899,-1.93532,-0.0450661,-0.0404073,-0.563777,-0.0804011,-0.0924188,-0.58397,-0.0815665,0.268077,-1.9196,1.25983,0.581227,-0.163907,-0.448517,-0.198867,-0.563777,0.145614,0.0412659,-0.58397,-0.348143,-0.251459,-1.9196,-0.154421,-0.145599,-0.163907,-0.132316,-0.147246,-1.93532,-0.076029,0.0053066
-1.87167,-0.0831611,-0.130208,-0.158201,-0.10004,-0.131049,-1.88663,0.180261,0.0828551,-0.552101,-0.535267,-0.26769,-0.572699,-0.397893,-0.324569,-0.158201,-0.189953,-0.219081,-1.88663,0.405061,0.354769,-0.552101,-0.266565,-0.370735,-0.572699,-0.0940409,-0.0790988,-1.87167,-0.0515227,-0.0514752,-1.88663,-0.0439876,-0.0395173,-0.552101,-0.0774512,-0.0905886,-0.572699,-0.0893386,0.262923,-1.87167,1.23355,0.566446,-0.158201,-0.38599,-0.191688,-0.552101,0.183607,0.0404238,-0.572699,-0.325561,-0.246725,-1.87167,-0.151045,-0.142048,-0.158201,-0.12199,-0.142181,-1.88663,-0.0707842,0.00501766
-1.82375,-0.0796092,-0.126805,-0.152496,-0.0840531,-0.126169,-1.83794,0.17269,0.0807169,-0.540426,-0.520839,-0.261966,-0.561428,-0.395439,-0.318939,-0.152496,-0.189357,-0.212357,-1.83794,0.381337,0.344624,-0.540426,-0.278633,-0.36363,-0.561428,-0.092579,-0.0776406,-1.82375,-0.049049,-0.0502606,-1.83794,-0.042909,-0.0386273,-0.540426,-0.0748987,-0.0887583,-0.561428,-0.0971107,0.257768,-1.82375,1.20726,0.551666,-0.152496,-0.323938,-0.18451,-0.540426,0.219807,0.0395817,-0.561428,-0.302979,-0.241991,-1.82375,-0.14767,-0.138496,-0.152496,-0.113553,-0.137116,-1.83794,-0.0655394,0.00472872
-1.77583,-0.0752702,-0.123403,-0.14679,-0.0719589,-0.12129,-1.78925,0.16512,0.0785786,-0.528751,-0.50641,-0.256242,-0.550157,-0.392985,-0.313309,-0.14679,-0.189333,-0.205633,-1.78925,0.357612,0.33448,-0.528751,-0.2907,-0.356526,-0.550157,-0.0911171,-0.0761824,-1.77583,-0.047167,-0.0490459,-1.78925,-0.0418305,-0.0377373,-0.528751,-0.0723463,-0.0869281,-0.550157,-0.104883,0.252614,-1.77583,1.15988,0.536885,-0.14679,-0.265241,-0.177331,-0.528751,0.256006,0.0387396,-0.550157,-0.280398,-0.237256,-1.77583,-0.144607,-0.134944,-0.14679,-0.106984,-0.13205,-1.78925,-0.0602946,0.00443978
-1.72791,-0.070286,-0.12,-0.141085,-0.0612618,-0.116411,-1.74057,0.157549,0.0764404,-0.517075,-0.491029,-0.250517,-0.538886,-0.388784,-0.30768,-0.141085,-0.189494,-0.198909,-1.74057,0.333888,0.324335,-0.517075,-0.303812,-0.349421,-0.538886,-0.0894496,-0.0747242,-1.72791,-0.0457701,-0.0478312,-1.74057,-0.0407519,-0.0368473,-0.517075,-0.0700226,-0.0850979,-0.538886,-0.10791,0.24746,-1.72791,1.0952,0.522104,-0.141085,-0.208152,-0.170153,-0.517075,0.290439,0.0378975,-0.538886,-0.258044,-0.232522,-1.72791,-0.141802,-0.131392,-0.141085,-0.101003,-0.126985,-1.74057,-0.0550499,0.00415083
-1.67998,-0.0653019,-0.116597,-0.135379,-0.0525779,-0.111532,-1.69188,0.149243,0.0743022,-0.5054,-0.472443,-0.244793,-0.527615,-0.381264,-0.30205,-0.135379,-0.189889,-0.192185,-1.69188,0.309072,0.31419,-0.5054,-0.320379,-0.342317,-0.527615,-0.0873915,-0.073266,-1.67998,-0.0443731,-0.0466166,-1.69188,-0.0398069,-0.0359573,-0.5054,-0.0684703,-0.0832677,-0.527615,-0.101927,0.242306,-1.67998,1.03052,0.507323,-0.135379,-0.154018,-0.162974,-0.5054,0.318795,0.0370554,-0.527615,-0.236124,-0.227788,-1.67998,-0.138996,-0.127841,-0.135379,-0.0957373,-0.12192,-1.69188,-0.0496957,0.00386189
-1.63206,-0.0603177,-0.113194,-0.129674,-0.0477904,-0.106653,-1.64319,0.135065,0.0721639,-0.493725,-0.453858,-0.239069,-0.516343,-0.373744,-0.29642,-0.129674,-0.190716,-0.18546,-1.64319,0.275547,0.304046,-0.493725,-0.336946,-0.335212,-0.516343,-0.0853335,-0.0718078,-1.63206,-0.0429761,-0.0454019,-1.64319,-0.0399276,-0.0350673,-0.493725,-0.0669181,-0.0814375,-0.516343,-0.0959431,0.237151,-1.63206,0.965841,0.492542,-0.129674,-0.106052,-0.155796,-0.493725,0.347151,0.0362133,-0.516343,-0.214204,-0.223053,-1.63206,-0.136191,-0.124289,-0.129674,-0.0917645,-0.116855,-1.64319,-0.0434688,0.00357295
-1.58414,-0.0553335,-0.109792,-0.123968,-0.0462981,-0.101773,-1.5945,0.120887,0.0700257,-0.482049,-0.435273,-0.233345,-0.505072,-0.366224,-0.290791,-0.123968,-0.191864,-0.178736,-1.5945,0.242021,0.293901,-0.482049,-0.353514,-0.328108,-0.505072,-0.0832754,-0.0703496,-1.58414,-0.0415791,-0.0441872,-1.5945,-0.0400482,-0.0341773,-0.482049,-0.0653658,-0.0796073,-0.505072,-0.0899596,0.231997,-1.58414,0.901162,0.477761,-0.123968,-0.0641821,-0.148617,-0.482049,0.375507,0.0353712,-0.505072,-0.192284,-0.218319,-1.58414,-0.133385,-0.120737,-0.123968,-0.0887047,-0.11179,-1.5945,-0.037242,0.00328401
-1.53622,-0.0503493,-0.106389,-0.118262,-0.0486029,-0.0968941,-1.54581,0.106709,0.0678875,-0.470374,-0.416687,-0.227621,-0.493801,-0.358704,-0.285161,-0.118262,-0.19335,-0.172012,-1.54581,0.208496,0.283757,-0.470374,-0.370081,-0.321003,-0.493801,-0.0812174,-0.0688914,-1.53622,-0.0401821,-0.0429726,-1.54581,-0.0401689,-0.0332873,-0.470374,-0.0638136,-0.0777771,-0.493801,-0.083976,0.226843,-1.53622,0.836484,0.46298,-0.118262,-0.0299816,-0.141439,-0.470374,0.403863,0.0345291,-0.493801,-0.170364,-0.213584,-1.53622,-0.130579,-0.117185,-0.118262,-0.0865646,-0.106725,-1.54581,-0.0310151,0.00299507
-1.48829,-0.0455078,-0.102986,-0.112557,-0.055821,-0.0920149,-1.49712,0.0923964,0.0657492,-0.458699,-0.398102,-0.221897,-0.48253,-0.351184,-0.279531,-0.112557,-0.195228,-0.165288,-1.49712,0.175195,0.273612,-0.458699,-0.386649,-0.313899,-0.48253,-0.0791593,-0.0674332,-1.48829,-0.0391187,-0.0417579,-1.49712,-0.040355,-0.0323973,-0.458699,-0.0622613,-0.0759469,-0.48253,-0.0779924,0.221689,-1.48829,0.763204,0.4482,-0.112557,-0.00657307,-0.13426,-0.458699,0.432218,0.033687,-0.48253,-0.148444,-0.20885,-1.48829,-0.127708,-0.113633,-0.112557,-0.0854364,-0.101659,-1.49712,-0.0251053,0.00270613
-1.44037,-0.0407288,-0.0995832,-0.106851,-0.0652096,-0.0871357,-1.44843,0.0784748,0.063611,-0.447023,-0.377048,-0.216173,-0.471259,-0.343664,-0.273902,-0.106851,-0.197212,-0.158564,-1.44843,0.14339,0.263467,-0.447023,-0.39939,-0.306794,-0.471259,-0.0771013,-0.065975,-1.44037,-0.0380886,-0.0405432,-1.44843,-0.0405583,-0.0315073,-0.447023,-0.0615216,-0.0741167,-0.471259,-0.0720088,0.216534,-1.44037,0.689333,0.433419,-0.106851,0.0116843,-0.127082,-0.447023,0.439784,0.0328449,-0.471259,-0.126524,-0.204116,-1.44037,-0.12481,-0.110082,-0.106851,-0.0847032,-0.0965942,-1.44843,-0.0199804,0.00241718
-1.39245,-0.0369866,-0.0961804,-0.101146,-0.0786627,-0.0822565,-1.39975,0.0645746,0.0614728,-0.435348,-0.355388,-0.210449,-0.459988,-0.336144,-0.268272,-0.101146,-0.199085,-0.15184,-1.39975,0.11165,0.253323,-0.435348,-0.41119,-0.29969,-0.459988,-0.0750433,-0.0645168,-1.39245,-0.0371529,-0.0393286,-1.39975,-0.0407609,-0.0306173,-0.435348,-0.0609818,-0.0722865,-0.459988,-0.0660253,0.21138,-1.39245,0.618626,0.418638,-0.101146,0.019461,-0.119903,-0.435348,0.442234,0.0320028,-0.459988,-0.104604,-0.199381,-1.39245,-0.121481,-0.10653,-0.101146,-0.0846834,-0.0915291,-1.39975,-0.0148851,0.00212824
-1.34453,-0.0333678,-0.0927777,-0.0954403,-0.0930816,-0.0773772,-1.35106,0.0509478,0.0593346,-0.423672,-0.333727,-0.204725,-0.448717,-0.328624,-0.262643,-0.0954403,-0.199052,-0.145115,-1.35106,0.0805934,0.243178,-0.423672,-0.42299,-0.292585,-0.448717,-0.0729852,-0.0630586,-1.34453,-0.0362238,-0.0381139,-1.35106,-0.0409407,-0.0297273,-0.423672,-0.060442,-0.0704563,-0.448717,-0.0600417,0.206226,-1.34453,0.548423,0.403857,-0.0954403,0.0203154,-0.112725,-0.423672,0.444683,0.0311607,-0.448717,-0.0826836,-0.194647,-1.34453,-0.118102,-0.102978,-0.0954403,-0.0848274,-0.0864639,-1.35106,-0.0100511,0.0018393
-1.2966,-0.029749,-0.0893749,-0.0897348,-0.105292,-0.072498,-1.30237,0.0383416,0.0571963,-0.411997,-0.312066,-0.199001,-0.437445,-0.321104,-0.257013,-0.0897348,-0.195318,-0.138391,-1.30237,0.0519942,0.233034,-0.411997,-0.43479,-0.285481,-0.437445,-0.0709272,-0.0616004,-1.2966,-0.0352947,-0.0368992,-1.30237,-0.0410261,-0.0288373,-0.411997,-0.0599022,-0.0686261,-0.437445,-0.0540581,0.201071,-1.2966,0.47822,0.389076,-0.0897348,0.0181285,-0.105546,-0.411997,0.447133,0.0303186,-0.437445,-0.0607635,-0.189912,-1.2966,-0.114722,-0.0994263,-0.0897348,-0.0846026,-0.0813987,-1.30237,-0.00611722,0.00155036
-1.24868,-0.0261301,-0.0859721,-0.0840292,-0.112867,-0.0676188,-1.25368,0.0271597,0.0550581,-0.400322,-0.290405,-0.193277,-0.426174,-0.313584,-0.251383,-0.0840292,-0.186569,-0.131667,-1.25368,0.0265597,0.222889,-0.400322,-0.44659,-0.278376,-0.426174,-0.0688691,-0.0601422,-1.24868,-0.0343656,-0.0356846,-1.25368,-0.0409542,-0.0279473,-0.400322,-0.0593625,-0.0667959,-0.426174,-0.0480746,0.195917,-1.24868,0.408017,0.374295,-0.0840292,0.0160023,-0.0983678,-0.400322,0.449583,0.0294765,-0.426174,-0.0388435,-0.185178,-1.24868,-0.111342,-0.0958745,-0.0840292,-0.0836017,-0.0763336,-1.25368,-0.00322976,0.00126142
-1.20076,-0.0225113,-0.0825693,-0.0783237,-0.11253,-0.0627396,-1.20499,0.0159779,0.0529199,-0.388646,-0.268744,-0.187553,-0.414903,-0.30397,-0.245754,-0.0783237,-0.170652,-0.124943,-1.20499,0.00112523,0.212744,-0.388646,-0.45839,-0.271272,-0.414903,-0.0667622,-0.058684,-1.20076,-0.0334366,-0.0344699,-1.20499,-0.0408824,-0.0270573,-0.388646,-0.0588227,-0.0649657,-0.414903,-0.0333809,0.190763,-1.20076,0.337814,0.359514,-0.0783237,0.0172032,-0.0911893,-0.388646,0.452033,0.0286344,-0.414903,-0.0245292,-0.180444,-1.20076,-0.107963,-0.0923227,-0.0783237,-0.081273,-0.0712684,-1.20499,-0.000342295,0.000972475
-1.15284,-0.0188925,-0.0791666,-0.0726182,-0.103464,-0.0578603,-1.1563,0.00665089,0.0507816,-0.376971,-0.247083,-0.181829,-0.403632,-0.294205,-0.240124,-0.0726182,-0.147733,-0.118219,-1.1563,-0.0203884,0.2026,-0.376971,-0.47019,-0.264167,-0.403632,-0.0646517,-0.0572258,-1.15284,-0.0325075,-0.0332552,-1.1563,-0.0405865,-0.0261673,-0.376971,-0.0582829,-0.0631354,-0.403632,-0.0180602,0.185609,-1.15284,0.267611,0.344734,-0.0726182,0.0225712,-0.0840108,-0.376971,0.454483,0.0277923,-0.403632,-0.0107626,-0.175709,-1.15284,-0.104583,-0.0887709,-0.0726182,-0.0773883,-0.0662032,-1.1563,0.00134161,0.000683534
