popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
8.54766,7.67477,8.54766,6.15604,11.8684,3.63444,2.66367,3.63444,2.98337,4.4276,All
8.76311,7.99157,8.76311,6.28722,12.214,3.80234,2.8168,3.80234,3.0997,4.66426,All
8.97022,8.28071,8.97022,6.41285,12.5474,3.978,2.977,3.978,3.22057,4.91356,All
8.98399,8.29832,8.98399,6.42119,12.5696,4.16177,3.15035,4.16177,3.34615,5.17618,All
9.21044,8.58794,9.21044,6.55802,12.9356,4.25699,3.24181,4.25699,3.41089,5.31297,All
9.39277,8.8196,9.39277,6.66782,13.2313,4.35403,3.33501,4.35403,3.47663,5.45284,All
9.44259,8.87839,9.44259,6.69777,13.3123,4.55517,3.5282,4.55517,3.6122,5.74429,All
9.6806,9.15591,9.6806,6.84049,13.6999,4.7656,3.73032,4.7656,3.75306,6.05132,All
9.81532,9.30663,9.81532,6.92104,13.9199,4.87954,3.83976,4.87954,3.82892,6.21843,All
9.9246,9.42406,9.9246,6.98626,14.0988,4.98575,3.94177,4.98575,3.8994,6.37476,All
10.1748,9.69215,10.1748,7.13513,14.5093,5.21608,4.16854,5.21608,4.05146,6.71548,All
10.2379,9.75797,10.2379,7.1726,14.6131,5.45704,4.41083,5.45704,4.20944,7.07442,All
10.4312,9.95291,10.4312,7.28717,14.9318,5.50209,4.45651,5.50209,4.23885,7.14179,All
10.6604,10.184,10.6604,7.42258,15.3107,5.70914,4.66848,5.70914,4.37358,7.45254,All
10.6941,10.218,10.6941,7.44245,15.3665,5.97288,4.94658,5.97288,4.54412,7.85087,All
10.9637,10.4898,10.9637,7.60105,15.814,6.12463,5.10659,6.12463,4.64172,8.08129,All
11.083,10.6101,11.083,7.67104,16.0125,6.24881,5.23753,6.24881,4.72132,8.2705,All
11.24,10.7684,11.24,7.76302,16.2744,6.53748,5.54192,6.53748,4.90542,8.71255,All
11.5055,11.0361,11.5055,7.91806,16.7184,6.74718,5.77029,6.74718,5.03837,9.03554,All
11.5234,11.0541,11.5234,7.92844,16.7483,6.83949,5.87155,6.83949,5.0967,9.17823,All
11.8138,11.3541,11.8138,8.09739,17.2359,7.15545,6.21812,7.15545,5.29544,9.66879,All
