iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1505.21,1,7.8892,6.10874,30.7597,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1498.16,1,4.96258,9.68243,31.5384,22.2252,0.974679,0.974679,0.720264,0.998761,1.46202,1.49973,1.46202,1.16962
3,1477.84,1,5.33592,9.45563,28.655,20.9794,0.95,0.95,0.560266,0.998761,1.425,1.46175,1.425,1.14
4,1469.44,1,4.95891,11.7489,27.0652,20.2035,0.925945,0.925945,0.631892,0.998761,1.38892,1.48178,1.38892,1.11113
5,1460.64,1,4.7307,7.91824,35.5457,25.1885,0.9025,0.9025,0.959875,0.998761,1.35375,1.44426,1.35375,1.083
6,1451.95,1,4.49387,7.73937,39.4577,27.4172,0.879648,0.879648,0.938569,0.998761,1.31947,1.49677,1.31947,1.05558
7,1443.47,1,4.73349,8.06945,40.7034,27.9527,0.857375,0.857375,1.0322,0.998761,1.28606,1.51722,1.28606,1.02885
8,1418.38,1,5.22374,7.14266,35.5339,24.9165,0.835666,0.835666,0.686448,0.998761,1.2535,1.4788,1.2535,1.0028
9,1410.56,1,5.24243,6.30051,41.1095,27.9935,0.814506,0.814506,0.939017,0.998761,1.22176,1.45951,1.22176,0.977407
10,1390.62,1,5.65291,5.91574,38.2877,26.3948,0.793882,0.793882,0.472132,0.998761,1.19082,1.42255,1.19082,0.952659
11,1398.51,1,5.39473,5.32669,42.9733,28.9021,0.773781,0.773781,0.408959,0.998761,1.16067,1.43576,1.16067,0.928537
12,1380.17,1,5.41469,4.9289,35.6665,24.7298,0.754188,0.754188,0.387678,0.998761,1.13128,1.3994,1.13128,0.905026
13,1369.81,1,5.23015,7.73278,33.5356,23.2219,0.735092,0.735092,0.610332,0.998761,1.10264,1.36397,1.10264,0.88211
14,1361.82,1,5.1603,6.59247,31.438,21.9609,0.716479,0.716479,0.650769,0.998761,1.07472,1.55651,1.07472,0.859775
15,1349.4,1,5.20551,6.99359,30.8341,21.7276,0.698337,0.698337,0.728149,0.998761,1.04751,1.55729,1.04751,0.838005
16,1348.03,1,5.03715,7.18373,28.2099,20.2478,0.680655,0.680655,0.737321,0.998761,1.02098,1.56061,1.02098,0.816786
17,1328.26,1,4.97836,7.73248,28.9375,20.8363,0.66342,0.66342,0.529601,0.998761,0.995131,1.52109,0.995131,0.796105
18,1314.96,1,5.24642,10.7306,30.82,21.9064,0.646622,0.646622,0.468657,0.998761,0.969933,1.48258,0.969933,0.775947
19,1302.26,1,4.85693,9.1062,28.7552,20.6326,0.630249,0.630249,0.675583,0.998761,0.945374,1.55376,0.945374,0.756299
20,1290.66,1,5.28205,8.91472,26.2013,19.1958,0.614291,0.614291,0.629252,0.998761,0.921437,1.51441,0.921437,0.737149
21,1278.53,1,5.34668,10.3437,25.5058,18.9761,0.598737,0.598737,0.366799,0.998761,0.898105,1.47607,0.898105,0.718484
22,1271.66,1,5.20891,9.22316,27.5583,20.2349,0.583577,0.583577,0.193623,0.998761,0.875365,1.43869,0.875365,0.700292
23,1256.24,1,5.0713,6.73982,28.4989,20.8593,0.5688,0.5688,0.514951,0.998761,0.8532,1.40226,0.8532,0.68256
24,1238.58,1,5.39141,5.91823,28.288,20.5688,0.554398,0.554398,0.521,0.998761,0.831597,1.36676,0.831597,0.665277
25,1234.44,1,5.29947,4.88287,27.7943,20.2457,0.54036,0.54036,0.517218,0.998761,0.81054,1.33215,0.81054,0.648432
26,1221.14,1,5.38562,4.82217,29.8975,21.5464,0.526678,0.526678,0.350648,0.998761,0.790017,1.29842,0.790017,0.632013
27,1208.14,1,5.5311,5.61966,31.8093,22.4774,0.513342,0.513342,0.34529,0.998761,0.770013,1.26554,0.770013,0.61601
28,1194.51,1,5.41558,5.36495,29.9134,21.2735,0.500344,0.500344,0.3074,0.998761,0.750516,1.2335,0.750516,0.600413
29,1184.13,1,5.346,6.02446,28.0639,20.1001,0.487675,0.487675,0.40074,0.998761,0.731512,1.20227,0.731512,0.58521
30,1172.2,1,5.55684,6.36714,27.3888,19.6044,0.475327,0.475327,0.511999,0.998761,0.71299,1.17182,0.71299,0.570392
31,1169.29,1,5.51742,5.88358,28.5705,20.1957,0.463291,0.463291,0.444927,0.998761,0.694937,1.14215,0.694937,0.555949
32,1148.65,1,5.38442,5.00974,28.3431,20.0852,0.45156,0.45156,0.498251,0.998761,0.677341,1.11323,0.677341,0.541873
33,1139.26,1,5.28284,4.75203,27.6996,19.5868,0.440127,0.440127,0.548802,0.998761,0.66019,1.08505,0.66019,0.528152
34,1126.08,1,5.27757,4.84633,26.3132,18.7704,0.428982,0.428982,0.630373,0.998761,0.643474,1.05757,0.643474,0.514779
35,1124.7,1,5.3253,4.97549,27.3369,19.3879,0.41812,0.41812,0.475154,0.998761,0.627181,1.12358,0.627181,0.501744
36,1111.25,1,5.37243,5.93136,27.2795,19.3803,0.407533,0.407533,0.470776,0.998761,0.6113,1.09513,0.6113,0.48904
37,1105.08,1,5.41198,5.94269,26.5261,18.9283,0.397214,0.397214,0.481214,0.998761,0.595821,1.0674,0.595821,0.476657
38,1093.43,1,5.40982,5.01049,27.0678,19.2115,0.387157,0.387157,0.482576,0.998761,0.580735,1.04037,0.580735,0.464588
39,1073.1,1,5.47413,5.89138,28.8235,20.2881,0.377354,0.377354,0.50515,0.998761,0.56603,1.01403,0.56603,0.452824
40,1073.77,1,5.43891,5.47003,28.5931,20.1687,0.367799,0.367799,0.445801,0.998761,0.551698,1.04584,0.551698,0.441359
41,1059.02,1,5.60835,5.61485,28.1415,19.9349,0.358486,0.358486,0.452745,0.998761,0.537729,1.01936,0.537729,0.430183
42,1048.85,1,5.46425,4.94291,28.879,20.4061,0.349409,0.349409,0.488809,0.998761,0.524113,0.993548,0.524113,0.419291
