iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1591.6,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1566.05,1,4.99943,32.5824,12.9582,68.4257,0.974679,0.974679,0.974679,1.06084,0.974679,0.974679
3,1543.12,1,4.97994,27.2292,12.3246,101.41,0.95,0.95,0.95,1.03397,0.95,0.95
4,1529.82,1,4.13339,25.2497,12.1754,115.378,0.925945,0.925945,0.925945,1.00779,0.925945,0.925945
5,1514.94,1,4.60774,27.7795,10.436,119.447,0.9025,0.9025,0.9025,0.982275,0.9025,0.9025
6,1516.15,1,4.55938,23.559,8.72899,110.897,0.879648,0.879648,0.879648,1.02005,0.879648,0.879648
7,1508.82,1,4.23393,26.5989,8.53297,124.212,0.857375,0.857375,0.894331,1.01945,0.857375,0.857375
8,1484.74,1,3.85629,26.2595,8.07389,123.087,0.835666,0.835666,0.871686,1.16382,0.835666,0.835666
9,1490.68,1,4.03303,24.533,7.06775,113.515,0.814506,0.814506,0.955859,1.22393,0.814506,0.814506
10,1469.92,1,3.93655,26.1206,6.86176,139.476,0.793882,0.793882,0.931656,1.19294,0.793882,0.793882
11,1459.32,1,4.5182,28.6521,6.19631,117.544,0.773781,0.773781,0.908066,1.16273,0.773781,0.773781
12,1443.77,1,4.49135,26.1892,5.44589,94.3628,0.754188,0.754188,0.885073,1.13329,0.754188,0.754188
13,1452.5,1,4.22099,22.7622,6.4021,117.037,0.735092,0.735092,0.963709,1.16152,0.735092,0.735092
14,1428.3,1,4.14514,25.6808,6.0729,115.979,0.716479,0.716479,0.939308,1.13211,0.716479,0.716479
15,1418.01,1,4.07303,21.2678,6.12975,124.893,0.698337,0.698337,0.95366,1.10344,0.698337,0.698337
16,1403.58,1,4.37586,24.9474,6.77799,103.336,0.680655,0.680655,0.929512,1.0755,0.680655,0.680655
17,1382.95,1,4.53492,24.6276,5.31762,107.055,0.66342,0.66342,0.905977,1.04827,0.66342,0.66342
18,1384.08,1,4.42294,21.9047,5.47832,89.0859,0.646622,0.646622,0.883037,1.17646,0.646622,0.646622
19,1374.33,1,4.38743,22.5092,6.10582,80.4351,0.630249,0.630249,0.860678,1.17168,0.630249,0.630249
20,1367.18,1,4.37098,22.5259,5.20106,74.9415,0.614291,0.614291,0.95597,1.23654,0.614291,0.614291
21,1361.08,1,4.75897,22.2809,4.96845,58.913,0.598737,0.598737,0.931765,1.20523,0.598737,0.598737
22,1335.05,1,4.92886,23.0851,4.87123,53.0669,0.583577,0.583577,0.908172,1.17471,0.583577,0.583577
23,1327.8,1,5.01804,22.2351,5.30238,56.4653,0.5688,0.5688,0.885176,1.14497,0.5688,0.5688
24,1315.16,1,4.81542,23.5857,5.15527,55.1516,0.554398,0.554398,0.862763,1.11877,0.554398,0.554398
25,1293.81,1,5.23227,22.451,5.86926,52.4062,0.54036,0.54036,0.840918,1.09045,0.54036,0.54036
26,1289.74,1,5.13762,22.2459,5.71752,50.2734,0.526678,0.526678,0.819625,1.06284,0.526678,0.526678
27,1283.96,1,5.08427,22.006,6.15832,50.3391,0.513342,0.513342,0.798872,1.03592,0.513342,0.513342
28,1269.43,1,5.07462,24.5462,4.87999,49.8102,0.500344,0.500344,0.778644,1.10589,0.500344,0.500344
29,1254.27,1,5.01968,23.5538,5.12395,47.6817,0.487675,0.487675,0.758928,1.07789,0.487675,0.487675
30,1242.34,1,5.11166,25.9715,5.00133,50.9542,0.475327,0.475327,0.739712,1.0506,0.475327,0.475327
31,1241.06,1,5.0408,26.4343,4.15341,49.4939,0.463291,0.463291,0.720982,1.024,0.463291,0.463291
32,1225.19,1,5.06005,24.5863,4.5203,50.1129,0.45156,0.45156,0.702726,1.011,0.45156,0.45156
33,1224.36,1,4.96176,25.2929,4.05895,57.9287,0.440127,0.440127,0.718372,0.997109,0.440127,0.440127
34,1211.1,1,5.01656,25.5835,4.26149,59.8184,0.428982,0.428982,0.802038,0.971862,0.428982,0.428982
35,1201.47,1,5.06709,25.1833,4.28618,54.7729,0.41812,0.41812,0.78173,0.987666,0.41812,0.41812
36,1196.14,1,4.97454,23.3393,4.98503,54.4754,0.407533,0.407533,0.7973,0.962657,0.407533,0.407533
37,1189.4,1,4.97999,24.6369,4.14156,54.4671,0.397214,0.397214,0.800744,0.938282,0.397214,0.397214
38,1184.75,1,4.96387,25.5689,3.91544,52.2771,0.387157,0.387157,0.814809,0.914524,0.387157,0.387157
39,1171.59,1,4.97291,26.2827,3.73527,59.999,0.377354,0.377354,0.806524,0.891368,0.377354,0.377354
40,1160.02,1,4.92393,26.3587,3.72255,59.4673,0.367799,0.367799,0.847341,0.890864,0.367799,0.367799
41,1156.07,1,5.18322,26.9629,3.49875,49.9685,0.358486,0.358486,0.854069,0.959826,0.358486,0.358486
