P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,5.185899246190933,0.004042752744505634,0.21750017000890617,4.767166080958055,5.037580035913942,5.180984623748934,5.330708665235709,5.616694062625242,2894.4419257536424,1.0001759826431784
QHat,5.1171066586552065,0.014261486870125292,0.7469745009380111,3.747856419812744,4.588355067879938,5.08826515022656,5.596045833052123,6.675852805376887,2743.354559218704,1.000722036280724
V1Hat,21.33296584493651,0.019563566957010076,1.0886516097592873,19.250820811080985,20.602247665971586,21.32335698267304,22.058288192623312,23.452823715561625,3096.5760895972116,0.9995866060516497
V2Hat,27.730408113920156,0.05301961033366581,2.8927086285220964,22.373177924843912,25.761509843315423,27.622766258157146,29.63540030327691,33.61380105989394,2976.7085775912633,0.9991234835079318
beta_Cl_logtCLCR,0.6387099582032516,0.0030277922953498575,0.1566239119113073,0.33016876572798254,0.5308971557480107,0.6376027534026314,0.7425642614397617,0.9394388338659764,2675.8636180176472,1.0016408188850319
omega[1],0.228835075103179,5.271309173474319e-4,0.03001123946722845,0.17780544231687828,0.209591533070911,0.22567625082674458,0.2431336691169177,0.30011405354594306,3241.3869992387145,1.0001316913790133
omega[2],0.2340893692384912,6.591688160032856e-4,0.03703201050347505,0.16938998652200032,0.21109559218422277,0.23042082287782772,0.25159447886628444,0.32157028440646784,3156.1764487153832,0.9993769721578852
omega[3],0.6801012695057328,0.002379526495668264,0.12504529629646163,0.4537411797391909,0.604408305567389,0.6733203665233999,0.7473912725149782,0.9569973235649799,2761.554572601065,1.0006723915953317
omega[4],0.238795312183742,0.0017800892588108563,0.08061420033251544,0.10607119823283866,0.19848431314643655,0.22699208706136598,0.2648324232275999,0.45449391761957214,2050.876653687356,1.0014381706392748
"rho[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"rho[1,2]",0.44286267455782774,0.003872535170294036,0.2179088894855887,-0.025346469525036535,0.3031386712798304,0.46796471096360587,0.6104968739557883,0.7951883747378712,3166.3517098108014,0.9999007821062738
"rho[1,3]",-0.0652376003494623,0.005035868321563475,0.2683548936322791,-0.5736597139224913,-0.24905265201798502,-0.06655403979849024,0.1199666700367611,0.45512346337988435,2839.6859160430636,1.0000851885042366
"rho[1,4]",0.06779237089484166,0.0074819838257084315,0.3969860105568021,-0.6929759067188686,-0.22744958205028637,0.07590880206032681,0.36606902502449823,0.7914747040631174,2815.2494072344457,0.999313613392392
"rho[2,1]",0.44286267455782774,0.003872535170294036,0.2179088894855887,-0.025346469525036535,0.3031386712798304,0.46796471096360587,0.6104968739557883,0.7951883747378712,3166.3517098108014,0.9999007821062738
"rho[2,2]",1,1.4157386296492054e-18,7.975843915573654e-17,0.9999999999999999,1,1,1,1.0000000000000002,3173.855338756679,0.998749217771909
"rho[2,3]",0.23981249573208113,0.005048762738196765,0.2696093858486957,-0.30640503205626224,0.04478635034827462,0.25395387587379115,0.44142948549831457,0.7152240925354797,2851.675407893273,1.0004923933579184
"rho[2,4]",0.32086276723049445,0.0074673166767178795,0.3749724943753453,-0.5454319279187255,0.10011695705573169,0.3750948028793558,0.6121411377173211,0.8832435080782738,2521.5621954208204,1.0004599977602706
