P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,5.164836814354942,0.006804723483983126,0.23225741564743405,4.690785099004454,5.010123848037201,5.175128994706234,5.315597626594553,5.63015488517861,1164.9793161658504,1.0063829916185245
QHat,5.010344603563635,0.06904613890487082,0.8893862317812771,2.9532521818653428,4.48572655445329,4.9929559874738505,5.571111876590787,6.815788440632032,165.92124920311446,1.0176119574883709
V1Hat,21.385714035614534,0.02546254424837902,1.1748847717730673,19.049396474544476,20.632769232902668,21.39334902787427,22.17380986927289,23.733260929813955,2129.0553692356516,0.9997642612342282
V2Hat,28.28124354019825,0.46923572439145816,3.268754289811842,22.491826188307098,25.98451708069048,28.090871285499485,30.42716515093841,35.21506006248816,48.52688502254961,1.0404686946027069
beta_Cl_logtCLCR,0.6305565829173931,0.006820973528464551,0.17991084267845966,0.275223870586854,0.5131127252235743,0.6342602846455775,0.7567892610296398,0.9717556484248937,695.6999102330243,1.0032452518804242
omega[1],0.8082311102389567,0.707905478835158,1.0785540275530965,0.18176771683972523,0.2160892350135912,0.23526520895472283,0.5918633573291217,3.9009968046885564,2.3213106434932227,3.0776411116394997
omega[2],1.0244251856818898,0.964915429131974,1.4878394103129902,0.17452112719496293,0.21663120425435012,0.24306478774373957,0.6617074150700285,5.097314834519786,2.3775716559823157,2.909384822324127
omega[3],2.534089400288057,2.2890225172356407,3.6240254836954424,0.48363344019236526,0.6340833948235896,0.7245940205265753,1.9322759000936713,12.206417472032104,2.5065845363882406,2.268222650813727
omega[4],0.2390904621150017,0.0038894591927949203,0.10637378112034708,0.0849727070014186,0.19486351452079587,0.22637920047323568,0.25974418898870233,0.4637688519345139,747.9813249702491,1.0085490345153594
"rho[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"rho[1,2]",0,NA,0,0,0,0,0,0,NA,NA
"rho[1,3]",0,NA,0,0,0,0,0,0,NA,NA
"rho[1,4]",0,NA,0,0,0,0,0,0,NA,NA
"rho[2,1]",0.5524942817947966,0.1407975728031047,0.27472800190958846,-0.010858141424535162,0.3690681415434288,0.5581753064510606,0.7437580700330262,0.9844438143722132,3.807286149243158,1.432309699528993
"rho[2,2]",0.7500646021251398,0.14058933197469697,0.23815750452625106,0.17569931176575623,0.6684488669357339,0.8294724789477432,0.9292311007932724,0.9976322763420947,2.869616146706171,1.824917135101882
"rho[2,3]",0,NA,0,0,0,0,0,0,NA,NA
"rho[2,4]",0,NA,0,0,0,0,0,0,NA,NA
"rho[3,1]",0.12531805669681542,0.25110543780206296,0.423638082772392,-0.5587693961151028,-0.19048177337900535,0.0410697000209756,0.4114538551584148,0.9426490320567822,2.846280860976489,1.7892076262440504
"rho[3,2]",0.18974906729242783,0.17204039582712038,0.37045112512306816,-0.6137776194019234,-0.05036852271168769,0.23737921823118435,0.4815992384375335,0.7697744152082687,4.636614297717465,1.3358465889850877
"rho[3,3]",0.764858360349732,0.1114445796725174,0.21608485527068658,0.2249080581307469,0.6477951245154451,0.8352858952176003,0.9406289505082482,0.9950620007264112,3.759505790081354,1.4749141957019287
"rho[3,4]",0,NA,0,0,0,0,0,0,NA,NA
"rho[4,1]",0.04734102825205826,0.008302033600023484,0.3982285498931826,-0.723965670437349,-0.239577350460202,0.05564679313428969,0.3430383725694419,0.7722583964779245,2300.889759753772,1.0067601160856197
"rho[4,2]",0.2108894597379792,0.12251770029765287,0.4306231321940511,-0.7433520351113718,-0.08811004068949069,0.26436855090814393,0.5490243906578745,0.8795184271193288,12.353699651196273,1.1119827968808835
"rho[4,3]",0.04229713434167279,0.009503619386703592,0.41366034809378394,-0.7446278527550348,-0.2596110134469562,0.048997193207542776,0.3565203771629134,0.7939632719859582,1894.565901388521,0.9999362240165554
"rho[4,4]",0.6205415493909423,0.005871747029116704,0.2268557248848727,0.14258509963673185,0.457838386265486,0.6521097458756784,0.7994896543922821,0.9687085575476027,1492.6734686678549,1.0045056526833083
b,0.15910259731381693,0.16427130016485633,0.23496881603263517,0.02241509791255684,0.024455689678028462,0.025553491522935762,0.12420130753633796,0.6556729362532796,2.0459596676610996,7.253046519332587
"alpha[1,1]",-1.6507869724599862,0.6591398687971833,1.0055100150376655,-2.99567816652295,-2.350088418902316,-1.982467863334888,-1.0928999432442297,0.3004341560368438,2.3271138921034775,2.571003389318796
"alpha[1,2]",1.0925432972256273,0.37838511576072975,0.6102552453105302,-0.420356779683632,0.6954862077988015,1.266696385712554,1.515534013106419,1.9528231363005384,2.601087445093341,2.102069241253616
"alpha[1,3]",0.03167281106074084,0.018021679267567665,0.2923278630113577,-0.5943924693787438,-0.1459593421491561,0.0539551182765652,0.22662714188746208,0.5606698080310184,263.1176072150157,1.0043006470583244
"alpha[1,4]",0.03049828990335271,0.02765584941574672,0.2539444573873822,-0.485945658401639,-0.1314350206406269,0.04275433107357465,0.19462857765089858,0.5095844830676467,84.31473375745678,1.045068692774009
"alpha[1,5]",0.3078400272986894,0.05265853749161107,0.31907548147329523,-0.2841731813367958,0.09007495993399306,0.2894084348302831,0.518798852354178,0.9501479697349409,36.715485916062164,1.048908326352794
"alpha[1,6]",0.4794727699816133,0.16380861744799974,0.3361670834723232,-0.4253705408247502,0.29280897985367405,0.5176995859211544,0.7064041150725835,1.0410391549271074,4.211500754776439,1.399635962078026
"alpha[1,7]",-0.19628591943183488,0.13986311585880185,0.3406363990313502,-0.8445924208072414,-0.4465871176839628,-0.19046796767428953,0.06753085962338226,0.41706049535457684,5.931652600524004,1.2258996381686889
"alpha[1,8]",-0.8299853416934875,1.1649993176921887,1.6879036860452352,-4.470126197920511,-1.1207567812312793,-0.020426655757006446,0.2544314616266746,0.7247070883468634,2.0991524548610783,4.467782503203782
"alpha[1,9]",0.44612625187532656,0.12399957021181617,0.3399633845385038,-0.21419281774352497,0.20228177414847331,0.44053735396041127,0.682811099428788,1.112986306262852,7.51664308047944,1.1796062315253673
"alpha[1,10]",-1.1958272367189793,0.4831973141302965,0.7414459580131553,-2.217686307817823,-1.7136011545491878,-1.43148154637369,-0.7155463443263832,0.2700972083831644,2.354561187153766,2.5038678943268304
"alpha[1,11]",0.7300131135425799,0.22927496071662912,0.40187650131451835,-0.06014800373164997,0.4721285233679154,0.7945327091554482,1.0099527464261993,1.3976655456491562,3.072359064112342,1.6592907809667652
"alpha[1,12]",-0.37230371463527206,0.19443237743897768,0.35409873896675864,-0.9745239726437449,-0.6335178181348651,-0.4245117369417993,-0.1180594378872874,0.32215759389761417,3.316741211943715,1.5611217767395795
"alpha[1,13]",-1.1413310077495629,0.582369145104345,0.8989690610360251,-3.3391265126770477,-1.4599586412910344,-0.8086837173100276,-0.5313998811635614,-0.13186849370197698,2.3828284461402154,2.415641222524489
"alpha[1,14]",0.9137072862480417,0.3072459384203055,0.537987065661917,-0.08729255291844136,0.5724912132602038,1.02277755661428,1.2838802739351327,1.7072054527546843,3.0659944744911507,1.7034867312110755
"alpha[2,1]",-0.24914304934171436,0.06265307485610515,0.8318239214202621,-1.8604570771835969,-0.8010893173487097,-0.24489658765185662,0.32375546580185466,1.4272822289741296,176.26984849809008,1.0281667847237193
"alpha[2,2]",2.1743044293542825e-4,0.051808144553786344,0.681332795582737,-1.3807412328862956,-0.44744517234245873,0.007716059571974011,0.42573796926497354,1.352153550196149,172.9507741354121,1.0333383111947352
"alpha[2,3]",0.49068954103250434,0.041761936457782936,0.6276581436186288,-0.9279255371236536,0.14895658905904036,0.5112681057680317,0.9124314683010927,1.5882781490537545,225.8837970474783,1.025085952861825
"alpha[2,4]",-0.2802602889805129,0.1646387806434818,0.6519550748829267,-1.5669127786664363,-0.6527917231497711,-0.2805915850116708,0.08877537438781812,1.1039722051145404,15.680902650760627,1.092933949703981
"alpha[2,5]",0.08819017513943161,0.084954222335425,0.8091812095369598,-2.041009460492375,-0.3300528280219317,0.18234697452894044,0.6019598220760658,1.4776773593907158,90.7238853200978,1.044103087081216
"alpha[2,6]",1.2296570852858337,0.38056737937043666,0.90065899383738,-0.89132119119753,0.72138333110306,1.3193263065568686,1.8565073911140666,2.6798296494070315,5.6008979662854275,1.2647612752763167
"alpha[2,7]",-1.8208863770745658,0.6129497900863676,1.0347119984892892,-3.2997626114680236,-2.4995373644039205,-2.082090693123902,-1.4891477505779975,0.6546984572706832,2.849634558990524,1.823700529153004
"alpha[2,8]",-0.04079533911785305,0.01715720971047191,0.5869889133242021,-1.3052087937641776,-0.37366149282881345,-0.03411340037505191,0.31930302583366343,1.155394568159749,1170.4866859173133,1.0000939322256779
"alpha[2,9]",-0.26880378474795397,0.065888615625584,0.7323712664514483,-1.8281688682510604,-0.6968849570653818,-0.25459725672731615,0.1579041114462439,1.2375824959834358,123.54973793895131,1.0205576537589216
"alpha[2,10]",-0.18899678228586267,0.09497522749413313,0.7555217759390878,-1.7018328941133471,-0.6711276061120558,-0.19918554274690753,0.2875083251629704,1.2435949287410295,63.28099330214396,1.0407089374900378
"alpha[2,11]",0.25055870242890854,0.024480566447256276,0.6516324369540016,-1.1796686046057072,-0.10462099243885219,0.2421477219773032,0.630372575451443,1.540590796695309,708.536885231213,1.0142486216438469
"alpha[2,12]",0.5700147150065364,0.05494664694512889,0.718594350622919,-1.0102219424798886,0.1293803237814738,0.597019942299507,1.032899795537626,1.9109621744133294,171.03508454713972,1.0334953879302844
"alpha[2,13]",0.21399678821060553,0.3265576047936608,0.7687985501000392,-1.4073667378991772,-0.30183349891911004,0.2716375337265743,0.769560548689885,1.5675871748622061,5.542497518054983,1.2507810168515572
"alpha[2,14]",-0.03212194202551281,0.020866197743035882,0.6086166593168509,-1.280398860820589,-0.4027997566483317,-0.03437653126250241,0.3264681495532594,1.2370335934384389,850.7481909159841,0.9998645468976386
"alpha[3,1]",0.3591273671576924,0.10507400208298033,0.869759659304506,-1.499167956898216,-0.23677028860553043,0.3926152268092371,0.9593414164472176,2.0238750645568624,68.51851990511143,1.043739917160465
"alpha[3,2]",-0.02071102806827259,0.022717888390349942,0.747999574297168,-1.4627274572447353,-0.49833910129485265,-0.07095008462608807,0.44517205722565945,1.499258326472682,1084.0935941828943,0.9991122662030556
"alpha[3,3]",0.16712938556046544,0.04479648469295902,0.6738707614820219,-1.2135501090263534,-0.2128675500510296,0.14286573435935018,0.5272900896511226,1.6407132735465453,226.2899968541793,1.032255034511511
"alpha[3,4]",-0.5819054764636121,0.33449766872585435,0.9498878077757674,-2.020434847886027,-1.2257173990991184,-0.762566839722209,-0.15576818066229597,1.7346846943278413,8.06414700424352,1.1701762033906042
"alpha[3,5]",0.4147600822967545,0.078306195157196,0.7944787444748379,-1.279565149633448,-0.05287813886929382,0.4386020847898431,0.907909771325581,1.9289258005719137,102.93719276617517,1.039657309587061
"alpha[3,6]",0.7686164469497404,0.35772492207761375,1.0096684846581834,-1.3720297863951267,0.11180713239797305,0.8238972958920583,1.4593619471225225,2.6117354085281534,7.966346745197374,1.1633419764635091
"alpha[3,7]",-0.309771595945375,0.09804466214100235,0.8397108680432732,-1.8416717585790274,-0.8922562997799208,-0.3341880702847313,0.22861732456417236,1.4521736779247516,73.35194594165769,1.0416236625545368
"alpha[3,8]",-0.12449993815541896,0.029173477073271174,0.6708481517512723,-1.4981720312013003,-0.5027973911111949,-0.11202216251148793,0.2752064348209217,1.2831920310891736,528.7764039743249,1.0169541436735123
"alpha[3,9]",0.6318491733638529,0.14602455137668438,0.7538059149091862,-0.941530377734847,0.18819299624560876,0.6494825883933939,1.116642939826877,2.0559400481764034,26.648165722284478,1.0686970374299045
"alpha[3,10]",-0.6762948723426057,0.34555140380739424,0.9411705990005853,-2.2397338283122155,-1.322598952297334,-0.7855099313108671,-0.12437283778792024,1.395527825676976,7.418419366097223,1.1758817437810178
"alpha[3,11]",0.01847170981173935,0.017418510961349904,0.6988218946263685,-1.3244409784181352,-0.42021152023810837,-0.007185043640973042,0.4224479066849801,1.5228245616001956,1609.574022802181,0.9998132337942095
"alpha[3,12]",0.5575102891601977,0.06779234428932458,0.8060326283825991,-1.1658918772642153,0.0780560845861511,0.6052687464637654,1.0877911476441924,2.0267100799785847,141.36566499156896,1.0314237017111152
"alpha[3,13]",0.048656439114593,0.2217465347066742,0.8974305566813817,-1.6737958181251795,-0.577043988047255,0.023477304962763634,0.6474664609122704,1.8628864855563423,16.37902410687328,1.0871205107051858
"alpha[3,14]",-1.1887670054282673,0.4620642357215106,0.9645354231287036,-2.669497292392154,-1.8197187901338006,-1.3396326423709017,-0.7854210270341148,1.1781220079359935,4.35744239096434,1.3856535290393341
"alpha[4,1]",-0.04784269406423455,0.026577277585472764,0.9690779122882279,-1.9100253292101257,-0.7156339128724454,-0.051002366902811444,0.5921199887749117,1.9585628690773667,1329.5246851529107,1.0018301476697569
"alpha[4,2]",-0.2106123180978687,0.027681397867277708,1.003970949466106,-2.1424172010933007,-0.9097121331351056,-0.22109460457187186,0.46518981936109405,1.756435143657519,1315.425503603668,1.008815499418082
"alpha[4,3]",0.6293118507358056,0.2066670367362849,0.9909312353331313,-1.3289316064292092,0.011217963657880426,0.648775952209931,1.3064469248417856,2.483122195328618,22.99029856555751,1.0610585871852845
"alpha[4,4]",-0.18096949231784082,0.027862501210128475,1.0375904856064502,-2.239107328695744,-0.8780907378994657,-0.18469481588061537,0.5598055169387185,1.813043883122137,1386.7933830233628,1.010053663816944
"alpha[4,5]",-0.006480171414859046,0.025838128708403865,0.9479307625021226,-1.8181837617746055,-0.6631013959264085,-0.020237546043618673,0.6263724951956171,1.8844943329762884,1345.9567974947531,1.005037564587093
"alpha[4,6]",0.07226044267699121,0.018373291025113942,0.9330159795190983,-1.7836553862654883,-0.5753280176607762,0.0683820030372706,0.7182206888672097,1.895160807013855,2578.7203971535428,0.9998358092698036
"alpha[4,7]",0.07258920524907768,0.02311796179123454,0.9684456345667853,-1.7550420608157844,-0.6113370372278533,0.06904506299155835,0.7495838726518189,1.9686006393880504,1754.8960985783167,1.0011466865932563
"alpha[4,8]",-0.090918702271009,0.0201603400405963,0.938582617864648,-1.9014615868427414,-0.7220577915478192,-0.12015138173453588,0.5502142321482977,1.7769710682772368,2167.451099550886,1.0039249141607958
"alpha[4,9]",0.18959435354045034,0.024526521152703727,0.9487133290548952,-1.7001914669901141,-0.45166368771122606,0.19814727337472549,0.8503994526820342,1.9740536190781266,1496.2291112124506,1.0041072934779232
"alpha[4,10]",-0.1444546087503607,0.11949632434583314,1.0529579283323818,-2.164154380323866,-0.8647937634784008,-0.16074691387502615,0.5694984654231035,1.969814089949196,77.64490169196924,1.0372324293524826
"alpha[4,11]",-0.006074182301099522,0.028816756582775924,0.9819019645991016,-1.8698875131765276,-0.699447571439578,-0.003920355996086853,0.6618141022537642,1.8970616174362465,1161.037004911448,1.003121946496606
"alpha[4,12]",0.060584666409894516,0.02340859425524438,0.9372210673234846,-1.779951131623796,-0.5424896125847063,0.05407047695601669,0.6972704873737172,1.8634707957433931,1602.9996097711282,1.0007245429298552
"alpha[4,13]",-0.22922708345907564,0.17925436731248093,1.057662159423446,-2.1089556011179185,-0.9733422063325089,-0.2970906472814633,0.40471997494540135,2.221000021812915,34.81404146319366,1.0517372547190855
"alpha[4,14]",0.05368265775412893,0.0392378236525257,1.0267526457904632,-1.979190208050438,-0.635636408271005,0.07136721411585573,0.7578469367455767,1.9214503907262142,684.7339153238024,1.0021200074321215
thetaHat[1],5.164836814354942,0.006804723483983126,0.23225741564743405,4.690785099004454,5.010123848037201,5.175128994706234,5.315597626594553,5.63015488517861,1164.9793161658504,1.0063829916185245
