P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,5.185000996630786,0.003778824222453541,0.21860088874388398,4.758671229820959,5.037015630718347,5.184961359406263,5.329391743310702,5.615055580914941,3346.4971962842055,1.0012976616036309
QHat,4.993794556635557,0.013039012325503025,0.7440585421703582,3.620329338600706,4.471723870397904,4.9634973147290875,5.481156978561789,6.499856287891029,3256.3030967078234,0.99987341778086
V1Hat,21.47275090305339,0.018223535617055038,1.0529945979683417,19.440781014912016,20.749435874303582,21.4557866669534,22.19068425976022,23.50069556628167,3338.7738744042517,1.0005075086859132
V2Hat,28.409785453750292,0.04865037253940806,2.766484699326511,23.551192197821088,26.422216726188047,28.259951739938703,30.138241888613535,34.380479823520034,3233.584428032794,0.9993386394068156
beta_Cl_logtCLCR,0.6417857176927066,0.002931883673542336,0.1611156526020315,0.3384138077522824,0.5286151899837757,0.6356866897873201,0.7493649920726918,0.9609246328294501,3019.8265519126185,1.0003107956380677
omega[1],0.23016277777243507,5.557661296453125e-4,0.029350934494187714,0.18052973171872402,0.2118777028782756,0.22641394367905734,0.2449208540038992,0.29732260914467146,2789.071929096534,1.000461611018935
omega[2],0.232661194305698,6.484333241901746e-4,0.03723576869818033,0.1693107743661284,0.2094992933251389,0.2285703597201012,0.2509535295323197,0.3210042379409051,3297.5394192537888,0.9997379889896753
omega[3],0.6842781830359194,0.0021525138568595148,0.11807902303635963,0.46516283348682363,0.6129690295671683,0.6766328389652561,0.7433836002442689,0.9599873325867977,3009.2175820059797,0.9992457279844975
"rho[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"rho[1,2]",0.4790657567971433,0.003997145334628921,0.21635399520107965,-0.011342688481784866,0.3475047922313711,0.5122092247725074,0.6437650606940979,0.8090246411684984,2929.745932419299,0.9992469099173954
"rho[1,3]",-0.051376606244036435,0.004621340907911129,0.2579585850039514,-0.5373853551180565,-0.23799051808946153,-0.055275365185196476,0.12899302550982766,0.4483702972504958,3115.759718991677,1.0008590686213759
"rho[2,1]",0.4790657567971433,0.003997145334628921,0.21635399520107965,-0.011342688481784866,0.3475047922313711,0.5122092247725074,0.6437650606940979,0.8090246411684984,2929.745932419299,0.9992469099173954
"rho[2,2]",1,1.4420086538553203e-18,7.705563950626925e-17,0.9999999999999999,1,1,1,1.0000000000000002,2855.4405646263854,0.998749217771909
"rho[2,3]",0.2850826293313117,0.004964030053123605,0.2692856399011217,-0.2751312493896316,0.10290603237695928,0.30928126552466606,0.48515185994471505,0.7405402243888201,2942.778570781137,1.0005557659008462
"rho[3,1]",-0.051376606244036435,0.004621340907911129,0.2579585850039514,-0.5373853551180565,-0.23799051808946153,-0.055275365185196476,0.12899302550982766,0.4483702972504958,3115.759718991677,1.0008590686213759
"rho[3,2]",0.2850826293313117,0.004964030053123605,0.2692856399011217,-0.2751312493896316,0.10290603237695928,0.30928126552466606,0.48515185994471505,0.7405402243888201,2942.778570781137,1.0005557659008462
"rho[3,3]",1,2.1108135258600445e-18,9.654305643851983e-17,0.9999999999999998,1,1,1,1.0000000000000002,2091.9068934031116,0.998749217771909
b,0.025323682378883054,2.88316337153001e-5,0.0015861547929343469,0.022481587695077934,0.02436795454819373,0.02520426677974042,0.02618740305802946,0.028898093157028834,3026.583303165168,0.9995538743037108
"logTheta[1,1]",1.1467206672566599,0.0014344084436879404,0.0773056202082871,1.0004717668982603,1.0939793792906174,1.1464738448845444,1.1982776468300078,1.3043809334051895,2904.5340457285183,1.001283646272353
"logTheta[1,2]",2.7610706333098904,0.0029834356447562245,0.1590416106157729,2.427175821047613,2.6630780288360283,2.768068340988081,2.868534662418716,3.061713119492041,2841.7651370338044,0.9996016625596509
"logTheta[1,3]",1.9635944868566375,0.006991949044480098,0.3843229653877743,1.204464965906707,1.7113824647052531,1.9752394365269423,2.2231046281062143,2.6904219473714113,3021.3160944891833,1.00011476534922
"logTheta[2,1]",1.9598888881600494,7.436351185243127e-4,0.03955372635836344,1.8831514035103634,1.9328999811138647,1.9601886484492266,1.9867791934841375,2.03731851347469,2829.1438276831523,1.0021170454913018
"logTheta[2,2]",3.2210279256920993,0.0017627440801168707,0.09123020268664178,3.0305374148963273,3.167572348925074,3.223570518887871,3.283080631469892,3.384761731638247,2678.543783740455,1.0015404131363943
"logTheta[2,3]",1.432414321666333,0.004883766307027187,0.2650075358652991,0.9754463240431663,1.2640187542133217,1.4164833023397518,1.5719237482139734,2.0143712644202183,2944.467052392306,1.0011355246562512
"logTheta[3,1]",1.6513853254241253,8.995053944638591e-4,0.04892866700582789,1.5534429074389158,1.6181587838558475,1.652819217955591,1.6855783396185067,1.7427458964244045,2958.8246209933695,1.0004491609269253
"logTheta[3,2]",3.15460040690295,0.001627544903868768,0.09271616178833131,2.965250772503489,3.0943273079227853,3.155590863769352,3.2170094855417695,3.3333802032950004,3245.225875808975,1.0005913203998498
"logTheta[3,3]",1.8278400866480973,0.0034961249926529167,0.19673909541359627,1.4743605237690467,1.6942799019572048,1.8225642912590514,1.949082579176697,2.2316766272671096,3166.7037646057793,1.000072966123438
"logTheta[4,1]",1.6371358606307065,6.926024495001082e-4,0.03798478311119828,1.5619296739623323,1.6114040112746897,1.6372582399073259,1.662336193630248,1.7127149582573717,3007.815933457858,0.9991730917504784
"logTheta[4,2]",2.99782199161974,0.0013467551159736977,0.0770161346805338,2.8406231396618282,2.945720052830207,2.998793331369752,3.0505278986463087,3.1456412501633424,3270.2892634971727,0.9988083032528828
"logTheta[4,3]",0.9333739626667391,0.004261068335990107,0.23704064359218063,0.45968788399947,0.7843922334263022,0.9306011223798769,1.087836010329688,1.3882398332372825,3094.62932715371,0.9995429264829205
"logTheta[5,1]",1.7258420213036827,0.0011875686306747424,0.06489959619460108,1.6033542237497698,1.68258895870673,1.7230949248943919,1.7704783900240766,1.85150297774148,2986.527751478083,1.0006149439892023
"logTheta[5,2]",3.136605884521264,0.0022289094248761974,0.1231806851752901,2.8783124588297913,3.062192816911119,3.144916434269863,3.221794798317214,3.3564239947034595,3054.220513089243,0.9990081011470613
"logTheta[5,3]",1.9479324318502595,0.005877302256936484,0.33479638174915094,1.326972232092301,1.729672078009083,1.9240517436092843,2.1460931327100052,2.676595295512939,3244.9309471218235,1.0004005674425445
"logTheta[6,1]",1.7825495664042683,5.019834391245472e-4,0.028244455774939392,1.7235537608162057,1.7642395337295347,1.7835175872121654,1.8026441706373204,1.8341403047474654,3165.8303828217163,1.0016210425424725
"logTheta[6,2]",3.433991754522878,0.0023286153052707145,0.13423160908172557,3.150941961860318,3.3516169477078326,3.441650217625393,3.5239307876418975,3.690950134967829,3322.875711578844,1.0003739622008483
"logTheta[6,3]",2.5941686487700024,0.006863749068114563,0.397585986559423,1.8448955512730911,2.3243508993398616,2.589052432978777,2.8453854613702863,3.403931894470581,3355.3616921502335,1.001605809161667
"logTheta[7,1]",1.5671255809401325,9.489458703395606e-4,0.05333877831873954,1.4597952865387929,1.5306674251202381,1.5691404371983189,1.6040036301136864,1.6686742531313097,3159.390066185745,1.0002315944046631
"logTheta[7,2]",2.5945400386198765,0.0011803879786446232,0.0685846076601539,2.462654031853646,2.5480763912475286,2.5940696411311164,2.640450313089091,2.730248475251681,3376.010287820479,0.9995761156040389
"logTheta[7,3]",0.7907634647847935,0.0019691712117748932,0.1147016118808529,0.5697129874740325,0.7127171709491329,0.7901927773158569,0.8686114940771044,1.0114176571991464,3392.908017788323,0.999845880322626
