P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,5.185164955665525,0.004599906653207389,0.2548859273453682,4.685553947869853,5.016682304716655,5.18058484237897,5.353967397345132,5.694818835254713,3070.3909619337887,0.9996243063422418
QHat,5.298022755259515,0.01574659526126469,0.8173932087156417,3.7842815875035414,4.731405235422689,5.277322323994476,5.849169372266183,6.949680865994249,2694.56534778672,1.000555961055007
V1Hat,21.060435677289167,0.023359540216420133,1.2667408750050768,18.60599586450943,20.181873977187784,21.072833669304007,21.893737140608007,23.495922687916448,2940.674721823448,0.9995151218562384
V2Hat,27.97077223634319,0.058347374576021786,3.0872649826246166,22.00520595840527,25.808010355313932,27.891659340544358,30.012000694355777,34.21386933606015,2799.6592476419373,0.9998913931220733
beta_Cl_logtCLCR,0.6236341258514031,0.003961316459617213,0.18804279844985486,0.2603404945555897,0.4935053289213024,0.6235115908568304,0.7562798674515093,0.9944943882463058,2253.379476429725,1.0014987993247761
omega[1],0.12015050783864556,0.0012206893594965229,0.06507204733362681,0.034323954341187235,0.0645644523882645,0.10189062792302456,0.17620121017113977,0.24485305365161378,2841.702596323806,0.9998033165146561
omega[2],0.14892571294616047,0.0012289337766553147,0.06666248395217177,0.037021021344296266,0.09150042335150281,0.15053477605408483,0.20279735600016968,0.2630283040653424,2942.4292067768447,0.9996332892678744
omega[3],0.6199809852278274,0.003202839307790836,0.177181982921867,0.26089612363526066,0.5195775436989333,0.6312190326978684,0.7168511887219124,0.982312742530702,3060.333918859462,0.9992304500273483
omega[4],0.215837460181829,0.0014933715284318283,0.07292713792889563,0.07682057703355562,0.18027894721743604,0.215521114909486,0.24486287935907572,0.3844946829343211,2384.748615042692,0.9992769589927609
b,0.02457036770850265,2.879273833195375e-5,0.0016101298335181894,0.02111076668611151,0.02364095618540862,0.024629774225773345,0.02555990144970779,0.02774550188954403,3127.2014092865634,0.9995548387144914
"logTheta[1,1]",1.123303954254661,0.0019841180333860756,0.10724075439044922,0.875746463943802,1.0620192747419228,1.1283952917029674,1.1962553755939007,1.310098343644613,2921.3575348789896,1.0002329933322256
"logTheta[1,2]",2.715015519215786,0.0039400062325990965,0.22087130987166106,2.222889121250996,2.587121623485075,2.733889423222303,2.8668875778422813,3.090486907682372,3142.5688103077637,0.9994456742155153
"logTheta[1,3]",2.0471959430496267,0.007359160249687539,0.4102189075861887,1.2181016278404566,1.7773412598350622,2.0632222205840494,2.3188530062232497,2.803935900343602,3107.2402036078847,0.9991071954127725
"logTheta[1,4]",3.3177563580587246,0.006971330966363354,0.36798292884998635,2.589129138688889,3.0783851530333406,3.3186375764232117,3.5561254847478296,4.044196582407676,2786.2747574406762,0.9999960193820797
"logTheta[2,1]",1.9635160357209018,8.799530918912822e-4,0.04311970380495021,1.8758067122561315,1.9355523554656104,1.9639803249398584,1.994085456447312,2.0438701426321955,2401.223000727153,1.0007236909940385
"logTheta[2,2]",3.1400023038209977,0.0026396493823348756,0.1406094057707679,2.8221206665535337,3.067377801109055,3.1608913908394913,3.2370387331288066,3.356953581601741,2837.502525384601,0.9995582570236775
"logTheta[2,3]",1.7418156120129764,0.008143386961058352,0.42874862105430656,1.0780743052287867,1.4401878170246,1.6870050739066136,1.9870215658729338,2.773523633444609,2772.0134168700893,1.000064036415142
"logTheta[2,4]",3.115034430260723,0.0056205317833452825,0.2914135846478381,2.676292845001379,2.9216366604088124,3.0662930494188885,3.254578286275753,3.8308979026450327,2688.219767019961,0.9997224516635517
"logTheta[3,1]",1.6268974628160169,0.001359688126058589,0.06739395715101235,1.479311138775446,1.5865687206250731,1.6286108592055393,1.6721191872020171,1.75001230629313,2456.763238914467,0.9998303706532837
"logTheta[3,2]",3.188294269010719,0.0015552875330549986,0.08848987678784329,3.011832494397254,3.129599894049951,3.1907956032433686,3.2484117898982254,3.355515096696841,3237.17217850719,0.9999327116749679
"logTheta[3,3]",1.7511533840252473,0.0028294868801934424,0.15633432742496178,1.461333219382087,1.6447881835329188,1.74756938541302,1.8476659991157924,2.083337679688407,3052.7646923107395,1.0013823747089043
"logTheta[3,4]",3.9360396472778443,0.006302561938145854,0.33956983955767917,3.3511931552978687,3.6959241032745513,3.91325930890471,4.149575577851773,4.6781213955425205,2902.8458503206284,0.999872099225016
"logTheta[4,1]",1.6567056088534526,9.63692194795428e-4,0.047195758748835075,1.5446050750530096,1.6308270845541937,1.6621434225706437,1.6891054048463632,1.7333836438633887,2398.442227691914,1.0006319778335486
"logTheta[4,2]",2.8228474341438696,0.004778706883784622,0.2337003635703509,2.2551947208019425,2.6869000234650353,2.880356831024491,2.9977102387812518,3.126524687259393,2391.652019083406,0.9998582972596688
"logTheta[4,3]",1.5903706470179646,0.016462808956801005,0.7693382645198946,0.43880853636754075,0.9427547979185383,1.441927947848161,2.215630690865513,3.0740881010419003,2183.8700383685846,0.9995083145365324
"logTheta[4,4]",2.8700902578626923,0.010322199964882985,0.4842794199163702,2.1794701025424446,2.513595427019325,2.7534216083616974,3.1553246287237746,3.997590226331371,2201.139112094938,0.9991910953002491
"logTheta[5,1]",1.7151472370173773,0.0016213071231176235,0.07877290813480813,1.5537913810702404,1.6673705959251595,1.7162403066531167,1.7671375616202938,1.8651525974481271,2360.604205795453,1.000706335273468
"logTheta[5,2]",3.0828036699555987,0.003248093599948992,0.17679739458119983,2.6834845347778615,2.98978357891931,3.1038982513449294,3.2002395282492686,3.3699686674021776,2962.747564185039,1.0002246422383143
"logTheta[5,3]",2.080124708524855,0.0077083077734759874,0.436975191131673,1.351183469814989,1.7773725131593112,2.032871711267137,2.3461512467301784,3.0471070333324315,3213.627008778025,1.0002040835016521
"logTheta[5,4]",3.3561039082277824,0.005874475999539503,0.32865276629231316,2.7773033344016387,3.1384621671085897,3.326914965826276,3.540803725614172,4.101577876921386,3129.9421929401205,0.9992587903985205
"logTheta[6,1]",1.779869602738476,6.547985895577642e-4,0.0352824274902909,1.705187151870122,1.7613318520665497,1.7824446841332944,1.802693767846572,1.8391830866445744,2903.3637144866034,1.0021928316548023
"logTheta[6,2]",3.470145737883163,0.0039105836292992165,0.21225494905961162,2.9628422205039207,3.355347273372856,3.5032067973700025,3.6187044713142105,3.7958759934861783,2945.998320007808,1.0003268289215774
"logTheta[6,3]",2.5342962986712334,0.010045464274211217,0.5492135607374328,1.578364518127338,2.1471799834014216,2.4844565779829946,2.8841187884742134,3.6997837167574654,2989.1139883826136,1.0002656906399716
"logTheta[6,4]",3.504327256385245,0.006006606079903947,0.3201277767760966,2.879418933960741,3.3028320336185315,3.4960649099625787,3.6933603305667786,4.193251794795129,2840.458277029887,1.0001104429618095
"logTheta[7,1]",1.56891695810006,0.0012179685698630767,0.06220962516435109,1.4442188173821535,1.5279177884677908,1.569869066153776,1.6122316686063336,1.6860977082907753,2608.813339865123,1.0000037487728906
"logTheta[7,2]",2.5380815145677373,0.001576561035314538,0.08413141992423837,2.3589205123920487,2.487385364237528,2.5438744636031325,2.594485776467417,2.6902999658133218,2847.7040963933455,0.9996766119961279
"logTheta[7,3]",0.8784369286407802,0.002836071024615659,0.16065749874968388,0.6176406109920317,0.7700084483839299,0.8590563696912701,0.9605904150100597,1.2705154519647408,3208.9858109795773,1.0006940035335765
"logTheta[7,4]",3.1845167720836285,0.007599168089932286,0.42419073424984016,2.49651647448622,2.8635603043450777,3.1554053199355483,3.450198380774724,4.092660260849287,3115.9483749492592,1.0007618555975646
"logTheta[8,1]",1.6722014847637818,0.0014607802018385529,0.07070159920071742,1.5314224015957405,1.625783964283358,1.6733689442347464,1.7213296705919623,1.805973801165593,2342.5492272702745,1.0021811427652256
"logTheta[8,2]",3.0602295869433624,0.0019555085119008085,0.10927706142241037,2.8196044437645016,2.997965418790365,3.0694203093790158,3.1358212275000437,3.247185929947395,3122.7599033954775,0.9998807338266162
"logTheta[8,3]",1.5941006451026347,0.004858918050352414,0.27463843236491203,1.16633031172969,1.4044260529552133,1.5586074124712719,1.7416324769807003,2.2361464648928187,3194.7985170009924,0.9992669677907303
"logTheta[8,4]",3.278911188873678,0.0062255623349983255,0.32767005857447135,2.7976587244261655,3.050093423847761,3.218903594591457,3.4495994481893564,4.035326626419198,2770.233301034905,1.0001910550133994
"logTheta[9,1]",1.7673612500414524,0.0013040570933662641,0.06406324260789797,1.6435912296703743,1.7250269305331447,1.7674732439013403,1.8103492306149456,1.8895465289616493,2413.3739599001556,1.0003396928150534
"logTheta[9,2]",2.9181962419017613,0.0033255719935927357,0.18549018397549447,2.491094940561518,2.813629315607562,2.940307609387915,3.0464461683492496,3.2218947276324448,3111.065506923103,1.0012645891160006
"logTheta[9,3]",2.2100930125776936,0.006532684778773686,0.35081050356836013,1.5691946797889031,1.9619722131437658,2.1940166845047417,2.4414823033945754,2.9373269866612386,2883.7776436270483,1.0008939743811758
"logTheta[9,4]",3.423217617024046,0.004274589108398746,0.24002290002218132,3.0095051482574657,3.266663958592014,3.4060731108214775,3.559019709361609,3.955686341216362,3152.9465445020164,1.0007451982592763
"logTheta[10,1]",1.2788210770233222,0.0012163653839241128,0.06454561471110225,1.1332925676313084,1.2430906666862347,1.28528308691723,1.3234765344947053,1.3899696465660143,2815.8231687777143,0.999224311141178
"logTheta[10,2]",2.840361127204962,0.002947272688216729,0.14699844026940184,2.470243265146445,2.77740988155685,2.8610161300541264,2.9362316847412426,3.0516165367059007,2487.6244355051517,1.0012651062739006
"logTheta[10,3]",1.037666600409332,0.012062497579495865,0.5518896591992525,0.23145573534130098,0.7091779125232346,0.9352921462165025,1.2177609711630557,2.5555379905074234,2093.2930669563825,0.9998473598418576
"logTheta[10,4]",3.081726678953524,0.009405254327511263,0.48886036374475306,2.2125163869601105,2.7166292866291397,3.081199633581405,3.426033930452481,4.047952511748519,2701.6467668556606,1.0005484979482422
"logTheta[11,1]",1.846497147317083,6.744833256793618e-4,0.036067064946295475,1.770565326034611,1.8244044346649209,1.8494288266105268,1.8704599759166505,1.9096602306826114,2859.428018871865,0.9993724684196768
"logTheta[11,2]",3.209558375410431,0.002409038677864232,0.12391072792319946,2.917366320653225,3.146350253251021,3.2252053202719937,3.291022687788664,3.4092225923284674,2645.637093251154,1.001422462607651
"logTheta[11,3]",1.6668111689874001,0.006732422143709714,0.3540285386858532,1.1703585641416858,1.433041689468669,1.6029269150118357,1.8134227401908711,2.596144864576162,2765.246589672706,0.9993955915931841
"logTheta[11,4]",3.3481026987587033,0.0060759492523464196,0.33858866003125776,2.8225302385331066,3.107871296745208,3.2934345445277904,3.5370990171888126,4.12132961290402,3105.3927989712506,1.0014528407982355
"logTheta[12,1]",1.5205229395629856,8.753575734109026e-4,0.04494111885010975,1.42789800667909,1.494575248631162,1.5237974992877712,1.550088798699841,1.5953908294695152,2635.826219213969,1.00092177629582
"logTheta[12,2]",3.154552737525495,0.0032904906635560175,0.17581557450485827,2.7536307834556877,3.0644100884082612,3.1782217616521846,3.274689829079088,3.434237914753355,2854.91618381753,1.0004350601099998
"logTheta[12,3]",2.1726683736943997,0.007601476596032188,0.41778797959374103,1.4633050251849409,1.883952205081119,2.1353182517367286,2.4204193468972752,3.1059919303632437,3020.7581479643623,1.0010807647316486
"logTheta[12,4]",3.4589443821704444,0.005294799773548826,0.2910003663691248,2.9489458363999472,3.2639405144619102,3.434448016747152,3.621378967207991,4.091892777583,3020.5636262512426,1.000132969954799
"logTheta[13,1]",1.4921968854352676,0.001331133873409402,0.0634442965204058,1.358625832611403,1.4487301869117737,1.4939062524636295,1.536976634740951,1.612057241103517,2271.6514811008515,1.0013119201723515
"logTheta[13,2]",3.1051833807883744,0.003302461377487727,0.17974292407908604,2.654153247683715,3.021172833914386,3.133631711033315,3.2233070227113436,3.3705089730935835,2962.293671102382,1.0004856582634143
"logTheta[13,3]",1.8746565702110398,0.009443779352007301,0.5149220148964102,1.0940525261763112,1.494117371386839,1.7935461208672567,2.1654010338830174,3.0635588943333185,2972.9749983082975,1.0002968776957004
