time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,4.85503,3.76945,4.16088,4.40142,4.59575,4.76876,4.94546,5.13972,5.36083,5.64613,6.13338,All
-59.4257,8.98105,6.63082,7.53399,8.05043,8.45406,8.81698,9.15453,9.50034,9.93536,10.4813,11.4199,All
-59.1386,12.6284,8.86897,10.3553,11.2055,11.8195,12.3738,12.8754,13.393,13.9943,14.8062,16.163,All
-58.8514,15.8992,10.6621,12.7902,13.9737,14.8085,15.5655,16.2228,16.9147,17.6852,18.7746,20.4515,All
-58.5643,18.8742,12.1732,14.9167,16.3998,17.4977,18.4388,19.2836,20.1464,21.0976,22.3835,24.4065,All
-58.2771,21.6019,13.4596,16.8382,18.6191,19.9711,21.0791,22.1099,23.1435,24.3126,25.7266,28.1307,All
-57.99,23.9101,14.4443,18.418,20.4345,22.0712,23.3269,24.5413,25.7629,27.0685,28.666,31.3074,All
-57.7028,21.4944,11.2619,15.6008,17.7427,19.4652,20.8264,22.2051,23.4096,24.7581,26.2298,28.762,All
-57.4157,19.639,9.31847,13.5322,15.7464,17.5004,18.9474,20.3318,21.6209,22.8699,24.3296,26.6916,All
-57.1285,18.1303,8.0601,11.9576,14.1745,15.9227,17.3875,18.7696,20.0401,21.2862,22.791,24.9767,All
-56.8414,16.7888,7.03676,10.7114,12.9264,14.6199,16.1229,17.4771,18.7111,19.9549,21.4206,23.4437,All
-56.5542,15.6656,6.30098,9.67698,11.8748,13.5238,14.9756,16.3215,17.5142,18.8002,20.1652,22.0916,All
-56.2671,14.662,5.72389,8.84027,11.0098,12.6097,14.0351,15.2986,16.509,17.7692,19.0906,20.8991,All
-55.9799,13.8197,5.20199,8.19907,10.2009,11.8464,13.1892,14.4365,15.613,16.8122,18.092,19.7664,All
-55.6928,13.0509,4.78215,7.62236,9.52398,11.1281,12.4263,13.6494,14.8032,15.9525,17.1633,18.7206,All
-55.4056,12.3734,4.43405,7.09621,8.90036,10.4849,11.7856,12.9465,14.0843,15.1909,16.3065,17.7897,All
-55.1185,11.7624,4.14383,6.69902,8.40194,9.9351,11.1981,12.3221,13.4324,14.4984,15.5201,16.9063,All
-54.8313,11.2065,3.90719,6.27864,7.96563,9.43216,10.6664,11.7458,12.8096,13.8296,14.7961,16.081,All
-54.5442,10.7181,3.69121,5.93039,7.5688,8.96621,10.1677,11.2556,12.2329,13.2025,14.0983,15.3275,All
-54.257,10.269,3.48429,5.63589,7.2141,8.54661,9.72454,10.7732,11.7136,12.5987,13.4432,14.5979,All
-53.9699,9.83708,3.30197,5.38399,6.87373,8.18341,9.3078,10.3291,11.2416,12.0484,12.8378,13.9417,All
-53.6827,9.44984,3.15094,5.14826,6.57186,7.83325,8.92678,9.93262,10.7713,11.5178,12.2588,13.3065,All
-53.3956,9.09618,3.02783,4.92059,6.32689,7.48102,8.58989,9.56493,10.3295,11.002,11.7233,12.7204,All
-53.1084,8.75956,2.90407,4.72025,6.07586,7.19528,8.27702,9.21276,9.90204,10.5474,11.2231,12.1564,All
-52.8213,8.43741,2.77853,4.5454,5.83809,6.94996,7.97324,8.8402,9.51551,10.1045,10.7366,11.6411,All
-52.5341,8.12043,2.65789,4.35999,5.63632,6.68718,7.69095,8.503,9.14041,9.68439,10.2909,11.1601,All
-52.247,7.82548,2.55062,4.18839,5.43853,6.47093,7.42328,8.17701,8.77383,9.28757,9.86011,10.7088,All
-51.9598,7.53472,2.46659,4.03609,5.2402,6.25763,7.16248,7.88352,8.43095,8.91576,9.45739,10.2905,All
-51.6727,7.25873,2.36637,3.90516,5.06653,6.03293,6.91386,7.57943,8.0888,8.58447,9.07536,9.87363,All
-51.3855,6.9974,2.28114,3.79099,4.89689,5.84367,6.63933,7.29237,7.7847,8.24588,8.71398,9.4873,All
-51.0984,6.75218,2.17825,3.6695,4.76144,5.67474,6.41816,7.00516,7.48977,7.94176,8.38053,9.12619,All
-50.8112,6.4964,2.11628,3.55484,4.61772,5.50427,6.20263,6.75157,7.21847,7.62999,8.07367,8.78106,All
-50.5241,6.25515,2.0442,3.46487,4.4836,5.32447,5.98944,6.50939,6.94961,7.34532,7.79271,8.46676,All
-50.2369,6.02635,1.9736,3.37018,4.355,5.15799,5.77727,6.26699,6.68695,7.07559,7.52385,8.16997,All
-49.9498,5.82973,1.91204,3.27495,4.24976,4.99163,5.56867,6.03671,6.44509,6.82909,7.26756,7.89366,All
-49.6627,5.61934,1.86592,3.19545,4.13329,4.82809,5.37211,5.82054,6.21103,6.58782,7.01398,7.6193,All
-49.3755,5.41232,1.8186,3.10083,4.02754,4.68076,5.20054,5.6174,5.99057,6.36054,6.77637,7.35601,All
