iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1433.98,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1416.62,1,5.52809,26.2875,7.44279,32.3696,0.974679,0.974679,1.06154,0.974679,0.998761,0.974679,0.974679
3,1406.43,1,5.77856,25.6206,7.14708,31.8113,0.95,0.95,1.03466,0.95,0.998761,0.95,0.95
4,1394.88,1,5.72236,25.955,7.28686,31.9548,0.925945,0.925945,1.03997,0.925945,0.998761,0.925945,0.925945
5,1389.56,1,5.27868,25.7825,6.23093,31.7322,0.9025,0.9025,1.05237,0.9025,0.998761,0.9025,0.9025
6,1379.2,1,5.32469,26.2815,5.64589,32.3349,0.879648,0.879648,1.113,0.879648,0.998761,0.879648,0.879648
7,1371.41,1,5.53026,27.2682,6.39933,33.4827,0.857375,0.857375,1.08482,0.857375,0.998761,0.857375,0.857375
8,1351.28,1,5.51634,30.066,6.51725,36.8174,0.835666,0.835666,1.05735,0.835666,0.998761,0.835666,0.835666
9,1347.03,1,5.75888,34.1658,5.79546,41.8519,0.814506,0.814506,1.13113,0.814506,0.998761,0.814506,0.814506
10,1329.95,1,5.76631,28.6782,5.10936,35.2939,0.793882,0.793882,1.1457,0.793882,0.998761,0.793882,0.793882
11,1316.68,1,5.51411,30.5533,4.48385,37.5507,0.773781,0.773781,1.11669,0.773781,0.998761,0.773781,0.773781
12,1302.56,1,5.49644,27.9431,4.98822,34.3433,0.754188,0.754188,1.08841,0.754188,0.998761,0.754188,0.754188
13,1302.77,1,5.69897,32.7016,6.06432,40.0452,0.735092,0.735092,1.15637,0.735092,0.998761,0.735092,0.735092
14,1295.01,1,5.51402,31.6426,5.34485,38.9207,0.716479,0.716479,1.30062,0.716479,0.998761,0.716479,0.716479
15,1274.44,1,5.72897,29.379,5.51271,36.3753,0.698337,0.698337,1.4081,0.698337,0.998761,0.698337,0.698337
16,1278.27,1,5.37698,28.2785,5.98712,35.1669,0.680655,0.680655,1.48621,0.680655,0.998761,0.680655,0.680655
17,1260.37,1,5.47595,27.3946,5.58554,34.1107,0.66342,0.66342,1.44858,0.66342,0.998761,0.66342,0.66342
18,1252.89,1,5.88267,28.7615,5.85813,35.5972,0.646622,0.646622,1.4119,0.646622,0.998761,0.646622,0.646622
19,1236.95,1,5.83588,28.8207,7.28304,35.3261,0.630249,0.630249,1.37615,0.630249,0.998761,0.630249,0.630249
20,1230.14,1,5.77824,27.1903,6.87541,33.338,0.614291,0.614291,1.3413,0.614291,0.998761,0.614291,0.614291
21,1224.84,1,5.67784,25.7638,8.20849,31.9643,0.598737,0.598737,1.3581,0.598737,0.998761,0.598737,0.598737
22,1206.92,1,5.71245,27.2121,5.48584,33.9456,0.583577,0.583577,1.32371,0.583577,0.998761,0.583577,0.583577
23,1188.82,1,5.55303,25.3085,5.0493,31.719,0.5688,0.5688,1.2902,0.5688,0.998761,0.5688,0.5688
24,1164.12,1,5.70863,25.0076,4.83751,31.3505,0.554398,0.554398,1.25753,0.554398,0.998761,0.554398,0.554398
25,1167.91,1,5.80272,25.0754,4.68424,31.455,0.54036,0.54036,1.22569,0.54036,0.998761,0.54036,0.54036
26,1154.25,1,5.77011,26.1522,4.72415,32.8186,0.526678,0.526678,1.19465,0.526678,0.998761,0.526678,0.526678
27,1142.06,1,5.68674,26.1277,5.07254,32.7177,0.513342,0.513342,1.1644,0.513342,0.998761,0.513342,0.513342
28,1134.24,1,5.86151,26.8444,5.90156,33.3948,0.500344,0.500344,1.15701,0.500344,0.998761,0.500344,0.500344
29,1124.58,1,6.00365,25.5921,6.46233,31.8081,0.487675,0.487675,1.15367,0.487675,0.998761,0.487675,0.487675
30,1106.34,1,5.75185,25.4752,5.52655,31.6235,0.475327,0.475327,1.12446,0.475327,0.998761,0.475327,0.475327
31,1099.37,1,5.71138,27.0255,5.22219,33.4332,0.463291,0.463291,1.09599,0.463291,0.998761,0.463291,0.463291
32,1087.03,1,5.70457,25.954,5.0806,32.1709,0.45156,0.45156,1.06824,0.45156,0.998761,0.45156,0.45156
33,1074.76,1,5.88644,26.1659,5.2473,32.3482,0.440127,0.440127,1.04119,0.440127,0.998761,0.440127,0.440127
34,1060.36,1,5.72726,26.6966,5.25239,33.0302,0.428982,0.428982,1.01482,0.428982,0.998761,0.428982,0.428982
35,1055.09,1,5.75697,25.8603,5.56454,32.0194,0.41812,0.41812,0.989128,0.41812,0.998761,0.41812,0.41812
36,1046,1,5.79606,24.9168,7.78723,30.7764,0.407533,0.407533,0.964083,0.407533,0.998761,0.407533,0.407533
37,1038.91,1,5.86199,23.2174,7.4389,28.6046,0.397214,0.397214,0.945521,0.397214,0.998761,0.397214,0.397214
38,1018.33,1,5.89897,22.7092,7.11183,28.0922,0.387157,0.387157,0.92158,0.387157,0.998761,0.387157,0.387157
39,1007.78,1,5.83943,22.174,9.16144,27.4629,0.377354,0.377354,0.898245,0.377354,0.998761,0.377354,0.377354
40,999.898,1,5.91562,22.4367,9.90396,27.761,0.367799,0.367799,0.875501,0.367799,0.998761,0.367799,0.367799
41,987.747,1,5.86878,21.4679,10.1598,26.5761,0.358486,0.358486,0.853333,0.358486,0.998761,0.358486,0.358486
42,978.968,1,5.94091,21.3226,10.4188,26.434,0.349409,0.349409,0.831726,0.349409,0.998761,0.349409,0.349409
43,961.731,1,5.78103,19.9652,11.2016,24.8469,0.340562,0.340562,0.844619,0.340562,0.998761,0.340562,0.340562
44,955.814,1,5.73925,19.5014,11.0086,24.3925,0.331938,0.331938,0.823233,0.331938,0.998761,0.331938,0.331938
45,950.762,1,5.7998,19.4566,11.2866,24.2726,0.323534,0.323534,0.82177,0.323534,0.998761,0.323534,0.323534
46,934.86,1,5.79472,19.1669,11.488,24.0152,0.315341,0.315341,0.800963,0.315341,0.998761,0.315341,0.315341
47,923.391,1,5.73463,18.8397,11.4013,23.6486,0.307357,0.307357,0.780682,0.307357,0.998761,0.307357,0.307357
48,915.526,1,5.75024,18.7998,10.9607,23.5773,0.299574,0.299574,0.760915,0.299574,0.998761,0.299574,0.299574
49,905.765,1,5.78844,19.3561,11.9549,24.246,0.291989,0.291989,0.741648,0.291989,0.998761,0.291989,0.291989
50,902.205,1,5.7985,19.3786,12.1008,24.2762,0.284596,0.284596,0.722869,0.284596,0.998761,0.284596,0.284596
51,886.627,1,5.82892,19.264,11.0356,24.1041,0.27739,0.27739,0.704565,0.27739,0.998761,0.27739,0.27739
52,883.795,1,5.79187,19.1126,12.3492,23.9053,0.270366,0.270366,0.686725,0.270366,0.998761,0.270366,0.270366
53,884.221,1,5.64328,19.0654,12.9621,23.8902,0.26352,0.26352,0.676668,0.26352,0.998761,0.26352,0.26352
