iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,686.517,1,5.10855,4.95684,66.2577,76.9381,0.3,1.5,1.5,1.5,1.5
2,658.262,1,7.96401,7.39366,47.2497,90.5077,0.24,1.34164,1.34164,1.34164,1.42602
3,625.573,1,8.20953,7.45846,48.0183,105.112,0.192,1.2,1.53843,1.2,1.27547
4,578.895,1,7.97625,8.62168,47.8361,123.502,0.1536,1.07331,1.37601,1.07331,1.2009
5,558.618,1,8.17165,8.88062,45.4528,110.439,0.136457,0.96,1.23074,0.96,1.32299
6,552.277,1,8.56682,8.07578,44.6887,104.614,0.135738,0.85865,1.18725,0.85865,1.20379
7,526.317,1,8.80752,8.96753,43.6168,126.6,0.127608,0.768,1.0893,0.768,1.15412
8,509.224,1,8.85019,9.18272,42.0307,127.497,0.121699,0.68692,0.974304,0.68692,1.05422
9,485.435,1,8.81152,9.62377,41.1381,133.326,0.109944,0.6144,0.953205,0.6144,1.02459
10,471.486,1,8.89875,9.97793,42.96,136.501,0.106693,0.549536,0.939641,0.549536,1.01372
11,460.789,1,8.86946,10.1515,42.6363,129.04,0.104129,0.49152,0.902285,0.49152,0.948278
12,459.637,1,8.85565,10.3218,43.5357,129.931,0.103975,0.439629,0.92382,0.439629,0.963246
13,464.679,1,8.85373,11.2932,42.3537,133.254,0.108243,0.39936,0.877265,0.393216,1.00139
14,458.199,1,8.82162,11.2008,42.9449,130.152,0.103744,0.405359,0.901523,0.351703,1.00244
15,450.856,1,8.93332,11.2781,43.0908,130.715,0.104743,0.389039,0.882056,0.316555,0.928918
16,447.741,1,8.93165,10.958,42.7289,129.837,0.105151,0.386653,0.874714,0.283136,0.933541
17,436.594,1,9.1516,10.9971,43.294,123.747,0.101617,0.345833,0.90631,0.272349,0.886943
18,432.849,1,9.2305,9.81308,44.3612,114.703,0.10207,0.321428,0.847719,0.253246,0.89031
19,425.588,1,9.48687,9.8347,45.4012,104.589,0.102494,0.303022,0.828278,0.233137,0.90487
20,420.5,1,9.47063,10.1561,44.7927,100.624,0.100688,0.290681,0.770214,0.220415,0.932133
21,410.842,1,9.44214,10.5192,45.2666,98.7925,0.0945582,0.29075,0.734387,0.22415,0.981551
22,405.632,1,9.40958,10.8429,45.0464,100.258,0.0907518,0.293406,0.77491,0.22571,0.977215
23,398.823,1,9.42424,10.8025,44.7927,99.6947,0.088934,0.28866,0.792629,0.207622,1.01082
24,401.427,1,9.32493,10.8657,44.7137,103.599,0.090996,0.289054,0.803665,0.191025,0.983323
25,407.768,1,9.30967,10.3073,45.6139,108.482,0.09508,0.285512,0.794788,0.184111,0.965055
26,403.549,1,9.37373,10.0484,46.3813,110.225,0.094918,0.277228,0.790009,0.178145,0.963547
27,408.48,1,9.32467,9.31409,46.697,103.505,0.0960323,0.284595,0.728509,0.18421,1.05129
28,403.885,1,9.24588,9.29602,46.8331,99.3561,0.0960295,0.278642,0.651598,0.17168,1.13625
29,400.458,1,9.23209,9.21023,46.7826,108.236,0.0973855,0.277524,0.590053,0.166546,1.04926
30,392.891,1,9.21118,9.26197,46.6855,109.324,0.0942212,0.279949,0.570517,0.152717,1.06332
31,391.651,1,9.2306,9.27964,46.7563,113.302,0.0928136,0.279791,0.552926,0.163029,1.07074
32,392.25,1,9.15757,9.38633,47.0139,111.994,0.0934342,0.279905,0.547161,0.146142,1.15955
33,394.329,1,9.2024,9.08292,47.5967,109.755,0.0944588,0.27715,0.517547,0.156537,1.19421
34,396.848,1,9.2031,9.58372,47.0916,111.287,0.0957995,0.275692,0.500967,0.16156,1.13096
35,402.046,1,9.16163,9.13778,46.6691,115.827,0.0996366,0.274971,0.491185,0.158699,1.11974
36,395.847,1,9.21755,9.34001,46.3591,111.373,0.096719,0.279407,0.480604,0.159639,1.10947
37,406.583,1,9.28702,9.46064,46.9553,103.365,0.101825,0.285671,0.500138,0.151049,1.09176
38,408.748,1,9.34342,9.56273,46.5909,92.3022,0.104968,0.275085,0.467317,0.147731,1.09724
39,386.122,1,9.45493,9.53314,46.7455,90.2085,0.096021,0.272339,0.470145,0.137506,1.04908
40,386.924,1,9.52392,9.41264,47.1882,93.9813,0.096349,0.274499,0.477402,0.137943,0.96551
41,388.259,1,9.59793,8.87746,46.936,88.4582,0.0956928,0.262661,0.518579,0.140006,0.983811
42,386.37,1,9.56681,8.91746,47.1957,90.4193,0.096576,0.255063,0.525606,0.132817,0.951488
43,382.585,1,9.66928,8.76907,47.27,87.6389,0.0947827,0.24638,0.526752,0.14035,0.948834
44,393.505,1,9.7205,8.87419,47.3302,86.438,0.0986945,0.245252,0.531702,0.151647,0.930665
45,390.486,1,9.71592,8.47061,47.0414,84.0387,0.0974916,0.241332,0.518297,0.156136,0.932273
46,379.469,1,9.72096,8.63164,47.0036,84.2566,0.0901886,0.248063,0.510396,0.173206,0.898777
47,381.76,1,9.74849,8.8877,47.0585,85.9291,0.0933697,0.251058,0.513269,0.166256,0.843072
48,393.301,1,9.69961,8.85528,47.2789,84.342,0.0985704,0.250703,0.513429,0.162483,0.866064
49,397.358,1,9.68072,8.81169,46.7207,78.9715,0.0996038,0.25213,0.509222,0.165485,0.921547
50,394.518,1,9.64224,8.70944,46.7009,77.5428,0.0985284,0.259644,0.508473,0.162587,0.887998
51,400.737,1,9.65999,9.05884,47.2985,77.6339,0.101186,0.260935,0.515426,0.160476,0.886907
52,397.572,1,9.64713,8.89734,47.0284,79.7138,0.098959,0.260566,0.516473,0.162883,0.897332
53,399.228,1,9.67097,8.89648,46.7232,78.0116,0.0996447,0.258064,0.540609,0.158154,0.928578
54,392.533,1,9.7301,9.51625,47.055,79.5077,0.0963586,0.250471,0.55587,0.159906,0.941905
55,391.124,1,9.7561,9.27321,47.329,78.4797,0.0933368,0.252283,0.570055,0.182119,0.926751
56,394.467,1,9.64744,9.3001,46.8796,81.4138,0.0925861,0.255092,0.574416,0.1866,1.00669
57,391.952,1,9.60422,9.5106,46.8395,87.5972,0.0924719,0.260384,0.586565,0.17473,1.01785
58,384.47,1,9.58771,9.27219,46.4084,100.347,0.0899144,0.256964,0.582236,0.17878,0.977854
59,385.371,1,9.55412,9.37168,46.4112,106.658,0.0896668,0.254704,0.563181,0.187644,0.969924
60,386.207,1,9.56709,9.60066,46.967,108.587,0.0935881,0.252531,0.556236,0.167834,1.01569
61,382.056,1,9.54313,9.66689,46.5312,111.173,0.0930825,0.258794,0.549236,0.151237,0.92809
62,394.359,1,9.45778,9.4986,46.295,113.312,0.097837,0.255079,0.572069,0.143919,0.955327
63,390.555,1,9.36591,8.86334,46.43,113.505,0.0960155,0.255661,0.579918,0.136254,0.965314
64,393.965,1,9.35926,8.62814,47.1342,107.059,0.0965367,0.248916,0.593693,0.136247,1.06421
65,396.107,1,9.29539,8.74928,46.861,113.489,0.100513,0.255965,0.554157,0.130723,1.03096
66,390.262,1,9.27531,9.01401,46.6581,120.799,0.0977186,0.249098,0.564584,0.129897,0.997448
67,386.673,1,9.27811,9.01307,46.6503,122.447,0.0971482,0.244815,0.557724,0.129247,0.965896
68,385.73,1,9.2188,8.94372,46.6422,120.377,0.0962273,0.237004,0.570555,0.125174,0.964456
69,389.93,1,9.1875,9.05618,46.3199,117.958,0.0936954,0.250456,0.609366,0.1318,0.972358
70,393.817,1,9.26874,8.85813,46.4004,122.169,0.0957163,0.252138,0.627554,0.143002,0.989561
71,398.963,1,9.28456,9.10279,46.1427,119.557,0.0975677,0.258247,0.651776,0.139365,1.04111
72,402.054,1,9.23403,9.28162,46.9057,117.548,0.0986146,0.263379,0.628353,0.142072,1.04704
73,398.927,1,9.27718,9.28339,47.0026,115.376,0.0962603,0.263239,0.649848,0.150231,1.01211
74,401.897,1,9.33331,8.98044,47.3346,109.991,0.0981064,0.264301,0.694064,0.141574,1.01102
75,395.991,1,9.39631,8.95753,46.928,100.838,0.0975163,0.266262,0.685605,0.130814,0.975936
76,398.271,1,9.45996,9.23415,45.8572,96.0678,0.0991817,0.259325,0.696321,0.124283,0.971299
77,399.71,1,9.50032,9.21712,46.1915,89.9503,0.0979412,0.262098,0.709778,0.123067,1.00369
78,402.509,1,9.56657,9.53915,46.5836,94.6786,0.102401,0.26013,0.683896,0.119514,1.0365
79,404.458,1,9.49533,9.67325,46.2336,94.808,0.102182,0.260723,0.695473,0.115613,1.05804
80,396.875,1,9.43608,9.75103,46.1081,92.0022,0.0979423,0.258308,0.696109,0.111564,1.07814
