simulations, -2LL
1000,596.699
2000,596.1
3000,595.975
4000,596.062
5000,596.133
6000,595.817
7000,595.962
8000,595.991
9000,595.605
10000,595.531
11000,595.574
12000,595.6
13000,595.723
14000,595.787
15000,595.833
16000,595.935
17000,596.009
18000,596.072
19000,596.136
20000,596.122
21000,596.102
22000,596.165
23000,596.184
24000,596.182
25000,596.186
26000,596.227
27000,596.24
28000,596.176
29000,596.199
30000,596.195
