parameter,value
Cl_pop,5.44901387713815
beta_Cl_logtCLCRMLMIN,0.331716684261025
V1_pop,20.9523538110183
Q_pop,6.02268529537729
V2_pop,23.0222751997188
omega_Cl,0.163762150519092
omega_V1,0.282567365821818
omega_Q,0.656611091335795
omega_V2,0.242900959512355
corr_V2_V1,0.998874367174638
a1,0.254486388275143
a2,0.0612319330420028
